"R0000100","R2737900","R2738000","R2738100","R2738200","R2738300","R2738500"
7146,1,-4,-4,-4,-4,-4
7147,0,0,0,0,12,2
7148,0,0,0,0,6,2
7149,0,0,0,0,1,1
7150,1,-4,-4,-4,-4,-4
7151,1,-4,-4,-4,-4,-4
7152,1,-4,-4,-4,-4,-4
7153,1,-4,-4,-4,-4,-4
7154,1,-4,-4,-4,-4,-4
7155,0,0,0,1,17,11
7156,0,0,0,0,15,2
7157,0,0,0,1,16,12
7158,0,0,0,0,-3,-3
7159,1,-4,-4,-4,-4,-4
7160,1,-4,-4,-4,-4,-4
7161,-5,-5,-5,-5,-5,-5
7162,1,-4,-4,-4,-4,-4
7163,0,1,0,0,2,2
7164,0,0,0,0,-3,-3
7165,1,-4,-4,-4,-4,-4
7166,1,-4,-4,-4,-4,-4
7167,1,-4,-4,-4,-4,-4
7168,0,0,0,1,11,2
7169,1,-4,-4,-4,-4,-4
7170,1,-4,-4,-4,-4,-4
7171,1,-4,-4,-4,-4,-4
7172,1,-4,-4,-4,-4,-4
7173,1,-4,-4,-4,-4,-4
7174,1,-4,-4,-4,-4,-4
7175,1,-4,-4,-4,-4,-4
7176,1,-4,-4,-4,-4,-4
7177,0,1,0,0,-3,-3
7178,1,-4,-4,-4,-4,-4
7179,1,-4,-4,-4,-4,-4
7180,-5,-5,-5,-5,-5,-5
7181,0,0,0,0,-3,-3
7182,0,0,0,0,-3,-3
7183,1,-4,-4,-4,-4,-4
7184,1,-4,-4,-4,-4,-4
7185,1,-4,-4,-4,-4,-4
7186,1,-4,-4,-4,-4,-4
7187,0,0,0,1,14,1
7188,0,0,0,1,15,1
7189,0,0,0,0,-3,-3
7190,0,0,0,0,8,2
7191,0,0,0,0,-3,-3
7192,1,-4,-4,-4,-4,-4
7193,1,-4,-4,-4,-4,-4
7194,1,-4,-4,-4,-4,-4
7195,1,-4,-4,-4,-4,-4
7196,1,-4,-4,-4,-4,-4
7197,0,1,0,0,9,2
7198,1,-4,-4,-4,-4,-4
7199,1,-4,-4,-4,-4,-4
7200,-5,-5,-5,-5,-5,-5
7201,1,-4,-4,-4,-4,-4
7202,-5,-5,-5,-5,-5,-5
7203,1,-4,-4,-4,-4,-4
7204,1,-4,-4,-4,-4,-4
7205,1,-4,-4,-4,-4,-4
7206,1,-4,-4,-4,-4,-4
7207,1,-4,-4,-4,-4,-4
7208,1,-4,-4,-4,-4,-4
7209,0,0,0,0,16,8
7210,1,-4,-4,-4,-4,-4
7211,0,0,0,1,10,2
7212,1,-4,-4,-4,-4,-4
7213,-5,-5,-5,-5,-5,-5
7214,0,0,0,1,1,1
7215,0,0,0,0,1,2
7216,0,1,0,0,5,2
7217,0,1,0,0,12,2
7218,1,-4,-4,-4,-4,-4
7219,0,0,0,0,-3,-3
7220,0,0,0,0,-3,-3
7221,0,0,0,1,0,-4
7222,1,-4,-4,-4,-4,-4
7223,1,-4,-4,-4,-4,-4
7224,1,-4,-4,-4,-4,-4
7225,0,1,0,0,0,-4
7226,0,0,0,0,-3,-3
7227,0,0,0,0,-3,-3
7228,0,0,0,1,7,2
7229,1,-4,-4,-4,-4,-4
7230,0,0,0,0,16,2
7231,0,0,0,0,11,2
7232,0,1,0,0,15,2
7233,1,-4,-4,-4,-4,-4
7234,1,-4,-4,-4,-4,-4
7235,1,-4,-4,-4,-4,-4
7236,1,-4,-4,-4,-4,-4
7237,1,-4,-4,-4,-4,-4
7238,1,-4,-4,-4,-4,-4
7239,1,-4,-4,-4,-4,-4
7240,1,-4,-4,-4,-4,-4
7241,1,-4,-4,-4,-4,-4
7242,-5,-5,-5,-5,-5,-5
7243,1,-4,-4,-4,-4,-4
7244,1,-4,-4,-4,-4,-4
7245,-5,-5,-5,-5,-5,-5
7246,0,1,0,1,5,2
7247,0,1,0,0,3,2
7248,1,-4,-4,-4,-4,-4
7249,1,-4,-4,-4,-4,-4
7250,1,-4,-4,-4,-4,-4
7251,0,1,0,1,1,2
7252,1,-4,-4,-4,-4,-4
7253,0,0,0,0,-3,-3
7254,0,0,0,0,0,-4
7255,0,0,0,0,10,2
7256,0,0,0,0,6,-3
7257,1,-4,-4,-4,-4,-4
7258,0,0,0,0,15,1
7259,0,0,0,1,3,12
7260,-5,-5,-5,-5,-5,-5
7261,1,-4,-4,-4,-4,-4
7262,1,-4,-4,-4,-4,-4
7263,1,-4,-4,-4,-4,-4
7264,1,-4,-4,-4,-4,-4
7265,1,-4,-4,-4,-4,-4
7266,0,0,0,1,0,-4
7267,1,-4,-4,-4,-4,-4
7268,1,-4,-4,-4,-4,-4
7269,-5,-5,-5,-5,-5,-5
7270,1,-4,-4,-4,-4,-4
7271,1,-4,-4,-4,-4,-4
7272,0,0,0,0,-3,-3
7273,-5,-5,-5,-5,-5,-5
7274,1,-4,-4,-4,-4,-4
7275,0,0,0,0,7,1
7276,0,0,0,0,6,1
7277,1,-4,-4,-4,-4,-4
7278,1,-4,-4,-4,-4,-4
7279,1,-4,-4,-4,-4,-4
7280,1,-4,-4,-4,-4,-4
7281,1,-4,-4,-4,-4,-4
7282,1,-4,-4,-4,-4,-4
7283,1,-4,-4,-4,-4,-4
7284,1,-4,-4,-4,-4,-4
7285,0,1,0,0,9,1
7286,0,1,0,0,10,2
7287,1,-4,-4,-4,-4,-4
7288,1,-4,-4,-4,-4,-4
7289,0,0,0,1,16,2
7290,0,1,-3,-3,1,2
7291,1,-4,-4,-4,-4,-4
7292,-5,-5,-5,-5,-5,-5
7293,0,0,0,1,1,1
7294,0,0,0,1,13,1
7295,1,-4,-4,-4,-4,-4
7296,1,-4,-4,-4,-4,-4
7297,1,-4,-4,-4,-4,-4
7298,1,-4,-4,-4,-4,-4
7299,0,0,0,0,14,1
7300,1,-4,-4,-4,-4,-4
7301,1,-4,-4,-4,-4,-4
7302,1,-4,-4,-4,-4,-4
7303,-5,-5,-5,-5,-5,-5
7304,1,-4,-4,-4,-4,-4
7305,0,0,0,1,1,2
7306,1,-4,-4,-4,-4,-4
7307,0,1,1,1,17,9
7308,0,0,0,1,11,2
7309,1,-4,-4,-4,-4,-4
7310,0,0,0,0,17,11
7311,-5,-5,-5,-5,-5,-5
7312,0,1,0,0,13,2
7313,0,1,-3,-3,11,2
7314,1,-4,-4,-4,-4,-4
7315,1,-4,-4,-4,-4,-4
7316,1,-4,-4,-4,-4,-4
7317,1,-4,-4,-4,-4,-4
7318,0,1,0,1,17,12
7319,-5,-5,-5,-5,-5,-5
7320,1,-4,-4,-4,-4,-4
7321,0,0,0,0,0,-4
7322,0,0,0,0,-3,-3
7323,0,0,0,0,0,-4
7324,0,0,0,0,0,-4
7325,1,-4,-4,-4,-4,-4
7326,0,1,0,0,1,2
7327,-5,-5,-5,-5,-5,-5
7328,1,-4,-4,-4,-4,-4
7329,1,-4,-4,-4,-4,-4
7330,1,-4,-4,-4,-4,-4
7331,0,1,0,1,16,12
7332,1,-4,-4,-4,-4,-4
7333,-5,-5,-5,-5,-5,-5
7334,1,-4,-4,-4,-4,-4
7335,0,0,0,0,1,1
7336,0,0,0,0,12,2
7337,0,0,0,0,9,2
7338,1,-4,-4,-4,-4,-4
7339,1,-4,-4,-4,-4,-4
7340,1,-4,-4,-4,-4,-4
7341,0,1,-3,1,3,5
7342,1,-4,-4,-4,-4,-4
7343,1,-4,-4,-4,-4,-4
7344,1,-4,-4,-4,-4,-4
7345,1,-4,-4,-4,-4,-4
7346,0,0,0,1,11,2
7347,1,-4,-4,-4,-4,-4
7348,0,0,0,1,17,8
7349,1,-4,-4,-4,-4,-4
7350,0,0,0,1,15,7
7351,1,-4,-4,-4,-4,-4
7352,1,-4,-4,-4,-4,-4
7353,1,-4,-4,-4,-4,-4
7354,1,-4,-4,-4,-4,-4
7355,0,0,0,1,17,7
7356,-5,-5,-5,-5,-5,-5
7357,1,-4,-4,-4,-4,-4
7358,1,-4,-4,-4,-4,-4
7359,1,-4,-4,-4,-4,-4
7360,1,-4,-4,-4,-4,-4
7361,-5,-5,-5,-5,-5,-5
7362,0,1,0,0,11,2
7363,1,-4,-4,-4,-4,-4
7364,0,0,0,0,7,2
7365,0,0,0,0,9,2
7366,0,0,0,0,6,2
7367,0,1,0,1,16,11
7368,1,-4,-4,-4,-4,-4
7369,1,-4,-4,-4,-4,-4
7370,1,-4,-4,-4,-4,-4
7371,0,0,0,0,7,2
7372,0,0,0,0,11,2
7373,1,-4,-4,-4,-4,-4
7374,0,0,0,1,0,-4
7375,0,1,0,1,4,2
7376,-5,-5,-5,-5,-5,-5
7377,1,-4,-4,-4,-4,-4
7378,1,-4,-4,-4,-4,-4
7379,1,-4,-4,-4,-4,-4
7380,1,-4,-4,-4,-4,-4
7381,0,1,0,0,1,2
7382,1,-4,-4,-4,-4,-4
7383,-5,-5,-5,-5,-5,-5
7384,1,-4,-4,-4,-4,-4
7385,-5,-5,-5,-5,-5,-5
7386,1,-4,-4,-4,-4,-4
7387,1,-4,-4,-4,-4,-4
7388,1,-4,-4,-4,-4,-4
7389,1,-4,-4,-4,-4,-4
7390,1,-4,-4,-4,-4,-4
7391,1,-4,-4,-4,-4,-4
7392,1,-4,-4,-4,-4,-4
7393,1,-4,-4,-4,-4,-4
7394,1,-4,-4,-4,-4,-4
7395,1,-4,-4,-4,-4,-4
7396,1,-4,-4,-4,-4,-4
7397,1,-4,-4,-4,-4,-4
7398,-5,-5,-5,-5,-5,-5
7399,1,-4,-4,-4,-4,-4
7400,1,-4,-4,-4,-4,-4
7401,1,-4,-4,-4,-4,-4
7402,0,0,0,1,0,-4
7403,0,0,0,0,7,2
7404,0,0,0,0,2,2
7405,0,0,0,0,1,2
7406,0,0,0,1,16,12
7407,1,-4,-4,-4,-4,-4
7408,0,1,-3,-3,5,2
7409,1,-4,-4,-4,-4,-4
7410,1,-4,-4,-4,-4,-4
7411,1,-4,-4,-4,-4,-4
7412,1,-4,-4,-4,-4,-4
7413,0,0,0,1,1,12
7414,1,-4,-4,-4,-4,-4
7415,0,0,0,0,8,2
7416,1,-4,-4,-4,-4,-4
7417,1,-4,-4,-4,-4,-4
7418,0,0,0,0,1,2
7419,1,-4,-4,-4,-4,-4
7420,1,-4,-4,-4,-4,-4
7421,1,-4,-4,-4,-4,-4
7422,1,-4,-4,-4,-4,-4
7423,1,-4,-4,-4,-4,-4
7424,1,-4,-4,-4,-4,-4
7425,1,-4,-4,-4,-4,-4
7426,1,-4,-4,-4,-4,-4
7427,1,-4,-4,-4,-4,-4
7428,1,-4,-4,-4,-4,-4
7429,1,-4,-4,-4,-4,-4
7430,0,0,0,1,1,8
7431,0,0,0,1,0,-4
7432,0,0,0,0,1,2
7433,0,0,1,1,1,1
7434,0,0,0,1,12,6
7435,0,1,0,0,10,2
7436,0,0,0,1,12,2
7437,0,0,0,0,6,2
7438,0,0,0,1,10,2
7439,0,0,0,0,4,2
7440,0,0,0,1,3,2
7441,0,0,0,0,0,-4
7442,0,0,0,1,16,8
7443,0,0,0,1,1,12
7444,1,-4,-4,-4,-4,-4
7445,1,-4,-4,-4,-4,-4
7446,1,-4,-4,-4,-4,-4
7447,0,0,0,0,9,1
7448,0,0,0,0,12,2
7449,0,1,0,1,16,11
7450,0,1,1,-3,-3,2
7451,0,0,0,0,1,2
7452,1,-4,-4,-4,-4,-4
7453,1,-4,-4,-4,-4,-4
7454,1,-4,-4,-4,-4,-4
7455,1,-4,-4,-4,-4,-4
7456,1,-4,-4,-4,-4,-4
7457,1,-4,-4,-4,-4,-4
7458,1,-4,-4,-4,-4,-4
7459,1,-4,-4,-4,-4,-4
7460,-5,-5,-5,-5,-5,-5
7461,0,0,0,1,16,12
7462,-5,-5,-5,-5,-5,-5
7463,0,0,0,0,14,5
7464,0,0,0,1,5,2
7465,0,0,0,0,12,1
7466,0,0,0,0,12,1
7467,-5,-5,-5,-5,-5,-5
7468,-5,-5,-5,-5,-5,-5
7469,1,-4,-4,-4,-4,-4
7470,0,0,0,1,15,2
7471,1,-4,-4,-4,-4,-4
7472,1,-4,-4,-4,-4,-4
7473,0,1,0,0,17,2
7474,1,-4,-4,-4,-4,-4
7475,1,-4,-4,-4,-4,-4
7476,1,-4,-4,-4,-4,-4
7477,1,-4,-4,-4,-4,-4
7478,1,-4,-4,-4,-4,-4
7479,1,-4,-4,-4,-4,-4
7480,1,-4,-4,-4,-4,-4
7481,0,1,0,0,0,-4
7482,1,-4,-4,-4,-4,-4
7483,1,-4,-4,-4,-4,-4
7484,1,-4,-4,-4,-4,-4
7485,0,1,-3,0,5,1
7486,1,-4,-4,-4,-4,-4
7487,1,-4,-4,-4,-4,-4
7488,1,-4,-4,-4,-4,-4
7489,1,-4,-4,-4,-4,-4
7490,1,-4,-4,-4,-4,-4
7491,1,-4,-4,-4,-4,-4
7492,0,1,0,0,3,2
7493,0,0,0,0,0,-4
7494,0,1,0,0,3,2
7495,0,0,0,0,17,2
7496,1,-4,-4,-4,-4,-4
7497,0,0,0,0,2,2
7498,1,-4,-4,-4,-4,-4
7499,1,-4,-4,-4,-4,-4
7500,1,-4,-4,-4,-4,-4
7501,1,-4,-4,-4,-4,-4
7502,1,-4,-4,-4,-4,-4
7503,1,-4,-4,-4,-4,-4
7504,1,-4,-4,-4,-4,-4
7505,1,-4,-4,-4,-4,-4
7506,0,0,1,0,10,12
7507,1,-4,-4,-4,-4,-4
7508,1,-4,-4,-4,-4,-4
7509,1,-4,-4,-4,-4,-4
7510,1,-4,-4,-4,-4,-4
7511,-5,-5,-5,-5,-5,-5
7512,0,1,0,0,0,-4
7513,0,0,1,0,-3,-3
7514,0,0,0,0,0,-4
7515,1,-4,-4,-4,-4,-4
7516,0,0,0,0,-3,-3
7517,0,0,0,1,5,2
7518,0,0,0,0,-3,-3
7519,0,1,0,0,16,12
7520,0,0,0,0,9,2
7521,0,0,0,0,10,2
7522,0,0,0,0,0,-4
7523,0,0,0,1,5,2
7524,0,1,0,0,-3,-3
7525,0,0,0,0,3,2
7526,1,-4,-4,-4,-4,-4
7527,0,0,0,1,6,12
7528,-5,-5,-5,-5,-5,-5
7529,0,0,0,0,1,2
7530,0,0,0,1,14,7
7531,1,-4,-4,-4,-4,-4
7532,0,-3,-3,-3,14,2
7533,1,-4,-4,-4,-4,-4
7534,0,1,0,0,4,2
7535,1,-4,-4,-4,-4,-4
7536,-5,-5,-5,-5,-5,-5
7537,1,-4,-4,-4,-4,-4
7538,1,-4,-4,-4,-4,-4
7539,1,-4,-4,-4,-4,-4
7540,1,-4,-4,-4,-4,-4
7541,-5,-5,-5,-5,-5,-5
7542,1,-4,-4,-4,-4,-4
7543,1,-4,-4,-4,-4,-4
7544,1,-4,-4,-4,-4,-4
7545,-5,-5,-5,-5,-5,-5
7546,0,1,0,0,14,2
7547,0,1,0,1,10,12
7548,0,0,-3,0,1,1
7549,0,0,0,1,10,12
7550,0,1,0,0,3,1
7551,0,1,0,0,0,-4
7552,1,-4,-4,-4,-4,-4
7553,1,-4,-4,-4,-4,-4
7554,0,0,1,0,-3,-3
7555,1,-4,-4,-4,-4,-4
7556,1,-4,-4,-4,-4,-4
7557,1,-4,-4,-4,-4,-4
7558,-5,-5,-5,-5,-5,-5
7559,-5,-5,-5,-5,-5,-5
7560,0,1,0,0,0,-4
7561,1,-4,-4,-4,-4,-4
7562,-5,-5,-5,-5,-5,-5
7563,-5,-5,-5,-5,-5,-5
7564,1,-4,-4,-4,-4,-4
7565,0,0,0,0,10,2
7566,0,0,0,0,7,2
7567,0,0,0,0,5,2
7568,1,-4,-4,-4,-4,-4
7569,1,-4,-4,-4,-4,-4
7570,1,-4,-4,-4,-4,-4
7571,1,-4,-4,-4,-4,-4
7572,0,0,0,1,15,11
7573,0,0,0,0,16,2
7574,-5,-5,-5,-5,-5,-5
7575,1,-4,-4,-4,-4,-4
7576,1,-4,-4,-4,-4,-4
7577,0,0,0,1,0,-4
7578,1,-4,-4,-4,-4,-4
7579,-5,-5,-5,-5,-5,-5
7580,0,1,0,1,-3,-3
7581,1,-4,-4,-4,-4,-4
7582,0,0,0,1,6,12
7583,0,0,0,1,13,2
7584,1,-4,-4,-4,-4,-4
7585,1,-4,-4,-4,-4,-4
7586,1,-4,-4,-4,-4,-4
7587,1,-4,-4,-4,-4,-4
7588,1,-4,-4,-4,-4,-4
7589,0,1,0,0,14,7
7590,0,0,0,1,6,2
7591,-5,-5,-5,-5,-5,-5
7592,0,0,0,0,15,2
7593,0,0,0,0,11,1
7594,0,0,0,0,12,1
7595,-5,-5,-5,-5,-5,-5
7596,1,-4,-4,-4,-4,-4
7597,0,0,1,0,1,2
7598,1,-4,-4,-4,-4,-4
7599,1,-4,-4,-4,-4,-4
7600,1,-4,-4,-4,-4,-4
7601,0,1,0,1,2,2
7602,1,-4,-4,-4,-4,-4
7603,0,0,0,0,17,9
7604,0,1,0,1,5,2
7605,1,-4,-4,-4,-4,-4
7606,1,-4,-4,-4,-4,-4
7607,0,0,0,1,7,12
7608,0,0,0,0,0,-4
7609,1,-4,-4,-4,-4,-4
7610,1,-4,-4,-4,-4,-4
7611,1,-4,-4,-4,-4,-4
7612,0,0,1,0,0,-4
7613,1,-4,-4,-4,-4,-4
7614,1,-4,-4,-4,-4,-4
7615,0,0,0,1,1,12
7616,0,0,0,1,2,5
7617,0,0,0,1,8,2
7618,0,0,0,0,13,2
7619,1,-4,-4,-4,-4,-4
7620,0,0,0,0,14,2
7621,0,0,0,1,15,12
7622,1,-4,-4,-4,-4,-4
7623,1,-4,-4,-4,-4,-4
7624,0,1,0,0,-3,-3
7625,1,-4,-4,-4,-4,-4
7626,1,-4,-4,-4,-4,-4
7627,1,-4,-4,-4,-4,-4
7628,0,1,0,0,3,2
7629,0,0,0,1,17,10
7630,0,0,0,0,0,-4
7631,0,0,0,1,5,3
7632,0,0,0,1,5,2
7633,1,-4,-4,-4,-4,-4
7634,1,-4,-4,-4,-4,-4
7635,1,-4,-4,-4,-4,-4
7636,0,1,0,1,14,1
7637,-5,-5,-5,-5,-5,-5
7638,-5,-5,-5,-5,-5,-5
7639,0,0,0,0,8,1
7640,0,0,0,0,3,2
7641,0,0,0,0,0,-4
7642,0,0,0,0,3,2
7643,0,0,0,0,0,-4
7644,0,0,0,0,0,-4
7645,0,0,0,0,-3,-3
7646,0,0,0,1,16,8
7647,1,-4,-4,-4,-4,-4
7648,0,0,0,0,14,2
7649,0,0,0,0,13,2
7650,0,0,0,0,9,2
7651,0,0,0,0,5,2
7652,0,0,0,0,6,2
7653,0,0,1,0,12,1
7654,0,0,0,0,6,2
7655,0,0,1,1,0,-4
7656,1,-4,-4,-4,-4,-4
7657,1,-4,-4,-4,-4,-4
7658,-5,-5,-5,-5,-5,-5
7659,-5,-5,-5,-5,-5,-5
7660,-5,-5,-5,-5,-5,-5
7661,1,-4,-4,-4,-4,-4
7662,1,-4,-4,-4,-4,-4
7663,1,-4,-4,-4,-4,-4
7664,1,-4,-4,-4,-4,-4
7665,0,1,0,0,9,2
7666,-5,-5,-5,-5,-5,-5
7667,0,1,0,0,7,2
7668,1,-4,-4,-4,-4,-4
7669,-5,-5,-5,-5,-5,-5
7670,1,-4,-4,-4,-4,-4
7671,1,-4,-4,-4,-4,-4
7672,1,-4,-4,-4,-4,-4
7673,0,0,0,0,8,2
7674,1,-4,-4,-4,-4,-4
7675,0,0,0,1,15,2
7676,1,-4,-4,-4,-4,-4
7677,1,-4,-4,-4,-4,-4
7678,1,-4,-4,-4,-4,-4
7679,1,-4,-4,-4,-4,-4
7680,0,1,0,0,5,1
7681,0,1,0,1,7,1
7682,0,1,0,1,7,2
7683,-5,-5,-5,-5,-5,-5
7684,0,0,0,1,17,12
7685,0,0,0,0,0,-4
7686,-5,-5,-5,-5,-5,-5
7687,0,1,0,1,2,2
7688,1,-4,-4,-4,-4,-4
7689,1,-4,-4,-4,-4,-4
7690,1,-4,-4,-4,-4,-4
7691,1,-4,-4,-4,-4,-4
7692,1,-4,-4,-4,-4,-4
7693,1,-4,-4,-4,-4,-4
7694,0,0,0,0,2,2
7695,0,0,0,0,4,2
7696,0,0,0,0,-3,-3
7697,1,-4,-4,-4,-4,-4
7698,1,-4,-4,-4,-4,-4
7699,0,0,0,1,8,1
7700,0,0,0,0,1,1
7701,1,-4,-4,-4,-4,-4
7702,-5,-5,-5,-5,-5,-5
7703,0,0,1,1,2,1
7704,0,0,0,0,-3,-3
7705,0,0,0,0,1,1
7706,0,0,0,0,-3,-3
7707,1,-4,-4,-4,-4,-4
7708,-5,-5,-5,-5,-5,-5
7709,1,-4,-4,-4,-4,-4
7710,1,-4,-4,-4,-4,-4
7711,1,-4,-4,-4,-4,-4
7712,0,1,0,0,11,2
7713,0,0,0,0,15,2
7714,0,0,0,0,13,2
7715,0,0,0,0,14,2
7716,1,-4,-4,-4,-4,-4
7717,1,-4,-4,-4,-4,-4
7718,1,-4,-4,-4,-4,-4
7719,1,-4,-4,-4,-4,-4
7720,1,-4,-4,-4,-4,-4
7721,-5,-5,-5,-5,-5,-5
7722,1,-4,-4,-4,-4,-4
7723,1,-4,-4,-4,-4,-4
7724,0,0,0,1,16,1
7725,-5,-5,-5,-5,-5,-5
7726,-5,-5,-5,-5,-5,-5
7727,1,-4,-4,-4,-4,-4
7728,1,-4,-4,-4,-4,-4
7729,-5,-5,-5,-5,-5,-5
7730,0,0,0,0,13,2
7731,1,-4,-4,-4,-4,-4
7732,1,-4,-4,-4,-4,-4
7733,1,-4,-4,-4,-4,-4
7734,0,1,0,0,7,1
7735,0,1,0,1,16,12
7736,1,-4,-4,-4,-4,-4
7737,0,1,0,0,2,2
7738,-5,-5,-5,-5,-5,-5
7739,0,0,0,0,15,2
7740,1,-4,-4,-4,-4,-4
7741,1,-4,-4,-4,-4,-4
7742,0,0,1,1,17,11
7743,0,1,0,0,8,2
7744,1,-4,-4,-4,-4,-4
7745,-5,-5,-5,-5,-5,-5
7746,1,-4,-4,-4,-4,-4
7747,0,0,1,0,0,-4
7748,0,0,0,1,16,9
7749,-5,-5,-5,-5,-5,-5
7750,0,1,0,1,2,2
7751,0,0,-3,1,3,3
7752,1,-4,-4,-4,-4,-4
7753,0,0,0,0,15,2
7754,1,-4,-4,-4,-4,-4
7755,1,-4,-4,-4,-4,-4
7756,1,-4,-4,-4,-4,-4
7757,1,-4,-4,-4,-4,-4
7758,1,-4,-4,-4,-4,-4
7759,1,-4,-4,-4,-4,-4
7760,1,-4,-4,-4,-4,-4
7761,1,-4,-4,-4,-4,-4
7762,-5,-5,-5,-5,-5,-5
7763,0,0,0,0,14,2
7764,1,-4,-4,-4,-4,-4
7765,0,0,0,1,12,2
7766,-5,-5,-5,-5,-5,-5
7767,-5,-5,-5,-5,-5,-5
7768,1,-4,-4,-4,-4,-4
7769,1,-4,-4,-4,-4,-4
7770,1,-4,-4,-4,-4,-4
7771,0,0,0,1,12,2
7772,1,-4,-4,-4,-4,-4
7773,0,1,0,1,14,3
7774,0,1,0,0,9,1
7775,0,0,0,1,13,2
7776,1,-4,-4,-4,-4,-4
7777,1,-4,-4,-4,-4,-4
7778,0,-3,-3,-3,0,-4
7779,0,1,0,0,11,2
7780,0,1,0,0,1,10
7781,0,0,0,1,3,1
7782,0,0,1,1,3,5
7783,1,-4,-4,-4,-4,-4
7784,0,1,0,1,2,2
7785,-5,-5,-5,-5,-5,-5
7786,0,0,0,0,-3,-3
7787,1,-4,-4,-4,-4,-4
7788,1,-4,-4,-4,-4,-4
7789,0,0,0,1,3,2
7790,1,-4,-4,-4,-4,-4
7791,1,-4,-4,-4,-4,-4
7792,1,-4,-4,-4,-4,-4
7793,0,-3,-3,-3,-3,-3
7794,1,-4,-4,-4,-4,-4
7795,1,-4,-4,-4,-4,-4
7796,0,0,0,0,1,2
7797,0,1,0,1,1,2
7798,1,-4,-4,-4,-4,-4
7799,1,-4,-4,-4,-4,-4
7800,1,-4,-4,-4,-4,-4
7801,0,1,0,0,3,2
7802,0,0,0,0,6,2
7803,0,0,0,0,2,12
7804,0,0,0,1,17,8
7805,-5,-5,-5,-5,-5,-5
7806,0,0,0,0,0,-4
7807,1,-4,-4,-4,-4,-4
7808,1,-4,-4,-4,-4,-4
7809,0,0,0,0,13,2
7810,0,1,0,0,-3,-3
7811,0,1,0,1,3,2
7812,1,-4,-4,-4,-4,-4
7813,-5,-5,-5,-5,-5,-5
7814,1,-4,-4,-4,-4,-4
7815,1,-4,-4,-4,-4,-4
7816,1,-4,-4,-4,-4,-4
7817,0,0,0,1,6,2
7818,0,0,0,1,1,1
7819,1,-4,-4,-4,-4,-4
7820,1,-4,-4,-4,-4,-4
7821,0,0,0,1,9,2
7822,1,-4,-4,-4,-4,-4
7823,-5,-5,-5,-5,-5,-5
7824,1,-4,-4,-4,-4,-4
7825,0,0,0,1,17,11
7826,1,-4,-4,-4,-4,-4
7827,-5,-5,-5,-5,-5,-5
7828,0,0,0,0,5,2
7829,1,-4,-4,-4,-4,-4
7830,1,-4,-4,-4,-4,-4
7831,1,-4,-4,-4,-4,-4
7832,1,-4,-4,-4,-4,-4
7833,1,-4,-4,-4,-4,-4
7834,1,-4,-4,-4,-4,-4
7835,0,1,0,0,1,4
7836,0,0,0,0,3,2
7837,1,-4,-4,-4,-4,-4
7838,0,0,0,-3,1,1
7839,1,-4,-4,-4,-4,-4
7840,1,-4,-4,-4,-4,-4
7841,0,1,0,0,1,2
7842,1,-4,-4,-4,-4,-4
7843,0,0,0,-3,15,2
7844,-5,-5,-5,-5,-5,-5
7845,1,-4,-4,-4,-4,-4
7846,1,-4,-4,-4,-4,-4
7847,0,1,0,0,0,-4
7848,0,0,0,0,8,2
7849,1,-4,-4,-4,-4,-4
7850,1,-4,-4,-4,-4,-4
7851,1,-4,-4,-4,-4,-4
7852,0,0,1,1,5,2
7853,-5,-5,-5,-5,-5,-5
7854,1,-4,-4,-4,-4,-4
7855,1,-4,-4,-4,-4,-4
7856,0,0,0,0,7,2
7857,1,-4,-4,-4,-4,-4
7858,1,-4,-4,-4,-4,-4
7859,1,-4,-4,-4,-4,-4
7860,1,-4,-4,-4,-4,-4
7861,1,-4,-4,-4,-4,-4
7862,1,-4,-4,-4,-4,-4
7863,0,0,0,0,1,4
7864,1,-4,-4,-4,-4,-4
7865,0,0,0,1,12,12
7866,1,-4,-4,-4,-4,-4
7867,1,-4,-4,-4,-4,-4
7868,1,-4,-4,-4,-4,-4
7869,1,-4,-4,-4,-4,-4
7870,0,1,0,1,3,3
7871,1,-4,-4,-4,-4,-4
7872,1,-4,-4,-4,-4,-4
7873,1,-4,-4,-4,-4,-4
7874,1,-4,-4,-4,-4,-4
7875,1,-4,-4,-4,-4,-4
7876,1,-4,-4,-4,-4,-4
7877,0,0,0,0,11,2
7878,0,0,0,0,13,2
7879,0,1,0,0,13,2
7880,0,0,0,0,1,2
7881,0,1,0,0,7,2
7882,1,-4,-4,-4,-4,-4
7883,0,0,0,0,17,2
7884,0,0,0,1,15,2
7885,-5,-5,-5,-5,-5,-5
7886,0,0,0,1,15,8
7887,0,0,0,1,13,-3
7888,1,-4,-4,-4,-4,-4
7889,1,-4,-4,-4,-4,-4
7890,1,-4,-4,-4,-4,-4
7891,1,-4,-4,-4,-4,-4
7892,1,-4,-4,-4,-4,-4
7893,1,-4,-4,-4,-4,-4
7894,0,0,0,1,16,12
7895,1,-4,-4,-4,-4,-4
7896,1,-4,-4,-4,-4,-4
7897,0,0,0,1,5,2
7898,1,-4,-4,-4,-4,-4
7899,0,0,0,0,10,2
7900,0,1,0,0,9,2
7901,1,-4,-4,-4,-4,-4
7902,1,-4,-4,-4,-4,-4
7903,0,0,0,1,1,12
7904,1,-4,-4,-4,-4,-4
7905,-5,-5,-5,-5,-5,-5
7906,1,-4,-4,-4,-4,-4
7907,0,0,0,0,11,2
7908,0,1,-2,0,7,2
