"R0000100","R2737900","R2738000","R2738100","R2738200","R2738300","R2738500"
2435,1,-4,-4,-4,-4,-4
2436,0,0,0,0,3,1
2437,0,1,0,0,1,1
2438,0,1,0,0,0,-4
2439,1,-4,-4,-4,-4,-4
2440,1,-4,-4,-4,-4,-4
2441,0,1,0,1,12,12
2442,0,1,0,0,7,2
2443,1,-4,-4,-4,-4,-4
2444,-5,-5,-5,-5,-5,-5
2445,1,-4,-4,-4,-4,-4
2446,1,-4,-4,-4,-4,-4
2447,1,-4,-4,-4,-4,-4
2448,0,0,0,1,15,8
2449,1,-4,-4,-4,-4,-4
2450,1,-4,-4,-4,-4,-4
2451,0,1,0,0,12,2
2452,0,1,0,-3,12,2
2453,1,-4,-4,-4,-4,-4
2454,0,0,0,1,15,2
2455,1,-4,-4,-4,-4,-4
2456,1,-4,-4,-4,-4,-4
2457,0,0,0,0,5,2
2458,1,-4,-4,-4,-4,-4
2459,1,-4,-4,-4,-4,-4
2460,1,-4,-4,-4,-4,-4
2461,1,-4,-4,-4,-4,-4
2462,1,-4,-4,-4,-4,-4
2463,1,-4,-4,-4,-4,-4
2464,1,-4,-4,-4,-4,-4
2465,1,-4,-4,-4,-4,-4
2466,1,-4,-4,-4,-4,-4
2467,1,-4,-4,-4,-4,-4
2468,1,-4,-4,-4,-4,-4
2469,-5,-5,-5,-5,-5,-5
2470,0,0,0,0,9,2
2471,0,0,0,-3,7,2
2472,1,-4,-4,-4,-4,-4
2473,1,-4,-4,-4,-4,-4
2474,1,-4,-4,-4,-4,-4
2475,1,-4,-4,-4,-4,-4
2476,1,-4,-4,-4,-4,-4
2477,0,0,0,-3,12,2
2478,1,-4,-4,-4,-4,-4
2479,1,-4,-4,-4,-4,-4
2480,0,0,0,1,17,8
2481,0,1,0,1,0,-4
2482,0,1,0,1,6,-3
2483,0,0,0,1,17,11
2484,1,-4,-4,-4,-4,-4
2485,0,0,0,0,16,2
2486,1,-4,-4,-4,-4,-4
2487,1,-4,-4,-4,-4,-4
2488,1,-4,-4,-4,-4,-4
2489,1,-4,-4,-4,-4,-4
2490,1,-4,-4,-4,-4,-4
2491,1,-4,-4,-4,-4,-4
2492,0,1,0,0,8,2
2493,1,-4,-4,-4,-4,-4
2494,1,-4,-4,-4,-4,-4
2495,0,0,0,1,15,7
2496,0,1,0,0,14,7
2497,0,0,0,0,3,1
2498,1,-4,-4,-4,-4,-4
2499,0,0,0,1,16,5
2500,-5,-5,-5,-5,-5,-5
2501,1,-4,-4,-4,-4,-4
2502,1,-4,-4,-4,-4,-4
2503,1,-4,-4,-4,-4,-4
2504,1,-4,-4,-4,-4,-4
2505,0,1,0,0,3,1
2506,1,-4,-4,-4,-4,-4
2507,1,-4,-4,-4,-4,-4
2508,1,-4,-4,-4,-4,-4
2509,1,-4,-4,-4,-4,-4
2510,1,-4,-4,-4,-4,-4
2511,1,-4,-4,-4,-4,-4
2512,1,-4,-4,-4,-4,-4
2513,1,-4,-4,-4,-4,-4
2514,1,-4,-4,-4,-4,-4
2515,1,-4,-4,-4,-4,-4
2516,1,-4,-4,-4,-4,-4
2517,1,-4,-4,-4,-4,-4
2518,1,-4,-4,-4,-4,-4
2519,-5,-5,-5,-5,-5,-5
2520,1,-4,-4,-4,-4,-4
2521,1,-4,-4,-4,-4,-4
2522,1,-4,-4,-4,-4,-4
2523,1,-4,-4,-4,-4,-4
2524,1,-4,-4,-4,-4,-4
2525,0,0,0,1,17,11
2526,0,1,0,0,11,1
2527,0,1,0,0,9,1
2528,1,-4,-4,-4,-4,-4
2529,1,-4,-4,-4,-4,-4
2530,1,-4,-4,-4,-4,-4
2531,1,-4,-4,-4,-4,-4
2532,1,-4,-4,-4,-4,-4
2533,1,-4,-4,-4,-4,-4
2534,-5,-5,-5,-5,-5,-5
2535,1,-4,-4,-4,-4,-4
2536,1,-4,-4,-4,-4,-4
2537,1,-4,-4,-4,-4,-4
2538,1,-4,-4,-4,-4,-4
2539,1,-4,-4,-4,-4,-4
2540,1,-4,-4,-4,-4,-4
2541,1,-4,-4,-4,-4,-4
2542,1,-4,-4,-4,-4,-4
2543,1,-4,-4,-4,-4,-4
2544,1,-4,-4,-4,-4,-4
2545,0,0,1,0,-3,-3
2546,0,1,0,0,2,2
2547,-5,-5,-5,-5,-5,-5
2548,0,1,0,0,1,2
2549,1,-4,-4,-4,-4,-4
2550,1,-4,-4,-4,-4,-4
2551,1,-4,-4,-4,-4,-4
2552,1,-4,-4,-4,-4,-4
2553,-5,-5,-5,-5,-5,-5
2554,1,-4,-4,-4,-4,-4
2555,1,-4,-4,-4,-4,-4
2556,1,-4,-4,-4,-4,-4
2557,1,-4,-4,-4,-4,-4
2558,0,0,0,1,16,12
2559,0,0,0,0,11,2
2560,0,1,1,1,11,5
2561,0,0,0,0,8,2
2562,1,-4,-4,-4,-4,-4
2563,1,-4,-4,-4,-4,-4
2564,1,-4,-4,-4,-4,-4
2565,1,-4,-4,-4,-4,-4
2566,0,0,0,0,8,1
2567,1,-4,-4,-4,-4,-4
2568,1,-4,-4,-4,-4,-4
2569,1,-4,-4,-4,-4,-4
2570,1,-4,-4,-4,-4,-4
2571,1,-4,-4,-4,-4,-4
2572,1,-4,-4,-4,-4,-4
2573,1,-4,-4,-4,-4,-4
2574,1,-4,-4,-4,-4,-4
2575,0,0,0,0,6,2
2576,1,-4,-4,-4,-4,-4
2577,0,0,0,1,14,11
2578,1,-4,-4,-4,-4,-4
2579,1,-4,-4,-4,-4,-4
2580,1,-4,-4,-4,-4,-4
2581,1,-4,-4,-4,-4,-4
2582,1,-4,-4,-4,-4,-4
2583,-5,-5,-5,-5,-5,-5
2584,1,-4,-4,-4,-4,-4
2585,-5,-5,-5,-5,-5,-5
2586,1,-4,-4,-4,-4,-4
2587,0,0,0,0,-3,-3
2588,1,-4,-4,-4,-4,-4
2589,1,-4,-4,-4,-4,-4
2590,1,-4,-4,-4,-4,-4
2591,1,-4,-4,-4,-4,-4
2592,0,0,0,1,16,7
2593,1,-4,-4,-4,-4,-4
2594,0,0,0,1,17,10
2595,1,-4,-4,-4,-4,-4
2596,0,0,0,1,17,8
2597,1,-4,-4,-4,-4,-4
2598,1,-4,-4,-4,-4,-4
2599,1,-4,-4,-4,-4,-4
2600,-5,-5,-5,-5,-5,-5
2601,1,-4,-4,-4,-4,-4
2602,1,-4,-4,-4,-4,-4
2603,0,1,1,0,0,-4
2604,1,-4,-4,-4,-4,-4
2605,0,1,0,1,16,1
2606,1,-4,-4,-4,-4,-4
2607,1,-4,-4,-4,-4,-4
2608,-5,-5,-5,-5,-5,-5
2609,1,-4,-4,-4,-4,-4
2610,1,-4,-4,-4,-4,-4
2611,1,-4,-4,-4,-4,-4
2612,0,0,1,1,0,-4
2613,0,0,1,0,11,2
2614,0,1,0,0,5,2
2615,0,1,0,0,2,2
2616,1,-4,-4,-4,-4,-4
2617,0,0,0,1,4,2
2618,-5,-5,-5,-5,-5,-5
2619,1,-4,-4,-4,-4,-4
2620,1,-4,-4,-4,-4,-4
2621,1,-4,-4,-4,-4,-4
2622,1,-4,-4,-4,-4,-4
2623,1,-4,-4,-4,-4,-4
2624,1,-4,-4,-4,-4,-4
2625,1,-4,-4,-4,-4,-4
2626,1,-4,-4,-4,-4,-4
2627,1,-4,-4,-4,-4,-4
2628,1,-4,-4,-4,-4,-4
2629,0,0,0,1,15,8
2630,0,0,0,1,13,1
2631,1,-4,-4,-4,-4,-4
2632,0,0,0,1,12,2
2633,0,1,0,0,-3,-3
2634,-5,-5,-5,-5,-5,-5
2635,1,-4,-4,-4,-4,-4
2636,0,0,0,0,15,1
2637,1,-4,-4,-4,-4,-4
2638,1,-4,-4,-4,-4,-4
2639,0,1,0,1,12,4
2640,0,0,0,1,15,8
2641,1,-4,-4,-4,-4,-4
2642,1,-4,-4,-4,-4,-4
2643,1,-4,-4,-4,-4,-4
2644,1,-4,-4,-4,-4,-4
2645,1,-4,-4,-4,-4,-4
2646,1,-4,-4,-4,-4,-4
2647,1,-4,-4,-4,-4,-4
2648,1,-4,-4,-4,-4,-4
2649,1,-4,-4,-4,-4,-4
2650,1,-4,-4,-4,-4,-4
2651,1,-4,-4,-4,-4,-4
2652,1,-4,-4,-4,-4,-4
2653,1,-4,-4,-4,-4,-4
2654,1,-4,-4,-4,-4,-4
2655,1,-4,-4,-4,-4,-4
2656,1,-4,-4,-4,-4,-4
2657,1,-4,-4,-4,-4,-4
2658,0,0,0,1,10,2
2659,0,0,0,1,7,2
2660,-5,-5,-5,-5,-5,-5
2661,0,0,0,1,5,12
2662,1,-4,-4,-4,-4,-4
2663,1,-4,-4,-4,-4,-4
2664,1,-4,-4,-4,-4,-4
2665,1,-4,-4,-4,-4,-4
2666,1,-4,-4,-4,-4,-4
2667,1,-4,-4,-4,-4,-4
2668,1,-4,-4,-4,-4,-4
2669,1,-4,-4,-4,-4,-4
2670,1,-4,-4,-4,-4,-4
2671,1,-4,-4,-4,-4,-4
2672,1,-4,-4,-4,-4,-4
2673,1,-4,-4,-4,-4,-4
2674,1,-4,-4,-4,-4,-4
2675,1,-4,-4,-4,-4,-4
2676,1,-4,-4,-4,-4,-4
2677,1,-4,-4,-4,-4,-4
2678,0,0,0,0,2,2
2679,0,0,0,0,2,2
2680,0,1,1,0,12,2
2681,1,-4,-4,-4,-4,-4
2682,1,-4,-4,-4,-4,-4
2683,1,-4,-4,-4,-4,-4
2684,0,1,0,1,0,-4
2685,1,-4,-4,-4,-4,-4
2686,1,-4,-4,-4,-4,-4
2687,1,-4,-4,-4,-4,-4
2688,1,-4,-4,-4,-4,-4
2689,1,-4,-4,-4,-4,-4
2690,1,-4,-4,-4,-4,-4
2691,0,0,0,0,16,1
2692,0,1,0,0,1,1
2693,0,1,0,0,1,1
2694,0,1,0,0,2,1
2695,1,-4,-4,-4,-4,-4
2696,1,-4,-4,-4,-4,-4
2697,-5,-5,-5,-5,-5,-5
2698,1,-4,-4,-4,-4,-4
2699,1,-4,-4,-4,-4,-4
2700,0,0,0,0,12,1
2701,0,0,0,-3,7,1
2702,0,0,0,1,11,1
2703,0,0,0,1,11,1
2704,0,0,0,0,10,1
2705,0,0,0,1,15,8
2706,1,-4,-4,-4,-4,-4
2707,1,-4,-4,-4,-4,-4
2708,1,-4,-4,-4,-4,-4
2709,1,-4,-4,-4,-4,-4
2710,1,-4,-4,-4,-4,-4
2711,1,-4,-4,-4,-4,-4
2712,1,-4,-4,-4,-4,-4
2713,0,1,0,0,3,2
2714,1,-4,-4,-4,-4,-4
2715,1,-4,-4,-4,-4,-4
2716,0,0,0,0,1,2
2717,1,-4,-4,-4,-4,-4
2718,1,-4,-4,-4,-4,-4
2719,0,0,0,0,16,8
2720,0,0,0,0,5,2
2721,1,-4,-4,-4,-4,-4
2722,1,-4,-4,-4,-4,-4
2723,1,-4,-4,-4,-4,-4
2724,1,-4,-4,-4,-4,-4
2725,0,0,1,0,-3,-3
2726,1,-4,-4,-4,-4,-4
2727,1,-4,-4,-4,-4,-4
2728,0,0,0,1,17,8
2729,0,0,0,0,15,2
2730,1,-4,-4,-4,-4,-4
2731,1,-4,-4,-4,-4,-4
2732,1,-4,-4,-4,-4,-4
2733,0,0,0,0,6,2
2734,1,-4,-4,-4,-4,-4
2735,0,1,0,0,2,2
2736,0,0,0,1,17,8
2737,1,-4,-4,-4,-4,-4
2738,1,-4,-4,-4,-4,-4
2739,1,-4,-4,-4,-4,-4
2740,1,-4,-4,-4,-4,-4
2741,1,-4,-4,-4,-4,-4
2742,1,-4,-4,-4,-4,-4
2743,1,-4,-4,-4,-4,-4
2744,1,-4,-4,-4,-4,-4
2745,1,-4,-4,-4,-4,-4
2746,1,-4,-4,-4,-4,-4
2747,1,-4,-4,-4,-4,-4
2748,1,-4,-4,-4,-4,-4
2749,-5,-5,-5,-5,-5,-5
2750,1,-4,-4,-4,-4,-4
2751,0,1,0,0,-3,12
2752,1,-4,-4,-4,-4,-4
2753,1,-4,-4,-4,-4,-4
2754,0,1,1,0,-3,2
2755,0,0,0,1,16,11
2756,-5,-5,-5,-5,-5,-5
2757,0,0,0,1,15,1
2758,0,0,0,1,17,8
2759,0,0,0,0,-3,-3
2760,0,0,0,0,17,12
2761,1,-4,-4,-4,-4,-4
2762,1,-4,-4,-4,-4,-4
2763,-5,-5,-5,-5,-5,-5
2764,0,1,0,1,16,11
2765,1,-4,-4,-4,-4,-4
2766,1,-4,-4,-4,-4,-4
2767,1,-4,-4,-4,-4,-4
2768,1,-4,-4,-4,-4,-4
2769,1,-4,-4,-4,-4,-4
2770,1,-4,-4,-4,-4,-4
2771,1,-4,-4,-4,-4,-4
2772,1,-4,-4,-4,-4,-4
2773,1,-4,-4,-4,-4,-4
2774,1,-4,-4,-4,-4,-4
2775,1,-4,-4,-4,-4,-4
2776,1,-4,-4,-4,-4,-4
2777,0,0,0,1,5,2
2778,0,1,0,1,15,11
2779,1,-4,-4,-4,-4,-4
2780,1,-4,-4,-4,-4,-4
2781,1,-4,-4,-4,-4,-4
2782,1,-4,-4,-4,-4,-4
2783,0,0,0,1,16,1
2784,0,0,0,0,-3,-3
2785,1,-4,-4,-4,-4,-4
2786,1,-4,-4,-4,-4,-4
2787,-5,-5,-5,-5,-5,-5
2788,-5,-5,-5,-5,-5,-5
2789,-5,-5,-5,-5,-5,-5
2790,0,1,0,0,12,2
2791,0,1,0,1,17,9
2792,0,0,0,0,15,1
2793,0,0,0,1,15,1
2794,0,0,0,1,14,1
2795,0,0,0,1,14,1
2796,-5,-5,-5,-5,-5,-5
2797,1,-4,-4,-4,-4,-4
2798,1,-4,-4,-4,-4,-4
2799,1,-4,-4,-4,-4,-4
2800,1,-4,-4,-4,-4,-4
2801,0,1,0,0,5,2
2802,0,1,0,1,15,12
2803,1,-4,-4,-4,-4,-4
2804,1,-4,-4,-4,-4,-4
2805,1,-4,-4,-4,-4,-4
2806,1,-4,-4,-4,-4,-4
2807,1,-4,-4,-4,-4,-4
2808,0,1,0,1,6,2
2809,1,-4,-4,-4,-4,-4
2810,1,-4,-4,-4,-4,-4
2811,1,-4,-4,-4,-4,-4
2812,-5,-5,-5,-5,-5,-5
2813,1,-4,-4,-4,-4,-4
2814,1,-4,-4,-4,-4,-4
2815,1,-4,-4,-4,-4,-4
2816,1,-4,-4,-4,-4,-4
2817,0,0,0,1,15,8
2818,0,0,0,0,17,8
2819,1,-4,-4,-4,-4,-4
2820,0,1,0,1,11,2
2821,0,0,0,0,16,2
2822,-5,-5,-5,-5,-5,-5
2823,1,-4,-4,-4,-4,-4
2824,1,-4,-4,-4,-4,-4
2825,1,-4,-4,-4,-4,-4
2826,1,-4,-4,-4,-4,-4
2827,-5,-5,-5,-5,-5,-5
2828,0,0,0,1,17,8
2829,1,-4,-4,-4,-4,-4
2830,0,0,0,1,16,11
2831,0,0,0,0,7,2
2832,0,1,0,0,2,2
2833,1,-4,-4,-4,-4,-4
2834,1,-4,-4,-4,-4,-4
2835,0,0,0,1,17,11
2836,0,0,0,1,16,7
2837,1,-4,-4,-4,-4,-4
2838,1,-4,-4,-4,-4,-4
2839,1,-4,-4,-4,-4,-4
2840,1,-4,-4,-4,-4,-4
2841,1,-4,-4,-4,-4,-4
2842,1,-4,-4,-4,-4,-4
2843,1,-4,-4,-4,-4,-4
2844,-5,-5,-5,-5,-5,-5
2845,0,0,0,0,16,2
2846,0,0,0,1,14,2
2847,0,0,0,0,12,2
2848,1,-4,-4,-4,-4,-4
2849,1,-4,-4,-4,-4,-4
2850,1,-4,-4,-4,-4,-4
2851,1,-4,-4,-4,-4,-4
2852,1,-4,-4,-4,-4,-4
2853,1,-4,-4,-4,-4,-4
2854,1,-4,-4,-4,-4,-4
2855,1,-4,-4,-4,-4,-4
2856,1,-4,-4,-4,-4,-4
2857,1,-4,-4,-4,-4,-4
2858,1,-4,-4,-4,-4,-4
2859,-5,-5,-5,-5,-5,-5
2860,1,-4,-4,-4,-4,-4
2861,1,-4,-4,-4,-4,-4
2862,-5,-5,-5,-5,-5,-5
2863,0,0,0,0,12,2
2864,1,-4,-4,-4,-4,-4
2865,1,-4,-4,-4,-4,-4
2866,0,0,0,1,17,10
2867,1,-4,-4,-4,-4,-4
2868,1,-4,-4,-4,-4,-4
2869,1,-4,-4,-4,-4,-4
2870,1,-4,-4,-4,-4,-4
2871,1,-4,-4,-4,-4,-4
2872,1,-4,-4,-4,-4,-4
2873,1,-4,-4,-4,-4,-4
2874,1,-4,-4,-4,-4,-4
2875,-5,-5,-5,-5,-5,-5
2876,1,-4,-4,-4,-4,-4
2877,1,-4,-4,-4,-4,-4
2878,0,0,0,1,15,11
2879,1,-4,-4,-4,-4,-4
2880,1,-4,-4,-4,-4,-4
2881,1,-4,-4,-4,-4,-4
2882,-5,-5,-5,-5,-5,-5
2883,1,-4,-4,-4,-4,-4
2884,1,-4,-4,-4,-4,-4
2885,0,1,0,1,17,8
2886,1,-4,-4,-4,-4,-4
2887,1,-4,-4,-4,-4,-4
2888,1,-4,-4,-4,-4,-4
2889,1,-4,-4,-4,-4,-4
2890,-5,-5,-5,-5,-5,-5
2891,-5,-5,-5,-5,-5,-5
2892,0,0,0,0,17,9
2893,1,-4,-4,-4,-4,-4
2894,1,-4,-4,-4,-4,-4
2895,1,-4,-4,-4,-4,-4
2896,1,-4,-4,-4,-4,-4
2897,0,0,0,0,15,2
2898,-5,-5,-5,-5,-5,-5
2899,1,-4,-4,-4,-4,-4
2900,1,-4,-4,-4,-4,-4
2901,1,-4,-4,-4,-4,-4
2902,1,-4,-4,-4,-4,-4
2903,1,-4,-4,-4,-4,-4
2904,1,-4,-4,-4,-4,-4
2905,1,-4,-4,-4,-4,-4
2906,1,-4,-4,-4,-4,-4
2907,1,-4,-4,-4,-4,-4
2908,1,-4,-4,-4,-4,-4
2909,1,-4,-4,-4,-4,-4
2910,0,0,0,0,17,2
2911,1,-4,-4,-4,-4,-4
2912,1,-4,-4,-4,-4,-4
2913,1,-4,-4,-4,-4,-4
2914,0,1,0,1,-3,2
2915,0,0,0,1,16,9
2916,1,-4,-4,-4,-4,-4
2917,0,0,0,1,13,2
2918,0,1,0,0,10,2
2919,0,1,0,0,12,2
2920,1,-4,-4,-4,-4,-4
2921,0,0,1,0,4,2
2922,0,0,0,0,8,2
2923,1,-4,-4,-4,-4,-4
2924,1,-4,-4,-4,-4,-4
2925,-5,-5,-5,-5,-5,-5
2926,0,0,0,0,10,1
2927,0,0,0,1,17,11
2928,0,0,0,1,12,2
2929,-5,-5,-5,-5,-5,-5
2930,0,1,0,0,12,2
2931,0,0,1,0,12,2
2932,1,-4,-4,-4,-4,-4
2933,1,-4,-4,-4,-4,-4
2934,1,-4,-4,-4,-4,-4
2935,-5,-5,-5,-5,-5,-5
2936,0,0,0,0,17,1
2937,0,0,0,1,17,10
2938,1,-4,-4,-4,-4,-4
2939,1,-4,-4,-4,-4,-4
2940,1,-4,-4,-4,-4,-4
2941,0,0,0,1,15,12
2942,1,-4,-4,-4,-4,-4
2943,1,-4,-4,-4,-4,-4
2944,0,0,1,1,-3,-3
2945,1,-4,-4,-4,-4,-4
2946,1,-4,-4,-4,-4,-4
2947,-5,-5,-5,-5,-5,-5
2948,1,-4,-4,-4,-4,-4
2949,1,-4,-4,-4,-4,-4
2950,1,-4,-4,-4,-4,-4
2951,1,-4,-4,-4,-4,-4
2952,1,-4,-4,-4,-4,-4
2953,0,0,0,1,2,3
2954,1,-4,-4,-4,-4,-4
2955,1,-4,-4,-4,-4,-4
2956,1,-4,-4,-4,-4,-4
2957,1,-4,-4,-4,-4,-4
2958,1,-4,-4,-4,-4,-4
2959,1,-4,-4,-4,-4,-4
2960,1,-4,-4,-4,-4,-4
2961,1,-4,-4,-4,-4,-4
2962,1,-4,-4,-4,-4,-4
2963,1,-4,-4,-4,-4,-4
2964,1,-4,-4,-4,-4,-4
2965,0,0,0,1,2,12
2966,-5,-5,-5,-5,-5,-5
2967,0,0,0,0,6,2
2968,0,0,0,-3,-3,-3
2969,-5,-5,-5,-5,-5,-5
2970,1,-4,-4,-4,-4,-4
2971,1,-4,-4,-4,-4,-4
2972,1,-4,-4,-4,-4,-4
2973,1,-4,-4,-4,-4,-4
2974,1,-4,-4,-4,-4,-4
2975,1,-4,-4,-4,-4,-4
2976,1,-4,-4,-4,-4,-4
2977,0,0,0,1,15,1
2978,1,-4,-4,-4,-4,-4
2979,1,-4,-4,-4,-4,-4
2980,1,-4,-4,-4,-4,-4
2981,1,-4,-4,-4,-4,-4
2982,0,1,0,0,13,1
2983,0,1,0,0,11,1
2984,0,1,0,0,16,1
2985,0,1,0,0,13,2
2986,1,-4,-4,-4,-4,-4
2987,1,-4,-4,-4,-4,-4
2988,1,-4,-4,-4,-4,-4
2989,1,-4,-4,-4,-4,-4
2990,1,-4,-4,-4,-4,-4
2991,1,-4,-4,-4,-4,-4
2992,0,0,0,0,1,2
2993,0,0,0,0,3,2
2994,0,0,0,0,7,2
2995,0,0,0,1,10,2
2996,1,-4,-4,-4,-4,-4
2997,1,-4,-4,-4,-4,-4
2998,1,-4,-4,-4,-4,-4
2999,1,-4,-4,-4,-4,-4
3000,-5,-5,-5,-5,-5,-5
3001,-5,-5,-5,-5,-5,-5
3002,0,0,1,1,3,4
3003,-5,-5,-5,-5,-5,-5
3004,-5,-5,-5,-5,-5,-5
3005,-5,-5,-5,-5,-5,-5
3006,0,0,0,0,5,1
3007,0,0,0,1,2,1
3008,-5,-5,-5,-5,-5,-5
3009,1,-4,-4,-4,-4,-4
3010,1,-4,-4,-4,-4,-4
3011,1,-4,-4,-4,-4,-4
3012,1,-4,-4,-4,-4,-4
3013,0,0,0,1,15,12
3014,0,0,0,0,0,-4
3015,1,-4,-4,-4,-4,-4
3016,1,-4,-4,-4,-4,-4
3017,1,-4,-4,-4,-4,-4
3018,1,-4,-4,-4,-4,-4
3019,1,-4,-4,-4,-4,-4
3020,1,-4,-4,-4,-4,-4
3021,1,-4,-4,-4,-4,-4
3022,1,-4,-4,-4,-4,-4
3023,1,-4,-4,-4,-4,-4
3024,1,-4,-4,-4,-4,-4
3025,1,-4,-4,-4,-4,-4
3026,1,-4,-4,-4,-4,-4
3027,0,0,0,0,1,1
3028,1,-4,-4,-4,-4,-4
3029,0,1,0,0,6,2
3030,0,0,0,0,16,11
3031,-5,-5,-5,-5,-5,-5
3032,0,0,0,0,7,1
3033,0,0,0,0,5,1
3034,1,-4,-4,-4,-4,-4
3035,1,-4,-4,-4,-4,-4
3036,1,-4,-4,-4,-4,-4
3037,0,0,0,1,16,1
3038,1,-4,-4,-4,-4,-4
3039,1,-4,-4,-4,-4,-4
3040,-5,-5,-5,-5,-5,-5
3041,1,-4,-4,-4,-4,-4
3042,1,-4,-4,-4,-4,-4
3043,1,-4,-4,-4,-4,-4
3044,-5,-5,-5,-5,-5,-5
3045,1,-4,-4,-4,-4,-4
3046,1,-4,-4,-4,-4,-4
3047,0,1,0,1,10,12
3048,0,0,0,1,16,12
3049,0,0,0,0,6,2
3050,1,-4,-4,-4,-4,-4
3051,0,0,0,1,16,8
3052,1,-4,-4,-4,-4,-4
3053,-5,-5,-5,-5,-5,-5
3054,0,1,0,0,3,2
3055,0,1,0,1,12,2
3056,0,0,0,0,16,1
3057,0,0,0,1,17,8
3058,1,-4,-4,-4,-4,-4
3059,1,-4,-4,-4,-4,-4
3060,1,-4,-4,-4,-4,-4
3061,1,-4,-4,-4,-4,-4
3062,1,-4,-4,-4,-4,-4
3063,1,-4,-4,-4,-4,-4
3064,0,0,0,1,17,9
3065,0,0,0,0,-3,-3
3066,0,1,0,1,8,4
3067,-5,-5,-5,-5,-5,-5
3068,1,-4,-4,-4,-4,-4
3069,0,0,0,0,12,1
3070,-5,-5,-5,-5,-5,-5
3071,0,1,0,1,6,1
3072,0,1,0,0,-3,-3
3073,0,0,0,0,-3,-3
3074,0,0,0,1,3,4
3075,1,-4,-4,-4,-4,-4
3076,1,-4,-4,-4,-4,-4
3077,0,0,0,0,6,2
3078,0,0,0,0,5,2
3079,1,-4,-4,-4,-4,-4
3080,1,-4,-4,-4,-4,-4
3081,1,-4,-4,-4,-4,-4
3082,1,-4,-4,-4,-4,-4
3083,1,-4,-4,-4,-4,-4
3084,1,-4,-4,-4,-4,-4
3085,1,-4,-4,-4,-4,-4
3086,1,-4,-4,-4,-4,-4
3087,-5,-5,-5,-5,-5,-5
3088,-5,-5,-5,-5,-5,-5
3089,1,-4,-4,-4,-4,-4
3090,1,-4,-4,-4,-4,-4
3091,1,-4,-4,-4,-4,-4
3092,-5,-5,-5,-5,-5,-5
3093,1,-4,-4,-4,-4,-4
3094,1,-4,-4,-4,-4,-4
3095,1,-4,-4,-4,-4,-4
3096,1,-4,-4,-4,-4,-4
3097,1,-4,-4,-4,-4,-4
3098,0,1,0,0,3,2
3099,0,0,0,0,1,2
3100,1,-4,-4,-4,-4,-4
3101,1,-4,-4,-4,-4,-4
3102,0,1,0,0,10,2
3103,0,0,0,0,8,2
3104,0,0,0,0,8,2
3105,0,1,1,1,9,2
3106,0,1,0,0,9,2
3107,1,-4,-4,-4,-4,-4
3108,1,-4,-4,-4,-4,-4
3109,1,-4,-4,-4,-4,-4
3110,1,-4,-4,-4,-4,-4
3111,1,-4,-4,-4,-4,-4
3112,1,-4,-4,-4,-4,-4
3113,0,1,0,0,7,2
3114,1,-4,-4,-4,-4,-4
3115,1,-4,-4,-4,-4,-4
3116,1,-4,-4,-4,-4,-4
3117,0,0,1,0,0,-4
3118,1,-4,-4,-4,-4,-4
3119,1,-4,-4,-4,-4,-4
3120,1,-4,-4,-4,-4,-4
3121,0,1,0,0,1,1
3122,0,1,0,0,10,1
3123,0,1,0,0,1,2
3124,0,1,0,0,2,2
3125,0,0,0,0,13,1
3126,1,-4,-4,-4,-4,-4
3127,1,-4,-4,-4,-4,-4
3128,1,-4,-4,-4,-4,-4
3129,1,-4,-4,-4,-4,-4
3130,1,-4,-4,-4,-4,-4
3131,-5,-5,-5,-5,-5,-5
3132,1,-4,-4,-4,-4,-4
3133,1,-4,-4,-4,-4,-4
3134,1,-4,-4,-4,-4,-4
3135,1,-4,-4,-4,-4,-4
3136,1,-4,-4,-4,-4,-4
3137,1,-4,-4,-4,-4,-4
3138,0,-3,-3,0,10,2
3139,1,-4,-4,-4,-4,-4
3140,1,-4,-4,-4,-4,-4
3141,1,-4,-4,-4,-4,-4
3142,1,-4,-4,-4,-4,-4
3143,1,-4,-4,-4,-4,-4
3144,-5,-5,-5,-5,-5,-5
3145,1,-4,-4,-4,-4,-4
3146,1,-4,-4,-4,-4,-4
3147,-5,-5,-5,-5,-5,-5
3148,-5,-5,-5,-5,-5,-5
3149,-5,-5,-5,-5,-5,-5
3150,1,-4,-4,-4,-4,-4
3151,1,-4,-4,-4,-4,-4
3152,1,-4,-4,-4,-4,-4
3153,1,-4,-4,-4,-4,-4
3154,1,-4,-4,-4,-4,-4
3155,1,-4,-4,-4,-4,-4
3156,1,-4,-4,-4,-4,-4
3157,1,-4,-4,-4,-4,-4
3158,-5,-5,-5,-5,-5,-5
3159,0,0,0,1,16,2
3160,0,0,0,1,12,2
3161,0,0,0,1,13,11
3162,0,1,0,0,7,2
3163,1,-4,-4,-4,-4,-4
3164,1,-4,-4,-4,-4,-4
3165,1,-4,-4,-4,-4,-4
3166,1,-4,-4,-4,-4,-4
3167,-5,-5,-5,-5,-5,-5
3168,1,-4,-4,-4,-4,-4
3169,1,-4,-4,-4,-4,-4
3170,1,-4,-4,-4,-4,-4
3171,1,-4,-4,-4,-4,-4
3172,1,-4,-4,-4,-4,-4
3173,1,-4,-4,-4,-4,-4
3174,-5,-5,-5,-5,-5,-5
3175,0,0,0,0,11,2
3176,-5,-5,-5,-5,-5,-5
3177,-5,-5,-5,-5,-5,-5
