C0000100,C0000200,C0005700,m_age_ya,m_HGC
869201,8692,1981,17,11
869202,8692,1990,25,11
869203,8692,1992,27,11
869204,8692,1997,32,11
869301,8693,1978,20,12
869302,8693,1984,26,12
869401,8694,1983,21,16
869402,8694,1984,22,16
869501,8695,1981,17,13
869601,8696,1979,18,14
869602,8696,1981,20,14
869603,8696,1982,22,14
869604,8696,1987,26,14
869701,8697,1989,28,18
870101,8701,1979,22,12
870102,8701,1980,23,12
870103,8701,1985,28,12
870104,8701,1987,30,12
870501,8705,1979,16,9
870502,8705,1986,23,9
870503,8705,1987,24,9
870601,8706,1980,15,14
870602,8706,1981,17,14
870603,8706,1989,25,14
870604,8706,1990,26,14
870701,8707,1984,25,13
870702,8707,1988,29,13
870801,8708,1980,19,9
870802,8708,1992,32,9
870803,8708,1995,34,9
871401,8714,1979,22,12
871402,8714,1982,25,12
871403,8714,1985,28,12
871501,8715,1974,16,14
871502,8715,1977,19,14
871503,8715,1979,21,14
871601,8716,1982,23,12
871602,8716,1989,30,12
871801,8718,1984,24,12
871802,8718,1986,26,12
872001,8720,1979,21,14
872101,8721,1987,26,12
872801,8728,1981,23,12
872802,8728,1983,26,12
872803,8728,1985,28,12
872901,8729,1981,20,12
872902,8729,1983,21,12
872903,8729,1985,23,12
872904,8729,1986,25,12
873101,8731,1979,18,11
873102,8731,1983,23,11
873301,8733,1977,17,9
873302,8733,1979,18,9
873303,8733,1980,20,9
873304,8733,1983,22,9
873401,8734,1984,19,16
873402,8734,1990,26,16
873601,8736,1984,22,9
873602,8736,1987,25,9
873901,8739,1973,16,9
873902,8739,1983,26,9
874201,8742,1980,20,15
874401,8744,1982,18,10
874402,8744,1985,20,10
874403,8744,1986,22,10
874801,8748,1985,25,15
875001,8750,1983,20,10
875002,8750,1988,25,10
875601,8756,1987,24,12
875602,8756,1989,25,12
875701,8757,1980,19,9
875702,8757,1983,22,9
875703,8757,1988,27,9
875704,8757,1990,29,9
875901,8759,1985,26,16
875902,8759,1987,29,16
876201,8762,1977,16,9
876202,8762,1978,18,9
876203,8762,1981,20,9
876301,8763,1978,18,12
876302,8763,1984,24,12
876303,8763,1988,28,12
876601,8766,1979,15,7
877001,8770,1979,19,12
877002,8770,1982,22,12
877201,8772,1975,15,8
877202,8772,1979,19,8
877701,8777,1976,17,9
877702,8777,1981,22,9
877901,8779,1976,16,10
877902,8779,1980,20,10
877903,8779,1983,23,10
877904,8779,1989,29,10
878201,8782,1976,18,12
878202,8782,1976,19,12
878301,8783,1984,23,12
878302,8783,1986,25,12
878701,8787,1980,15,12
878702,8787,1982,17,12
878703,8787,1988,23,12
878801,8788,1982,21,10
878802,8788,1987,26,10
878803,8788,1988,27,10
879401,8794,1978,16,15
879402,8794,1981,19,15
879403,8794,1989,27,15
879404,8794,1993,32,15
879501,8795,1977,19,13
879502,8795,1982,25,13
879701,8797,1984,24,12
879801,8798,1981,19,12
879802,8798,1982,21,12
879901,8799,1988,25,12
879902,8799,1990,27,12
880001,8800,1974,17,9
880002,8800,1978,20,9
880101,8801,1978,19,13
880102,8801,1982,23,13
880103,8801,1983,24,13
880201,8802,1978,16,12
880202,8802,1982,19,12
880203,8802,1984,21,12
881501,8815,1996,31,13
881502,8815,1997,32,13
881601,8816,1980,20,12
881602,8816,1982,22,12
881801,8818,1981,24,16
881802,8818,1983,26,16
882101,8821,1984,27,18
882102,8821,1986,29,18
882501,8825,1984,26,17
882502,8825,1988,30,17
882601,8826,1984,25,15
882602,8826,1987,28,15
882801,8828,1982,25,16
882802,8828,1984,27,16
882803,8828,1986,29,16
882804,8828,1988,31,16
883001,8830,1984,24,14
883002,8830,1986,27,14
883003,8830,1988,29,14
883301,8833,1986,24,16
883302,8833,1987,25,16
883901,8839,1977,19,13
884001,8840,1978,17,12
884002,8840,1980,19,12
884003,8840,1982,21,12
884501,8845,1980,20,12
884502,8845,1984,24,12
884503,8845,1988,27,12
884701,8847,1978,16,12
884702,8847,1980,19,12
884703,8847,1984,22,12
884801,8848,1979,21,16
884802,8848,1984,26,16
884803,8848,1986,27,16
884901,8849,1978,16,10
885301,8853,1989,26,14
885302,8853,1992,29,14
885401,8854,1978,16,12
885402,8854,1988,26,12
885403,8854,1989,27,12
885801,8858,1986,23,14
885802,8858,1989,26,14
886101,8861,1986,22,18
886102,8861,1994,31,18
886401,8864,1984,22,14
886402,8864,1986,25,14
886701,8867,1981,20,12
886702,8867,1983,22,12
886703,8867,1984,24,12
886901,8869,1979,20,9
886902,8869,1982,23,9
886903,8869,1982,23,9
886904,8869,1986,28,9
887001,8870,1979,16,11
887002,8870,1983,19,11
887003,8870,1986,22,11
887301,8873,1990,28,16
887801,8878,1997,34,15
887802,8878,1999,36,15
888301,8883,1981,23,20
888302,8883,1983,25,20
888501,8885,1991,28,16
888502,8885,1994,31,16
888801,8888,1984,27,12
888802,8888,1992,35,12
888901,8889,1979,19,14
888902,8889,1981,21,14
888903,8889,1989,29,14
889001,8890,1982,20,14
889002,8890,1988,26,14
889501,8895,1981,21,12
889502,8895,1977,17,12
889601,8896,1982,23,16
889602,8896,1989,30,16
889901,8899,1987,24,12
890001,8900,1987,24,13
890002,8900,1989,27,13
890003,8900,1993,30,13
890004,8900,1994,32,13
890005,8900,1996,34,13
890201,8902,1992,33,18
890202,8902,2009,50,18
890203,8902,2009,50,18
890401,8904,1983,19,20
890402,8904,1991,27,20
890403,8904,1999,35,20
890901,8909,1981,19,13
890902,8909,1983,20,13
891001,8910,1985,21,14
891002,8910,1992,29,14
891003,8910,1998,34,14
891201,8912,1981,22,14
891202,8912,1986,27,14
891301,8913,1985,23,13
891601,8916,1975,18,12
891602,8916,1991,33,12
892001,8920,1984,19,12
892002,8920,1991,26,12
892003,8920,1999,34,12
892501,8925,1983,20,12
892502,8925,1984,22,12
892503,8925,2000,37,12
892601,8926,1979,16,12
892602,8926,1981,18,12
892603,8926,1985,22,12
892701,8927,1985,24,14
892702,8927,1989,29,14
893101,8931,2002,40,16
893201,8932,1981,19,12
893202,8932,1984,22,12
893401,8934,1980,19,13
893402,8934,1983,21,13
893801,8938,1981,22,17
893802,8938,1985,25,17
893803,8938,1989,30,17
893901,8939,1984,23,15
893902,8939,1989,29,15
894001,8940,1990,27,15
894002,8940,1991,29,15
894003,8940,1996,34,15
894201,8942,1987,22,14
894202,8942,1991,26,14
894203,8942,1994,29,14
894204,8942,1997,33,14
894205,8942,1999,34,14
894206,8942,2001,36,14
894401,8944,1988,24,12
894402,8944,1990,26,12
894403,8944,1997,32,12
894601,8946,1983,20,15
894602,8946,1986,24,15
894801,8948,1981,16,10
894802,8948,1984,19,10
894803,8948,1991,26,10
894804,8948,1992,27,10
894805,8948,1993,28,10
894901,8949,1980,17,10
894902,8949,1984,21,10
894903,8949,1992,30,10
895101,8951,1987,28,16
895102,8951,1991,32,16
895301,8953,1983,19,18
895302,8953,1984,20,18
895303,8953,1988,24,18
895501,8955,1978,16,8
895502,8955,1984,22,8
895601,8956,1975,18,14
895602,8956,1979,21,14
896001,8960,1977,19,13
896002,8960,1978,20,13
896101,8961,1973,16,9
896102,8961,1981,23,9
896201,8962,1978,19,13
896202,8962,1985,25,13
896203,8962,1997,38,13
896501,8965,1991,29,12
896502,8965,1994,32,12
896601,8966,1976,16,9
896602,8966,1981,21,9
896701,8967,1979,19,10
896702,8967,1981,20,10
896703,8967,1983,23,10
896704,8967,1983,23,10
896705,8967,1986,25,10
896706,8967,1989,28,10
896901,8969,1987,23,11
896902,8969,1989,26,11
896903,8969,1991,27,11
896904,8969,1993,29,11
896905,8969,2001,38,11
897001,8970,1984,23,14
897401,8974,1980,17,14
897402,8974,1991,27,14
897403,8974,2000,37,14
897404,8974,2004,41,14
897701,8977,1976,16,15
897702,8977,1977,17,15
897703,8977,1998,38,15
897704,8977,2002,42,15
898201,8982,1990,26,15
898501,8985,1983,20,13
898502,8985,1985,23,13
899601,8996,1982,22,15
899602,8996,1987,27,15
899603,8996,1990,29,15
900001,9000,1982,19,8
900002,9000,1983,20,8
900003,9000,1985,21,8
900401,9004,1981,17,10
900402,9004,1983,18,10
901101,9011,1983,20,12
901102,9011,1985,21,12
901103,9011,1989,26,12
901201,9012,1975,16,13
901801,9018,1983,18,12
901901,9019,1983,21,13
901902,9019,1985,22,13
901903,9019,1991,29,13
901904,9019,1995,33,13
902101,9021,1984,20,12
902301,9023,1980,21,12
902302,9023,1990,31,12
902501,9025,1980,20,5
902502,9025,1983,23,5
902503,9025,1985,25,5
902901,9029,1995,35,12
903301,9033,1982,18,12
903302,9033,1989,25,12
903501,9035,1980,21,15
903502,9035,1986,27,15
903503,9035,1989,30,15
903701,9037,1982,24,12
903702,9037,1985,26,12
903703,9037,1989,31,12
903801,9038,1978,19,17
903802,9038,1995,36,17
904001,9040,1983,19,16
904002,9040,1985,21,16
904003,9040,1991,27,16
904101,9041,1984,22,10
904102,9041,1985,23,10
904103,9041,1988,26,10
904501,9045,1979,16,18
904502,9045,1981,18,18
904503,9045,1992,29,18
904601,9046,1978,17,12
904801,9048,1974,14,14
904802,9048,1979,18,14
904803,9048,1980,20,14
904804,9048,1983,22,14
904805,9048,1985,24,14
904806,9048,1987,26,14
905001,9050,1977,14,11
905002,9050,1979,17,11
905003,9050,1992,29,11
905301,9053,1980,20,12
905701,9057,1984,19,13
905702,9057,1987,22,13
905703,9057,1991,27,13
905704,9057,1993,29,13
906001,9060,1971,11,7
906002,9060,1973,13,7
906003,9060,1974,15,7
906004,9060,1976,16,7
906005,9060,1977,17,7
906301,9063,1975,16,10
906302,9063,1979,20,10
906401,9064,1978,15,14
906402,9064,1981,18,14
906403,9064,1984,21,14
906404,9064,1985,22,14
906501,9065,1980,21,15
906502,9065,1986,28,15
906701,9067,1985,22,18
906702,9067,1987,24,18
906703,9067,1995,32,18
907001,9070,1986,22,14
907002,9070,1988,24,14
907003,9070,1994,30,14
907401,9074,1977,19,11
907402,9074,1981,23,11
907403,9074,1983,25,11
908001,9080,1975,15,9
908002,9080,1977,17,9
908003,9080,1981,21,9
908101,9081,1983,21,12
908102,9081,1985,23,12
908103,9081,1987,25,12
908401,9084,1983,20,11
908402,9084,1986,23,11
908601,9086,1976,17,10
908602,9086,1981,22,10
908701,9087,1990,32,15
909201,9092,1981,19,14
909202,9092,1982,20,14
909501,9095,1986,26,14
910001,9100,1985,21,14
910002,9100,1988,24,14
910003,9100,1991,28,14
910101,9101,1979,20,10
910102,9101,1981,21,10
910103,9101,1997,38,10
910104,9101,1998,39,10
910301,9103,1981,20,12
910302,9103,1983,21,12
910303,9103,1984,23,12
910401,9104,1979,18,10
910402,9104,1982,20,10
910403,9104,1985,24,10
910404,9104,1990,28,10
910601,9106,1994,29,12
910801,9108,1977,16,11
910802,9108,1981,20,11
910803,9108,1982,21,11
910901,9109,1981,17,12
910902,9109,1985,21,12
910903,9109,1989,25,12
911501,9115,1979,18,14
911502,9115,1984,23,14
911503,9115,1991,30,14
911701,9117,1985,26,15
911702,9117,1989,30,15
911801,9118,1982,22,12
911802,9118,1985,25,12
911803,9118,1986,26,12
911901,9119,1983,24,12
912201,9122,1979,19,9
912202,9122,1982,22,9
912401,9124,1979,20,12
912402,9124,1981,22,12
912901,9129,1989,30,10
913301,9133,1982,18,8
913302,9133,1989,25,8
913401,9134,1988,30,20
913402,9134,1989,32,20
913501,9135,1987,23,12
913801,9138,1978,17,8
914101,9141,1984,21,9
914102,9141,1986,23,9
914201,9142,1979,22,9
914202,9142,1983,25,9
914203,9142,1986,29,9
914301,9143,1984,24,8
914302,9143,1985,26,8
914401,9144,1987,25,14
914402,9144,1989,26,14
914403,9144,1991,28,14
914501,9145,1980,19,8
914502,9145,1983,22,8
914503,9145,1987,26,8
914504,9145,1989,28,8
914801,9148,1980,21,16
914802,9148,1985,26,16
915701,9157,1980,18,12
915702,9157,1982,20,12
915703,9157,1984,22,12
915901,9159,1984,21,12
916701,9167,1989,26,12
916801,9168,1988,24,12
917101,9171,1977,18,12
917102,9171,1985,26,12
917103,9171,1988,29,12
917201,9172,1977,15,10
917202,9172,1989,27,10
917301,9173,1980,16,9
917302,9173,1981,17,9
917303,9173,1982,18,9
917401,9174,1980,18,13
917801,9178,1982,24,12
917802,9178,1988,29,12
917901,9179,1983,19,10
917902,9179,1984,20,10
917903,9179,1989,25,10
918001,9180,1976,18,11
918002,9180,1979,21,11
918003,9180,1980,23,11
918004,9180,1984,26,11
918005,9180,1986,28,11
918201,9182,1979,19,12
918202,9182,1980,21,12
918203,9182,1984,25,12
918301,9183,1979,19,12
918302,9183,1985,25,12
918303,9183,1985,25,12
918501,9185,1978,17,14
919201,9192,1977,15,12
919202,9192,1989,26,12
919301,9193,1999,34,15
919501,9195,1982,23,17
919901,9199,1998,35,16
919902,9199,2000,37,16
920101,9201,1976,16,12
920102,9201,1977,18,12
920201,9202,1976,14,9
920501,9205,1981,19,13
920502,9205,1984,22,13
920503,9205,1993,31,13
920601,9206,1983,19,16
920602,9206,1985,20,16
920801,9208,1974,16,11
921401,9214,1982,22,11
921402,9214,1983,23,11
921403,9214,1985,25,11
921404,9214,1986,26,11
921901,9219,2000,38,12
922001,9220,1974,15,12
922002,9220,1978,19,12
922101,9221,1991,33,12
922301,9223,1988,26,12
922302,9223,1996,33,12
922701,9227,1987,23,11
922801,9228,1977,16,9
922802,9228,1983,21,9
922901,9229,1987,22,20
922902,9229,1997,32,20
922903,9229,2002,37,20
923101,9231,1986,23,13
923102,9231,1988,24,13
923301,9233,1980,18,14
923302,9233,1982,21,14
923303,9233,1982,21,14
923401,9234,1981,17,13
923402,9234,1987,23,13
923601,9236,1984,21,12
923801,9238,1983,26,12
923802,9238,1987,29,12
923901,9239,1987,28,12
923902,9239,1989,30,12
924301,9243,1988,29,13
924401,9244,1978,19,11
924402,9244,1983,24,11
924601,9246,1986,22,8
924602,9246,1990,26,8
924801,9248,1983,21,12
924802,9248,1989,28,12
924901,9249,1985,22,8
925201,9252,1979,19,10
925202,9252,1982,22,10
925501,9255,1976,16,15
925502,9255,1981,21,15
925503,9255,1984,24,15
925504,9255,1987,27,15
925601,9256,1986,24,12
925602,9256,1997,35,12
925701,9257,1979,19,12
925702,9257,1982,22,12
925703,9257,1984,25,12
925901,9259,1975,17,14
925902,9259,1978,19,14
926001,9260,1978,18,12
926002,9260,1993,33,12
926101,9261,1979,18,15
926102,9261,1980,19,15
926201,9262,1979,16,14
926401,9264,1979,19,13
926402,9264,1981,20,13
926403,9264,1982,21,13
926801,9268,1983,22,14
926802,9268,2002,41,14
927201,9272,1975,17,10
927202,9272,1977,20,10
927203,9272,1984,27,10
927301,9273,1975,15,11
927302,9273,1977,17,11
927303,9273,1983,23,11
927304,9273,1990,29,11
927401,9274,1975,18,13
927402,9274,1979,21,13
927403,9274,1983,25,13
927501,9275,1980,17,8
927502,9275,1982,18,8
927503,9275,1985,22,8
927504,9275,1987,24,8
927701,9277,1978,16,12
927702,9277,1980,17,12
927703,9277,1982,19,12
927801,9278,1981,18,12
927802,9278,1986,22,12
928101,9281,1981,18,12
928102,9281,1983,20,12
928103,9281,1995,32,12
928401,9284,1976,15,17
928402,9284,1977,17,17
928403,9284,1978,18,17
928404,9284,1982,21,17
928601,9286,1986,22,12
928602,9286,1991,28,12
928701,9287,1981,23,14
928702,9287,1990,32,14
928703,9287,1992,34,14
928704,9287,1994,36,14
929801,9298,1980,17,16
929802,9298,1982,19,16
929803,9298,1994,32,16
929804,9298,1995,33,16
929805,9298,1997,34,16
930801,9308,1984,20,18
930802,9308,1993,29,18
930803,9308,1995,30,18
930804,9308,1998,33,18
930805,9308,1999,35,18
930806,9308,2002,38,18
930807,9308,2002,38,18
931201,9312,1981,19,95
931202,9312,1992,29,95
931203,9312,2000,38,95
931204,9312,2002,40,95
931701,9317,1981,21,16
931702,9317,1985,25,16
931703,9317,1987,27,16
931704,9317,1989,29,16
931901,9319,1978,20,14
931902,9319,1982,24,14
931903,9319,1989,32,14
932301,9323,1975,16,16
932501,9325,1983,25,14
932502,9325,1989,31,14
933001,9330,1987,29,16
933301,9333,1993,34,13
933601,9336,1989,31,13
933701,9337,1980,20,13
933702,9337,1992,32,13
934001,9340,1986,22,12
934101,9341,1987,27,16
934102,9341,1989,28,16
934201,9342,1985,22,17
934202,9342,1992,30,17
934401,9344,1984,24,15
934402,9344,1985,25,15
934601,9346,1976,18,16
934701,9347,1976,19,14
934702,9347,1982,24,14
934901,9349,1977,16,12
934902,9349,1979,18,12
934903,9349,1988,27,12
934904,9349,1990,29,12
935301,9353,1984,21,14
935302,9353,1986,24,14
935401,9354,1982,21,14
935402,9354,1993,32,14
935403,9354,1994,33,14
935501,9355,1976,17,16
935901,9359,1993,32,14
935902,9359,1995,34,14
936001,9360,1997,35,16
936002,9360,2001,39,16
936301,9363,1982,19,15
936501,9365,1995,31,13
936601,9366,1982,22,14
936602,9366,1991,31,14
937101,9371,1983,19,11
937102,9371,1987,23,11
937401,9374,1978,20,3
937402,9374,1980,21,3
937403,9374,1983,25,3
937404,9374,1984,26,3
937801,9378,1983,19,12
937802,9378,1986,21,12
938001,9380,1988,25,15
938002,9380,1989,26,15
938101,9381,1977,19,14
938102,9381,1983,25,14
938103,9381,1985,27,14
938201,9382,1976,18,6
938202,9382,1978,21,6
938203,9382,1979,22,6
938204,9382,1984,26,6
938205,9382,1998,40,6
938301,9383,1979,19,14
938302,9383,1981,21,14
938401,9384,1985,24,11
938801,9388,1983,19,11
938802,9388,1986,22,11
938803,9388,1988,24,11
939201,9392,1980,21,14
939202,9392,1982,23,14
939203,9392,1986,27,14
939601,9396,1979,20,12
939602,9396,1980,21,12
939603,9396,1982,23,12
939701,9397,1978,21,12
939702,9397,1980,22,12
940101,9401,1975,17,20
940102,9401,1987,29,20
940103,9401,1990,32,20
940301,9403,1978,21,10
940302,9403,1985,28,10
940601,9406,1979,16,8
940801,9408,1978,17,11
940802,9408,1981,20,11
940803,9408,1983,22,11
941301,9413,1976,15,11
941302,9413,1989,28,11
941601,9416,1984,27,16
941602,9416,1986,29,16
942101,9421,1987,30,17
942102,9421,1990,32,17
942301,9423,1998,35,16
942302,9423,1999,36,16
942303,9423,2001,38,16
942901,9429,1989,25,8
942902,9429,1990,26,8
943001,9430,1983,18,8
943002,9430,1988,23,8
943201,9432,1975,16,9
943301,9433,1978,18,11
943302,9433,1980,20,11
943401,9434,1987,25,11
943402,9434,1989,27,11
944001,9440,1988,25,9
944002,9440,1991,28,9
944101,9441,1977,16,14
944102,9441,1981,20,14
944103,9441,1990,29,14
944104,9441,1994,33,14
944601,9446,1982,25,16
944602,9446,1985,28,16
945201,9452,1984,26,19
945501,9455,1987,29,16
945502,9455,1989,31,16
945601,9456,1989,31,17
945901,9459,1989,29,18
946001,9460,1987,29,16
946101,9461,1984,26,16
946102,9461,1985,27,16
946401,9464,1989,31,16
946601,9466,1986,27,16
946602,9466,1988,29,16
946901,9469,1981,23,16
947301,9473,1974,16,10
947302,9473,1976,18,10
947303,9473,1978,20,10
947304,9473,1979,21,10
947305,9473,1980,22,10
947601,9476,1980,18,8
947602,9476,1985,23,8
947701,9477,1981,17,7
947702,9477,1984,20,7
947703,9477,1986,22,7
947901,9479,1986,23,12
947902,9479,1988,25,12
948201,9482,1976,18,11
948202,9482,1978,20,11
948203,9482,1980,23,11
948301,9483,1987,29,12
948302,9483,1990,32,12
948501,9485,1981,20,12
948502,9485,1983,22,12
948503,9485,1985,24,12
948504,9485,1986,25,12
948701,9487,1982,25,15
948702,9487,1987,30,15
948801,9488,1982,21,11
948802,9488,1984,23,11
948803,9488,1985,24,11
949201,9492,1983,22,12
949202,9492,1984,23,12
949601,9496,1988,23,12
949602,9496,1991,27,12
949603,9496,1994,29,12
949701,9497,1987,26,11
949702,9497,1989,27,11
949801,9498,1977,19,12
949802,9498,1979,21,12
949803,9498,1982,25,12
949804,9498,1984,27,12
949805,9498,1989,32,12
949901,9499,1974,16,8
949902,9499,1977,19,8
949903,9499,1982,24,8
949904,9499,1983,25,8
949905,9499,1984,27,8
949906,9499,1986,29,8
949907,9499,1988,30,8
950101,9501,1981,21,12
950401,9504,2004,43,15
950701,9507,1984,25,12
950702,9507,1986,27,12
950703,9507,1988,29,12
951001,9510,1981,19,11
951201,9512,1983,24,12
951202,9512,1994,35,12
951501,9515,1977,20,8
951502,9515,1979,22,8
951503,9515,1985,27,8
951601,9516,1980,16,12
951602,9516,1982,18,12
951603,9516,1982,19,12
951604,9516,1984,21,12
951605,9516,1986,23,12
951701,9517,1977,18,12
951702,9517,1979,20,12
952101,9521,1977,19,12
952102,9521,1988,30,12
952103,9521,1992,35,12
952201,9522,1980,21,16
952202,9522,1983,23,16
952301,9523,1979,19,20
952302,9523,1982,22,20
952303,9523,1984,23,20
952304,9523,1987,26,20
952305,9523,1990,30,20
952306,9523,1992,32,20
952307,9523,1998,38,20
952501,9525,1979,17,12
952901,9529,1978,20,4
952902,9529,1979,21,4
952903,9529,1984,26,4
952904,9529,1989,31,4
953001,9530,1983,23,14
953002,9530,1990,30,14
953201,9532,1982,18,13
953202,9532,1985,20,13
953203,9532,1991,26,13
953601,9536,1985,28,14
953602,9536,1985,28,14
953701,9537,1981,20,10
953702,9537,1983,21,10
953703,9537,1984,22,10
953704,9537,1985,24,10
954101,9541,1999,36,13
954201,9542,1980,17,12
954202,9542,1982,19,12
954203,9542,1984,21,12
954204,9542,1986,23,12
955401,9554,1978,19,14
955402,9554,1979,20,14
955403,9554,1983,24,14
955601,9556,1976,17,11
955602,9556,1978,19,11
955701,9557,1978,20,15
955702,9557,1989,31,15
955801,9558,1982,21,12
955802,9558,1990,29,12
956001,9560,1991,27,15
956401,9564,1987,30,17
956701,9567,1984,25,14
956702,9567,1988,28,14
956801,9568,1989,26,14
956802,9568,1991,29,14
956803,9568,1993,31,14
957401,9574,1976,16,12
957402,9574,1978,19,12
957501,9575,1976,19,12
957502,9575,1977,20,12
957503,9575,1982,24,12
957504,9575,1996,39,12
957601,9576,1999,36,14
957602,9576,2003,39,14
957603,9576,2003,39,14
957801,9578,1979,17,13
957802,9578,1981,20,13
957803,9578,1982,21,13
957804,9578,1986,24,13
957805,9578,1991,30,13
957806,9578,1995,33,13
957901,9579,1989,26,12
957902,9579,1992,29,12
958201,9582,1989,30,15
958202,9582,1994,34,15
959301,9593,1984,25,16
959302,9593,1985,27,16
959303,9593,1990,31,16
959401,9594,1984,25,16
959402,9594,1988,29,16
959601,9596,1981,22,20
959602,9596,1981,22,20
959701,9597,1985,26,16
960201,9602,1983,19,11
960202,9602,1986,22,11
960401,9604,1981,21,10
960402,9604,1987,27,10
960801,9608,1978,20,14
960802,9608,1980,22,14
960803,9608,1981,23,14
960901,9609,1984,23,12
961001,9610,1990,27,12
961101,9611,1981,24,12
961102,9611,1983,26,12
961401,9614,1980,19,11
961601,9616,1981,18,9
961602,9616,1985,22,9
961603,9616,1988,24,9
961901,9619,1981,23,14
961902,9619,1986,28,14
962001,9620,1978,18,14
962002,9620,1980,20,14
962003,9620,1982,22,14
962301,9623,1980,18,10
962302,9623,1982,21,10
962701,9627,1982,22,14
962702,9627,1985,25,14
962703,9627,1987,27,14
963101,9631,1982,24,16
963201,9632,1984,23,12
963202,9632,1993,32,12
963203,9632,1993,32,12
963301,9633,1977,18,13
963302,9633,1981,22,13
963501,9635,1993,28,14
963502,9635,1996,31,14
963701,9637,1984,24,17
963702,9637,1987,27,17
964001,9640,1986,24,16
964002,9640,1992,30,16
964101,9641,1998,38,12
964102,9641,1998,38,12
964401,9644,1989,31,14
964402,9644,1992,34,14
964701,9647,1990,27,12
964801,9648,1978,18,10
964802,9648,1982,22,10
964803,9648,1983,24,10
964804,9648,1985,26,10
965201,9652,1982,22,12
965202,9652,1985,25,12
965501,9655,1981,17,14
965502,9655,1985,21,14
965503,9655,1993,29,14
965701,9657,1981,22,12
965901,9659,1996,34,14
966001,9660,1986,28,13
966002,9660,1989,30,13
966101,9661,1984,25,14
966102,9661,1990,30,14
966201,9662,2004,41,16
967101,9671,1975,14,9
967102,9671,1978,16,9
967103,9671,1979,17,9
967104,9671,1980,18,9
967201,9672,1992,33,16
967601,9676,1982,23,19
967602,9676,1983,25,19
967603,9676,1986,27,19
968001,9680,1984,21,13
968002,9680,1986,23,13
968003,9680,1989,26,13
968401,9684,1980,18,14
968402,9684,1984,23,14
968601,9686,1982,18,12
968602,9686,2001,37,12
969201,9692,1985,27,15
969202,9692,1987,30,15
970201,9702,1980,22,16
970401,9704,1987,29,16
970402,9704,1989,31,16
970501,9705,1988,30,16
970701,9707,1978,20,18
970702,9707,1987,29,18
970901,9709,1987,28,16
971101,9711,2001,39,16
971102,9711,2002,41,16
971301,9713,1987,29,17
972201,9722,1989,30,16
973001,9730,1977,18,11
973002,9730,1985,26,11
973003,9730,1988,29,11
973101,9731,1989,27,12
973301,9733,1983,25,14
973601,9736,1977,19,13
973602,9736,1981,23,13
973603,9736,1987,29,13
974001,9740,1985,25,12
974002,9740,1986,26,12
974801,9748,1987,27,18
974802,9748,1989,29,18
975001,9750,1975,17,8
975002,9750,1980,21,8
975003,9750,1981,23,8
975301,9753,1980,20,10
975401,9754,1976,15,9
975402,9754,1978,17,9
975403,9754,1980,19,9
975404,9754,1981,21,9
975501,9755,1977,18,9
975502,9755,1979,21,9
975601,9756,1974,16,13
975602,9756,1975,17,13
975701,9757,1996,34,13
975702,9757,1997,35,13
975801,9758,1980,17,14
975802,9758,1993,30,14
975803,9758,1995,31,14
976301,9763,1994,30,12
976302,9763,1997,34,12
976501,9765,1981,21,12
976502,9765,1987,27,12
976601,9766,1989,28,15
976801,9768,1977,20,14
976802,9768,1982,24,14
976803,9768,1988,31,14
977201,9772,1981,19,12
977202,9772,1985,23,12
977203,9772,1989,27,12
977204,9772,1992,30,12
977205,9772,1994,32,12
977401,9774,1982,21,12
977402,9774,1987,26,12
977801,9778,1980,20,12
977802,9778,1987,27,12
977803,9778,1988,28,12
978401,9784,1983,18,14
978402,9784,1986,21,14
978403,9784,1987,22,14
978901,9789,1985,22,12
978902,9789,1988,24,12
978903,9789,1989,26,12
979001,9790,1988,24,12
979002,9790,1990,26,12
979003,9790,1993,28,12
979501,9795,1981,18,11
979502,9795,1983,21,11
979503,9795,1985,23,11
979601,9796,1983,18,11
979602,9796,1984,20,11
979603,9796,1986,21,11
979604,9796,1987,22,11
979701,9797,1979,19,12
979702,9797,1984,23,12
979801,9798,1981,22,11
979802,9798,1982,24,11
979803,9798,1985,26,11
979804,9798,1987,28,11
980701,9807,1978,19,9
980702,9807,1979,20,9
980901,9809,1976,16,12
980902,9809,1982,22,12
981101,9811,1980,23,12
981102,9811,1984,26,12
981701,9817,1980,20,12
981702,9817,1982,22,12
981703,9817,1987,27,12
982001,9820,1987,25,20
982601,9826,1983,20,15
982801,9828,1981,18,9
982802,9828,1982,19,9
982803,9828,1983,20,9
982804,9828,1984,21,9
982805,9828,1986,23,9
983001,9830,1985,21,15
983002,9830,1987,23,15
983003,9830,1998,34,15
983101,9831,1990,31,16
983102,9831,1996,37,16
983201,9832,1982,21,12
983202,9832,1986,25,12
983401,9834,1976,16,10
983402,9834,1978,18,10
983403,9834,1982,22,10
983701,9837,1984,19,13
983702,9837,1985,21,13
983703,9837,1990,25,13
983704,9837,2004,39,13
983801,9838,1977,18,14
983802,9838,1981,23,14
983803,9838,1989,30,14
983804,9838,1994,36,14
983901,9839,1981,19,16
983902,9839,1984,23,16
983903,9839,1987,26,16
984001,9840,1983,20,20
984002,9840,1985,22,20
984003,9840,1986,23,20
984401,9844,1983,21,14
984402,9844,1985,23,14
984403,9844,1986,24,14
984404,9844,1989,27,14
984405,9844,1998,36,14
984501,9845,1985,26,13
984502,9845,1987,28,13
984503,9845,1989,29,13
985101,9851,1984,20,10
