,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#
6709,False,True,False,32.503,1,False,,,
6710,True,False,False,43.804,2,True,18,18,1
6711,False,False,False,37.337,,True,27,27,
6712,True,False,False,67.851,,False,,,
6713,True,False,False,,1,False,,,0
6714,True,False,False,,,False,,,
6715,True,False,False,,,False,,,
6716,True,False,False,3.746,2,True,23,23,
6717,True,False,False,6.0360000000000005,2,True,,,1
6718,True,False,False,9.356,4,False,,,
6719,True,False,False,9.804,3,False,,,0
6720,True,False,False,5.553,6,True,32,32,
6721,True,False,False,2.326,2,True,31,31,4
6722,True,False,False,,0,False,,,
6723,True,False,False,3.49,2,True,52,52,
6724,True,False,False,,3,False,,,0
6725,True,False,False,,,False,,,
6726,True,False,False,61.79,2,False,,,0
6727,True,False,False,31.131,0,False,,,
6728,True,False,False,44.543,0,True,39,39,
6729,True,False,False,69.7,4,False,,,0
6730,True,False,False,31.928,4,True,25,25,0
6731,True,False,False,40.738,3,False,,,
6732,True,False,False,14.56,2,False,,,
6733,True,False,False,12.999,,True,22,22,0
6734,True,False,False,21.527,2,True,28,28,
6735,True,False,False,21.619,3,True,31,31,
6736,True,False,False,82.08200000000001,2,False,,,0
6737,True,False,False,30.017,1,True,32,32,0
6738,True,False,False,37.507,3,True,26,26,
6739,True,False,False,11.97,2,True,39,39,0
6740,True,False,False,9.853,0,True,37,37,3
6741,True,False,False,27.353,2,True,23,23,0
6742,True,False,False,27.392,2,True,23,23,
6743,True,False,False,16.919,2,True,35,35,0
6744,True,False,False,27.638,2,True,21,21,0
6745,True,False,False,,12,False,,,
6746,True,False,False,16.853,1,False,,,0
6747,True,False,False,,3,True,53,53,
6748,True,False,False,,,False,,,0
6749,True,False,False,51.208,3,False,,,0
6750,True,False,False,67.69,4,True,34,34,
6751,True,False,False,38.327,5,True,24,24,1
6752,True,False,False,63.455,1,True,21,21,0
6753,True,False,False,50.627,2,True,21,21,0
6754,True,False,False,39.188,7,True,18,18,0
6755,True,False,False,18.213,2,False,,,1
6756,True,False,False,14.902000000000001,4,True,36,36,2
6757,False,True,False,30.658,2,True,22,22,0
6758,True,False,False,3.094,2,True,41,41,
6759,True,False,False,7.4190000000000005,2,True,21,21,
6760,True,False,False,3.009,2,False,,,3
6761,True,False,False,5.126,2,False,,,
6762,True,False,False,,3,False,,,1
6763,True,False,False,2.0420000000000003,2,True,24,24,
6764,True,False,False,25.937,2,True,21,21,0
6765,False,True,False,36.396,2,True,28,28,1
6766,True,False,False,63.912,3,True,27,27,5
6767,True,False,False,80.07000000000001,2,True,,,
6768,True,False,False,31.677,2,True,23,23,
6769,True,False,False,25.494,2,True,24,24,
6770,True,False,False,6.064,4,True,19,19,
6771,True,False,False,,2,True,18,18,1
6772,True,False,False,6.98,2,True,28,28,3
6773,True,False,False,17.27,2,True,21,21,0
6774,False,False,True,2.77,2,True,22,22,
6775,True,False,False,73.191,2,True,25,25,
6776,True,False,False,3.685,2,True,23,23,0
6777,True,False,False,9.362,2,False,,,
6778,True,False,False,52.617000000000004,3,True,33,33,
6779,True,False,False,10.385,3,True,40,40,1
6780,True,False,False,,3,False,,,
6781,True,False,False,58.447,2,False,,,
6782,True,False,False,25.638,2,True,25,25,1
6783,True,False,False,47.834,0,True,37,37,
6784,True,False,False,7.493,,True,27,27,
6785,True,False,False,7.825,,False,,,
6786,True,False,False,7.897,3,True,,,1
6787,True,False,False,3.577,,True,27,27,0
6788,True,False,False,22.977,4,True,16,16,
6789,True,False,False,9.356,3,True,44,44,
6790,True,False,False,10.713000000000001,,True,,,
6791,True,False,False,20.124,2,True,21,21,
6792,True,False,False,6.6240000000000006,1,True,26,26,0
6793,False,True,False,,1,True,24,24,
6794,True,False,False,23.759,2,False,,,
6795,True,False,False,22.114,2,True,18,18,
6796,True,False,False,,,False,,,
6797,True,False,False,,,False,,,
6798,True,False,False,16.868000000000002,2,True,52,52,
6799,False,True,False,56.485,2,True,19,19,
6800,False,True,False,26.806,3,False,,,
6801,True,False,False,39.342,2,False,,,
6802,True,False,False,77.242,3,True,21,21,
6803,True,False,False,7.401,4,True,14,14,0
6804,True,False,False,47.029,3,True,18,18,
6805,True,False,False,12.185,4,True,20,20,
6806,True,False,False,71.577,2,True,22,22,1
6807,True,False,False,72.782,2,False,,,
6808,True,False,False,42.493,,False,,,
6809,True,False,False,13.25,,False,,,1
6810,True,False,False,79.509,2,True,20,20,
6811,True,False,False,1.98,1,False,,,0
6812,True,False,False,12.416,2,False,,,
6813,True,False,False,9.764,2,False,,,0
6814,True,False,False,24.585,2,True,40,40,
6815,True,False,False,66.927,3,True,23,23,0
6816,False,True,False,88.57300000000001,2,True,27,27,0
6817,True,False,False,54.285000000000004,5,True,52,52,0
6818,True,False,False,34.967,3,True,,,
6819,True,False,False,2.966,0,True,26,26,0
6820,True,False,False,88.773,2,False,,,
6821,True,False,False,56.405,3,True,23,23,0
6822,True,False,False,69.622,3,False,,,0
6823,True,False,False,9.302,2,True,18,18,
6824,True,False,False,7.759,1,True,17,17,0
6825,True,False,False,92.001,4,True,30,30,0
6826,True,False,False,48.683,2,True,24,24,
6827,True,False,False,10.178,3,True,36,36,1
6828,True,False,False,,2,True,22,22,0
6829,True,False,False,12.123000000000001,2,True,,,0
6830,False,True,False,,0,True,27,27,0
6831,True,False,False,,,False,,,
6832,True,False,False,,3,False,,,
6833,True,False,False,8.118,3,False,,,
6834,False,True,False,44.38,2,True,25,25,0
6835,True,False,False,7.362,0,True,56,56,
6836,True,False,False,50.345,4,True,22,22,
6837,True,False,False,41.577,,True,32,32,
6838,True,False,False,43.258,2,True,27,27,0
6839,True,False,False,48.172000000000004,2,True,45,45,
6840,True,False,False,43.332,3,False,,,
6841,True,False,False,86.873,3,True,22,22,0
6842,True,False,False,84.964,5,True,28,28,
6843,True,False,False,64.985,3,True,40,40,
6844,True,False,False,14.822000000000001,2,True,20,20,2
6845,True,False,False,11.511000000000001,3,False,,,
6846,False,True,False,,4,True,20,20,0
6847,True,False,False,65.558,6,False,,,0
6848,True,False,False,42.811,1,False,,,
6849,True,False,False,81.271,2,True,27,27,
6850,True,False,False,,2,True,27,27,
6851,True,False,False,63.053000000000004,2,True,28,28,1
6852,True,False,False,61.223,3,True,32,32,
6853,True,False,False,40.249,2,True,20,20,0
6854,True,False,False,79.02,1,True,21,21,0
6855,True,False,False,,,True,25,25,
6856,True,False,False,24.73,4,True,29,29,
6857,True,False,False,5.837,4,True,16,16,0
6858,True,False,False,63.46,2,True,38,38,
6859,True,False,False,45.145,2,True,23,23,
6860,True,False,False,40.648,2,True,20,20,
6861,True,False,False,27.877,2,True,18,18,4
6862,True,False,False,43.006,3,True,20,20,
6863,True,False,False,11.029,2,False,,,
6864,True,False,False,12.741,,False,,,
6865,True,False,False,10.551,,False,,,
6866,True,False,False,41.554,,False,,,
6867,True,False,False,17.721,2,True,27,27,
6868,True,False,False,26.806,2,True,,,2
6869,True,False,False,51.893,0,True,30,30,0
6870,True,False,False,32.412,,False,,,
6871,True,False,False,4.224,4,False,,,
6872,True,False,False,30.548000000000002,2,True,,,
6873,False,True,False,24.927,,True,20,20,2
6874,True,False,False,7.0200000000000005,2,True,,,1
6875,True,False,False,78.921,5,True,24,24,0
6876,True,False,False,,2,True,21,21,0
6877,True,False,False,25.036,2,True,20,20,
6878,True,False,False,31.54,2,False,,,0
6879,True,False,False,24.650000000000002,4,True,28,28,0
6880,False,True,False,14.744,4,True,,,1
6881,False,True,False,,,True,41,41,
6882,True,False,False,23.158,2,True,33,33,
6883,True,False,False,9.369,5,True,23,23,
6884,True,False,False,8.324,4,True,20,20,0
6885,True,False,False,23.42,2,True,24,24,
6886,True,False,False,37.664,3,True,41,41,0
6887,False,False,True,2.648,2,True,26,26,
6888,True,False,False,,1,True,37,37,
6889,False,False,True,1.723,2,True,20,20,0
6890,False,True,False,3.4530000000000003,2,True,22,22,0
6891,True,False,False,38.982,3,True,30,30,
6892,True,False,False,27.877,2,False,,,0
6893,True,False,False,21.181,4,True,22,22,
6894,True,False,False,58.042,5,False,,,0
6895,True,False,False,79.821,2,True,26,26,
6896,True,False,False,31.351,2,True,24,24,
6897,True,False,False,17.681,2,False,,,
6898,True,False,False,6.134,2,True,33,33,
6899,True,False,False,18.831,8,False,,,
6900,True,False,False,9.902000000000001,1,False,,,0
6901,True,False,False,25.208000000000002,2,False,,,
6902,True,False,False,14.991,10,True,27,27,
6903,True,False,False,1.397,2,True,51,51,
6904,False,True,False,8.202,4,False,,,1
6905,True,False,False,1.784,3,True,21,21,
6906,True,False,False,1.625,4,True,27,27,
6907,True,False,False,49.643,6,True,24,24,
6908,True,False,False,27.057000000000002,2,True,31,31,
6909,True,False,False,60.054,4,True,34,34,
6910,True,False,False,40.913000000000004,3,True,25,25,
6911,True,False,False,67.524,0,True,36,36,
6912,True,False,False,42.081,6,True,30,30,2
6913,True,False,False,22.004,2,True,33,33,
6914,True,False,False,,2,True,21,21,0
6915,True,False,False,2.982,4,True,19,19,0
6916,True,False,False,29.144000000000002,2,True,21,21,0
6917,True,False,False,38.873,2,False,,,
6918,True,False,False,26.383,2,False,,,1
6919,True,False,False,23.858,2,True,25,25,0
6920,True,False,False,25.016000000000002,2,True,21,21,0
6921,True,False,False,53.154,2,False,,,
6922,True,False,False,52.562,3,True,22,22,0
6923,True,False,False,15.962,,True,21,21,
6924,True,False,False,30.194,2,True,25,25,0
6925,True,False,False,44.044000000000004,3,False,,,
6926,True,False,False,31.684,2,True,26,26,
6927,True,False,False,32.014,2,True,16,16,
6928,True,False,False,55.574,3,True,26,26,1
6929,True,False,False,,2,False,,,2
6930,True,False,False,,3,False,,,0
6931,True,False,False,49.239000000000004,2,False,,,0
6932,True,False,False,46.589,4,True,,,0
6933,True,False,False,49.384,4,False,,,0
6934,False,False,True,14.27,4,True,21,21,
6935,False,False,True,73.89,4,False,,,0
6936,False,False,True,17.992,6,True,22,22,1
6937,True,False,False,45.08,2,True,25,25,
6938,True,False,False,12.328,2,True,32,32,0
6939,True,False,False,11.067,2,True,27,27,0
6940,True,False,False,20.101,2,False,,,
6941,True,False,False,51.713,3,True,25,25,
6942,True,False,False,12.83,2,True,28,28,0
6943,True,False,False,29.072,2,False,,,
6944,True,False,False,23.327,2,True,22,22,0
6945,True,False,False,22.245,3,True,20,20,
6946,True,False,False,5.814,3,True,38,38,
6947,False,True,False,2.866,2,True,,,0
6948,True,False,False,25.517,2,True,25,25,0
6949,True,False,False,22.88,2,True,21,21,0
6950,True,False,False,41.494,2,True,24,24,0
6951,True,False,False,14.92,2,True,20,20,0
6952,True,False,False,67.753,2,True,26,26,0
6953,True,False,False,51.079,2,True,20,20,
6954,True,False,False,13.88,6,True,26,26,
6955,True,False,False,41.958,2,True,20,20,0
6956,True,False,False,33.366,4,True,25,25,0
6957,True,False,False,42.71,4,True,41,41,
6958,True,False,False,69.371,3,True,27,27,
6959,True,False,False,57.451,3,True,18,18,
6960,True,False,False,3.277,,True,28,28,
6961,True,False,False,7.538,,True,17,17,
6962,True,False,False,11.713000000000001,2,False,,,2
6963,True,False,False,14.361,6,True,25,25,
6964,True,False,False,74.029,5,True,22,22,0
6965,True,False,False,31.71,1,True,35,35,1
6966,True,False,False,5.71,1,False,,,1
6967,True,False,False,26.67,1,True,23,23,0
6968,True,False,False,33.217,0,False,,,
6969,False,True,False,2.351,1,True,,,0
6970,True,False,False,45.968,2,True,21,21,0
6971,True,False,False,7.946,11,True,24,24,
6972,False,True,False,82.404,2,False,,,0
6973,True,False,False,88.10900000000001,2,True,29,29,
6974,True,False,False,80.411,2,False,,,
6975,True,False,False,77.083,2,True,32,32,3
6976,True,False,False,80.605,4,False,,,
6977,True,False,False,62.67,4,True,23,23,1
6978,True,False,False,59.591,,False,,,
6979,True,False,False,62.594,3,True,23,23,0
6980,True,False,False,20.908,2,False,,,0
6981,True,False,False,59.541000000000004,0,False,,,0
6982,True,False,False,60.473,2,True,27,27,0
6983,True,False,False,60.966,2,True,30,30,0
6984,True,False,False,51.451,1,True,28,28,0
6985,True,False,False,61.672000000000004,2,False,,,0
6986,True,False,False,77.244,5,True,24,24,
6987,True,False,False,31.135,4,True,26,26,
6988,False,True,False,40.117,8,False,,,0
6989,True,False,False,33.938,0,False,,,0
6990,False,True,False,17.668,2,True,24,24,
6991,False,True,False,51.246,2,True,42,42,2
6992,True,False,False,3.843,7,True,40,40,
6993,True,False,False,12.605,1,False,,,2
6994,True,False,False,2.4,3,True,16,16,0
6995,True,False,False,59.063,4,True,27,27,
6996,True,False,False,4.899,3,False,,,0
6997,True,False,False,41.885,2,True,28,28,
6998,True,False,False,20.764,4,False,,,0
6999,False,True,False,22.925,0,True,,,0
7000,True,False,False,,,True,23,23,
7001,True,False,False,25.114,2,True,28,28,0
7002,True,False,False,43.516,2,True,40,40,
7003,True,False,False,23.578,6,True,24,24,
7004,True,False,False,4.907,2,True,33,33,0
7005,True,False,False,81.443,3,True,20,20,0
7006,True,False,False,93.787,2,False,,,
7007,True,False,False,22.47,2,True,,,
7008,True,False,False,29.808,2,False,,,
7009,True,False,False,29.487000000000002,2,True,23,23,
7010,True,False,False,81.683,4,True,27,27,
7011,True,False,False,26.139,2,True,19,19,0
7012,True,False,False,57.022,2,True,23,23,
7013,True,False,False,67.447,4,True,24,24,
7014,True,False,False,23.588,4,True,16,16,0
7015,True,False,False,87.019,2,True,20,20,0
7016,True,False,False,48.931000000000004,0,False,,,0
7017,True,False,False,11.553,2,False,,,
7018,False,True,False,66.884,0,True,26,26,2
7019,True,False,False,30.82,2,False,,,1
7020,True,False,False,32.813,1,True,24,24,0
7021,False,True,False,8.1,2,True,22,22,0
7022,False,True,False,12.805,2,True,20,20,
7023,True,False,False,55.626,2,True,24,24,0
7024,False,True,False,25.796,2,True,24,24,
7025,True,False,False,51.838,1,True,20,20,
7026,True,False,False,42.938,3,True,26,26,
7027,True,False,False,25.47,2,False,,,0
7028,True,False,False,4.11,2,False,,,
7029,True,False,False,54.621,2,False,,,0
7030,True,False,False,71.84100000000001,2,True,21,21,0
7031,True,False,False,44.039,4,True,21,21,0
7032,True,False,False,7.737,2,True,23,23,
7033,True,False,False,19.26,2,True,17,17,0
7034,False,False,True,32.76,2,True,22,22,
7035,False,False,True,23.761,2,False,,,0
7036,False,False,True,24.98,4,True,23,23,
7037,False,False,True,8.291,3,True,18,18,0
7038,False,False,True,41.554,4,True,23,23,1
7039,True,False,False,53.843,0,False,,,0
7040,True,False,False,50.870000000000005,2,True,19,19,
7041,True,False,False,37.555,3,True,,,0
7042,False,False,True,89.836,3,True,20,20,
7043,True,False,False,41.815,3,True,17,17,
7044,True,False,False,36.697,3,True,17,17,0
7045,True,False,False,35.957,2,True,17,17,0
7046,False,False,True,,2,True,23,23,
7047,True,False,False,79.07600000000001,4,True,38,38,0
7048,True,False,False,69.863,2,True,18,18,0
7049,True,False,False,28.098,2,True,21,21,0
7050,False,True,False,6.126,2,True,19,19,0
7051,True,False,False,15.68,1,True,19,19,
7052,False,True,False,5.865,4,True,16,16,0
7053,True,False,False,33.623,3,True,41,41,1
7054,False,True,False,46.843,2,True,20,20,0
7055,False,True,False,43.997,2,True,24,24,
7056,False,True,False,4.997,4,True,25,25,
7057,False,True,False,20.777,1,False,,,0
7058,False,True,False,17.279,0,False,,,
7059,True,False,False,68.932,2,False,,,
7060,True,False,False,96.57300000000001,2,True,26,26,
7061,False,False,True,53.131,2,True,25,25,
7062,True,False,False,67.56,1,True,19,19,
7063,True,False,False,14.461,2,False,,,0
7064,True,False,False,5.236,2,True,45,45,0
7065,True,False,False,20.472,5,True,17,17,0
7066,True,False,False,40.242,4,False,,,0
7067,True,False,False,4.489,2,True,23,23,
7068,True,False,False,15.671000000000001,0,False,,,
7069,True,False,False,3.18,2,True,19,19,
7070,True,False,False,13.268,1,False,,,
7071,True,False,False,7.795,2,True,24,24,
7072,True,False,False,29.398,0,True,23,23,0
7073,True,False,False,54.606,4,False,,,0
7074,True,False,False,68.723,2,True,25,25,0
7075,True,False,False,91.145,6,True,24,24,
7076,True,False,False,17.776,2,True,32,32,2
7077,True,False,False,10.852,4,True,42,42,
7078,True,False,False,59.989000000000004,,True,23,23,
7079,True,False,False,49.828,4,True,44,44,
7080,True,False,False,38.547000000000004,2,True,23,23,0
7081,True,False,False,30.086000000000002,2,True,43,43,
7082,True,False,False,2.44,3,True,22,22,
7083,True,False,False,48.411,2,True,24,24,0
7084,True,False,False,18.119,3,True,20,20,0
7085,True,False,False,23.727,2,True,26,26,0
7086,True,False,False,79.253,2,False,,,
7087,True,False,False,13.071,4,True,18,18,0
7088,True,False,False,5.625,3,True,42,42,0
7089,True,False,False,25.361,3,True,26,26,
7090,True,False,False,51.75,3,False,,,
7091,True,False,False,82.06,4,False,,,3
7092,True,False,False,69.57900000000001,1,True,33,33,
7093,True,False,False,2.2520000000000002,3,True,,,0
7094,True,False,False,6.832,2,False,,,0
7095,True,False,False,40.828,3,True,27,27,0
7096,True,False,False,13.039,4,True,,,0
7097,True,False,False,6.76,2,True,17,17,0
7098,True,False,False,63.99,2,True,28,28,
7099,False,True,False,46.716,3,False,,,
7100,True,False,False,,2,True,24,24,
7101,False,True,False,51.795,2,True,25,25,1
7102,True,False,False,43.654,2,True,24,24,
7103,False,True,False,39.625,2,True,30,30,
7104,False,True,False,26.302,2,True,20,20,1
7105,False,True,False,62.363,2,True,31,31,0
7106,True,False,False,89.254,3,False,,,0
7107,False,False,True,45.973,3,False,,,
7108,True,False,False,36.594,2,True,19,19,
7109,True,False,False,30.192,2,False,,,
7110,True,False,False,42.01,2,True,17,17,0
7111,True,False,False,30.648,10,True,21,21,
7112,True,False,False,15.933,5,True,49,49,
7113,False,True,False,90.958,2,True,30,30,
7114,False,True,False,59.362,1,False,,,1
7115,True,False,False,55.695,3,True,20,20,0
7116,True,False,False,,,False,,,
7117,False,True,False,21.046,4,True,35,35,0
7118,False,True,False,97.474,2,True,26,26,
7119,True,False,False,43.896,1,False,,,0
7120,False,True,False,24.178,0,True,32,32,
7121,True,False,False,10.077,2,True,24,24,
7122,False,True,False,14.979000000000001,0,False,,,0
7123,True,False,False,4.015,1,True,22,22,0
7124,True,False,False,34.772,2,True,27,27,
7125,True,False,False,11.095,3,True,54,54,0
7126,True,False,False,3.685,2,False,,,0
7127,True,False,False,21.982,2,True,32,32,0
7128,True,False,False,22.749,3,True,25,25,
7129,True,False,False,17.405,2,False,,,0
7130,True,False,False,41.601,4,True,39,39,
7131,True,False,False,8.089,2,True,21,21,
7132,True,False,False,29.178,3,True,29,29,
7133,True,False,False,3.095,4,True,31,31,
7134,True,False,False,7.79,5,False,,,
7135,True,False,False,58.299,4,False,,,
7136,True,False,False,25.292,4,False,,,0
7137,True,False,False,3.457,3,True,26,26,0
7138,True,False,False,9.557,5,False,,,0
7139,True,False,False,6.823,3,True,23,23,
7140,True,False,False,4.018,2,False,,,
7141,True,False,False,13.978,2,False,,,
7142,True,False,False,77.973,3,True,25,25,
7143,True,False,False,59.727000000000004,2,True,18,18,3
7144,True,False,False,54.835,2,True,29,29,
7145,True,False,False,39.289,2,True,26,26,0
7146,True,False,False,39.482,2,True,,,0
7147,True,False,False,56.327,2,False,,,0
7148,True,False,False,12.002,3,False,,,
7149,True,False,False,67.269,2,True,30,30,
7150,True,False,False,9.545,6,True,27,27,
7151,True,False,False,26.154,4,True,28,28,0
7152,True,False,False,10.911,3,False,,,0
7153,True,False,False,21.624,6,True,22,22,
7154,True,False,False,70.352,5,True,24,24,
7155,True,False,False,49.665,2,False,,,2
7156,True,False,False,8.769,2,True,49,49,0
7157,True,False,False,4.744,3,True,14,14,1
7158,True,False,False,,,True,31,31,0
7159,True,False,False,,,True,32,32,0
7160,True,False,False,5.404,2,True,,,
7161,True,False,False,27.504,2,True,23,23,
7162,True,False,False,21.663,2,True,35,35,0
7163,True,False,False,26.056,3,False,,,
7164,True,False,False,23.361,2,True,,,
7165,True,False,False,71.783,2,True,26,26,0
7166,True,False,False,4.265,1,True,26,26,0
7167,True,False,False,94.999,2,True,24,24,
7168,True,False,False,9.312,3,True,17,17,0
7169,True,False,False,5.687,2,True,,,0
7170,True,False,False,2.975,0,True,40,40,0
7171,True,False,False,15.179,0,False,,,3
7172,True,False,False,12.02,2,False,,,
7173,True,False,False,0.99,3,True,32,32,0
7174,True,False,False,28.22,3,True,32,32,1
7175,True,False,False,,0,False,,,
7176,True,False,False,37.318,2,False,,,2
7177,True,False,False,3.08,2,False,,,0
7178,True,False,False,3.122,2,True,17,17,0
7179,True,False,False,0.76,2,True,21,21,0
7180,True,False,False,8.709,1,True,21,21,0
7181,True,False,False,7.448,0,True,29,29,
7182,True,False,False,25.157,2,True,25,25,2
7183,True,False,False,0.17200000000000001,2,True,33,33,0
7184,True,False,False,82.205,2,False,,,
7185,True,False,False,1.738,2,True,43,43,0
7186,True,False,False,14.143,3,True,22,22,
7187,True,False,False,14.984,1,True,27,27,
7188,True,False,False,5.977,3,True,23,23,0
7189,True,False,False,68.639,2,True,33,33,
7190,True,False,False,23.512,4,False,,,
7191,True,False,False,12.168000000000001,1,True,22,22,0
7192,True,False,False,50.633,2,False,,,
7193,True,False,False,,3,False,,,1
7194,True,False,False,,4,False,,,
7195,True,False,False,29.379,3,True,23,23,
7196,True,False,False,0.866,2,True,41,41,0
7197,True,False,False,27.809,2,True,21,21,0
7198,True,False,False,10.023,2,True,28,28,0
7199,True,False,False,9.27,2,False,,,
7200,True,False,False,94.132,3,True,29,29,0
7201,True,False,False,57.604,4,True,30,30,0
7202,True,False,False,46.373,3,False,,,
7203,True,False,False,26.425,3,True,26,26,
7204,True,False,False,70.199,3,True,26,26,
7205,True,False,False,25.904,3,False,,,0
7206,True,False,False,8.974,4,True,16,16,0
7207,True,False,False,4.859,2,True,17,17,
7208,False,True,False,3.915,2,True,15,15,0
7209,True,False,False,12.569,3,True,25,25,
7210,True,False,False,35.765,3,True,54,54,1
7211,True,False,False,26.645,2,False,,,0
7212,True,False,False,10.218,2,True,21,21,
7213,True,False,False,37.784,2,True,17,17,1
7214,True,False,False,43.488,1,True,20,20,0
7215,True,False,False,1.413,2,True,21,21,1
7216,True,False,False,7.455,4,True,23,23,0
7217,True,False,False,8.499,3,True,21,21,
7218,True,False,False,3.084,0,True,38,38,
7219,True,False,False,1.557,2,True,16,16,0
7220,True,False,False,12.586,2,False,,,
7221,True,False,False,4.976,2,True,26,26,
7222,True,False,False,6.67,3,True,20,20,
7223,True,False,False,27.203,2,False,,,0
7224,True,False,False,3.189,3,True,22,22,
7225,True,False,False,15.291,0,False,,,0
7226,True,False,False,35.42,3,False,,,
7227,True,False,False,29.876,0,True,35,35,1
7228,True,False,False,20.473,2,True,25,25,
7229,True,False,False,41.92,2,False,,,
7230,True,False,False,34.426,1,False,,,0
7231,True,False,False,14.322000000000001,2,False,,,0
7232,True,False,False,,,True,20,20,0
7233,True,False,False,27.482,2,True,23,23,
7234,True,False,False,8.601,3,True,26,26,0
7235,True,False,False,35.882,2,True,30,30,0
7236,True,False,False,19.961000000000002,1,True,24,24,0
7237,False,False,True,0.396,3,True,21,21,
7238,False,False,True,0.419,3,True,20,20,
7239,False,False,False,58.11,2,True,31,31,
7240,True,False,False,21.489,4,True,27,27,0
7241,True,False,False,,,False,,,
7242,True,False,False,31.936,3,False,,,
7243,True,False,False,11.852,3,True,18,18,0
7244,True,False,False,10.536,2,True,21,21,0
7245,True,False,False,11.708,,True,,,0
7246,True,False,False,7.962,,True,20,20,
7247,True,False,False,53.319,1,True,22,22,
7248,True,False,False,0.331,4,True,16,16,0
7249,True,False,False,10.06,1,False,,,
7250,True,False,False,43.64,4,True,24,24,
7251,False,True,False,,,True,23,23,0
7252,True,False,False,14.46,2,True,33,33,0
7253,True,False,False,3.4170000000000003,3,False,,,
7254,True,False,False,29.197,2,True,32,32,2
7255,True,False,False,12.49,2,True,31,31,0
7256,True,False,False,9.106,1,False,,,
7257,True,False,False,7.941,2,False,,,0
7258,True,False,False,25.240000000000002,0,True,38,38,0
7259,True,False,False,6.557,4,True,,,
7260,True,False,False,7.479,4,True,24,24,
7261,True,False,False,14.639000000000001,0,False,,,
7262,True,False,False,6.523000000000001,2,False,,,0
7263,True,False,False,19.216,1,False,,,0
7264,True,False,False,30.699,3,True,22,22,
7265,True,False,False,29.164,2,True,38,38,
7266,True,False,False,10.814,2,False,,,
7267,True,False,False,20.557000000000002,2,True,25,25,
7268,False,True,False,,,True,20,20,
7269,True,False,False,87.786,3,True,29,29,
7270,True,False,False,69.321,1,True,27,27,0
7271,True,False,False,3.685,20,True,18,18,
7272,True,False,False,68.913,3,False,,,
7273,True,False,False,93.69800000000001,4,False,,,0
7274,True,False,False,15.803,3,False,,,0
7275,True,False,False,13.037,2,False,,,0
7276,True,False,False,24.777,10,False,,,
7277,True,False,False,6.391,4,True,61,61,1
7278,True,False,False,19.722,5,True,30,30,
7279,True,False,False,18.122,5,False,,,
7280,True,False,False,20.255,2,False,,,
7281,True,False,False,13.698,2,True,30,30,0
7282,True,False,False,22.568,1,False,,,0
7283,True,False,False,12.261000000000001,1,True,23,23,0
7284,True,False,False,80.44500000000001,5,True,28,28,1
7285,True,False,False,93.888,2,True,25,25,1
7286,True,False,False,78.202,2,True,21,21,2
7287,False,False,True,42.481,2,False,,,0
7288,True,False,False,50.137,5,False,,,
7289,True,False,False,25.330000000000002,0,True,20,20,
7290,True,False,False,4.353,3,True,18,18,0
7291,True,False,False,,2,True,38,38,
7292,True,False,False,49.753,3,False,,,0
7293,True,False,False,27.739,6,True,,,
7294,True,False,False,13.312000000000001,2,True,18,18,0
7295,True,False,False,65.506,4,False,,,0
7296,True,False,False,5.449,3,True,35,35,
7297,True,False,False,50.053000000000004,3,True,31,31,
7298,True,False,False,7.04,4,False,,,
7299,True,False,False,12.032,2,True,18,18,0
7300,True,False,False,13.847,8,True,22,22,
7301,True,False,False,33.32,4,True,20,20,0
7302,True,False,False,4.336,,False,,,
7303,True,False,False,2.959,1,True,20,20,
7304,True,False,False,16.554000000000002,2,True,16,16,1
7305,True,False,False,43.881,3,True,22,22,
7306,True,False,False,96.104,2,True,31,31,
7307,True,False,False,5.1690000000000005,2,True,19,19,0
7308,True,False,False,4.7940000000000005,2,False,,,
7309,True,False,False,20.239,2,True,20,20,0
7310,True,False,False,14.738,2,True,15,15,
7311,True,False,False,19.604,2,True,15,15,0
7312,True,False,False,7.5360000000000005,3,True,19,19,
7313,True,False,False,5.109,1,True,20,20,4
7314,True,False,False,20.914,1,True,16,16,
7315,True,False,False,67.017,2,True,17,17,0
7316,True,False,False,29.659,4,True,23,23,0
7317,True,False,False,55.225,2,True,20,20,
7318,True,False,False,28.909,5,True,29,29,
7319,True,False,False,4.2620000000000005,2,True,25,25,
7320,True,False,False,17.219,2,True,49,49,
7321,True,False,False,23.861,2,False,,,0
7322,True,False,False,1.171,2,False,,,0
7323,True,False,False,12.037,2,True,33,33,0
7324,True,False,False,77.908,3,True,20,20,0
7325,True,False,False,1.176,0,False,,,
7326,False,False,True,64.059,2,True,29,29,0
7327,True,False,False,91.754,2,True,22,22,0
7328,True,False,False,32.226,2,True,26,26,
7329,True,False,False,44.024,2,True,25,25,0
7330,False,True,False,68.426,3,True,19,19,1
7331,True,False,False,36.733000000000004,1,True,25,25,
7332,True,False,False,78.981,2,False,,,
7333,True,False,False,65.066,3,True,23,23,
7334,True,False,False,17.400000000000002,4,True,40,40,
7335,False,True,False,22.969,1,False,,,
7336,True,False,False,52.473,0,False,,,0
7337,True,False,False,92.938,0,False,,,2
7338,True,False,False,82.974,3,True,23,23,0
7339,False,True,False,96.134,2,True,26,26,
7340,True,False,False,60.837,3,True,27,27,
