,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#
1354,True,False,False,,2,True,35,35,
1355,True,False,False,87.399,3,True,25,25,0
1356,True,False,False,5.401,6,True,26,26,
1357,True,False,False,45.132,2,True,23,23,
1358,True,False,False,61.346000000000004,3,True,26,26,0
1359,True,False,False,28.956,2,True,31,31,0
1360,True,False,False,24.454,1,True,19,19,0
1361,True,False,False,96.033,3,True,25,25,0
1362,True,False,False,56.984,2,True,28,28,
1363,True,False,False,79.925,5,True,25,25,
1364,True,False,False,,2,False,,,
1365,True,False,False,36.305,4,True,38,38,0
1366,False,True,False,85.66,4,True,26,26,
1367,True,False,False,96.899,4,True,23,23,
1368,True,False,False,52.74,2,True,37,37,
1369,True,False,False,12.913,2,True,20,20,0
1370,True,False,False,17.148,2,True,21,21,
1371,True,False,False,,2,True,20,20,
1372,True,False,False,43.702,2,True,21,21,
1373,True,False,False,69.21600000000001,2,True,29,29,2
1374,True,False,False,27.373,2,True,23,23,0
1375,True,False,False,17.999,3,True,30,30,0
1376,True,False,False,72.864,2,True,22,22,1
1377,True,False,False,27.402,2,True,24,24,0
1378,True,False,False,38.627,3,True,27,27,
1379,True,False,False,25.147000000000002,2,True,19,19,0
1380,True,False,False,3.013,0,False,,,1
1381,True,False,False,28.114,2,False,,,0
1382,True,False,False,2.991,2,True,23,23,
1383,True,False,False,13.4,4,True,27,27,
1384,True,False,False,44.576,2,True,22,22,0
1385,True,False,False,24.991,1,True,21,21,
1386,True,False,False,6.394,1,False,,,
1387,False,True,False,3.922,4,True,20,20,0
1388,True,False,False,48.443,2,True,,,1
1389,True,False,False,33.299,2,True,25,25,
1390,True,False,False,4.819,4,True,,,0
1391,True,False,False,0.332,2,True,16,16,0
1392,False,True,False,66.493,2,True,20,20,
1393,True,False,False,67.269,2,True,18,18,0
1394,True,False,False,45.317,1,True,,,0
1395,True,False,False,49.766,2,True,37,37,
1396,True,False,False,26.78,2,True,20,20,
1397,True,False,False,26.21,2,True,22,22,1
1398,True,False,False,74.636,3,True,24,24,0
1399,True,False,False,0.14400000000000002,4,True,18,18,0
1400,True,False,False,27.325,6,True,13,13,0
1401,True,False,False,97.23700000000001,2,True,22,22,0
1402,True,False,False,74.155,4,False,,,
1403,True,False,False,23.686,0,True,31,31,
1404,True,False,False,,3,True,27,27,
1405,True,False,False,2.946,3,True,17,17,0
1406,True,False,False,,,True,24,24,
1407,True,False,False,60.978,4,True,24,24,
1408,True,False,False,33.509,,True,17,17,0
1409,True,False,False,80.352,2,True,18,18,0
1410,True,False,False,45.789,16,True,18,18,0
1411,True,False,False,15.238,1,True,40,40,0
1412,True,False,False,1.6500000000000001,3,True,20,20,
1413,False,True,False,7.282,4,True,18,18,0
1414,True,False,False,5.0680000000000005,4,True,15,15,0
1415,True,False,False,20.731,2,True,17,17,0
1416,True,False,False,24.893,2,True,20,20,
1417,False,True,False,61.57,3,True,21,21,
1418,False,True,False,4.111,6,True,14,14,0
1419,True,False,False,52.88,,True,48,48,
1420,True,False,False,69.413,2,True,20,20,0
1421,False,True,False,10.99,2,False,,,0
1422,False,True,False,50.462,3,True,18,18,0
1423,True,False,False,,3,True,23,23,
1424,False,False,True,77.186,3,True,26,26,
1425,True,False,False,54.506,2,True,20,20,0
1426,True,False,False,84.308,2,False,,,0
1427,True,False,False,64.816,2,True,28,28,
1428,True,False,False,82.21900000000001,1,False,,,
1429,True,False,False,59.004,2,True,34,34,
1430,False,True,False,35.119,2,False,,,
1431,True,False,False,18.811,3,True,25,25,
1432,False,True,False,36.667,4,True,35,35,
1433,True,False,False,1.985,2,True,19,19,
1434,False,True,False,14.857000000000001,1,True,23,23,0
1435,True,False,False,8.681000000000001,2,True,27,27,0
1436,True,False,False,8.625,2,False,,,0
1437,True,False,False,4.199,1,False,,,0
1438,True,False,False,6.415,0,True,,,0
1439,True,False,False,10.283,2,True,24,24,0
1440,True,False,False,4.354,2,False,,,0
1441,True,False,False,13.34,2,True,18,18,0
1442,True,False,False,92.833,2,True,19,19,0
1443,True,False,False,53.272,3,False,,,1
1444,False,True,False,39.305,2,True,18,18,0
1445,True,False,False,,1,True,17,17,0
1446,True,False,False,,2,False,,,
1447,True,False,False,4.007,1,False,,,
1448,True,False,False,10.664,4,True,34,34,
1449,True,False,False,6.269,2,True,35,35,
1450,True,False,False,17.81,4,True,15,15,0
1451,True,False,False,9.502,4,True,16,16,
1452,True,False,False,,3,False,,,
1453,True,False,False,50.481,6,True,19,19,0
1454,True,False,False,14.511000000000001,4,True,17,17,0
1455,False,True,False,34.476,2,True,20,20,
1456,True,False,False,,,True,23,23,
1457,True,False,False,39.235,0,True,28,28,
1458,True,False,False,85.258,2,True,21,21,0
1459,True,False,False,57.318,2,True,26,26,0
1460,True,False,False,62.549,0,True,32,32,
1461,False,True,False,33.171,2,True,20,20,
1462,True,False,False,39.391,0,False,,,0
1463,True,False,False,,,True,18,18,
1464,False,True,False,17.597,2,True,17,17,0
1465,True,False,False,4.488,,True,30,30,
1466,True,False,False,0.582,4,True,35,35,0
1467,True,False,False,36.634,3,True,29,29,
1468,True,False,False,20.96,3,True,17,17,2
1469,True,False,False,64.514,2,True,16,16,1
1470,True,False,False,15.586,,True,19,19,
1471,False,True,False,15.521,3,False,,,0
1472,True,False,False,,1,True,22,22,
1473,True,False,False,72.82900000000001,2,True,20,20,0
1474,True,False,False,,2,True,26,26,
1475,True,False,False,39.784,2,True,25,25,
1476,True,False,False,48.936,2,True,26,26,
1477,True,False,False,54.932,3,True,22,22,0
1478,True,False,False,97.372,2,True,26,26,
1479,True,False,False,3.765,2,False,,,
1480,True,False,False,49.641,3,True,21,21,
1481,True,False,False,2.7880000000000003,3,True,27,27,0
1482,True,False,False,4.102,2,True,23,23,0
1483,True,False,False,2.513,3,True,24,24,0
1484,False,True,False,3.9170000000000003,1,True,22,22,
1485,True,False,False,33.156,2,True,22,22,
1486,True,False,False,42.852000000000004,2,True,21,21,0
1487,True,False,False,10.987,2,False,,,
1488,True,False,False,9.359,1,True,30,30,1
1489,False,True,False,19.642,3,True,18,18,0
1490,True,False,False,14.083,2,True,18,18,0
1491,False,True,False,82.535,2,True,25,25,
1492,False,True,False,65.038,3,True,17,17,0
1493,True,False,False,51.198,1,True,15,15,0
1494,False,True,False,19.342,2,True,18,18,0
1495,False,True,False,89.32000000000001,2,True,28,28,
1496,True,False,False,95.46300000000001,1,True,21,21,0
1497,False,True,False,,,True,23,23,
1498,True,False,False,47.406,2,True,18,18,0
1499,True,False,False,24.715,1,True,21,21,
1500,True,False,False,97.458,4,True,24,24,
1501,True,False,False,98.242,4,True,25,25,0
1502,True,False,False,84.661,1,True,27,27,
1503,True,False,False,93.087,0,True,27,27,
1504,True,False,False,77.446,2,True,32,32,
1505,True,False,False,88.937,0,True,28,28,
1506,True,False,False,60.833,3,True,,,0
1507,True,False,False,96.289,3,True,20,20,
1508,True,False,False,90.493,3,True,32,32,
1509,True,False,False,66.956,2,False,,,0
1510,True,False,False,63.161,3,False,,,0
1511,True,False,False,80.758,2,True,27,27,0
1512,True,False,False,19.818,2,True,32,32,
1513,True,False,False,45.160000000000004,1,True,37,37,0
1514,True,False,False,44.773,3,True,24,24,
1515,True,False,False,8.674,2,True,19,19,0
1516,False,True,False,3.585,1,True,26,26,0
1517,False,True,False,12.83,2,True,24,24,
1518,True,False,False,47.054,2,True,17,17,0
1519,False,True,False,6.09,3,True,22,22,
1520,True,False,False,21.457,2,True,19,19,
1521,True,False,False,67.176,0,True,30,30,0
1522,False,True,False,36.895,6,True,26,26,
1523,True,False,False,3.263,2,True,22,22,0
1524,False,True,False,24.67,1,True,16,16,1
1525,True,False,False,81.26,5,True,19,19,
1526,True,False,False,2.099,4,True,32,32,
1527,False,True,False,13.552,2,True,28,28,
1528,True,False,False,35.947,1,True,19,19,0
1529,True,False,False,30.909,2,True,36,36,0
1530,True,False,False,44.428000000000004,2,True,42,42,1
1531,True,False,False,57.544000000000004,2,True,17,17,0
1532,True,False,False,28.873,2,True,30,30,1
1533,True,False,False,27.174,3,True,22,22,0
1534,True,False,False,29.084,3,False,,,
1535,True,False,False,22.903000000000002,2,False,,,
1536,True,False,False,,1,True,19,19,
1537,True,False,False,30.59,5,True,22,22,0
1538,True,False,False,77.51,2,True,25,25,3
1539,True,False,False,48.275,2,True,30,30,0
1540,True,False,False,22.337,3,True,19,19,0
1541,False,True,False,15.292,,True,16,16,
1542,True,False,False,19.054000000000002,2,True,22,22,
1543,True,False,False,23.388,2,True,17,17,0
1544,True,False,False,8.137,2,False,,,
1545,True,False,False,19.853,2,True,19,19,0
1546,True,False,False,43.214,2,True,17,17,
1547,False,True,False,40.716,3,True,16,16,1
1548,True,False,False,30.043,1,True,23,23,0
1549,True,False,False,60.577,2,True,21,21,0
1550,True,False,False,25.797,3,True,21,21,0
1551,True,False,False,24.669,1,True,19,19,0
1552,False,True,False,79.584,1,True,18,18,2
1553,True,False,False,52.176,2,True,21,21,
1554,True,False,False,69.185,3,False,,,
1555,True,False,False,69.556,2,True,28,28,
1556,True,False,False,19.563,2,True,24,24,
1557,True,False,False,60.233000000000004,3,True,20,20,4
1558,True,False,False,25.929000000000002,2,True,18,18,0
1559,True,False,False,21.06,1,True,21,21,
1560,True,False,False,55.967,2,False,,,
1561,True,False,False,81.621,2,True,22,22,0
1562,False,True,False,95.429,3,True,33,33,
1563,False,True,False,84.97200000000001,1,True,21,21,0
1564,True,False,False,89.831,3,True,25,25,
1565,True,False,False,65.249,4,True,17,17,1
1566,True,False,False,70.283,2,True,22,22,
1567,True,False,False,79.70700000000001,3,True,19,19,0
1568,True,False,False,72.895,2,True,26,26,
1569,True,False,False,59.313,,False,,,
1570,True,False,False,77.537,2,True,19,19,0
1571,True,False,False,,,False,,,0
1572,True,False,False,,2,True,27,27,
1573,True,False,False,90.31700000000001,2,True,22,22,
1574,True,False,False,33.184,2,True,22,22,
1575,True,False,False,,2,True,19,19,
1576,True,False,False,60.11,2,True,23,23,
1577,True,False,False,17.678,,True,20,20,
1578,False,True,False,14.602,1,True,26,26,2
1579,True,False,False,21.756,1,True,29,29,
1580,True,False,False,7.984,1,True,20,20,1
1581,False,True,False,48.45,2,True,19,19,
1582,True,False,False,39.966,2,True,19,19,0
1583,True,False,False,88.626,2,True,25,25,0
1584,True,False,False,54.802,2,True,23,23,
1585,True,False,False,69.894,2,True,34,34,0
1586,True,False,False,92.892,2,True,22,22,0
1587,True,False,False,,2,True,23,23,
1588,True,False,False,64.806,2,True,55,55,1
1589,True,False,False,22.782,2,True,25,25,
1590,True,False,False,33.418,2,True,20,20,
1591,True,False,False,27.228,3,True,18,18,0
1592,False,True,False,14.232000000000001,2,True,19,19,0
1593,True,False,False,41.694,2,True,26,26,
1594,True,False,False,44.794000000000004,2,True,,,
1595,True,False,False,0.637,3,True,,,0
1596,True,False,False,67.922,3,False,,,
1597,True,False,False,70.988,2,True,26,26,0
1598,True,False,False,43.417,2,True,21,21,2
1599,True,False,False,60.94,4,True,19,19,3
1600,True,False,False,53.921,2,True,21,21,
1601,True,False,False,54.571,3,True,18,18,
1602,True,False,False,45.157000000000004,0,True,25,25,
1603,True,False,False,,,True,20,20,
1604,True,False,False,40.773,3,True,19,19,1
1605,True,False,False,52.053000000000004,2,True,16,16,1
1606,True,False,False,48.83,2,True,20,20,0
1607,True,False,False,58.11,2,True,16,16,0
1608,True,False,False,43.768,3,True,16,16,0
1609,True,False,False,29.107,2,True,16,16,0
1610,True,False,False,80.297,4,True,20,20,
1611,True,False,False,66.377,3,True,22,22,
1612,True,False,False,61.013,3,False,,,
1613,True,False,False,,,False,,,
1614,False,False,False,,,False,,,
1615,True,False,False,83.875,2,True,19,19,0
1616,True,False,False,21.965,2,True,20,20,0
1617,True,False,False,68.017,2,True,23,23,
1618,True,False,False,58.937000000000005,2,True,31,31,
1619,True,False,False,61.849000000000004,3,True,27,27,
1620,True,False,False,87.899,2,True,54,54,0
1621,True,False,False,55.357,3,True,25,25,
1622,True,False,False,99.819,2,False,,,0
1623,True,False,False,99.486,5,False,,,0
1624,True,False,False,92.67,,True,28,28,0
1625,True,False,False,96.046,3,True,55,55,
1626,True,False,False,36.485,2,True,24,24,
1627,True,False,False,59.202,2,True,54,54,
1628,True,False,False,65.43900000000001,4,True,21,21,0
1629,True,False,False,74.21600000000001,2,True,25,25,
1630,True,False,False,96.226,2,True,18,18,
1631,True,False,False,98.63,2,True,26,26,
1632,True,False,False,86.21300000000001,3,False,,,0
1633,True,False,False,97.825,0,True,24,24,0
1634,True,False,False,53.399,3,True,38,38,
1635,True,False,False,49.697,3,True,22,22,
1636,True,False,False,60.861000000000004,2,True,20,20,
1637,False,True,False,75.843,3,True,19,19,0
1638,False,True,False,93.45100000000001,3,True,22,22,0
1639,True,False,False,51.871,4,True,54,54,2
1640,True,False,False,62.029,4,True,22,22,
1641,True,False,False,1.532,3,True,17,17,
1642,True,False,False,0.47100000000000003,2,True,28,28,
1643,True,False,False,43.409,4,True,25,25,
1644,True,False,False,16.378,2,True,21,21,
1645,True,False,False,21.105,4,True,25,25,0
1646,True,False,False,42.266,3,False,,,0
1647,True,False,False,2.274,3,True,34,34,
1648,True,False,False,2.532,4,True,23,23,2
1649,True,False,False,13.431000000000001,4,True,29,29,1
1650,True,False,False,71.136,2,True,22,22,
1651,True,False,False,94.422,4,True,23,23,1
1652,True,False,False,60.385,2,False,,,
1653,True,False,False,47.119,2,True,25,25,
1654,True,False,False,42.639,3,True,27,27,0
1655,True,False,False,51.885,2,True,26,26,0
1656,True,False,False,91.394,4,True,23,23,0
1657,True,False,False,95.76,3,True,30,30,0
1658,True,False,False,61.986000000000004,3,True,23,23,
1659,True,False,False,20.299,0,True,29,29,
1660,True,False,False,26.343,2,True,22,22,3
1661,True,False,False,60.474000000000004,2,True,18,18,1
1662,True,False,False,36.896,2,True,19,19,
1663,True,False,False,19.718,3,False,,,
1664,True,False,False,83.224,3,False,,,
1665,True,False,False,6.066,2,True,22,22,0
1666,True,False,False,65.989,2,True,23,23,
1667,False,True,False,49.464,2,True,45,45,
1668,True,False,False,84.474,2,True,26,26,
1669,True,False,False,96.168,2,True,29,29,
1670,True,False,False,73.417,2,True,22,22,0
1671,True,False,False,69.784,3,False,,,
1672,True,False,False,29.823,2,True,44,44,
1673,True,False,False,18.407,2,True,27,27,2
1674,True,False,False,81.37,4,True,25,25,0
1675,True,False,False,91.124,3,True,22,22,0
1676,True,False,False,70.9,2,True,24,24,
1677,True,False,False,93.133,0,True,23,23,
1678,True,False,False,63.569,2,False,,,
1679,True,False,False,36.938,0,True,39,39,3
1680,True,False,False,57.385,5,True,24,24,
1681,True,False,False,39.965,5,True,,,
1682,True,False,False,,2,True,21,21,0
1683,True,False,False,9.501,3,False,,,
1684,True,False,False,12.831,2,True,51,51,0
1685,True,False,False,13.896,0,False,,,
1686,True,False,False,0.32,4,False,,,
1687,True,False,False,4.37,2,True,21,21,0
1688,True,False,False,17.974,2,True,,,0
1689,True,False,False,10.018,2,True,17,17,0
1690,True,False,False,8.827,2,True,24,24,0
1691,True,False,False,7.715,3,True,32,32,
1692,True,False,False,12.322000000000001,1,True,20,20,
1693,True,False,False,5.542,2,True,20,20,0
1694,True,False,False,7.259,0,True,22,22,
1695,True,False,False,17.369,2,True,27,27,
1696,True,False,False,27.193,,False,,,
1697,True,False,False,12.721,2,False,,,
1698,True,False,False,22.942,1,True,,,0
1699,True,False,False,52.362,3,True,28,28,
1700,True,False,False,,3,True,23,23,
1701,True,False,False,34.645,4,True,23,23,
1702,True,False,False,43.083,2,True,27,27,0
1703,True,False,False,,2,True,23,23,1
1704,True,False,False,3.733,4,True,20,20,0
1705,True,False,False,21.872,2,False,,,
1706,True,False,False,72.599,2,True,36,36,0
1707,True,False,False,76.35000000000001,2,True,38,38,
1708,True,False,False,96.23,,False,,,
1709,True,False,False,68.547,0,False,,,
1710,True,False,False,,0,True,36,36,0
1711,True,False,False,95.513,0,True,23,23,1
1712,True,False,False,73.632,2,False,,,0
1713,True,False,False,3.8040000000000003,4,True,35,35,0
1714,True,False,False,65.144,2,False,,,
1715,True,False,False,39.531,3,True,25,25,0
1716,True,False,False,56.157000000000004,2,True,22,22,
1717,True,False,False,,2,True,37,37,
1718,True,False,False,48.050000000000004,5,True,26,26,0
1719,True,False,False,25.265,3,True,26,26,2
1720,True,False,False,7.672000000000001,2,True,34,34,
1721,True,False,False,31.652,2,True,23,23,0
1722,True,False,False,22.559,2,True,,,0
1723,True,False,False,28.446,3,True,26,26,
1724,True,False,False,7.182,2,True,27,27,0
1725,True,False,False,29.948,4,True,22,22,1
1726,True,False,False,36.181,4,True,24,24,0
1727,True,False,False,12.719,3,True,16,16,
1728,True,False,False,30.508,2,True,16,16,2
1729,False,True,False,66.596,4,True,20,20,0
1730,True,False,False,77.552,2,False,,,
1731,True,False,False,62.993,3,True,21,21,0
1732,True,False,False,84.465,3,True,23,23,2
1733,True,False,False,80.413,2,True,20,20,0
1734,True,False,False,63.611000000000004,3,True,26,26,1
1735,True,False,False,66.802,3,True,29,29,0
1736,True,False,False,92.639,1,True,32,32,1
1737,True,False,False,35.19,2,True,27,27,0
1738,True,False,False,95.901,2,True,28,28,
1739,True,False,False,49.857,2,True,37,37,5
1740,True,False,False,26.424,4,True,25,25,
1741,True,False,False,90.258,3,True,21,21,
1742,True,False,False,37.853,2,True,24,24,
1743,True,False,False,67.544,2,True,,,
1744,True,False,False,89.799,3,True,22,22,0
1745,True,False,False,96.851,5,True,36,36,
1746,True,False,False,46.668,3,True,25,25,2
1747,True,False,False,96.18900000000001,2,True,31,31,
1748,True,False,False,18.993000000000002,4,True,20,20,3
1749,True,False,False,47.189,2,True,22,22,
1750,True,False,False,4.888,3,True,20,20,0
1751,True,False,False,13.451,4,True,19,19,0
1752,True,False,False,8.127,,False,,,
1753,True,False,False,5.521,2,True,18,18,0
1754,True,False,False,37.067,3,True,30,30,
1755,True,False,False,90.905,2,True,26,26,
1756,True,False,False,,,False,,,2
1757,True,False,False,5.654,6,True,24,24,0
1758,True,False,False,9.773,3,True,31,31,
1759,True,False,False,0.756,3,True,20,20,
1760,True,False,False,50.011,2,True,25,25,
1761,True,False,False,25.485,2,True,32,32,
1762,False,True,False,69.733,2,True,36,36,
1763,False,True,False,42.424,2,True,23,23,
1764,False,True,False,89.21600000000001,3,True,28,28,
1765,False,False,True,78.662,5,True,22,22,0
1766,False,True,False,78.71300000000001,2,False,,,
1767,False,True,False,36.71,2,True,25,25,0
1768,False,True,False,27.375,4,True,18,18,0
1769,True,False,False,,2,True,16,16,0
1770,True,False,False,,2,False,,,
1771,True,False,False,14.38,6,False,,,
1772,True,False,False,96.768,2,False,,,
1773,True,False,False,28.644000000000002,2,True,40,40,0
1774,True,False,False,35.079,2,True,23,23,0
1775,True,False,False,50.946,2,True,21,21,0
1776,True,False,False,59.015,2,True,24,24,
1777,True,False,False,46.099000000000004,3,True,17,17,1
1778,True,False,False,28.861,3,True,34,34,
1779,True,False,False,73.734,2,True,20,20,
1780,True,False,False,39.081,3,True,24,24,
1781,True,False,False,70.068,1,True,39,39,
1782,True,False,False,2.479,2,False,,,
1783,True,False,False,81.518,4,True,25,25,
1784,True,False,False,9.875,2,True,18,18,0
1785,True,False,False,37.054,3,True,18,18,0
1786,True,False,False,47.805,4,True,31,31,0
1787,True,False,False,77.653,2,True,49,49,
1788,True,False,False,,3,True,18,18,0
1789,True,False,False,71.533,2,True,31,31,
1790,True,False,False,62.787,0,True,24,24,
1791,True,False,False,87.518,3,True,25,25,
1792,True,False,False,70.892,2,False,,,0
1793,True,False,False,,2,True,18,18,0
1794,True,False,False,40.415,2,True,18,18,0
1795,True,False,False,43.711,3,False,,,
1796,True,False,False,56.703,4,True,23,23,1
1797,True,False,False,85.903,4,True,22,22,1
1798,True,False,False,49.292,2,True,19,19,1
1799,True,False,False,92.644,2,True,41,41,0
1800,True,False,False,82.873,3,True,25,25,0
1801,True,False,False,77.562,4,True,28,28,
1802,True,False,False,70.548,2,True,24,24,0
1803,True,False,False,91.449,3,True,23,23,0
1804,True,False,False,61.837,2,True,28,28,
1805,True,False,False,55.796,,True,20,20,
1806,True,False,False,28.02,3,True,25,25,
1807,True,False,False,89.408,2,True,21,21,0
1808,True,False,False,53.998000000000005,3,True,29,29,
1809,True,False,False,53.687,2,True,23,23,
1810,True,False,False,26.227,3,True,25,25,
1811,True,False,False,16.592,2,True,24,24,
1812,True,False,False,20.562,2,True,23,23,
1813,False,True,False,36.147,,True,27,27,
1814,True,False,False,,,True,29,29,
1815,True,False,False,13.736,2,True,30,30,0
1816,True,False,False,48.1,2,False,,,
1817,True,False,False,3.815,2,False,,,2
1818,True,False,False,79.036,3,False,,,
1819,False,False,True,13.65,5,True,26,26,
1820,False,False,True,,3,True,23,23,
1821,True,False,False,10.564,3,False,,,
1822,True,False,False,28.584,4,True,16,16,
1823,True,False,False,6.023,3,True,17,17,0
1824,True,False,False,,4,True,16,16,1
1825,True,False,False,62.879,3,True,20,20,0
1826,True,False,False,49.943,2,True,19,19,
1827,True,False,False,10.991,2,True,,,0
1828,True,False,False,8.102,4,True,20,20,0
1829,True,False,False,7.878,2,True,21,21,
1830,True,False,False,24.374,4,True,21,21,0
1831,False,True,False,16.095,4,False,,,0
1832,True,False,False,2.225,6,True,13,13,0
1833,False,True,False,21.741,2,True,20,20,0
1834,True,False,False,30.175,1,True,18,18,
1835,True,False,False,51.237,3,True,21,21,
1836,True,False,False,17.492,3,True,24,24,
1837,True,False,False,13.046000000000001,2,True,21,21,0
1838,True,False,False,6.12,2,True,20,20,0
1839,True,False,False,22.108,3,True,16,16,0
1840,True,False,False,92.678,2,True,19,19,1
1841,True,False,False,74.94200000000001,0,True,28,28,0
1842,True,False,False,93.33,2,True,20,20,
1843,True,False,False,87.281,2,True,19,19,0
1844,True,False,False,61.673,,True,24,24,
1845,True,False,False,73.252,4,True,28,28,
1846,True,False,False,74.288,2,True,18,18,0
1847,True,False,False,29.189,0,True,23,23,0
1848,True,False,False,48.023,0,True,35,35,0
1849,True,False,False,78.006,,False,,,
1850,True,False,False,34.652,4,True,49,49,
1851,True,False,False,95.156,4,True,23,23,0
1852,True,False,False,63.435,4,True,20,20,0
1853,True,False,False,80.983,2,True,26,26,
1854,True,False,False,11.373000000000001,2,True,38,38,
1855,False,True,False,89.788,4,True,36,36,1
1856,True,False,False,64.656,2,True,22,22,
1857,True,False,False,75.798,4,True,22,22,0
1858,True,False,False,38.374,2,True,26,26,
1859,True,False,False,40.414,4,True,36,36,0
1860,True,False,False,90.372,0,True,28,28,0
1861,True,False,False,31.547,2,True,19,19,0
1862,True,False,False,61.428000000000004,2,True,25,25,0
1863,True,False,False,24.149,2,False,,,
1864,True,False,False,27.567,1,True,21,21,0
1865,True,False,False,42.755,3,True,25,25,0
1866,True,False,False,89.968,2,True,27,27,
1867,True,False,False,35.098,2,True,22,22,0
1868,True,False,False,26.004,0,True,34,34,
1869,True,False,False,62.593,2,True,23,23,0
1870,False,True,False,67.714,3,True,23,23,0
1871,False,True,False,18.192,2,True,23,23,
1872,False,True,False,16.817,2,False,,,
1873,False,True,False,,,True,25,25,
1874,True,False,False,90.923,2,True,28,28,
1875,True,False,False,80.183,2,True,19,19,0
1876,True,False,False,91.581,2,False,,,
1877,True,False,False,29.321,2,True,19,19,0
1878,True,False,False,84.163,2,True,23,23,0
1879,True,False,False,88.272,2,True,24,24,1
1880,True,False,False,42.474000000000004,2,True,,,
1881,True,False,False,69.41,0,True,28,28,
1882,True,False,False,59.426,0,True,37,37,0
1883,True,False,False,42.428000000000004,3,True,22,22,
1884,True,False,False,65.232,2,True,30,30,0
1885,True,False,False,97.47,1,True,29,29,0
1886,True,False,False,9.128,2,False,,,
1887,True,False,False,9.4,2,True,32,32,0
1888,True,False,False,42.279,2,True,37,37,
1889,True,False,False,13.298,2,True,37,37,
1890,True,False,False,46.449,2,True,36,36,
1891,True,False,False,71.671,4,True,19,19,0
1892,True,False,False,31.948,3,False,,,0
1893,True,False,False,40.716,2,True,26,26,
1894,True,False,False,84.709,2,True,21,21,
1895,True,False,False,85.08500000000001,3,True,26,26,0
1896,True,False,False,54.847,,False,,,
1897,True,False,False,86.83800000000001,3,True,24,24,0
1898,True,False,False,24.004,2,True,,,
1899,False,True,False,94.12,2,True,21,21,0
1900,False,True,False,,3,True,20,20,
1901,False,True,False,48.953,2,True,22,22,0
1902,False,True,False,26.152,2,True,20,20,
1903,False,True,False,86.141,2,True,18,18,0
1904,False,True,False,58.233000000000004,2,True,21,21,0
1905,False,False,True,97.146,2,True,23,23,0
1906,True,False,False,44.685,3,True,21,21,
1907,False,True,False,62.442,2,False,,,
1908,False,True,False,54.291000000000004,2,True,30,30,
1909,False,True,False,55.765,3,False,,,
1910,True,False,False,75.861,2,True,22,22,
1911,False,True,False,49.375,3,True,,,0
1912,False,True,False,41.544000000000004,2,True,23,23,1
1913,False,True,False,95.324,2,True,27,27,
1914,False,True,False,87.805,2,True,27,27,0
1915,False,True,False,66.69200000000001,0,True,24,24,
1916,False,True,False,27.775000000000002,2,True,23,23,
1917,False,True,False,74.519,2,True,25,25,
1918,False,True,False,57.458,3,True,24,24,
1919,False,True,False,57.75,4,False,,,
1920,False,False,True,2.063,2,True,38,38,0
1921,True,False,False,54.503,2,True,19,19,
1922,False,True,False,64.811,3,True,29,29,0
1923,False,True,False,39.286,3,True,34,34,
1924,True,False,False,66.523,2,True,22,22,
1925,True,False,False,31.904,1,True,26,26,0
1926,False,False,False,53.586,2,True,21,21,0
1927,True,False,False,0.677,3,True,17,17,0
1928,True,False,False,95.73400000000001,0,True,49,49,0
1929,True,False,False,95.174,2,True,25,25,
1930,False,False,False,36.431,0,True,34,34,
1931,True,False,False,32.119,2,False,,,2
1932,True,False,False,54.774,2,True,28,28,0
1933,True,False,False,90.417,2,True,20,20,0
1934,False,False,True,78.782,,True,29,29,0
1935,False,False,True,64.7,6,True,33,33,0
1936,False,False,True,65.749,3,True,25,25,0
1937,True,False,False,71.37,2,True,23,23,1
1938,True,False,False,,1,False,,,0
1939,True,False,False,2.193,4,True,16,16,1
1940,True,False,False,62.415,,True,23,23,
1941,True,False,False,78.604,,True,32,32,
1942,False,False,True,,,False,,,0
1943,False,False,True,82.351,2,True,25,25,
1944,False,False,True,,2,True,25,25,
1945,False,False,True,,1,True,23,23,
1946,False,False,True,41.857,1,True,18,18,1
1947,False,True,False,67.218,2,True,31,31,0
1948,True,False,False,71.288,2,True,30,30,0
1949,False,True,False,63.15,2,True,55,55,
1950,False,True,False,45.219,2,True,26,26,0
1951,False,True,False,46.049,0,True,25,25,
1952,True,False,False,87.413,2,True,24,24,0
1953,False,True,False,87.743,3,True,23,23,0
1954,False,True,False,79.36,2,True,23,23,
1955,False,True,False,,2,False,,,
1956,True,False,False,10.797,2,True,28,28,
1957,False,True,False,79.33,4,True,29,29,
1958,True,False,False,29.263,2,False,,,
1959,True,False,False,54.424,2,True,20,20,0
1960,True,False,False,48.541000000000004,2,True,20,20,
1961,True,False,False,10.28,2,True,19,19,0
1962,True,False,False,63.4,2,True,20,20,
1963,True,False,False,29.838,2,True,23,23,
1964,True,False,False,52.187,2,True,18,18,0
1965,True,False,False,85.623,2,True,21,21,
1966,True,False,False,61.486000000000004,2,True,45,45,0
1967,False,True,False,38.792,2,False,,,0
1968,False,True,False,62.74,4,False,,,0
1969,True,False,False,,,False,,,
1970,False,True,False,51.182,2,True,23,23,
1971,False,True,False,67.619,0,True,24,24,0
1972,False,True,False,72.265,2,True,23,23,1
1973,False,True,False,99.471,3,True,23,23,0
1974,False,True,False,80.742,2,True,34,34,
1975,False,True,False,64.089,3,True,21,21,0
