code,birthyear,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,44,45,48,49
26502,1992,,581.638591,,4212.148159,,,,622.7117716,,48190.01893,,,,,,,,,,,,,,,,,,
26503,1993,1454.096477,,2808.098773,,13799.99113,,68943.089,,81027.46545,,,,,,,,,,,,,,,,,,,
26504,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27201,1984,,1540.95846,,8374.224451,,,,2032.800869,,24234.94129,,,,,,,,,,,,,,,,,,
27202,1986,,3349.68978,,4206.674225,,20328.00869,,,,28080.98773,,41399.9734,,,,,,,,,,,,,,,,
27203,1989,,,2541.001086,,,,,,,,,,,,,,,,,,,,,,,,,
27204,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27501,1991,1524.600652,,15510.36243,,18720.65849,,,,,,14499.65171,,,,,,,,,,,,,,,,,
27502,1993,2908.192955,,14040.49386,,,,35583.52981,,38381.431,,,,,,,,,,,,,,,,,,,
27801,1987,3349.68978,,8413.34845,,15246.00652,,19387.95303,,18720.65849,,16559.98936,,,,38381.431,,,,,,,,,,,,,
27802,1991,7114.803041,,7270.482387,,24336.85603,,32199.97931,,30246.00034,,38381.431,,,,,,,,,,,,,,,,,
27803,1994,,,,,,5337.529471,,,,,,,,,,,,,,,,,,,,,,
28201,1991,2541.001086,,6785.783562,,14040.49386,,13799.99113,,13343.82368,,46910.63789,,,,,,,,,,,,,,,,,
28202,1994,,1872.065849,,1839.998818,,22239.70613,,,,,,,,,,,,,,,,,,,,,,
28501,1977,2861.93372,,9101.68321,,26181.05958,,23398.27466,,35560.57984,,46895.65692,,47325.08503,,46754.41998,,,,56161.97546,,,,57823.23594,,,,,
28502,1981,9817.897343,,19703.81024,,28448.46387,,33496.8978,,47325.08503,,40656.01738,,,,60842.14008,,,,53375.29471,,,,,,,,,
28503,1985,2963.381653,,2791.40815,,17878.36546,,20328.00869,,17449.15773,,21528.75726,,,,26687.64736,,,,,,,,,,,,,
