,Unnamed: 0,C0000100,C0000200,C0005700,m_age_ya,momexpectyos,cfemale1,m_HGC_ya,HGC_ya,piatreadingrecognition,piatreadingcomprehension,piatmathraw,dad_distance_ya,lnexpectedyos,numberofsiblings,behaveproblemindexpercentilescor,R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,phispanic,pblack,psex,pbizowner,phoursworked79,phoursworked2018,pjobnumberavg,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,p1stbirthaftermarriage,abort_#,foreign_lang_child,pfamilyattitudetofemaleworkingla,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,mincome20_40,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
2307,2307.0,243602.0,2436.0,1986.0,26.0,4.0,1.0,6.0,5.0,61.0,56.0,65.0,0.0,1.386294,0.0,674.0,2436.0,21.0,20.0,7.0,5.0,5.0,0.0,3.0,1.0,0.0,0.0,0,0,2,0,165,0,8.92857,44.875,4.0,1.0,23.0,23.0,1.0,0.0,1.0,2.33333,0.0,1.0,1.0,1.0,6.0,6.0,1.0,38968.69974,1.0,1.0,0.0,0.0,1.0
2308,2308.0,243701.0,2437.0,1991.0,30.0,4.0,1.0,6.0,5.0,73.0,59.0,67.0,55.0,1.386294,0.0,583.0,2437.0,21.0,21.0,7.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,0,0,2,0,165,0,8.92857,79.569,2.0,1.0,24.0,24.0,1.0,0.0,0.0,2.33333,0.0,1.0,1.0,1.0,6.0,5.0,1.0,12422.69108,1.0,1.0,0.0,0.0,1.0
2309,2309.0,244101.0,2441.0,1982.0,19.0,5.0,0.0,5.0,4.0,73.0,65.0,54.0,0.0,1.609438,0.0,405.0,2441.0,23.0,22.0,5.0,,5.0,2.0,12.0,1.0,0.0,0.0,0,0,2,0,1070,2120,5.0,42.222,3.0,1.0,18.0,18.0,1.0,0.0,0.0,3.66667,0.0,1.0,,1.0,1.0,0.0,1.0,29609.10342,0.0,0.0,0.0,0.0,0.0
2310,2310.0,244102.0,2441.0,1984.0,21.0,5.0,0.0,5.0,5.0,50.0,48.0,47.0,5.0,1.609438,0.0,501.0,2441.0,23.0,22.0,5.0,,5.0,2.0,12.0,1.0,0.0,0.0,0,0,2,0,1070,2120,5.0,42.222,3.0,1.0,18.0,18.0,1.0,0.0,0.0,3.66667,0.0,1.0,,1.0,1.0,0.0,1.0,29609.10342,0.0,0.0,0.0,0.0,0.0
2311,2311.0,244103.0,2441.0,1986.0,23.0,4.0,0.0,5.0,5.0,,,,5.0,1.386294,2.0,683.0,2441.0,23.0,22.0,5.0,,5.0,2.0,12.0,1.0,0.0,0.0,0,0,2,0,0,2390,7.85185,42.222,3.0,1.0,18.0,18.0,1.0,0.0,0.0,4.0,0.0,1.0,,1.0,1.0,0.0,1.0,29609.10342,0.0,0.0,0.0,0.0,0.0
2312,2312.0,244201.0,2442.0,1985.0,27.0,4.0,0.0,9.0,7.0,,,,0.0,1.386294,2.0,547.0,2442.0,32.0,36.0,2.0,6.0,9.0,2.0,7.0,1.0,0.0,0.0,0,0,2,0,0,2390,7.85185,45.63,0.0,1.0,22.0,22.0,1.0,0.0,1.0,4.0,1.0,,1.0,1.0,0.0,,1.0,46144.85717,0.0,0.0,0.0,0.0,0.0
2313,2313.0,244202.0,2442.0,1992.0,34.0,4.0,0.0,9.0,5.0,,,,0.0,1.386294,2.0,825.0,2442.0,32.0,36.0,2.0,6.0,9.0,2.0,7.0,1.0,0.0,0.0,0,0,2,0,0,2390,7.85185,45.63,0.0,1.0,22.0,22.0,1.0,0.0,1.0,4.0,1.0,,1.0,1.0,0.0,,1.0,46144.85717,0.0,0.0,0.0,0.0,0.0
2314,2314.0,244401.0,2444.0,1993.0,28.0,,0.0,7.0,4.0,75.0,59.0,60.0,55.0,,2.0,767.0,2444.0,21.0,21.0,2.0,4.0,7.0,,,1.0,0.0,0.0,0,0,2,0,0,2390,7.85185,55.573,2.0,1.0,23.0,23.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.666666667,24014.14255,1.0,1.0,0.0,0.0,1.0
2315,2315.0,244402.0,2444.0,1994.0,29.0,,1.0,7.0,3.0,28.0,35.0,31.0,55.0,,0.0,683.0,2444.0,21.0,21.0,2.0,4.0,7.0,,,1.0,0.0,0.0,0,0,2,0,2080,1244,3.85714,55.573,2.0,1.0,23.0,23.0,1.0,0.0,0.0,3.66667,1.0,1.0,1.0,1.0,2.0,2.0,0.666666667,24014.14255,1.0,1.0,0.0,0.0,1.0
2316,2316.0,244403.0,2444.0,1994.0,29.0,3.0,1.0,7.0,4.0,55.0,59.0,65.0,55.0,1.098612,0.0,991.0,2444.0,21.0,21.0,2.0,4.0,7.0,,,1.0,0.0,0.0,0,0,2,0,2080,1244,3.85714,55.573,2.0,1.0,23.0,23.0,1.0,0.0,0.0,3.66667,1.0,1.0,1.0,1.0,2.0,2.0,0.666666667,24014.14255,1.0,1.0,0.0,0.0,1.0
2317,2317.0,244404.0,2444.0,1999.0,34.0,4.0,1.0,7.0,3.0,45.0,55.0,46.0,55.0,1.386294,0.0,915.0,2444.0,21.0,21.0,2.0,4.0,7.0,,,1.0,0.0,0.0,0,0,2,0,2080,1244,3.85714,55.573,2.0,1.0,23.0,23.0,1.0,0.0,0.0,3.66667,1.0,1.0,1.0,1.0,2.0,2.0,0.666666667,24014.14255,1.0,1.0,0.0,0.0,1.0
2318,2318.0,244701.0,2447.0,1978.0,19.0,3.0,0.0,6.0,,42.0,43.0,42.0,0.0,1.098612,0.0,995.0,2447.0,29.0,25.0,5.0,5.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,2080,1244,3.85714,48.144,4.0,1.0,18.0,18.0,1.0,0.0,0.0,3.66667,0.0,1.0,3.0,3.0,3.0,0.0,1.0,58283.2622,0.0,0.0,0.0,0.0,0.0
2319,2319.0,244702.0,2447.0,1980.0,21.0,4.0,1.0,6.0,3.0,76.0,71.0,71.0,,1.386294,0.0,624.0,2447.0,29.0,25.0,5.0,5.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,541,0,4.44444,48.144,4.0,1.0,18.0,18.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,58283.2622,0.0,0.0,0.0,0.0,0.0
2320,2320.0,244703.0,2447.0,1981.0,22.0,2.0,1.0,6.0,5.0,72.0,67.0,46.0,,0.6931472,0.0,690.0,2447.0,29.0,25.0,5.0,5.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,541,0,4.44444,48.144,4.0,1.0,18.0,18.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,58283.2622,0.0,0.0,0.0,0.0,0.0
2321,2321.0,244704.0,2447.0,1983.0,24.0,3.0,1.0,6.0,3.0,42.0,41.0,51.0,0.0,1.098612,1.0,818.0,2447.0,29.0,25.0,5.0,5.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,1280,40,15.8889,48.144,4.0,1.0,18.0,18.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,58283.2622,0.0,0.0,0.0,0.0,0.0
2322,2322.0,244801.0,2448.0,1977.0,16.0,2.0,0.0,3.0,5.0,47.0,43.0,43.0,0.0,0.6931472,1.0,998.0,2448.0,19.0,19.0,2.0,5.0,3.0,0.0,15.0,1.0,0.0,0.0,0,0,2,0,1280,40,15.8889,66.195,2.0,1.0,15.0,15.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,36758.38136,1.0,1.0,0.0,0.0,1.0
2323,2323.0,244802.0,2448.0,1978.0,17.0,3.0,0.0,3.0,2.0,75.0,67.0,68.0,0.0,1.098612,1.0,638.0,2448.0,19.0,19.0,2.0,5.0,3.0,0.0,15.0,1.0,0.0,0.0,0,0,2,0,0,3160,8.64286,66.195,2.0,1.0,15.0,15.0,1.0,0.0,0.0,3.66667,0.0,1.0,3.0,1.0,2.0,0.0,1.0,36758.38136,1.0,1.0,0.0,0.0,1.0
2324,2324.0,245001.0,2450.0,1978.0,19.0,4.0,0.0,5.0,5.0,74.0,80.0,61.0,5.0,1.386294,1.0,674.0,2450.0,39.0,29.0,2.0,5.0,5.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,3160,8.64286,39.399,2.0,1.0,18.0,18.0,1.0,0.0,1.0,3.66667,1.0,1.0,2.0,3.0,5.0,1.0,0.666666667,38894.57514,0.0,0.0,0.0,0.0,0.0
2325,2325.0,245002.0,2450.0,1980.0,20.0,,1.0,5.0,2.0,,,,5.0,,2.0,,2450.0,39.0,29.0,2.0,5.0,5.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,2080,0,1.5,39.399,2.0,1.0,18.0,18.0,1.0,0.0,1.0,,1.0,1.0,2.0,3.0,5.0,1.0,0.666666667,38894.57514,0.0,0.0,0.0,0.0,0.0
2326,2326.0,245401.0,2454.0,1988.0,24.0,3.0,1.0,6.0,4.0,78.0,78.0,65.0,55.0,1.098612,0.0,760.0,2454.0,20.0,18.0,3.0,5.0,6.0,0.0,15.0,0.0,1.0,0.0,0,0,2,1,0,1400,9.375,37.211,2.0,1.0,23.0,23.0,1.0,0.0,1.0,2.33333,1.0,1.0,1.0,1.0,1.0,1.0,,25163.4054,1.0,1.0,0.0,0.0,1.0
2327,2327.0,245402.0,2454.0,1990.0,26.0,,1.0,6.0,4.0,57.0,54.0,59.0,5.0,,0.0,928.0,2454.0,20.0,18.0,3.0,5.0,6.0,0.0,15.0,0.0,1.0,0.0,0,0,2,1,0,1400,9.375,37.211,2.0,1.0,23.0,23.0,1.0,0.0,1.0,2.33333,1.0,1.0,1.0,1.0,1.0,1.0,,25163.4054,1.0,1.0,0.0,0.0,1.0
2328,2328.0,245701.0,2457.0,1986.0,25.0,3.0,0.0,4.0,,57.0,50.0,56.0,55.0,1.098612,1.0,951.0,2457.0,33.0,24.0,3.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,0,0,2,0,432,0,9.28571,5.055,0.0,1.0,21.0,21.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,4.0,1.0,0.666666667,8048.004116,0.0,0.0,0.0,0.0,0.0
2329,2329.0,245801.0,2458.0,1977.0,19.0,2.0,1.0,5.0,5.0,54.0,51.0,58.0,55.0,0.6931472,1.0,978.0,2458.0,23.0,23.0,10.0,5.0,5.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,432,0,9.28571,27.175,2.0,1.0,17.0,17.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,15168.31095,0.0,0.0,0.0,0.0,0.0
2330,2330.0,245802.0,2458.0,1979.0,21.0,2.0,0.0,5.0,3.0,55.0,54.0,47.0,55.0,0.6931472,1.0,969.0,2458.0,23.0,23.0,10.0,5.0,5.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,432,0,9.28571,27.175,2.0,1.0,17.0,17.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,15168.31095,0.0,0.0,0.0,0.0,0.0
2331,2331.0,245901.0,2459.0,1981.0,20.0,3.0,1.0,5.0,3.0,62.0,54.0,55.0,55.0,1.098612,0.0,728.0,2459.0,32.0,26.0,2.0,5.0,5.0,1.0,18.0,0.0,0.0,1.0,0,0,2,0,360,33,2.92857,26.828,4.0,1.0,18.0,18.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,0.666666667,5323.406338,0.0,0.0,0.0,0.0,0.0
2332,2332.0,245902.0,2459.0,1982.0,21.0,2.0,1.0,5.0,3.0,58.0,49.0,53.0,55.0,0.6931472,0.0,969.0,2459.0,32.0,26.0,2.0,5.0,5.0,1.0,18.0,0.0,0.0,1.0,0,0,2,0,360,33,2.92857,26.828,4.0,1.0,18.0,18.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,0.666666667,5323.406338,0.0,0.0,0.0,0.0,0.0
2333,2333.0,245903.0,2459.0,1988.0,27.0,4.0,0.0,5.0,2.0,42.0,38.0,53.0,5.0,1.386294,1.0,760.0,2459.0,32.0,26.0,2.0,5.0,5.0,1.0,18.0,0.0,0.0,1.0,0,0,2,1,270,0,3.46429,26.828,4.0,1.0,18.0,18.0,1.0,0.0,0.0,3.66667,0.0,1.0,3.0,2.0,3.0,0.0,0.666666667,5323.406338,0.0,0.0,0.0,0.0,0.0
2334,2334.0,246201.0,2462.0,1985.0,26.0,,0.0,4.0,2.0,48.0,55.0,46.0,0.0,,0.0,746.0,2462.0,24.0,20.0,6.0,2.0,4.0,1.0,18.0,0.0,0.0,1.0,0,0,2,0,2080,0,2.59259,32.803,4.0,1.0,22.0,22.0,0.0,0.0,0.0,3.33333,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0
2335,2335.0,246202.0,2462.0,1986.0,27.0,4.0,0.0,4.0,3.0,72.0,70.0,58.0,0.0,1.386294,0.0,476.0,2462.0,24.0,20.0,6.0,2.0,4.0,1.0,18.0,0.0,0.0,1.0,0,0,2,0,2080,0,2.59259,32.803,4.0,1.0,22.0,22.0,0.0,0.0,0.0,3.33333,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0
2336,2336.0,247101.0,2471.0,1985.0,20.0,4.0,0.0,5.0,2.0,77.0,63.0,69.0,5.0,1.386294,2.0,112.0,2471.0,25.0,22.0,3.0,5.0,5.0,0.0,7.0,1.0,0.0,0.0,0,0,2,0,2080,2440,6.64286,38.305,2.0,1.0,19.0,19.0,1.0,0.0,0.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,19141.69198,0.0,0.0,0.0,0.0,0.0
2337,2337.0,247401.0,2474.0,1976.0,18.0,4.0,1.0,9.0,3.0,62.0,60.0,51.0,5.0,1.386294,2.0,163.0,2474.0,33.0,28.0,5.0,4.0,9.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,2080,2440,6.64286,84.254,2.0,1.0,20.0,20.0,1.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,5.0,3.0,0.666666667,16320.13162,0.0,0.0,0.0,0.0,0.0
2338,2338.0,247402.0,2474.0,1981.0,23.0,3.0,1.0,9.0,4.0,45.0,49.0,48.0,5.0,1.098612,2.0,788.0,2474.0,33.0,28.0,5.0,4.0,9.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,0,0,4.71429,84.254,2.0,1.0,20.0,20.0,1.0,2.0,1.0,3.33333,0.0,1.0,2.0,1.0,5.0,3.0,0.666666667,16320.13162,0.0,0.0,0.0,0.0,0.0
2339,2339.0,247801.0,2478.0,1984.0,23.0,3.0,1.0,5.0,7.0,56.0,45.0,53.0,5.0,1.098612,2.0,482.0,2478.0,21.0,19.0,5.0,4.0,5.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,0,0,4.71429,37.129,2.0,1.0,19.0,19.0,1.0,0.0,0.0,3.33333,0.0,1.0,1.0,1.0,2.0,2.0,1.0,15054.9017,1.0,1.0,0.0,0.0,1.0
2340,2340.0,247802.0,2478.0,1986.0,26.0,3.0,1.0,5.0,7.0,59.0,73.0,62.0,5.0,1.098612,0.0,825.0,2478.0,21.0,19.0,5.0,4.0,5.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,680,1524,15.2143,37.129,2.0,1.0,19.0,19.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,15054.9017,1.0,1.0,0.0,0.0,1.0
2341,2341.0,248001.0,2480.0,1982.0,17.0,2.0,0.0,5.0,3.0,55.0,60.0,50.0,5.0,0.6931472,0.0,913.0,2480.0,25.0,23.0,5.0,4.0,5.0,0.0,17.0,1.0,0.0,0.0,0,0,2,0,680,1524,15.2143,75.99,2.0,1.0,17.0,17.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.666666667,10164.79436,0.0,0.0,0.0,0.0,0.0
2342,2342.0,248002.0,2480.0,1985.0,20.0,2.0,0.0,5.0,3.0,21.0,18.0,13.0,55.0,0.6931472,0.0,958.0,2480.0,25.0,23.0,5.0,4.0,5.0,0.0,17.0,1.0,0.0,0.0,0,0,2,0,680,1524,15.2143,75.99,2.0,1.0,17.0,17.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.666666667,10164.79436,0.0,0.0,0.0,0.0,0.0
2343,2343.0,248201.0,2482.0,1976.0,15.0,3.0,0.0,5.0,5.0,57.0,57.0,65.0,0.0,1.098612,0.0,739.0,2482.0,24.0,23.0,4.0,4.0,5.0,2.0,6.0,1.0,0.0,0.0,0,0,2,0,680,1524,15.2143,25.665,2.0,1.0,15.0,15.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.333333333,21151.04381,0.0,0.0,0.0,0.0,0.0
2344,2344.0,248202.0,2482.0,1977.0,16.0,2.0,0.0,5.0,2.0,63.0,54.0,64.0,0.0,0.6931472,0.0,760.0,2482.0,24.0,23.0,4.0,4.0,5.0,2.0,6.0,1.0,0.0,0.0,0,0,2,0,2120,40,8.92857,25.665,2.0,1.0,15.0,15.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.333333333,21151.04381,0.0,0.0,0.0,0.0,0.0
2345,2345.0,248203.0,2482.0,1983.0,22.0,3.0,1.0,5.0,3.0,76.0,66.0,58.0,0.0,1.098612,0.0,885.0,2482.0,24.0,23.0,4.0,4.0,5.0,2.0,6.0,1.0,0.0,0.0,0,0,2,0,2120,40,8.92857,25.665,2.0,1.0,15.0,15.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.333333333,21151.04381,0.0,0.0,0.0,0.0,0.0
2346,2346.0,248204.0,2482.0,1987.0,26.0,3.0,0.0,5.0,3.0,69.0,51.0,56.0,0.0,1.098612,1.0,229.0,2482.0,24.0,23.0,4.0,4.0,5.0,2.0,6.0,1.0,0.0,0.0,0,0,2,0,615,0,8.96429,25.665,2.0,1.0,15.0,15.0,0.0,1.0,0.0,2.66667,1.0,1.0,1.0,3.0,3.0,1.0,0.333333333,21151.04381,0.0,0.0,0.0,0.0,0.0
2347,2347.0,248301.0,2483.0,1981.0,24.0,3.0,1.0,5.0,2.0,57.0,41.0,56.0,0.0,1.098612,1.0,894.0,2483.0,22.0,15.0,4.0,4.0,5.0,0.0,17.0,1.0,0.0,0.0,0,0,2,0,615,0,8.96429,21.622,2.0,1.0,19.0,19.0,0.0,0.0,0.0,2.66667,0.0,1.0,1.0,2.0,1.0,0.0,1.0,47405.95007,1.0,0.0,1.0,0.0,0.0
2348,2348.0,248302.0,2483.0,1994.0,36.0,5.0,1.0,5.0,4.0,60.0,51.0,59.0,0.0,1.609438,1.0,821.0,2483.0,22.0,15.0,4.0,4.0,5.0,0.0,17.0,1.0,0.0,0.0,0,0,2,0,615,0,8.96429,21.622,2.0,1.0,19.0,19.0,0.0,0.0,0.0,2.66667,0.0,1.0,1.0,2.0,1.0,0.0,1.0,47405.95007,1.0,0.0,1.0,0.0,0.0
2349,2349.0,248401.0,2484.0,1984.0,21.0,3.0,1.0,6.0,4.0,53.0,54.0,46.0,100.0,1.098612,1.0,864.0,2484.0,24.0,19.0,2.0,4.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,615,0,8.96429,61.373,2.0,1.0,24.0,24.0,0.0,0.0,0.0,2.66667,1.0,1.0,1.0,2.0,1.0,1.0,0.0,53818.54601,1.0,0.0,1.0,0.0,0.0
2350,2350.0,248402.0,2484.0,1996.0,32.0,4.0,0.0,6.0,2.0,79.0,68.0,67.0,55.0,1.386294,1.0,951.0,2484.0,24.0,19.0,2.0,4.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,960,2080,6.88889,61.373,2.0,1.0,24.0,24.0,1.0,0.0,0.0,3.33333,1.0,1.0,1.0,2.0,1.0,1.0,0.0,53818.54601,1.0,0.0,1.0,0.0,0.0
2351,2351.0,248403.0,2484.0,1997.0,34.0,3.0,1.0,6.0,4.0,59.0,64.0,52.0,55.0,1.098612,0.0,956.0,2484.0,24.0,19.0,2.0,4.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,260,6.42857,61.373,2.0,1.0,24.0,24.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,53818.54601,1.0,0.0,1.0,0.0,0.0
2352,2352.0,248404.0,2484.0,2002.0,39.0,3.0,0.0,6.0,2.0,40.0,35.0,44.0,5.0,1.098612,0.0,583.0,2484.0,24.0,19.0,2.0,4.0,6.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,260,6.42857,61.373,2.0,1.0,24.0,24.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,53818.54601,1.0,0.0,1.0,0.0,0.0
2353,2353.0,248501.0,2485.0,1983.0,18.0,3.0,0.0,4.0,2.0,36.0,32.0,41.0,100.0,1.098612,0.0,326.0,2485.0,23.0,20.0,2.0,4.0,4.0,0.0,16.0,0.0,1.0,0.0,0,0,2,0,0,260,6.42857,25.739,2.0,1.0,18.0,18.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,13258.25773,1.0,0.0,1.0,0.0,0.0
2354,2354.0,248801.0,2488.0,1975.0,18.0,3.0,1.0,4.0,,44.0,67.0,50.0,55.0,1.098612,0.0,264.0,2488.0,37.0,33.0,5.0,2.0,4.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,260,6.42857,16.414,4.0,1.0,19.0,19.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,7.0,2.0,0.666666667,18803.42719,0.0,0.0,0.0,0.0,0.0
2355,2355.0,248802.0,2488.0,1977.0,20.0,4.0,1.0,4.0,3.0,71.0,55.0,63.0,55.0,1.386294,1.0,939.0,2488.0,37.0,33.0,5.0,2.0,4.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,24,3.44444,16.414,4.0,1.0,19.0,19.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,7.0,2.0,0.666666667,18803.42719,0.0,0.0,0.0,0.0,0.0
2356,2356.0,248803.0,2488.0,1979.0,22.0,4.0,0.0,4.0,3.0,55.0,52.0,64.0,55.0,1.386294,1.0,697.0,2488.0,37.0,33.0,5.0,2.0,4.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,24,3.44444,16.414,4.0,1.0,19.0,19.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,7.0,2.0,0.666666667,18803.42719,0.0,0.0,0.0,0.0,0.0
2357,2357.0,248804.0,2488.0,1981.0,24.0,4.0,1.0,4.0,5.0,73.0,65.0,59.0,55.0,1.386294,1.0,585.0,2488.0,37.0,33.0,5.0,2.0,4.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,24,3.44444,16.414,4.0,1.0,19.0,19.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,7.0,2.0,0.666666667,18803.42719,0.0,0.0,0.0,0.0,0.0
2358,2358.0,249201.0,2492.0,1988.0,24.0,4.0,1.0,6.0,5.0,53.0,48.0,53.0,0.0,1.386294,1.0,602.0,2492.0,21.0,18.0,5.0,4.0,5.0,2.0,8.0,1.0,0.0,0.0,0,0,2,0,0,24,3.44444,38.249,2.0,1.0,21.0,21.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333333,36836.60881,1.0,1.0,0.0,0.0,1.0
2359,2359.0,249202.0,2492.0,1990.0,26.0,4.0,0.0,6.0,3.0,61.0,52.0,49.0,0.0,1.386294,1.0,832.0,2492.0,21.0,18.0,5.0,4.0,5.0,2.0,8.0,1.0,0.0,0.0,0,0,2,0,0,24,3.44444,38.249,2.0,1.0,21.0,21.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333333,36836.60881,1.0,1.0,0.0,0.0,1.0
2360,2360.0,249203.0,2492.0,1992.0,28.0,2.0,0.0,6.0,3.0,70.0,61.0,61.0,0.0,0.6931472,0.0,904.0,2492.0,21.0,18.0,5.0,4.0,5.0,2.0,8.0,1.0,0.0,0.0,0,0,2,1,730,0,12.3333,38.249,2.0,1.0,21.0,21.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333333,36836.60881,1.0,1.0,0.0,0.0,1.0
2361,2361.0,249204.0,2492.0,1995.0,31.0,,0.0,6.0,3.0,36.0,39.0,34.0,0.0,,0.0,870.0,2492.0,21.0,18.0,5.0,4.0,5.0,2.0,8.0,1.0,0.0,0.0,0,0,2,0,160,0,5.26667,38.249,2.0,1.0,21.0,21.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.333333333,36836.60881,1.0,1.0,0.0,0.0,1.0
2362,2362.0,249205.0,2492.0,1999.0,35.0,4.0,0.0,6.0,3.0,76.0,59.0,66.0,0.0,1.386294,0.0,793.0,2492.0,21.0,18.0,5.0,4.0,5.0,2.0,8.0,1.0,0.0,0.0,0,0,2,0,160,0,5.26667,38.249,2.0,1.0,21.0,21.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.333333333,36836.60881,1.0,1.0,0.0,0.0,1.0
2363,2363.0,249601.0,2496.0,1977.0,20.0,,0.0,7.0,2.0,,,,100.0,,2.0,,2496.0,19.0,19.0,5.0,5.0,5.0,2.0,14.0,0.0,1.0,0.0,0,0,2,0,750,0,1.55556,33.651,1.0,1.0,19.0,19.0,1.0,0.0,0.0,,0.0,,2.0,1.0,1.0,1.0,0.0,13323.4163,1.0,1.0,0.0,0.0,1.0
2364,2364.0,249901.0,2499.0,1979.0,19.0,2.0,1.0,3.0,3.0,77.0,58.0,52.0,0.0,0.6931472,0.0,687.0,2499.0,32.0,19.0,5.0,4.0,5.0,0.0,16.0,1.0,0.0,0.0,0,0,2,0,1280,2536,7.75,,,1.0,,,,0.0,0.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,0.666666667,48506.79759,1.0,0.0,1.0,0.0,0.0
2365,2365.0,249902.0,2499.0,1982.0,22.0,5.0,0.0,3.0,3.0,20.0,19.0,13.0,55.0,1.609438,2.0,216.0,2499.0,32.0,19.0,5.0,4.0,5.0,0.0,16.0,1.0,0.0,0.0,0,0,2,0,0,0,7.89474,,,1.0,,,1.0,0.0,0.0,3.33333,1.0,1.0,2.0,3.0,3.0,2.0,0.666666667,48506.79759,1.0,0.0,1.0,0.0,0.0
2366,2366.0,250001.0,2500.0,1982.0,18.0,,1.0,5.0,,61.0,58.0,70.0,55.0,,0.0,980.0,2500.0,35.0,22.0,5.0,4.0,5.0,,,0.0,1.0,0.0,0,0,2,0,0,0,3.60714,34.544,2.0,1.0,17.0,17.0,1.0,0.0,0.0,3.66667,1.0,0.0,1.0,3.0,3.0,1.0,0.0,18775.28003,0.0,0.0,0.0,0.0,0.0
2367,2367.0,250101.0,2501.0,1985.0,28.0,2.0,0.0,5.0,3.0,52.0,58.0,62.0,5.0,0.6931472,0.0,1000.0,2501.0,36.0,32.0,5.0,5.0,5.0,1.0,18.0,0.0,1.0,0.0,0,0,2,0,0,0,3.60714,28.235,1.0,0.0,,,1.0,0.0,0.0,3.66667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26719.03225,0.0,0.0,0.0,0.0,0.0
