,Unnamed: 0,C0000100,C0000200,C0005700,m_age_ya,momexpectyos,cfemale1,m_HGC_ya,HGC_ya,piatreadingrecognition,piatreadingcomprehension,piatmathraw,dad_distance_ya,lnexpectedyos,numberofsiblings,behaveproblemindexpercentilescor,R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,phispanic,pblack,psex,pbizowner,phoursworked79,phoursworked2018,pjobnumberavg,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,p1stbirthaftermarriage,abort_#,foreign_lang_child,pfamilyattitudetofemaleworkingla,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,mincome20_40,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
10,10.0,1001.0,10.0,1983.0,22.0,3.0,1.0,3.0,5.0,53.0,56.0,60.0,0.0,1.098612,2.0,915.0,10.0,29.0,27.0,4.0,5.0,3.0,0.0,10.0,1.0,0.0,0.0,0,0,2,0,891,0,4.76923,30.039,2.0,1.0,21.0,21.0,1.0,0.0,0.0,,0.0,,2.0,2.0,3.0,1.0,0.666666667,16354.86557,0.0,0.0,0.0,0.0,0.0
11,11.0,1002.0,10.0,1988.0,27.0,,1.0,3.0,,17.0,17.0,17.0,0.0,,2.0,959.0,10.0,29.0,27.0,4.0,5.0,3.0,0.0,10.0,1.0,0.0,0.0,0,0,2,0,891,0,4.76923,30.039,2.0,1.0,21.0,21.0,1.0,0.0,0.0,,0.0,,2.0,2.0,3.0,1.0,0.666666667,16354.86557,0.0,0.0,0.0,0.0,0.0
12,12.0,1201.0,12.0,1989.0,30.0,,0.0,7.0,,13.0,13.0,12.0,0.0,,0.0,873.0,12.0,43.0,39.0,4.0,6.0,7.0,,,1.0,0.0,0.0,0,0,2,0,236,0,5.33333,89.641,2.0,1.0,23.0,23.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,3.0,0.0,1.0,38454.10007,0.0,0.0,0.0,0.0,0.0
13,13.0,1202.0,12.0,1993.0,33.0,,0.0,7.0,,,,,0.0,,0.0,,12.0,43.0,39.0,4.0,6.0,7.0,,,1.0,0.0,0.0,0,0,2,0,236,0,5.33333,89.641,2.0,1.0,23.0,23.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,3.0,0.0,1.0,38454.10007,0.0,0.0,0.0,0.0,0.0
14,14.0,1601.0,16.0,1990.0,31.0,4.0,0.0,6.0,3.0,76.0,77.0,57.0,5.0,1.386294,1.0,674.0,16.0,35.0,27.0,4.0,5.0,6.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1925,2510,8.64286,50.283,4.0,1.0,29.0,29.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,44094.09087,0.0,0.0,0.0,0.0,0.0
15,15.0,1602.0,16.0,1993.0,34.0,4.0,0.0,6.0,3.0,67.0,47.0,51.0,5.0,1.386294,1.0,740.0,16.0,35.0,27.0,4.0,5.0,6.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1925,2510,8.64286,50.283,4.0,1.0,29.0,29.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,44094.09087,0.0,0.0,0.0,0.0,0.0
16,16.0,1603.0,16.0,1996.0,37.0,4.0,1.0,6.0,3.0,79.0,48.0,51.0,5.0,1.386294,1.0,957.0,16.0,35.0,27.0,4.0,5.0,6.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1925,2510,8.64286,50.283,4.0,1.0,29.0,29.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,44094.09087,0.0,0.0,0.0,0.0,0.0
17,17.0,1901.0,19.0,1987.0,29.0,,1.0,5.0,3.0,53.0,41.0,42.0,5.0,,0.0,421.0,19.0,37.0,35.0,4.0,4.0,5.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1752,0,9.05556,,2.0,1.0,21.0,21.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,3.0,0.0,1.0,16650.60305,0.0,0.0,0.0,0.0,0.0
18,18.0,2001.0,20.0,1990.0,30.0,4.0,1.0,8.0,7.0,84.0,81.0,66.0,0.0,1.386294,2.0,959.0,20.0,29.0,27.0,4.0,5.0,8.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1452,40,10.2308,67.021,2.0,1.0,28.0,28.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,47053.56378,0.0,0.0,0.0,0.0,0.0
19,19.0,2501.0,25.0,1990.0,30.0,4.0,0.0,6.0,5.0,72.0,58.0,66.0,0.0,1.386294,0.0,888.0,25.0,41.0,27.0,4.0,6.0,6.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1200,1592,2.96429,51.39,2.0,1.0,27.0,27.0,1.0,1.0,0.0,3.66667,0.0,1.0,1.0,1.0,1.0,,1.0,27319.97162,0.0,0.0,0.0,0.0,0.0
20,20.0,2502.0,25.0,1993.0,33.0,3.0,1.0,6.0,5.0,71.0,40.0,49.0,0.0,1.098612,0.0,968.0,25.0,41.0,27.0,4.0,6.0,6.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1200,1592,2.96429,51.39,2.0,1.0,27.0,27.0,1.0,1.0,0.0,3.66667,0.0,1.0,1.0,1.0,1.0,,1.0,27319.97162,0.0,0.0,0.0,0.0,0.0
21,21.0,2701.0,27.0,1988.0,27.0,5.0,1.0,7.0,7.0,83.0,77.0,75.0,0.0,1.609438,1.0,959.0,27.0,29.0,24.0,4.0,6.0,7.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1660,1178,9.53571,96.674,2.0,1.0,24.0,24.0,1.0,0.0,0.0,3.66667,0.0,1.0,3.0,1.0,1.0,1.0,1.0,19288.2558,0.0,0.0,0.0,0.0,0.0
22,22.0,2702.0,27.0,1992.0,31.0,5.0,0.0,7.0,5.0,66.0,67.0,80.0,55.0,1.609438,1.0,864.0,27.0,29.0,24.0,4.0,6.0,7.0,1.0,18.0,1.0,0.0,0.0,0,0,2,0,1660,1178,9.53571,96.674,2.0,1.0,24.0,24.0,1.0,0.0,0.0,3.66667,0.0,1.0,3.0,1.0,1.0,1.0,1.0,19288.2558,0.0,0.0,0.0,0.0,0.0
