,C0000100,C0000200,Y1211300,HGC_ya
2936,315103,3151,8,5
2937,315401,3154,12,9
2938,315402,3154,10,7
2939,315403,3154,8,5
2940,315404,3154,-7,
2941,315501,3155,3,3
2942,315502,3155,3,3
2943,315503,3155,6,4
2944,315601,3156,12,9
2945,315602,3156,8,5
2946,316201,3162,8,5
2947,316202,3162,8,5
2948,316301,3163,7,5
2949,316302,3163,6,4
2950,316303,3163,7,5
2951,316401,3164,7,5
2952,316402,3164,6,4
2953,316501,3165,6,4
2954,316502,3165,7,5
2955,316503,3165,6,4
2956,317601,3176,-7,
2957,317602,3176,-7,
2958,317801,3178,10,7
2959,317802,3178,3,3
2960,317901,3179,8,5
2961,318201,3182,9,6
2962,318202,3182,2,2
2963,318203,3182,1,1
2964,318801,3188,-7,
2965,318802,3188,-7,
2966,319001,3190,8,5
2967,319002,3190,6,4
2968,319003,3190,4,2
2969,319004,3190,3,3
2970,319005,3190,6,4
2971,319006,3190,2,2
2972,319701,3197,6,4
2973,319702,3197,10,7
2974,319801,3198,6,4
2975,319802,3198,8,5
2976,320101,3201,3,3
2977,320102,3201,8,5
2978,320103,3201,6,4
2979,320401,3204,6,4
2980,320402,3204,3,3
2981,320601,3206,8,5
2982,321201,3212,-7,
2983,321701,3217,-7,
2984,322101,3221,5,3
2985,322102,3221,10,7
2986,322201,3222,-7,
2987,322501,3225,8,5
2988,322502,3225,10,7
2989,322503,3225,8,5
2990,322504,3225,1,1
2991,322505,3225,7,5
2992,323301,3233,-7,
2993,323601,3236,6,4
2994,323701,3237,10,7
2995,324201,3242,10,7
2996,324202,3242,8,5
2997,324301,3243,8,5
2998,324302,3243,8,5
2999,324303,3243,8,5
3000,324401,3244,10,7
3001,324402,3244,8,5
3002,324501,3245,7,5
3003,324801,3248,8,5
3004,324802,3248,8,5
3005,325001,3250,1,1
3006,325002,3250,6,4
3007,325003,3250,3,3
3008,325004,3250,3,3
3009,325201,3252,3,3
3010,325202,3252,3,3
3011,325301,3253,8,5
3012,325401,3254,3,3
3013,325402,3254,6,4
3014,325901,3259,3,3
3015,325902,3259,3,3
3016,325903,3259,2,2
3017,325904,3259,5,3
3018,326001,3260,2,2
3019,326002,3260,2,2
3020,326801,3268,-7,
3021,326802,3268,6,4
3022,326803,3268,-7,
3023,326804,3268,-7,
3024,326805,3268,2,2
3025,326806,3268,7,5
3026,326807,3268,3,3
3027,326808,3268,3,3
3028,326901,3269,8,5
3029,327301,3273,6,4
3030,327302,3273,6,4
3031,327303,3273,2,2
3032,327801,3278,-7,
3033,328001,3280,6,4
3034,328002,3280,6,4
3035,328003,3280,3,3
3036,328601,3286,-7,
3037,328602,3286,-7,
3038,328603,3286,8,5
3039,328701,3287,8,5
3040,328702,3287,6,4
3041,328703,3287,3,3
3042,328704,3287,6,4
3043,328801,3288,-7,
3044,328802,3288,-7,
3045,329101,3291,8,5
3046,329102,3291,8,5
3047,329201,3292,-7,
3048,329301,3293,6,4
3049,329302,3293,6,4
3050,329801,3298,-7,
3051,329901,3299,-7,
3052,329902,3299,-7,
3053,330301,3303,11,8
3054,330302,3303,14,7
3055,330303,3303,10,7
3056,330401,3304,6,4
3057,330601,3306,4,2
3058,330602,3306,2,2
3059,330901,3309,6,4
3060,331201,3312,3,3
3061,331501,3315,11,8
3062,331502,3315,6,4
3063,331503,3315,7,5
3064,331504,3315,6,4
3065,331505,3315,6,4
3066,331506,3315,6,4
3067,331601,3316,8,5
3068,331602,3316,3,3
3069,331603,3316,-7,
3070,331604,3316,8,5
3071,331605,3316,-7,
3072,331701,3317,-7,
3073,331702,3317,3,3
3074,331703,3317,7,5
3075,331704,3317,7,5
3076,331705,3317,-7,
3077,332001,3320,-7,
3078,332002,3320,-7,
3079,332003,3320,-7,
3080,332101,3321,6,4
3081,332102,3321,2,2
3082,332201,3322,6,4
3083,332501,3325,6,4
3084,333801,3338,8,5
3085,333901,3339,-7,
3086,333902,3339,-7,
3087,333903,3339,-7,
3088,334101,3341,8,5
3089,334201,3342,8,5
3090,334501,3345,-7,
3091,334701,3347,14,7
3092,334702,3347,8,5
3093,334801,3348,6,4
3094,334802,3348,3,3
3095,334803,3348,-7,
3096,334804,3348,2,2
3097,334805,3348,2,2
3098,334806,3348,-7,
3099,335001,3350,6,4
3100,335002,3350,7,5
3101,335201,3352,-7,
3102,335202,3352,8,5
3103,335203,3352,3,3
3104,335501,3355,8,5
3105,335502,3355,8,5
3106,335503,3355,7,5
3107,335801,3358,8,5
3108,335802,3358,10,7
3109,336001,3360,10,7
3110,336002,3360,3,3
3111,336201,3362,3,3
3112,336301,3363,3,3
3113,336302,3363,3,3
3114,336401,3364,7,5
3115,336402,3364,8,5
3116,336501,3365,8,5
3117,336502,3365,9,6
3118,336503,3365,8,5
3119,336504,3365,7,5
3120,336901,3369,10,7
3121,336902,3369,8,5
3122,337001,3370,8,5
3123,337002,3370,6,4
3124,337003,3370,6,4
3125,337101,3371,6,4
3126,337102,3371,-7,
3127,337103,3371,-7,
3128,337104,3371,2,2
3129,337105,3371,3,3
3130,337301,3373,-7,
3131,337302,3373,-7,
3132,337701,3377,-7,
3133,338301,3383,-7,
3134,338401,3384,-7,
3135,338601,3386,-7,
3136,338701,3387,8,5
3137,338702,3387,3,3
3138,338703,3387,3,3
3139,339301,3393,8,5
3140,339302,3393,3,3
3141,339701,3397,8,5
3142,339702,3397,8,5
3143,339703,3397,8,5
3144,340201,3402,6,4
3145,340202,3402,7,5
3146,340203,3402,3,3
3147,340701,3407,6,4
3148,340702,3407,2,2
3149,340801,3408,-7,
3150,340802,3408,-7,
3151,340803,3408,-7,
3152,340804,3408,-7,
3153,341101,3411,11,8
3154,341102,3411,10,7
3155,341201,3412,3,3
3156,341202,3412,6,4
3157,341301,3413,8,5
3158,341302,3413,6,4
3159,341601,3416,6,4
3160,341801,3418,8,5
3161,342101,3421,6,4
3162,342102,3421,8,5
3163,342201,3422,13,6
3164,342202,3422,4,2
3165,342301,3423,8,5
3166,342302,3423,8,5
3167,342303,3423,8,5
3168,342304,3423,8,5
3169,342401,3424,2,2
3170,342402,3424,8,5
3171,342601,3426,8,5
3172,342602,3426,8,5
3173,342603,3426,8,5
3174,342801,3428,8,5
3175,342802,3428,10,7
3176,342803,3428,14,7
3177,342901,3429,12,9
3178,342902,3429,10,7
3179,342903,3429,10,7
3180,342904,3429,8,5
3181,343001,3430,8,5
3182,343002,3430,8,5
3183,343003,3430,6,4
3184,343004,3430,10,7
3185,343005,3430,10,7
3186,343006,3430,8,5
3187,343007,3430,3,3
3188,343008,3430,3,3
3189,343201,3432,5,3
3190,343202,3432,3,3
3191,343203,3432,6,4
3192,343301,3433,10,7
3193,343302,3433,11,8
3194,343303,3433,8,5
3195,343401,3434,3,3
3196,343501,3435,2,2
3197,343502,3435,6,4
3198,343601,3436,2,2
3199,343602,3436,6,4
3200,343603,3436,3,3
3201,343604,3436,3,3
3202,343801,3438,6,4
3203,343802,3438,3,3
3204,343803,3438,7,5
3205,344201,3442,-7,
3206,344202,3442,-7,
3207,344401,3444,10,7
3208,344402,3444,3,3
3209,344501,3445,8,5
3210,344601,3446,2,2
3211,344602,3446,7,5
3212,344603,3446,5,3
3213,344701,3447,3,3
3214,344702,3447,2,2
3215,344703,3447,3,3
3216,344704,3447,6,4
3217,344705,3447,3,3
3218,344801,3448,5,3
3219,344802,3448,-7,
3220,344803,3448,2,2
3221,344804,3448,-7,
3222,344805,3448,-7,
3223,344806,3448,-7,
3224,345101,3451,7,5
3225,345102,3451,6,4
3226,345103,3451,7,5
3227,345201,3452,7,5
3228,345202,3452,10,7
3229,345401,3454,8,5
3230,345402,3454,14,7
3231,345403,3454,5,3
3232,345601,3456,3,3
3233,345602,3456,2,2
3234,345701,3457,6,4
3235,345702,3457,3,3
3236,345801,3458,7,5
3237,345802,3458,8,5
3238,345803,3458,7,5
3239,345901,3459,10,7
3240,345902,3459,8,5
3241,346501,3465,6,4
3242,346502,3465,8,5
3243,346503,3465,7,5
3244,346701,3467,10,7
3245,346702,3467,8,5
3246,346703,3467,8,5
3247,346901,3469,8,5
3248,346902,3469,8,5
3249,347501,3475,3,3
3250,347502,3475,6,4
3251,347503,3475,1,1
3252,347601,3476,3,3
3253,347602,3476,3,3
3254,347603,3476,6,4
3255,347604,3476,3,3
3256,348001,3480,8,5
3257,348101,3481,8,5
3258,348102,3481,5,3
3259,348103,3481,6,4
3260,348501,3485,-7,
3261,348502,3485,-7,
3262,348601,3486,8,5
3263,348602,3486,8,5
3264,348603,3486,8,5
3265,348604,3486,8,5
3266,348701,3487,8,5
3267,348702,3487,10,7
3268,348703,3487,8,5
3269,349101,3491,3,3
3270,349102,3491,6,4
3271,349103,3491,6,4
3272,349801,3498,2,2
3273,349802,3498,-7,
3274,350001,3500,-7,
3275,350002,3500,-7,
3276,350003,3500,-7,
3277,350101,3501,4,2
3278,350201,3502,10,7
3279,350202,3502,8,5
3280,350401,3504,-7,
3281,350501,3505,7,5
3282,350601,3506,7,5
3283,350602,3506,8,5
3284,350603,3506,8,5
3285,351101,3511,8,5
3286,351102,3511,8,5
3287,351201,3512,3,3
3288,351401,3514,6,4
3289,351402,3514,6,4
3290,351403,3514,3,3
3291,351801,3518,6,4
3292,351802,3518,-7,
3293,351901,3519,3,3
3294,351902,3519,10,7
3295,351903,3519,6,4
3296,352201,3522,6,4
3297,352202,3522,6,4
3298,352301,3523,6,4
3299,352302,3523,3,3
3300,352401,3524,8,5
3301,352402,3524,3,3
3302,352701,3527,10,7
3303,352702,3527,8,5
3304,352703,3527,8,5
3305,353101,3531,3,3
3306,353102,3531,6,4
3307,353201,3532,3,3
3308,353202,3532,7,5
3309,353203,3532,3,3
3310,353204,3532,10,7
3311,353601,3536,-7,
3312,353602,3536,-7,
3313,353701,3537,6,4
3314,353702,3537,6,4
3315,354201,3542,2,2
3316,354202,3542,2,2
3317,354203,3542,3,3
3318,354301,3543,6,4
3319,354302,3543,6,4
3320,354303,3543,6,4
3321,354401,3544,2,2
3322,354402,3544,-7,
3323,354403,3544,-7,
3324,354404,3544,3,3
3325,354405,3544,-7,
3326,354406,3544,-7,
3327,354407,3544,3,3
3328,354408,3544,5,3
3329,354501,3545,6,4
3330,354502,3545,6,4
3331,354503,3545,3,3
3332,354601,3546,8,5
3333,354602,3546,8,5
3334,354701,3547,10,7
3335,354801,3548,3,3
3336,354802,3548,3,3
3337,354803,3548,3,3
3338,354901,3549,3,3
3339,354902,3549,2,2
3340,355101,3551,10,7
3341,355102,3551,8,5
3342,355201,3552,5,3
3343,355202,3552,4,2
3344,355401,3554,3,3
3345,355501,3555,8,5
3346,355502,3555,8,5
3347,355601,3556,3,3
3348,355602,3556,-7,
3349,355603,3556,3,3
3350,355701,3557,3,3
3351,355702,3557,4,2
3352,355703,3557,6,4
3353,355801,3558,8,5
3354,355802,3558,8,5
3355,356001,3560,6,4
3356,356002,3560,3,3
3357,356401,3564,5,3
3358,356402,3564,3,3
3359,356501,3565,6,4
3360,356502,3565,7,5
3361,356503,3565,6,4
3362,356601,3566,3,3
3363,356602,3566,6,4
3364,356603,3566,7,5
3365,356801,3568,-7,
3366,356802,3568,-7,
3367,356803,3568,-7,
3368,357201,3572,8,5
3369,357202,3572,3,3
3370,357203,3572,8,5
3371,357301,3573,6,4
3372,357302,3573,4,2
3373,357601,3576,8,5
3374,357602,3576,8,5
3375,358401,3584,10,7
3376,358402,3584,3,3
3377,358601,3586,3,3
3378,358602,3586,2,2
3379,359401,3594,8,5
3380,359402,3594,10,7
3381,359403,3594,6,4
3382,359701,3597,6,4
3383,359702,3597,8,5
3384,359703,3597,3,3
3385,359704,3597,7,5
3386,359705,3597,2,2
3387,360101,3601,6,4
3388,360102,3601,8,5
3389,360103,3601,7,5
3390,360301,3603,10,7
3391,360302,3603,-7,
3392,360303,3603,7,5
3393,360501,3605,3,3
3394,360502,3605,8,5
3395,360601,3606,6,4
3396,360602,3606,2,2
3397,360603,3606,8,5
3398,360901,3609,7,5
3399,360902,3609,3,3
3400,360903,3609,3,3
3401,361001,3610,8,5
3402,361101,3611,10,7
3403,361102,3611,14,7
3404,361103,3611,6,4
3405,361301,3613,8,5
3406,361401,3614,8,5
3407,361402,3614,3,3
3408,362401,3624,-7,
3409,362402,3624,8,5
3410,362601,3626,3,3
3411,362602,3626,8,5
3412,363101,3631,-7,
3413,363301,3633,3,3
3414,363302,3633,3,3
3415,363303,3633,6,4
3416,363501,3635,6,4
3417,363502,3635,6,4
3418,363701,3637,6,4
3419,363702,3637,-7,
3420,363703,3637,6,4
3421,364101,3641,7,5
3422,364102,3641,14,7
3423,364103,3641,6,4
3424,364701,3647,-7,
3425,364702,3647,2,2
3426,364703,3647,6,4
3427,364801,3648,3,3
3428,364802,3648,-7,
3429,364803,3648,2,2
3430,364804,3648,3,3
3431,364805,3648,2,2
3432,364901,3649,8,5
3433,364902,3649,2,2
3434,364903,3649,6,4
3435,365001,3650,3,3
3436,365002,3650,6,4
3437,365003,3650,6,4
3438,365101,3651,10,7
3439,365201,3652,3,3
3440,365202,3652,-7,
3441,365401,3654,2,2
3442,365402,3654,2,2
3443,365403,3654,5,3
3444,365404,3654,8,5
3445,365405,3654,2,2
3446,365406,3654,3,3
3447,365407,3654,7,5
3448,365408,3654,7,5
3449,365409,3654,3,3
3450,365410,3654,2,2
3451,365501,3655,6,4
3452,365502,3655,3,3
3453,365901,3659,2,2
3454,365902,3659,2,2
3455,365903,3659,2,2
3456,366101,3661,9,6
3457,366201,3662,2,2
3458,366202,3662,3,3
3459,366301,3663,2,2
3460,366302,3663,-7,
3461,366701,3667,-7,
3462,366901,3669,8,5
3463,366902,3669,8,5
3464,366903,3669,8,5
3465,367401,3674,-7,
3466,367402,3674,-7,
3467,367701,3677,8,5
3468,367702,3677,6,4
3469,367801,3678,-7,
3470,367901,3679,13,6
3471,367902,3679,6,4
3472,367903,3679,8,5
3473,368101,3681,8,5
3474,368102,3681,8,5
3475,368201,3682,-7,
3476,368202,3682,-7,
3477,368203,3682,-7,
3478,368701,3687,8,5
3479,368702,3687,8,5
3480,368801,3688,-7,
3481,368802,3688,-7,
3482,368803,3688,-7,
3483,368804,3688,-7,
3484,369101,3691,3,3
3485,369102,3691,3,3
3486,369103,3691,3,3
3487,369201,3692,7,5
3488,369202,3692,5,3
3489,369701,3697,3,3
3490,369702,3697,3,3
3491,369703,3697,2,2
3492,369704,3697,3,3
3493,369705,3697,3,3
3494,369801,3698,6,4
3495,369802,3698,3,3
3496,369803,3698,3,3
3497,369901,3699,3,3
3498,370301,3703,2,2
3499,370302,3703,2,2
3500,370303,3703,2,2
3501,370401,3704,2,2
3502,370402,3704,7,5
3503,370403,3704,3,3
3504,370501,3705,10,7
3505,370502,3705,3,3
3506,371101,3711,1,1
3507,371102,3711,1,1
3508,371103,3711,2,2
3509,371104,3711,-7,
3510,371105,3711,3,3
3511,371401,3714,6,4
3512,371402,3714,2,2
3513,371403,3714,2,2
3514,371501,3715,3,3
3515,371502,3715,10,7
3516,371503,3715,3,3
3517,371504,3715,2,2
3518,371701,3717,8,5
3519,371702,3717,6,4
3520,371801,3718,12,9
3521,371802,3718,10,7
3522,371803,3718,6,4
3523,371901,3719,5,3
3524,371902,3719,3,3
3525,371903,3719,3,3
3526,372001,3720,2,2
3527,372002,3720,-7,
3528,372601,3726,10,7
3529,372602,3726,8,5
3530,372603,3726,6,4
3531,372701,3727,6,4
3532,372702,3727,6,4
3533,372703,3727,3,3
3534,372801,3728,6,4
3535,372802,3728,1,1
3536,372803,3728,3,3
3537,372804,3728,3,3
3538,372901,3729,1,1
3539,372902,3729,2,2
3540,372903,3729,3,3
3541,372904,3729,3,3
3542,372905,3729,2,2
3543,373401,3734,8,5
3544,373402,3734,6,4
3545,373403,3734,8,5
3546,373501,3735,3,3
3547,373502,3735,2,2
3548,373503,3735,3,3
3549,373504,3735,8,5
3550,373601,3736,6,4
3551,373602,3736,3,3
3552,373701,3737,6,4
3553,373702,3737,8,5
3554,373703,3737,2,2
3555,373801,3738,6,4
3556,373901,3739,5,3
3557,373902,3739,10,7
3558,374001,3740,3,3
3559,374002,3740,2,2
3560,374101,3741,10,7
3561,374401,3744,3,3
3562,374601,3746,10,7
3563,374602,3746,10,7
3564,374603,3746,8,5
3565,375201,3752,6,4
3566,375301,3753,10,7
3567,375302,3753,9,6
3568,375303,3753,10,7
3569,375304,3753,8,5
3570,375601,3756,8,5
3571,375801,3758,-7,
3572,375901,3759,7,5
3573,375902,3759,5,3
3574,375903,3759,7,5
3575,376801,3768,3,3
3576,376802,3768,3,3
3577,376901,3769,2,2
3578,376902,3769,3,3
3579,376903,3769,4,2
3580,377001,3770,8,5
3581,377002,3770,8,5
3582,377101,3771,3,3
3583,377102,3771,6,4
3584,377103,3771,8,5
3585,377104,3771,6,4
3586,377201,3772,6,4
3587,377202,3772,6,4
3588,377203,3772,-7,
3589,377301,3773,-7,
3590,377302,3773,-7,
3591,377303,3773,-7,
3592,377401,3774,2,2
3593,377402,3774,7,5
3594,377901,3779,8,5
3595,377902,3779,7,5
3596,377903,3779,8,5
3597,377904,3779,8,5
3598,378101,3781,8,5
3599,378102,3781,8,5
3600,378301,3783,10,7
3601,378302,3783,10,7
3602,378401,3784,7,5
3603,378402,3784,2,2
3604,378601,3786,6,4
3605,378602,3786,8,5
3606,378701,3787,5,3
3607,378702,3787,6,4
3608,378703,3787,7,5
3609,378704,3787,3,3
3610,379001,3790,-7,
3611,379002,3790,2,2
3612,379101,3791,7,5
3613,379102,3791,7,5
3614,379103,3791,6,4
3615,379301,3793,7,5
3616,379302,3793,7,5
3617,379401,3794,-7,
3618,379402,3794,14,7
3619,379403,3794,8,5
3620,379701,3797,7,5
3621,379801,3798,10,7
3622,379802,3798,10,7
3623,379803,3798,10,7
3624,379804,3798,10,7
3625,379805,3798,8,5
3626,379901,3799,6,4
3627,379902,3799,6,4
3628,380001,3800,10,7
3629,380002,3800,8,5
3630,380201,3802,9,6
3631,380401,3804,8,5
3632,380402,3804,10,7
3633,380601,3806,8,5
3634,380602,3806,10,7
3635,380901,3809,2,2
3636,381201,3812,6,4
3637,381301,3813,-7,
3638,381302,3813,-7,
3639,381303,3813,8,5
3640,381304,3813,8,5
3641,381401,3814,8,5
3642,381701,3817,8,5
3643,381901,3819,6,4
3644,381902,3819,6,4
3645,381903,3819,3,3
3646,381904,3819,6,4
3647,382101,3821,6,4
3648,382102,3821,5,3
3649,382301,3823,7,5
3650,382302,3823,6,4
3651,382401,3824,6,4
3652,382402,3824,3,3
3653,382403,3824,7,5
3654,382601,3826,-7,
3655,383201,3832,6,4
3656,383501,3835,-7,
3657,383601,3836,3,3
3658,383602,3836,8,5
3659,383701,3837,10,7
3660,383702,3837,3,3
3661,383703,3837,3,3
3662,383901,3839,-7,
3663,383902,3839,6,4
3664,383903,3839,3,3
3665,384201,3842,-7,
3666,384202,3842,8,5
3667,384203,3842,3,3
3668,384301,3843,-7,
3669,384302,3843,-7,
3670,384601,3846,2,2
3671,384602,3846,6,4
3672,384901,3849,6,4
3673,385101,3851,3,3
3674,385102,3851,3,3
3675,385301,3853,14,7
3676,385302,3853,11,8
3677,385901,3859,6,4
3678,386401,3864,-7,
3679,387601,3876,6,4
3680,387701,3877,11,8
3681,387702,3877,14,7
3682,387703,3877,8,5
3683,387901,3879,6,4
3684,387902,3879,8,5
3685,388901,3889,6,4
3686,388902,3889,6,4
3687,389301,3893,-7,
3688,389302,3893,-7,
3689,389901,3899,8,5
3690,389902,3899,7,5
3691,389903,3899,7,5
3692,389904,3899,8,5
3693,390601,3906,6,4
3694,390602,3906,3,3
3695,390801,3908,8,5
3696,390802,3908,8,5
3697,391301,3913,8,5
3698,391302,3913,6,4
3699,391401,3914,6,4
3700,391402,3914,6,4
3701,391501,3915,8,5
3702,391502,3915,6,4
3703,391503,3915,2,2
3704,391801,3918,8,5
3705,391802,3918,6,4
3706,391901,3919,6,4
3707,391902,3919,6,4
3708,391903,3919,7,5
3709,392101,3921,8,5
3710,392102,3921,6,4
3711,392103,3921,6,4
3712,392201,3922,14,7
3713,392301,3923,10,7
3714,392302,3923,8,5
3715,392303,3923,8,5
3716,392304,3923,7,5
3717,392401,3924,6,4
3718,392402,3924,6,4
3719,392701,3927,7,5
3720,392801,3928,3,3
3721,392901,3929,3,3
3722,392902,3929,6,4
3723,393101,3931,6,4
3724,393102,3931,2,2
3725,393103,3931,3,3
3726,393104,3931,3,3
3727,393105,3931,2,2
3728,393401,3934,3,3
3729,393501,3935,6,4
3730,393502,3935,3,3
3731,393601,3936,6,4
3732,393602,3936,7,5
3733,394001,3940,-7,
3734,394401,3944,2,2
3735,394402,3944,7,5
3736,394501,3945,-7,
3737,394502,3945,-7,
3738,394801,3948,2,2
3739,394802,3948,6,4
3740,394803,3948,3,3
3741,394804,3948,2,2
3742,395201,3952,6,4
3743,395202,3952,10,7
3744,395301,3953,3,3
3745,395302,3953,3,3
3746,395303,3953,8,5
3747,395304,3953,8,5
3748,396001,3960,3,3
3749,396201,3962,7,5
3750,396202,3962,3,3
3751,396203,3962,5,3
3752,396204,3962,7,5
3753,396401,3964,10,7
3754,396402,3964,8,5
3755,396901,3969,6,4
3756,396902,3969,6,4
3757,397001,3970,8,5
3758,397002,3970,6,4
3759,397003,3970,3,3
3760,397201,3972,8,5
3761,397202,3972,6,4
3762,397203,3972,5,3
3763,397501,3975,3,3
3764,397502,3975,2,2
3765,397503,3975,6,4
3766,397504,3975,6,4
3767,397701,3977,3,3
3768,397702,3977,-7,
3769,397801,3978,5,3
3770,398201,3982,1,1
3771,398202,3982,6,4
3772,398203,3982,3,3
3773,398204,3982,3,3
3774,398301,3983,-7,
3775,398302,3983,-7,
3776,398601,3986,2,2
3777,398602,3986,3,3
3778,398801,3988,8,5
3779,398802,3988,3,3
3780,399101,3991,6,4
3781,399102,3991,3,3
3782,399201,3992,-7,
3783,399301,3993,3,3
3784,399302,3993,5,3
3785,399303,3993,1,1
3786,399501,3995,3,3
3787,399502,3995,8,5
3788,399503,3995,8,5
3789,399601,3996,2,2
3790,399602,3996,6,4
3791,399801,3998,1,1
3792,400101,4001,6,4
3793,400102,4001,6,4
3794,400201,4002,7,5
3795,400202,4002,6,4
3796,400301,4003,6,4
3797,400302,4003,-7,
3798,400501,4005,4,2
3799,400502,4005,6,4
3800,400503,4005,6,4
3801,400701,4007,8,5
3802,400702,4007,8,5
3803,401201,4012,2,2
3804,401202,4012,4,2
3805,401501,4015,7,5
3806,401502,4015,6,4
3807,401503,4015,6,4
3808,401601,4016,8,5
3809,401602,4016,2,2
3810,401901,4019,12,9
3811,401902,4019,8,5
3812,402101,4021,3,3
3813,402301,4023,6,4
3814,402302,4023,3,3
3815,402401,4024,6,4
3816,402402,4024,8,5
3817,402403,4024,3,3
3818,402601,4026,-7,
3819,402602,4026,-7,
3820,402603,4026,-7,
3821,402701,4027,-7,
3822,402702,4027,-7,
3823,402703,4027,-7,
3824,402704,4027,-7,
3825,402801,4028,6,4
3826,402802,4028,2,2
3827,402803,4028,1,1
3828,403301,4033,10,7
3829,403302,4033,7,5
3830,403501,4035,2,2
3831,403502,4035,5,3
3832,403701,4037,3,3
3833,403801,4038,3,3
3834,403802,4038,6,4
3835,404001,4040,-7,
3836,404002,4040,-7,
3837,404101,4041,6,4
3838,404102,4041,3,3
3839,404103,4041,6,4
3840,404501,4045,7,5
3841,404502,4045,3,3
3842,404503,4045,4,2
3843,404901,4049,5,3
3844,404902,4049,6,4
3845,404903,4049,6,4
3846,404904,4049,8,5
3847,405001,4050,8,5
3848,405002,4050,3,3
3849,405003,4050,6,4
3850,405101,4051,6,4
3851,405102,4051,6,4
3852,405103,4051,3,3
3853,405701,4057,8,5
3854,405702,4057,7,5
3855,405703,4057,8,5
3856,406001,4060,6,4
3857,406002,4060,8,5
3858,406501,4065,12,9
3859,406502,4065,6,4
3860,406503,4065,2,2
3861,406601,4066,7,5
3862,406602,4066,8,5
3863,407101,4071,3,3
3864,407401,4074,-7,
3865,407402,4074,-7,
3866,407403,4074,-7,
3867,407701,4077,6,4
3868,407702,4077,3,3
3869,407703,4077,2,2
3870,407801,4078,3,3
3871,407901,4079,9,6
3872,407902,4079,3,3
3873,408001,4080,6,4
3874,408002,4080,-7,
3875,408301,4083,-7,
3876,408401,4084,7,5
3877,408402,4084,3,3
3878,408403,4084,5,3
3879,408501,4085,6,4
3880,408901,4089,3,3
3881,408902,4089,2,2
3882,408903,4089,3,3
3883,409201,4092,6,4
3884,409401,4094,8,5
3885,409402,4094,3,3
3886,409501,4095,8,5
3887,409502,4095,10,7
3888,409503,4095,3,3
3889,409901,4099,3,3
3890,410301,4103,3,3
3891,410302,4103,4,2
3892,410501,4105,3,3
3893,410502,4105,3,3
3894,410801,4108,8,5
3895,410802,4108,-7,
3896,410901,4109,10,7
3897,410902,4109,7,5
3898,411001,4110,3,3
3899,411002,4110,2,2
3900,411201,4112,-7,
3901,411202,4112,-7,
3902,411203,4112,-7,
3903,411501,4115,-7,
3904,411502,4115,-7,
3905,412001,4120,6,4
3906,412002,4120,7,5
3907,412101,4121,2,2
3908,412102,4121,3,3
3909,412103,4121,3,3
3910,412301,4123,6,4
3911,412302,4123,6,4
3912,412303,4123,3,3
3913,413201,4132,6,4
3914,413202,4132,3,3
3915,413203,4132,7,5
3916,413204,4132,6,4
3917,413301,4133,7,5
3918,413302,4133,10,7
3919,413303,4133,6,4
3920,413601,4136,7,5
3921,413602,4136,2,2
3922,413603,4136,3,3
3923,414201,4142,8,5
3924,414501,4145,3,3
3925,414801,4148,6,4
3926,414802,4148,7,5
3927,414803,4148,3,3
3928,414901,4149,8,5
3929,414902,4149,8,5
3930,415001,4150,3,3
3931,415101,4151,6,4
3932,415102,4151,6,4
3933,415301,4153,9,6
3934,415302,4153,8,5
3935,415303,4153,1,1
3936,415401,4154,-7,
3937,415402,4154,-7,
3938,415403,4154,-7,
3939,415701,4157,-7,
3940,415702,4157,-7,
3941,415703,4157,-7,
3942,415704,4157,-7,
3943,416201,4162,-7,
3944,416202,4162,-7,
3945,416301,4163,3,3
3946,416701,4167,2,2
3947,416702,4167,2,2
3948,416901,4169,2,2
3949,417001,4170,8,5
3950,417002,4170,8,5
3951,417003,4170,8,5
3952,417501,4175,-7,
3953,417502,4175,-7,
3954,417601,4176,3,3
3955,417602,4176,7,5
3956,417701,4177,1,1
3957,417801,4178,2,2
3958,417802,4178,3,3
3959,417803,4178,3,3
3960,417901,4179,10,7
3961,417902,4179,6,4
3962,417903,4179,7,5
3963,418001,4180,9,6
3964,418002,4180,8,5
3965,418003,4180,7,5
3966,418004,4180,2,2
3967,418201,4182,10,7
3968,418202,4182,7,5
3969,418401,4184,3,3
3970,418402,4184,2,2
3971,418403,4184,2,2
3972,418404,4184,-7,
3973,418501,4185,6,4
3974,418502,4185,6,4
3975,418601,4186,8,5
3976,418602,4186,8,5
3977,418701,4187,7,5
3978,418702,4187,7,5
3979,419001,4190,-7,
3980,419002,4190,-7,
3981,419201,4192,8,5
3982,419202,4192,-7,
3983,419401,4194,2,2
3984,419402,4194,7,5
3985,419403,4194,6,4
3986,419501,4195,7,5
3987,419502,4195,7,5
3988,419503,4195,7,5
3989,419701,4197,3,3
3990,419702,4197,2,2
3991,419703,4197,3,3
3992,419801,4198,3,3
3993,419901,4199,8,5
3994,419902,4199,-7,
3995,419903,4199,2,2
3996,419904,4199,5,3
3997,419905,4199,1,1
3998,420001,4200,3,3
3999,420002,4200,10,7
4000,420301,4203,6,4
4001,420302,4203,8,5
4002,420303,4203,7,5
4003,420304,4203,7,5
4004,420305,4203,7,5
4005,420601,4206,6,4
4006,420602,4206,7,5
4007,420801,4208,8,5
4008,421001,4210,7,5
4009,421002,4210,7,5
4010,421201,4212,7,5
