,C0000100,C0000200,Y1211300,HGC_ya
6171,635804,6358,10,7
6172,636201,6362,-7,
6173,636202,6362,7,5
6174,636203,6362,2,2
6175,636301,6363,3,3
6176,636302,6363,6,4
6177,636303,6363,3,3
6178,636401,6364,6,4
6179,636402,6364,3,3
6180,636403,6364,2,2
6181,636404,6364,3,3
6182,636501,6365,2,2
6183,636502,6365,2,2
6184,636503,6365,3,3
6185,636504,6365,-7,
6186,636505,6365,3,3
6187,636506,6365,3,3
6188,636601,6366,6,4
6189,636602,6366,7,5
6190,636701,6367,2,2
6191,636801,6368,3,3
6192,636802,6368,2,2
6193,636803,6368,6,4
6194,636901,6369,7,5
6195,636902,6369,6,4
6196,637001,6370,10,7
6197,637002,6370,8,5
6198,637003,6370,3,3
6199,637101,6371,2,2
6200,637102,6371,-7,
6201,637103,6371,2,2
6202,637104,6371,2,2
6203,637105,6371,1,1
6204,637106,6371,5,3
6205,637107,6371,-7,
6206,637108,6371,2,2
6207,637109,6371,2,2
6208,637110,6371,2,2
6209,637111,6371,6,4
6210,637201,6372,7,5
6211,637202,6372,8,5
6212,637203,6372,-7,
6213,637401,6374,3,3
6214,637402,6374,6,4
6215,637403,6374,3,3
6216,637501,6375,8,5
6217,637502,6375,8,5
6218,637503,6375,-7,
6219,637504,6375,-7,
6220,637701,6377,6,4
6221,637901,6379,7,5
6222,637902,6379,3,3
6223,638001,6380,10,7
6224,638101,6381,7,5
6225,638102,6381,2,2
6226,638201,6382,2,2
6227,638202,6382,3,3
6228,638301,6383,2,2
6229,638302,6383,2,2
6230,638303,6383,-7,
6231,638401,6384,6,4
6232,638402,6384,7,5
6233,638403,6384,2,2
6234,638701,6387,2,2
6235,638702,6387,7,5
6236,638901,6389,3,3
6237,638902,6389,3,3
6238,639301,6393,6,4
6239,639302,6393,2,2
6240,639401,6394,2,2
6241,639402,6394,-7,
6242,639403,6394,2,2
6243,639404,6394,4,2
6244,639601,6396,11,8
6245,639602,6396,8,5
6246,639701,6397,6,4
6247,639901,6399,2,2
6248,639902,6399,3,3
6249,639903,6399,3,3
6250,639904,6399,3,3
6251,640001,6400,7,5
6252,640002,6400,3,3
6253,640003,6400,2,2
6254,640401,6404,6,4
6255,640402,6404,7,5
6256,640501,6405,10,7
6257,640502,6405,6,4
6258,640701,6407,2,2
6259,640702,6407,6,4
6260,640703,6407,6,4
6261,640801,6408,3,3
6262,640802,6408,6,4
6263,640901,6409,-7,
6264,640902,6409,-7,
6265,640903,6409,-7,
6266,641001,6410,3,3
6267,641002,6410,6,4
6268,641201,6412,6,4
6269,641301,6413,3,3
6270,641401,6414,7,5
6271,641402,6414,6,4
6272,641403,6414,3,3
6273,641601,6416,7,5
6274,641602,6416,3,3
6275,641603,6416,9,6
6276,641701,6417,8,5
6277,641702,6417,6,4
6278,642401,6424,-7,
6279,642601,6426,2,2
6280,642602,6426,3,3
6281,642701,6427,2,2
6282,642702,6427,2,2
6283,642801,6428,3,3
6284,642802,6428,1,1
6285,642901,6429,7,5
6286,642902,6429,3,3
6287,642903,6429,2,2
6288,642904,6429,9,6
6289,643401,6434,4,2
6290,643402,6434,2,2
6291,643403,6434,2,2
6292,643404,6434,4,2
6293,643701,6437,-7,
6294,644201,6442,2,2
6295,644202,6442,3,3
6296,644203,6442,6,4
6297,644401,6444,-7,
6298,644402,6444,-7,
6299,644501,6445,-7,
6300,644502,6445,6,4
6301,644503,6445,2,2
6302,644504,6445,2,2
6303,644505,6445,3,3
6304,644801,6448,3,3
6305,644802,6448,7,5
6306,644803,6448,7,5
6307,644804,6448,4,2
6308,644805,6448,2,2
6309,644806,6448,4,2
6310,644807,6448,7,5
6311,644901,6449,2,2
6312,645001,6450,6,4
6313,645002,6450,5,3
6314,645501,6455,6,4
6315,645502,6455,6,4
6316,645503,6455,6,4
6317,645701,6457,3,3
6318,645702,6457,6,4
6319,646101,6461,2,2
6320,646102,6461,2,2
6321,647001,6470,6,4
6322,647002,6470,6,4
6323,647003,6470,1,1
6324,647201,6472,7,5
6325,647202,6472,2,2
6326,647203,6472,3,3
6327,647204,6472,3,3
6328,647205,6472,3,3
6329,648101,6481,2,2
6330,648102,6481,-7,
6331,648201,6482,3,3
6332,648202,6482,2,2
6333,648203,6482,3,3
6334,648204,6482,3,3
6335,648205,6482,7,5
6336,648301,6483,-7,
6337,648501,6485,6,4
6338,648601,6486,7,5
6339,648602,6486,3,3
6340,648701,6487,-7,
6341,648702,6487,-7,
6342,648703,6487,-7,
6343,648901,6489,3,3
6344,650201,6502,-7,
6345,651201,6512,-7,
6346,651202,6512,-7,
6347,651203,6512,-7,
6348,651301,6513,12,9
6349,651302,6513,6,4
6350,651501,6515,3,3
6351,651502,6515,6,4
6352,651601,6516,4,2
6353,651602,6516,3,3
6354,651603,6516,3,3
6355,651604,6516,2,2
6356,651605,6516,3,3
6357,652001,6520,-7,
6358,652002,6520,-7,
6359,652101,6521,-7,
6360,652102,6521,-7,
6361,652103,6521,-7,
6362,652201,6522,-7,
6363,652202,6522,-7,
6364,652203,6522,-7,
6365,652301,6523,-7,
6366,652302,6523,-7,
6367,652303,6523,-7,
6368,652304,6523,-7,
6369,652305,6523,-7,
6370,652306,6523,-7,
6371,652307,6523,-7,
6372,652401,6524,-7,
6373,652402,6524,-7,
6374,652501,6525,-7,
6375,652502,6525,-7,
6376,652503,6525,-7,
6377,652504,6525,-7,
6378,652601,6526,-7,
6379,652602,6526,-7,
6380,652603,6526,-7,
6381,653201,6532,-7,
6382,653202,6532,-7,
6383,653203,6532,-7,
6384,653401,6534,-7,
6385,653601,6536,-7,
6386,653602,6536,-7,
6387,653801,6538,-7,
6388,653802,6538,-7,
6389,653803,6538,-7,
6390,653901,6539,-7,
6391,654001,6540,-7,
6392,654101,6541,-7,
6393,654301,6543,-7,
6394,654801,6548,-7,
6395,654901,6549,-7,
6396,655201,6552,-7,
6397,655401,6554,-7,
6398,655501,6555,6,4
6399,655601,6556,-7,
6400,655602,6556,-7,
6401,655603,6556,-7,
6402,656301,6563,-7,
6403,656302,6563,-7,
6404,656701,6567,-7,
6405,656801,6568,-7,
6406,656802,6568,-7,
6407,657201,6572,-7,
6408,657202,6572,-7,
6409,657501,6575,10,7
6410,657801,6578,-7,
6411,657802,6578,-7,
6412,657901,6579,-7,
6413,657902,6579,-7,
6414,657903,6579,-7,
6415,657904,6579,-7,
6416,658601,6586,-7,
6417,658602,6586,-7,
6418,658701,6587,-7,
6419,658702,6587,3,3
6420,658703,6587,7,5
6421,658704,6587,2,2
6422,659001,6590,-7,
6423,659002,6590,-7,
6424,659101,6591,-7,
6425,659102,6591,-7,
6426,659103,6591,-7,
6427,659104,6591,-7,
6428,659201,6592,-7,
6429,659202,6592,-7,
6430,659203,6592,-7,
6431,660201,6602,3,3
6432,660202,6602,6,4
6433,660203,6602,7,5
6434,660401,6604,4,2
6435,660402,6604,6,4
6436,660403,6604,3,3
6437,660404,6604,2,2
6438,660501,6605,9,6
6439,660502,6605,7,5
6440,660601,6606,4,2
6441,660602,6606,-7,
6442,660603,6606,7,5
6443,660604,6606,6,4
6444,660901,6609,-7,
6445,660902,6609,-7,
6446,661001,6610,-7,
6447,661002,6610,-7,
6448,661003,6610,-7,
6449,661004,6610,-7,
6450,661101,6611,-7,
6451,661201,6612,-7,
6452,661202,6612,-7,
6453,661301,6613,-7,
6454,661302,6613,-7,
6455,661401,6614,-7,
6456,661402,6614,-7,
6457,661403,6614,-7,
6458,661501,6615,-7,
6459,661502,6615,-7,
6460,661801,6618,-7,
6461,661802,6618,-7,
6462,661803,6618,-7,
6463,661804,6618,-7,
6464,661805,6618,-7,
6465,661806,6618,-7,
6466,661807,6618,-7,
6467,662201,6622,-7,
6468,662202,6622,-7,
6469,662203,6622,-7,
6470,662701,6627,-7,
6471,662801,6628,-7,
6472,662802,6628,-7,
6473,662901,6629,-7,
6474,662902,6629,-7,
6475,662903,6629,-7,
6476,662904,6629,-7,
6477,663001,6630,-7,
6478,663002,6630,-7,
6479,663701,6637,-7,
6480,663702,6637,-7,
6481,663801,6638,-7,
6482,663802,6638,-7,
6483,663901,6639,-7,
6484,663902,6639,-7,
6485,663903,6639,-7,
6486,664101,6641,-7,
6487,664102,6641,-7,
6488,664201,6642,-7,
6489,664202,6642,-7,
6490,664203,6642,6,4
6491,664301,6643,6,4
6492,664302,6643,6,4
6493,664303,6643,7,5
6494,664401,6644,2,2
6495,664402,6644,-7,
6496,664501,6645,6,4
6497,664502,6645,6,4
6498,664601,6646,3,3
6499,664602,6646,3,3
6500,664701,6647,7,5
6501,664702,6647,7,5
6502,665101,6651,3,3
6503,665102,6651,3,3
6504,665201,6652,6,4
6505,665401,6654,3,3
6506,665402,6654,5,3
6507,665403,6654,3,3
6508,665801,6658,2,2
6509,665802,6658,1,1
6510,665803,6658,7,5
6511,665901,6659,3,3
6512,665902,6659,2,2
6513,666201,6662,3,3
6514,666202,6662,6,4
6515,666203,6662,3,3
6516,666401,6664,-7,
6517,666501,6665,8,5
6518,666502,6665,-7,
6519,666601,6666,6,4
6520,666701,6667,10,7
6521,666702,6667,2,2
6522,666801,6668,9,6
6523,666802,6668,6,4
6524,666901,6669,-7,
6525,666902,6669,3,3
6526,666903,6669,-7,
6527,667101,6671,2,2
6528,667102,6671,6,4
6529,667103,6671,5,3
6530,667104,6671,6,4
6531,667105,6671,5,3
6532,667106,6671,-7,
6533,667201,6672,-7,
6534,667202,6672,-7,
6535,667203,6672,-7,
6536,667401,6674,10,7
6537,667402,6674,8,5
6538,667403,6674,8,5
6539,667501,6675,12,9
6540,667502,6675,6,4
6541,667503,6675,8,5
6542,667601,6676,3,3
6543,667602,6676,2,2
6544,667603,6676,3,3
6545,668401,6684,6,4
6546,668402,6684,6,4
6547,668403,6684,8,5
6548,668501,6685,-7,
6549,669201,6692,-7,
6550,669202,6692,-7,
6551,669301,6693,10,7
6552,669302,6693,8,5
6553,669401,6694,6,4
6554,669501,6695,-7,
6555,669502,6695,-7,
6556,669901,6699,-7,
6557,669902,6699,-7,
6558,670301,6703,10,7
6559,670302,6703,8,5
6560,670303,6703,6,4
6561,670401,6704,3,3
6562,670402,6704,-7,
6563,670403,6704,2,2
6564,670701,6707,7,5
6565,670702,6707,8,5
6566,670703,6707,8,5
6567,670801,6708,3,3
6568,670901,6709,6,4
6569,670902,6709,6,4
6570,670903,6709,3,3
6571,671101,6711,3,3
6572,671102,6711,3,3
6573,671201,6712,7,5
6574,671202,6712,8,5
6575,671401,6714,-7,
6576,671801,6718,2,2
6577,672001,6720,2,2
6578,672201,6722,2,2
6579,672501,6725,6,4
6580,672502,6725,6,4
6581,673001,6730,6,4
6582,673101,6731,-7,
6583,673401,6734,-7,
6584,673402,6734,7,5
6585,673801,6738,8,5
6586,673802,6738,3,3
6587,674001,6740,2,2
6588,674101,6741,6,4
6589,674201,6742,5,3
6590,674202,6742,2,2
6591,674203,6742,2,2
6592,674401,6744,8,5
6593,674402,6744,2,2
6594,674501,6745,7,5
6595,674502,6745,7,5
6596,674701,6747,-7,
6597,674702,6747,-7,
6598,674901,6749,8,5
6599,674902,6749,6,4
6600,674903,6749,6,4
6601,674904,6749,6,4
6602,675201,6752,1,1
6603,675202,6752,7,5
6604,675203,6752,6,4
6605,675204,6752,3,3
6606,675205,6752,3,3
6607,675301,6753,8,5
6608,675302,6753,8,5
6609,675501,6755,6,4
6610,675502,6755,4,2
6611,675601,6756,4,2
6612,675602,6756,7,5
6613,675701,6757,8,5
6614,675801,6758,8,5
6615,675802,6758,8,5
6616,676101,6761,2,2
6617,676301,6763,2,2
6618,676501,6765,3,3
6619,676502,6765,3,3
6620,676701,6767,-7,
6621,676702,6767,-7,
6622,677201,6772,2,2
6623,677202,6772,6,4
6624,677301,6773,1,1
6625,677302,6773,2,2
6626,677303,6773,3,3
6627,677401,6774,-7,
6628,677402,6774,7,5
6629,677403,6774,7,5
6630,677404,6774,7,5
6631,677405,6774,8,5
6632,677701,6777,-7,
6633,677702,6777,-7,
6634,677703,6777,-7,
6635,678001,6780,3,3
6636,678002,6780,2,2
6637,678301,6783,7,5
6638,678302,6783,6,4
6639,678701,6787,2,2
6640,678702,6787,3,3
6641,678703,6787,6,4
6642,678704,6787,8,5
6643,678801,6788,-7,
6644,678802,6788,-7,
6645,678803,6788,3,3
6646,678804,6788,6,4
6647,679701,6797,-7,
6648,680701,6807,1,1
6649,680702,6807,10,7
6650,680703,6807,6,4
6651,681001,6810,-7,
6652,681401,6814,-7,
6653,681601,6816,8,5
6654,681602,6816,10,7
6655,681701,6817,8,5
6656,681702,6817,8,5
6657,682501,6825,7,5
6658,682502,6825,6,4
6659,682601,6826,8,5
6660,682602,6826,6,4
6661,682801,6828,2,2
6662,682802,6828,3,3
6663,682803,6828,2,2
6664,682901,6829,8,5
6665,682902,6829,10,7
6666,682903,6829,8,5
6667,683201,6832,10,7
6668,683202,6832,8,5
6669,683501,6835,8,5
6670,683901,6839,8,5
6671,683902,6839,8,5
6672,683903,6839,6,4
6673,684201,6842,10,7
6674,684202,6842,8,5
6675,684203,6842,8,5
6676,684501,6845,6,4
6677,684502,6845,3,3
6678,684503,6845,5,3
6679,684701,6847,8,5
6680,684702,6847,2,2
6681,684703,6847,2,2
6682,684704,6847,2,2
6683,684705,6847,2,2
6684,685201,6852,6,4
6685,685202,6852,-7,
6686,685401,6854,10,7
6687,685402,6854,10,7
6688,685601,6856,-7,
6689,685602,6856,-7,
6690,685603,6856,-7,
6691,685801,6858,2,2
6692,685802,6858,7,5
6693,685803,6858,2,2
6694,685804,6858,6,4
6695,685805,6858,2,2
6696,685806,6858,2,2
6697,686201,6862,5,3
6698,686202,6862,3,3
6699,686203,6862,3,3
6700,686204,6862,3,3
6701,686601,6866,6,4
6702,687001,6870,7,5
6703,687002,6870,-7,
6704,687501,6875,-7,
6705,687601,6876,3,3
6706,687602,6876,3,3
6707,687701,6877,-7,
6708,687702,6877,-7,
6709,688001,6880,7,5
6710,688002,6880,6,4
6711,688101,6881,8,5
6712,688102,6881,6,4
6713,688103,6881,6,4
6714,688501,6885,6,4
6715,688502,6885,6,4
6716,688701,6887,7,5
6717,689001,6890,6,4
6718,689002,6890,6,4
6719,689101,6891,8,5
6720,689102,6891,7,5
6721,690101,6901,3,3
6722,690501,6905,6,4
6723,691301,6913,7,5
6724,691302,6913,8,5
6725,691303,6913,3,3
6726,691501,6915,2,2
6727,691601,6916,-7,
6728,691602,6916,-7,
6729,691603,6916,-7,
6730,691604,6916,-7,
6731,691701,6917,-7,
6732,691702,6917,-7,
6733,691901,6919,-7,
6734,691902,6919,-7,
6735,692001,6920,-7,
6736,692002,6920,-7,
6737,692003,6920,-7,
6738,692004,6920,-7,
6739,693001,6930,2,2
6740,693002,6930,4,2
6741,693003,6930,3,3
6742,693101,6931,-7,
6743,693301,6933,-7,
6744,693701,6937,-7,
6745,693702,6937,-7,
6746,693901,6939,10,7
6747,693902,6939,7,5
6748,694001,6940,8,5
6749,694002,6940,8,5
6750,694301,6943,-7,
6751,694302,6943,-7,
6752,694501,6945,-7,
6753,694502,6945,-7,
6754,694801,6948,8,5
6755,694802,6948,10,7
6756,695001,6950,8,5
6757,695002,6950,8,5
6758,695003,6950,6,4
6759,695101,6951,-7,
6760,695102,6951,-7,
6761,695201,6952,2,2
6762,695202,6952,6,4
6763,695301,6953,6,4
6764,695302,6953,6,4
6765,695303,6953,2,2
6766,695304,6953,3,3
6767,695601,6956,-7,
6768,695602,6956,-7,
6769,695603,6956,-7,
6770,695701,6957,7,5
6771,695702,6957,3,3
6772,696201,6962,-7,
6773,696202,6962,-7,
6774,696203,6962,-7,
6775,696301,6963,-7,
6776,696302,6963,-7,
6777,696303,6963,-7,
6778,696501,6965,-7,
6779,696502,6965,-7,
6780,696503,6965,-7,
6781,696601,6966,2,2
6782,696602,6966,2,2
6783,696603,6966,2,2
6784,696701,6967,2,2
6785,696702,6967,2,2
6786,696703,6967,8,5
6787,696704,6967,7,5
6788,696705,6967,2,2
6789,696706,6967,3,3
6790,696801,6968,5,3
6791,697001,6970,3,3
6792,697002,6970,-7,
6793,697101,6971,7,5
6794,697102,6971,8,5
6795,697103,6971,6,4
6796,698301,6983,-7,
6797,698302,6983,-7,
6798,698901,6989,8,5
6799,698902,6989,2,2
6800,699201,6992,3,3
6801,699202,6992,6,4
6802,699203,6992,2,2
6803,699401,6994,2,2
6804,699501,6995,4,2
6805,699502,6995,2,2
6806,699503,6995,2,2
6807,699504,6995,-7,
6808,700001,7000,-7,
6809,700002,7000,3,3
6810,700003,7000,6,4
6811,700004,7000,-7,
6812,700201,7002,-7,
6813,700202,7002,8,5
6814,700203,7002,6,4
6815,700601,7006,-7,
6816,700602,7006,-7,
6817,700603,7006,-7,
6818,701201,7012,-7,
6819,701501,7015,-7,
6820,701502,7015,-7,
6821,701503,7015,-7,
6822,701504,7015,-7,
6823,701601,7016,-7,
6824,701901,7019,-7,
6825,701902,7019,-7,
6826,702001,7020,-7,
6827,702101,7021,-7,
6828,702201,7022,-7,
6829,702202,7022,-7,
6830,702203,7022,-7,
6831,702801,7028,-7,
6832,702802,7028,-7,
6833,703001,7030,-7,
6834,703101,7031,-7,
6835,703102,7031,-7,
6836,703201,7032,-7,
6837,703401,7034,-7,
6838,703402,7034,-7,
6839,703403,7034,-7,
6840,703801,7038,-7,
6841,703802,7038,-7,
6842,703901,7039,-7,
6843,703902,7039,-7,
6844,703903,7039,-7,
6845,704201,7042,-7,
6846,704501,7045,-7,
6847,704502,7045,-7,
6848,704503,7045,-7,
6849,704601,7046,8,5
6850,704602,7046,7,5
6851,704603,7046,8,5
6852,704801,7048,2,2
6853,704901,7049,6,4
6854,704902,7049,6,4
6855,704903,7049,6,4
6856,704904,7049,2,2
6857,705101,7051,-7,
6858,705201,7052,-7,
6859,705301,7053,-7,
6860,705302,7053,-7,
6861,705303,7053,-7,
6862,705304,7053,-7,
6863,705305,7053,-7,
6864,705401,7054,7,5
6865,705501,7055,-7,
6866,705801,7058,-7,
6867,706401,7064,7,5
6868,706402,7064,2,2
6869,706501,7065,6,4
6870,706502,7065,3,3
6871,706503,7065,2,2
6872,706601,7066,3,3
6873,706602,7066,7,5
6874,706603,7066,6,4
6875,706604,7066,3,3
6876,706605,7066,5,3
6877,707301,7073,6,4
6878,707302,7073,3,3
6879,707303,7073,5,3
6880,707401,7074,8,5
6881,707402,7074,2,2
6882,707501,7075,12,9
6883,707502,7075,8,5
6884,707701,7077,6,4
6885,707702,7077,6,4
6886,707703,7077,6,4
6887,708101,7081,3,3
6888,708102,7081,3,3
6889,708401,7084,10,7
6890,708402,7084,10,7
6891,708403,7084,10,7
6892,708501,7085,6,4
6893,708502,7085,8,5
6894,708503,7085,3,3
6895,708601,7086,8,5
6896,708602,7086,8,5
6897,708603,7086,8,5
6898,708801,7088,-7,
6899,708802,7088,-7,
6900,708803,7088,-7,
6901,708804,7088,-7,
6902,708901,7089,2,2
6903,708902,7089,8,5
6904,708903,7089,2,2
6905,708904,7089,8,5
6906,708905,7089,3,3
6907,709201,7092,10,7
6908,709401,7094,2,2
6909,709402,7094,6,4
6910,709403,7094,4,2
6911,709701,7097,8,5
6912,709801,7098,-7,
6913,709802,7098,-7,
6914,710201,7102,6,4
6915,710202,7102,14,7
6916,710501,7105,8,5
6917,710502,7105,6,4
6918,710601,7106,8,5
6919,711101,7111,-7,
6920,711102,7111,-7,
6921,711501,7115,6,4
6922,711502,7115,6,4
6923,711601,7116,8,5
6924,711602,7116,3,3
6925,711603,7116,6,4
6926,711801,7118,3,3
6927,712001,7120,8,5
6928,712301,7123,3,3
6929,712302,7123,3,3
6930,712303,7123,3,3
6931,712401,7124,3,3
6932,712402,7124,3,3
6933,712601,7126,6,4
6934,712602,7126,2,2
6935,712603,7126,7,5
6936,712701,7127,2,2
6937,712702,7127,2,2
6938,712703,7127,7,5
6939,712704,7127,3,3
6940,712801,7128,3,3
6941,712802,7128,8,5
6942,713001,7130,7,5
6943,713002,7130,10,7
6944,713701,7137,3,3
6945,713702,7137,2,2
6946,713801,7138,3,3
6947,713802,7138,2,2
6948,713803,7138,6,4
6949,713901,7139,3,3
6950,713902,7139,6,4
6951,713903,7139,2,2
6952,714401,7144,6,4
6953,714402,7144,3,3
6954,714601,7146,6,4
6955,714602,7146,8,5
6956,714701,7147,-7,
6957,714801,7148,6,4
6958,714802,7148,8,5
6959,715201,7152,5,3
6960,715202,7152,3,3
6961,715203,7152,7,5
6962,715204,7152,6,4
6963,715301,7153,5,3
6964,715302,7153,3,3
6965,715601,7156,6,4
6966,715602,7156,7,5
6967,715603,7156,6,4
6968,715701,7157,-7,
6969,715702,7157,-7,
6970,715801,7158,7,5
6971,715802,7158,2,2
6972,715803,7158,2,2
6973,715804,7158,2,2
6974,715805,7158,4,2
6975,716001,7160,3,3
6976,716301,7163,10,7
6977,716302,7163,10,7
6978,716303,7163,6,4
6979,716304,7163,8,5
6980,716601,7166,8,5
6981,716602,7166,8,5
6982,716701,7167,-7,
6983,716702,7167,-7,
6984,716901,7169,-7,
6985,716902,7169,-7,
6986,716903,7169,-7,
6987,716904,7169,-7,
6988,717001,7170,6,4
6989,717002,7170,2,2
6990,717003,7170,2,2
6991,717101,7171,2,2
6992,717102,7171,2,2
6993,717401,7174,-7,
6994,717402,7174,-7,
6995,717501,7175,8,5
6996,717901,7179,3,3
6997,717902,7179,6,4
6998,717903,7179,8,5
6999,718001,7180,4,2
7000,718002,7180,6,4
7001,718101,7181,6,4
7002,718301,7183,5,3
7003,718302,7183,8,5
7004,718303,7183,7,5
7005,718401,7184,5,3
7006,718402,7184,5,3
7007,718403,7184,2,2
7008,718404,7184,3,3
7009,718601,7186,3,3
7010,718602,7186,6,4
7011,718901,7189,2,2
7012,718902,7189,3,3
7013,718903,7189,1,1
7014,719201,7192,7,5
7015,719401,7194,4,2
7016,719402,7194,10,7
7017,719701,7197,6,4
7018,719702,7197,2,2
7019,719801,7198,3,3
7020,719802,7198,10,7
7021,719803,7198,7,5
7022,719901,7199,5,3
7023,720201,7202,-7,
7024,720701,7207,-7,
7025,720702,7207,6,4
7026,720703,7207,8,5
7027,720704,7207,6,4
7028,720901,7209,6,4
7029,720902,7209,6,4
7030,721101,7211,8,5
7031,721102,7211,6,4
7032,721401,7214,8,5
7033,721402,7214,6,4
7034,721501,7215,6,4
7035,721502,7215,7,5
7036,721601,7216,2,2
7037,721701,7217,7,5
7038,721702,7217,2,2
7039,721703,7217,2,2
7040,721704,7217,6,4
7041,721705,7217,2,2
7042,721706,7217,4,2
7043,722001,7220,2,2
7044,722002,7220,-7,
7045,722003,7220,3,3
7046,722004,7220,2,2
7047,722401,7224,2,2
7048,722601,7226,6,4
7049,722602,7226,6,4
7050,722801,7228,2,2
7051,722802,7228,5,3
7052,722803,7228,6,4
7053,723101,7231,6,4
7054,723201,7232,6,4
7055,723202,7232,1,1
7056,723501,7235,8,5
7057,723502,7235,10,7
7058,723503,7235,6,4
7059,723601,7236,6,4
7060,723602,7236,6,4
7061,724101,7241,9,6
7062,724102,7241,8,5
7063,724401,7244,7,5
7064,724402,7244,4,2
7065,724403,7244,6,4
7066,724501,7245,6,4
7067,724601,7246,8,5
7068,724602,7246,8,5
7069,724603,7246,3,3
7070,724701,7247,3,3
7071,724901,7249,7,5
7072,724902,7249,3,3
7073,724903,7249,6,4
7074,724904,7249,6,4
7075,725201,7252,7,5
7076,725202,7252,3,3
7077,725301,7253,6,4
7078,725302,7253,-7,
7079,725303,7253,-7,
7080,725501,7255,2,2
7081,725601,7256,2,2
7082,725602,7256,6,4
7083,725603,7256,2,2
7084,725604,7256,2,2
7085,725801,7258,6,4
7086,725802,7258,5,3
7087,725901,7259,6,4
7088,725902,7259,3,3
7089,725903,7259,7,5
7090,725904,7259,3,3
7091,725905,7259,3,3
7092,726301,7263,-7,
7093,726302,7263,-7,
7094,726303,7263,-7,
7095,726304,7263,-7,
7096,726305,7263,-7,
7097,726306,7263,-7,
7098,726307,7263,-7,
7099,726308,7263,-7,
7100,726309,7263,2,2
7101,726310,7263,2,2
7102,726311,7263,2,2
7103,726401,7264,-7,
7104,727501,7275,5,3
7105,727502,7275,6,4
7106,727503,7275,8,5
7107,727601,7276,3,3
7108,727602,7276,7,5
7109,727801,7278,5,3
7110,727802,7278,3,3
7111,727803,7278,3,3
7112,727804,7278,2,2
7113,728201,7282,2,2
7114,728301,7283,6,4
7115,728401,7284,6,4
7116,728501,7285,7,5
7117,728502,7285,3,3
7118,728503,7285,6,4
7119,728504,7285,2,2
7120,728601,7286,8,5
7121,728602,7286,8,5
7122,729101,7291,-7,
7123,729501,7295,3,3
7124,729502,7295,7,5
7125,730001,7300,3,3
7126,730201,7302,7,5
7127,730202,7302,6,4
7128,730203,7302,10,7
7129,730301,7303,-7,
7130,730401,7304,6,4
7131,730402,7304,3,3
7132,730501,7305,4,2
7133,730502,7305,5,3
7134,730801,7308,-7,
7135,730802,7308,-7,
7136,731001,7310,-7,
7137,731002,7310,-7,
7138,731003,7310,-7,
7139,731004,7310,-7,
7140,731401,7314,8,5
7141,731402,7314,-7,
7142,731403,7314,-7,
7143,731601,7316,5,3
7144,731602,7316,10,7
7145,731603,7316,8,5
7146,731701,7317,3,3
7147,731702,7317,2,2
7148,732201,7322,5,3
7149,732202,7322,6,4
7150,732203,7322,3,3
7151,732301,7323,2,2
7152,732302,7323,2,2
7153,732401,7324,-7,
7154,732402,7324,6,4
7155,732403,7324,8,5
7156,732404,7324,2,2
7157,732405,7324,4,2
7158,732406,7324,2,2
7159,732501,7325,6,4
7160,732502,7325,8,5
7161,732503,7325,2,2
7162,732504,7325,6,4
7163,732505,7325,2,2
7164,732701,7327,-7,
7165,733101,7331,-7,
7166,733102,7331,-7,
7167,733103,7331,-7,
7168,733901,7339,-7,
7169,733902,7339,-7,
7170,734101,7341,-7,
7171,734401,7344,-7,
7172,734402,7344,-7,
7173,734501,7345,-7,
7174,734502,7345,-7,
7175,734503,7345,-7,
7176,734801,7348,-7,
7177,735001,7350,-7,
7178,735002,7350,-7,
7179,735003,7350,-7,
7180,735201,7352,-7,
7181,735501,7355,-7,
7182,735502,7355,-7,
7183,735801,7358,-7,
7184,735802,7358,-7,
7185,735803,7358,-7,
7186,735901,7359,-7,
7187,735902,7359,-7,
7188,735903,7359,-7,
7189,736701,7367,-7,
7190,736702,7367,-7,
7191,736703,7367,-7,
7192,736704,7367,-7,
7193,736801,7368,6,4
7194,737501,7375,-7,
7195,737502,7375,-7,
7196,737601,7376,-7,
7197,737602,7376,-7,
7198,737701,7377,3,3
7199,737702,7377,2,2
7200,737801,7378,6,4
7201,737802,7378,3,3
7202,738201,7382,3,3
7203,738301,7383,-7,
7204,738302,7383,2,2
7205,738801,7388,1,1
7206,738802,7388,-7,
7207,738901,7389,4,2
7208,738902,7389,2,2
7209,738903,7389,8,5
7210,739001,7390,2,2
7211,739002,7390,6,4
7212,739003,7390,2,2
7213,739101,7391,6,4
7214,739102,7391,6,4
7215,739201,7392,2,2
7216,739301,7393,3,3
7217,739302,7393,3,3
7218,739401,7394,8,5
7219,739601,7396,10,7
7220,739602,7396,6,4
7221,739603,7396,3,3
7222,740301,7403,3,3
7223,740801,7408,-7,
7224,740802,7408,-7,
7225,740901,7409,-7,
7226,740902,7409,-7,
7227,741401,7414,-7,
7228,741402,7414,-7,
7229,741501,7415,-7,
7230,741502,7415,-7,
7231,741801,7418,7,5
7232,741802,7418,6,4
7233,741803,7418,-7,
7234,742001,7420,-7,
7235,742002,7420,-7,
7236,742101,7421,10,7
7237,742201,7422,3,3
7238,742301,7423,1,1
7239,742302,7423,-7,
7240,742601,7426,3,3
7241,742602,7426,8,5
7242,742801,7428,4,2
7243,743001,7430,7,5
7244,743002,7430,6,4
7245,743201,7432,3,3
