"C0000100","C0000200","Y1211300"
553001,5530,7
553002,5530,3
553301,5533,-7
553601,5536,2
553701,5537,3
553702,5537,6
554401,5544,3
554402,5544,3
554601,5546,6
554602,5546,6
554701,5547,6
554702,5547,2
554703,5547,3
554704,5547,-7
554705,5547,2
554801,5548,6
554802,5548,5
555001,5550,3
555002,5550,2
555101,5551,2
555301,5553,6
555501,5555,5
555502,5555,3
555701,5557,2
555702,5557,7
555901,5559,-7
556001,5560,6
556002,5560,3
556003,5560,7
556101,5561,5
556301,5563,2
556501,5565,6
556502,5565,8
556601,5566,5
556801,5568,4
557101,5571,7
557102,5571,-7
557401,5574,3
557601,5576,7
557701,5577,3
557702,5577,3
557801,5578,-7
558101,5581,2
558102,5581,3
558201,5582,3
558202,5582,3
558301,5583,5
558302,5583,3
558901,5589,-7
558902,5589,-7
558903,5589,6
558904,5589,2
559301,5593,10
559302,5593,6
559303,5593,6
559501,5595,2
559502,5595,3
559503,5595,2
559601,5596,8
559602,5596,8
560001,5600,3
560501,5605,2
560502,5605,2
560503,5605,6
560601,5606,10
560602,5606,10
560901,5609,5
560902,5609,3
561201,5612,6
561202,5612,8
561203,5612,4
561204,5612,6
561401,5614,5
561402,5614,3
561403,5614,6
561501,5615,2
561502,5615,7
561901,5619,2
561902,5619,6
562001,5620,-7
562002,5620,-7
562401,5624,9
562402,5624,10
562601,5626,10
562701,5627,8
562702,5627,2
562703,5627,7
563101,5631,8
563102,5631,5
563103,5631,3
563104,5631,6
563401,5634,7
564001,5640,8
564002,5640,7
564003,5640,8
564601,5646,6
564701,5647,4
564702,5647,6
564703,5647,6
564801,5648,8
564802,5648,8
564803,5648,8
564804,5648,3
565201,5652,2
565202,5652,6
565401,5654,8
565402,5654,8
565601,5656,6
565602,5656,2
565701,5657,3
565901,5659,-7
565902,5659,-7
566101,5661,9
566901,5669,10
567002,5670,8
567301,5673,-7
567302,5673,3
567303,5673,3
567401,5674,2
567402,5674,3
567501,5675,10
568101,5681,-7
568102,5681,-7
568103,5681,-7
568104,5681,3
568105,5681,3
568201,5682,6
568202,5682,3
568203,5682,-7
568204,5682,-7
568401,5684,6
568402,5684,3
568501,5685,-7
568502,5685,3
568503,5685,1
568601,5686,5
568602,5686,8
568603,5686,3
568701,5687,2
568702,5687,2
568703,5687,3
568901,5689,3
568902,5689,-7
569001,5690,3
569501,5695,8
569502,5695,12
569503,5695,8
570101,5701,10
570201,5702,8
570501,5705,5
570502,5705,7
570601,5706,2
570701,5707,8
570702,5707,3
570703,5707,3
570801,5708,4
570802,5708,6
570803,5708,5
570901,5709,3
571201,5712,3
571202,5712,3
571301,5713,2
571302,5713,3
571303,5713,6
571304,5713,3
571501,5715,-7
571502,5715,-7
571503,5715,-7
571601,5716,-7
571602,5716,-7
571701,5717,3
571702,5717,6
571801,5718,6
571802,5718,8
572001,5720,7
572002,5720,8
572003,5720,-7
572401,5724,3
572402,5724,3
572801,5728,10
572802,5728,9
572803,5728,10
572901,5729,7
572902,5729,6
572903,5729,3
572904,5729,6
573201,5732,6
573202,5732,2
573401,5734,-7
573701,5737,-7
573702,5737,-7
573703,5737,-7
574001,5740,6
574002,5740,7
574003,5740,2
574004,5740,7
574005,5740,7
574101,5741,8
574102,5741,6
574103,5741,8
574401,5744,-7
574402,5744,8
574403,5744,6
574601,5746,5
574602,5746,6
574603,5746,6
575301,5753,3
575302,5753,3
575601,5756,8
575602,5756,6
575603,5756,6
576001,5760,-7
576601,5766,1
576602,5766,7
576701,5767,3
576702,5767,3
576801,5768,-7
576802,5768,-7
576803,5768,-7
576901,5769,6
577001,5770,6
577002,5770,-7
577003,5770,8
577301,5773,2
577302,5773,6
577303,5773,6
577304,5773,2
577305,5773,1
577401,5774,4
577402,5774,2
577403,5774,2
577701,5777,-7
577702,5777,-7
578001,5780,3
578002,5780,2
578003,5780,6
578101,5781,2
578102,5781,7
578103,5781,6
578201,5782,6
578202,5782,-7
579001,5790,6
579002,5790,10
579301,5793,7
579302,5793,3
579303,5793,12
579304,5793,2
579305,5793,-7
579601,5796,2
579801,5798,6
579802,5798,6
579803,5798,12
579804,5798,9
579901,5799,8
579902,5799,3
580101,5801,3
580102,5801,7
580103,5801,6
580201,5802,3
580202,5802,6
580301,5803,10
580302,5803,6
580501,5805,6
580502,5805,6
580601,5806,3
580602,5806,3
580901,5809,10
580902,5809,8
580903,5809,8
581101,5811,6
581201,5812,1
581202,5812,6
581301,5813,3
581302,5813,6
581303,5813,7
581701,5817,6
581702,5817,8
581801,5818,7
581802,5818,6
581901,5819,6
581902,5819,1
582001,5820,6
582002,5820,5
582003,5820,6
582004,5820,6
582101,5821,9
582102,5821,8
582201,5822,-7
582202,5822,3
582701,5827,2
582901,5829,7
583301,5833,-7
583302,5833,7
583303,5833,-7
583401,5834,3
583402,5834,7
583403,5834,3
583501,5835,7
583601,5836,2
583602,5836,2
583603,5836,6
583604,5836,6
583901,5839,9
583902,5839,3
584001,5840,-7
584002,5840,6
584003,5840,1
584004,5840,2
584005,5840,2
584006,5840,2
584101,5841,2
584102,5841,2
584401,5844,2
584402,5844,6
584403,5844,2
584901,5849,2
584902,5849,5
585201,5852,6
585202,5852,3
585203,5852,3
585204,5852,9
585301,5853,8
585302,5853,3
585501,5855,3
585502,5855,3
585503,5855,8
585801,5858,-7
585802,5858,-7
585803,5858,-7
586101,5861,8
586102,5861,6
586103,5861,3
586104,5861,2
586201,5862,6
586202,5862,2
586203,5862,3
586801,5868,8
586802,5868,10
586803,5868,2
586804,5868,-7
587001,5870,7
587002,5870,3
587003,5870,14
587301,5873,6
587302,5873,7
587303,5873,6
587401,5874,6
587402,5874,7
587801,5878,-7
587802,5878,-7
587803,5878,-7
588001,5880,-7
588301,5883,10
588302,5883,3
588701,5887,6
588702,5887,6
588801,5888,7
588802,5888,5
588803,5888,-7
588804,5888,3
588901,5889,8
588902,5889,8
588903,5889,10
588904,5889,-7
589201,5892,-7
589202,5892,-7
589501,5895,8
589502,5895,-7
589701,5897,5
589702,5897,2
589703,5897,6
589901,5899,3
589902,5899,6
590601,5906,3
590602,5906,2
590603,5906,6
590901,5909,3
590902,5909,6
590903,5909,7
590904,5909,3
591101,5911,5
591301,5913,10
591302,5913,3
591303,5913,3
591401,5914,7
591601,5916,3
591602,5916,7
591603,5916,6
591901,5919,8
591902,5919,14
591903,5919,6
591904,5919,7
592301,5923,2
592302,5923,5
592601,5926,7
592602,5926,2
592603,5926,6
592604,5926,7
592701,5927,1
592702,5927,6
592703,5927,2
592704,5927,5
593201,5932,-7
593202,5932,-7
593203,5932,2
593204,5932,6
593205,5932,6
593206,5932,6
593401,5934,5
593601,5936,6
594101,5941,-7
594102,5941,8
594103,5941,8
594401,5944,-7
594701,5947,2
594702,5947,2
594703,5947,5
594704,5947,-7
594801,5948,5
594802,5948,-7
595101,5951,2
595102,5951,3
595103,5951,-7
595104,5951,2
595105,5951,2
595201,5952,-7
595202,5952,2
595203,5952,2
595204,5952,6
595301,5953,2
595401,5954,6
595601,5956,-7
595602,5956,-7
595701,5957,6
595702,5957,-7
596301,5963,6
596302,5963,6
596501,5965,2
596502,5965,-7
596503,5965,2
596504,5965,2
596505,5965,6
596901,5969,7
596902,5969,3
597301,5973,3
597302,5973,8
597303,5973,5
597304,5973,6
597305,5973,2
597306,5973,3
597307,5973,6
597601,5976,6
597602,5976,6
597603,5976,1
597701,5977,8
597801,5978,3
597802,5978,2
597803,5978,3
597804,5978,-7
598001,5980,7
598002,5980,5
598301,5983,8
598501,5985,8
598502,5985,3
598601,5986,6
598602,5986,7
599101,5991,-7
599102,5991,-7
599801,5998,7
599802,5998,5
599803,5998,6
599804,5998,3
599901,5999,6
599902,5999,3
600201,6002,8
600202,6002,3
600203,6002,8
600301,6003,3
600302,6003,8
600401,6004,7
600402,6004,7
600501,6005,6
600502,6005,6
600503,6005,3
600701,6007,-7
600702,6007,2
600703,6007,2
601501,6015,6
601901,6019,6
601902,6019,3
601903,6019,6
602201,6022,3
602301,6023,7
602302,6023,7
602303,6023,5
602304,6023,6
602401,6024,2
602701,6027,-7
602801,6028,8
602802,6028,4
603001,6030,2
603002,6030,2
603003,6030,3
603101,6031,10
603301,6033,6
603302,6033,2
603303,6033,2
603304,6033,7
603601,6036,3
603602,6036,2
603603,6036,-7
603701,6037,-7
603901,6039,3
604001,6040,1
604002,6040,2
604003,6040,3
604004,6040,7
604301,6043,-7
604302,6043,-7
604401,6044,8
604402,6044,-7
604601,6046,1
604602,6046,2
604603,6046,2
604604,6046,2
604605,6046,2
604606,6046,2
604607,6046,5
604701,6047,2
604702,6047,-7
604703,6047,6
604704,6047,2
604801,6048,2
604802,6048,2
604803,6048,7
604804,6048,10
604901,6049,11
604902,6049,6
605301,6053,7
605302,6053,6
605303,6053,7
605501,6055,8
605502,6055,-7
605801,6058,6
605802,6058,2
606101,6061,6
606102,6061,6
606301,6063,8
606601,6066,3
606602,6066,5
606901,6069,3
606902,6069,2
606903,6069,8
606904,6069,2
607201,6072,3
607202,6072,7
607203,6072,2
607301,6073,3
607302,6073,6
607401,6074,8
607402,6074,3
607403,6074,11
607601,6076,5
607602,6076,3
607603,6076,6
607801,6078,5
607802,6078,-7
607803,6078,6
608001,6080,8
608002,6080,5
608201,6082,8
608202,6082,10
608203,6082,6
608301,6083,2
608302,6083,2
608401,6084,7
608402,6084,2
608403,6084,3
608404,6084,7
608405,6084,6
608801,6088,4
608802,6088,6
608803,6088,8
609101,6091,9
609102,6091,7
610101,6101,6
610102,6101,5
610201,6102,8
610202,6102,8
610701,6107,5
610702,6107,6
610703,6107,6
610704,6107,7
610705,6107,6
610706,6107,2
611401,6114,3
611402,6114,8
611403,6114,7
611404,6114,3
611601,6116,8
611602,6116,6
611801,6118,2
611802,6118,8
611901,6119,5
611902,6119,3
611903,6119,3
611904,6119,3
612601,6126,3
612901,6129,6
613001,6130,5
613201,6132,8
613401,6134,6
613402,6134,6
613403,6134,3
614601,6146,-7
614602,6146,-7
614603,6146,-7
615001,6150,-7
615101,6151,6
615102,6151,6
615103,6151,2
615401,6154,7
615901,6159,7
616001,6160,4
616101,6161,6
616102,6161,8
616103,6161,7
616104,6161,7
616105,6161,2
616106,6161,2
616301,6163,3
616302,6163,10
616303,6163,9
616304,6163,6
616401,6164,5
616402,6164,2
616801,6168,6
616802,6168,7
616803,6168,8
616901,6169,7
616902,6169,3
616903,6169,3
616904,6169,3
617101,6171,3
617201,6172,8
617401,6174,6
617402,6174,5
617501,6175,2
617502,6175,2
617503,6175,2
617701,6177,3
617702,6177,3
617703,6177,7
617801,6178,2
617802,6178,-7
617803,6178,2
617901,6179,2
617902,6179,-7
618101,6181,2
618102,6181,7
618301,6183,-7
618501,6185,5
618901,6189,-7
619001,6190,-7
619002,6190,-7
619201,6192,-7
619202,6192,-7
619203,6192,-7
619501,6195,4
619701,6197,7
619702,6197,6
619703,6197,8
620201,6202,6
620202,6202,3
620301,6203,-7
620302,6203,-7
620401,6204,-7
620402,6204,-7
620501,6205,3
620502,6205,3
620503,6205,3
620601,6206,2
620901,6209,2
620902,6209,3
621001,6210,10
621002,6210,6
621003,6210,8
621201,6212,8
621401,6214,8
621402,6214,-7
621501,6215,8
621502,6215,6
621701,6217,7
621702,6217,8
621901,6219,7
622001,6220,8
622002,6220,6
622101,6221,3
622102,6221,2
622301,6223,6
622302,6223,3
622303,6223,3
622501,6225,7
622502,6225,2
622503,6225,3
622701,6227,-7
622702,6227,7
622703,6227,4
623101,6231,6
623102,6231,6
623201,6232,8
623202,6232,6
623301,6233,6
623302,6233,7
623303,6233,5
623401,6234,3
623402,6234,3
623403,6234,2
623501,6235,3
623502,6235,6
623503,6235,3
623801,6238,10
623802,6238,6
623901,6239,3
623902,6239,7
623903,6239,6
624001,6240,8
624301,6243,7
624302,6243,2
624401,6244,5
624402,6244,-7
624501,6245,-7
624502,6245,7
624503,6245,8
625501,6255,6
625502,6255,7
625801,6258,2
625802,6258,6
625803,6258,2
625804,6258,6
625901,6259,2
625902,6259,2
625903,6259,-7
626201,6262,10
626202,6262,3
626301,6263,6
626401,6264,-7
626402,6264,-7
626501,6265,8
626801,6268,8
626802,6268,3
627001,6270,8
627002,6270,8
627003,6270,8
627004,6270,8
627301,6273,-7
627302,6273,-7
627401,6274,3
627402,6274,7
627403,6274,7
627404,6274,6
627405,6274,6
627406,6274,7
627501,6275,14
627502,6275,3
627701,6277,10
627702,6277,11
627703,6277,8
627801,6278,10
627802,6278,2
627803,6278,6
627804,6278,5
628001,6280,3
628002,6280,6
628003,6280,1
628004,6280,6
628005,6280,6
628006,6280,-7
628201,6282,2
628202,6282,3
628203,6282,4
628204,6282,2
628205,6282,2
628206,6282,2
628207,6282,3
628208,6282,2
628301,6283,-7
628302,6283,-7
628401,6284,6
628402,6284,8
628403,6284,-7
628601,6286,-7
628602,6286,-7
628901,6289,8
628902,6289,6
628903,6289,10
628904,6289,10
628905,6289,8
629001,6290,6
629002,6290,3
629003,6290,6
629101,6291,3
629102,6291,7
629103,6291,-7
629301,6293,6
629302,6293,-7
629303,6293,2
629304,6293,6
629305,6293,4
629401,6294,4
629402,6294,3
629403,6294,2
629404,6294,2
629501,6295,3
629502,6295,3
629503,6295,3
629601,6296,6
629602,6296,6
629603,6296,2
629701,6297,2
629702,6297,2
629703,6297,3
629704,6297,3
629901,6299,7
629902,6299,8
630701,6307,-7
630702,6307,-7
630703,6307,-7
630704,6307,-7
630801,6308,10
630802,6308,3
631001,6310,2
631002,6310,2
631003,6310,2
631004,6310,2
631005,6310,2
631101,6311,2
631102,6311,3
631201,6312,7
631202,6312,6
631203,6312,6
631301,6313,5
631302,6313,6
631501,6315,2
631502,6315,6
631503,6315,2
631801,6318,11
631802,6318,7
632001,6320,3
632101,6321,8
632201,6322,6
632202,6322,6
632203,6322,6
632204,6322,6
632205,6322,3
632206,6322,3
632401,6324,10
632701,6327,10
632702,6327,4
632703,6327,6
632704,6327,6
632705,6327,3
632706,6327,7
633101,6331,-7
633201,6332,-7
633202,6332,-7
633301,6333,10
633302,6333,14
633401,6334,4
633402,6334,8
633501,6335,6
633502,6335,6
633503,6335,5
633601,6336,5
633602,6336,6
633603,6336,6
633701,6337,3
633702,6337,6
633801,6338,6
633802,6338,7
633803,6338,8
633804,6338,6
633901,6339,8
633902,6339,8
633903,6339,6
634201,6342,6
634202,6342,9
634203,6342,6
634204,6342,6
634205,6342,3
634401,6344,4
634402,6344,2
634403,6344,3
634501,6345,6
634502,6345,3
634503,6345,7
634504,6345,3
634801,6348,-7
634802,6348,-7
634901,6349,-7
635001,6350,-7
635002,6350,-7
635301,6353,2
635302,6353,7
635303,6353,6
635601,6356,2
635602,6356,2
635603,6356,3
635701,6357,5
635801,6358,6
635802,6358,4
635803,6358,8
635804,6358,10
636201,6362,-7
636202,6362,7
636203,6362,2
636301,6363,3
636302,6363,6
636303,6363,3
636401,6364,6
636402,6364,3
636403,6364,2
636404,6364,3
636501,6365,2
636502,6365,2
636503,6365,3
636504,6365,-7
636505,6365,3
636506,6365,3
636601,6366,6
636602,6366,7
636701,6367,2
636801,6368,3
636802,6368,2
636803,6368,6
636901,6369,7
636902,6369,6
637001,6370,10
637002,6370,8
637003,6370,3
637101,6371,2
637102,6371,-7
637103,6371,2
637104,6371,2
637105,6371,1
637106,6371,5
637107,6371,-7
637108,6371,2
637109,6371,2
637110,6371,2
637111,6371,6
637201,6372,7
637202,6372,8
637203,6372,-7
637401,6374,3
637402,6374,6
637403,6374,3
637501,6375,8
637502,6375,8
637503,6375,-7
637504,6375,-7
637701,6377,6
637901,6379,7
637902,6379,3
638001,6380,10
638101,6381,7
638102,6381,2
638201,6382,2
638202,6382,3
638301,6383,2
638302,6383,2
638303,6383,-7
638401,6384,6
638402,6384,7
638403,6384,2
638701,6387,2
638702,6387,7
638901,6389,3
638902,6389,3
639301,6393,6
639302,6393,2
639401,6394,2
639402,6394,-7
639403,6394,2
639404,6394,4
639601,6396,11
639602,6396,8
639701,6397,6
639901,6399,2
639902,6399,3
639903,6399,3
639904,6399,3
640001,6400,7
640002,6400,3
640003,6400,2
640401,6404,6
640402,6404,7
640501,6405,10
640502,6405,6
640701,6407,2
640702,6407,6
640703,6407,6
640801,6408,3
640802,6408,6
640901,6409,-7
640902,6409,-7
640903,6409,-7
641001,6410,3
641002,6410,6
641201,6412,6
641301,6413,3
641401,6414,7
641402,6414,6
641403,6414,3
641601,6416,7
641602,6416,3
641603,6416,9
641701,6417,8
641702,6417,6
642401,6424,-7
642601,6426,2
642602,6426,3
642701,6427,2
642702,6427,2
642801,6428,3
642802,6428,1
642901,6429,7
642902,6429,3
642903,6429,2
642904,6429,9
643401,6434,4
643402,6434,2
643403,6434,2
643404,6434,4
643701,6437,-7
644201,6442,2
644202,6442,3
644203,6442,6
644401,6444,-7
644402,6444,-7
644501,6445,-7
644502,6445,6
644503,6445,2
644504,6445,2
644505,6445,3
644801,6448,3
644802,6448,7
644803,6448,7
644804,6448,4
644805,6448,2
644806,6448,4
644807,6448,7
644901,6449,2
645001,6450,6
645002,6450,5
645501,6455,6
645502,6455,6
645503,6455,6
645701,6457,3
645702,6457,6
646101,6461,2
646102,6461,2
647001,6470,6
647002,6470,6
647003,6470,1
647201,6472,7
647202,6472,2
647203,6472,3
647204,6472,3
647205,6472,3
648101,6481,2
648102,6481,-7
648201,6482,3
648202,6482,2
648203,6482,3
648204,6482,3
648205,6482,7
648301,6483,-7
648501,6485,6
648601,6486,7
648602,6486,3
648701,6487,-7
648702,6487,-7
648703,6487,-7
648901,6489,3
650201,6502,-7
651201,6512,-7
651202,6512,-7
651203,6512,-7
651301,6513,12
651302,6513,6
651501,6515,3
651502,6515,6
651601,6516,4
651602,6516,3
651603,6516,3
651604,6516,2
651605,6516,3
652001,6520,-7
652002,6520,-7
652101,6521,-7
652102,6521,-7
652103,6521,-7
652201,6522,-7
652202,6522,-7
652203,6522,-7
652301,6523,-7
652302,6523,-7
652303,6523,-7
652304,6523,-7
652305,6523,-7
652306,6523,-7
652307,6523,-7
652401,6524,-7
652402,6524,-7
652501,6525,-7
652502,6525,-7
652503,6525,-7
652504,6525,-7
652601,6526,-7
652602,6526,-7
652603,6526,-7
653201,6532,-7
653202,6532,-7
653203,6532,-7
653401,6534,-7
653601,6536,-7
653602,6536,-7
653801,6538,-7
653802,6538,-7
653803,6538,-7
653901,6539,-7
654001,6540,-7
654101,6541,-7
654301,6543,-7
654801,6548,-7
654901,6549,-7
655201,6552,-7
655401,6554,-7
655501,6555,6
655601,6556,-7
655602,6556,-7
655603,6556,-7
656301,6563,-7
656302,6563,-7
656701,6567,-7
656801,6568,-7
656802,6568,-7
657201,6572,-7
657202,6572,-7
657501,6575,10
657801,6578,-7
657802,6578,-7
657901,6579,-7
657902,6579,-7
657903,6579,-7
657904,6579,-7
658601,6586,-7
658602,6586,-7
658701,6587,-7
658702,6587,3
658703,6587,7
658704,6587,2
659001,6590,-7
659002,6590,-7
659101,6591,-7
659102,6591,-7
659103,6591,-7
659104,6591,-7
659201,6592,-7
659202,6592,-7
659203,6592,-7
660201,6602,3
660202,6602,6
660203,6602,7
660401,6604,4
660402,6604,6
660403,6604,3
660404,6604,2
660501,6605,9
660502,6605,7
660601,6606,4
660602,6606,-7
660603,6606,7
660604,6606,6
660901,6609,-7
660902,6609,-7
661001,6610,-7
661002,6610,-7
661003,6610,-7
661004,6610,-7
661101,6611,-7
661201,6612,-7
661202,6612,-7
661301,6613,-7
661302,6613,-7
661401,6614,-7
661402,6614,-7
661403,6614,-7
661501,6615,-7
661502,6615,-7
661801,6618,-7
661802,6618,-7
661803,6618,-7
661804,6618,-7
661805,6618,-7
661806,6618,-7
661807,6618,-7
662201,6622,-7
662202,6622,-7
662203,6622,-7
662701,6627,-7
662801,6628,-7
662802,6628,-7
662901,6629,-7
662902,6629,-7
662903,6629,-7
662904,6629,-7
663001,6630,-7
663002,6630,-7
663701,6637,-7
663702,6637,-7
663801,6638,-7
663802,6638,-7
663901,6639,-7
663902,6639,-7
663903,6639,-7
664101,6641,-7
664102,6641,-7
664201,6642,-7
664202,6642,-7
664203,6642,6
664301,6643,6
664302,6643,6
664303,6643,7
664401,6644,2
664402,6644,-7
664501,6645,6
664502,6645,6
664601,6646,3
664602,6646,3
664701,6647,7
664702,6647,7
665101,6651,3
665102,6651,3
665201,6652,6
665401,6654,3
665402,6654,5
665403,6654,3
665801,6658,2
665802,6658,1
665803,6658,7
665901,6659,3
665902,6659,2
666201,6662,3
666202,6662,6
666203,6662,3
666401,6664,-7
666501,6665,8
666502,6665,-7
666601,6666,6
666701,6667,10
666702,6667,2
666801,6668,9
666802,6668,6
666901,6669,-7
666902,6669,3
666903,6669,-7
667101,6671,2
667102,6671,6
667103,6671,5
667104,6671,6
667105,6671,5
667106,6671,-7
667201,6672,-7
667202,6672,-7
667203,6672,-7
667401,6674,10
667402,6674,8
667403,6674,8
667501,6675,12
667502,6675,6
667503,6675,8
667601,6676,3
667602,6676,2
667603,6676,3
668401,6684,6
668402,6684,6
668403,6684,8
668501,6685,-7
669201,6692,-7
669202,6692,-7
669301,6693,10
669302,6693,8
669401,6694,6
669501,6695,-7
669502,6695,-7
669901,6699,-7
669902,6699,-7
670301,6703,10
670302,6703,8
670303,6703,6
670401,6704,3
670402,6704,-7
670403,6704,2
670701,6707,7
670702,6707,8
670703,6707,8
670801,6708,3
670901,6709,6
670902,6709,6
670903,6709,3
671101,6711,3
671102,6711,3
671201,6712,7
671202,6712,8
671401,6714,-7
671801,6718,2
672001,6720,2
672201,6722,2
672501,6725,6
672502,6725,6
673001,6730,6
673101,6731,-7
673401,6734,-7
673402,6734,7
673801,6738,8
673802,6738,3
674001,6740,2
674101,6741,6
674201,6742,5
674202,6742,2
674203,6742,2
674401,6744,8
674402,6744,2
674501,6745,7
674502,6745,7
674701,6747,-7
674702,6747,-7
674901,6749,8
674902,6749,6
674903,6749,6
674904,6749,6
675201,6752,1
675202,6752,7
675203,6752,6
675204,6752,3
675205,6752,3
675301,6753,8
675302,6753,8
675501,6755,6
675502,6755,4
675601,6756,4
675602,6756,7
675701,6757,8
675801,6758,8
675802,6758,8
676101,6761,2
676301,6763,2
676501,6765,3
676502,6765,3
676701,6767,-7
676702,6767,-7
677201,6772,2
677202,6772,6
677301,6773,1
677302,6773,2
677303,6773,3
677401,6774,-7
677402,6774,7
677403,6774,7
677404,6774,7
677405,6774,8
677701,6777,-7
677702,6777,-7
677703,6777,-7
678001,6780,3
678002,6780,2
678301,6783,7
678302,6783,6
678701,6787,2
678702,6787,3
678703,6787,6
678704,6787,8
678801,6788,-7
678802,6788,-7
678803,6788,3
678804,6788,6
679701,6797,-7
680701,6807,1
680702,6807,10
680703,6807,6
681001,6810,-7
681401,6814,-7
681601,6816,8
681602,6816,10
681701,6817,8
681702,6817,8
682501,6825,7
682502,6825,6
682601,6826,8
682602,6826,6
682801,6828,2
682802,6828,3
682803,6828,2
682901,6829,8
682902,6829,10
682903,6829,8
683201,6832,10
683202,6832,8
683501,6835,8
683901,6839,8
683902,6839,8
683903,6839,6
684201,6842,10
684202,6842,8
684203,6842,8
684501,6845,6
684502,6845,3
684503,6845,5
684701,6847,8
684702,6847,2
684703,6847,2
684704,6847,2
684705,6847,2
685201,6852,6
685202,6852,-7
685401,6854,10
685402,6854,10
685601,6856,-7
685602,6856,-7
685603,6856,-7
685801,6858,2
685802,6858,7
685803,6858,2
685804,6858,6
685805,6858,2
685806,6858,2
686201,6862,5
686202,6862,3
686203,6862,3
686204,6862,3
686601,6866,6
687001,6870,7
687002,6870,-7
687501,6875,-7
687601,6876,3
687602,6876,3
687701,6877,-7
687702,6877,-7
688001,6880,7
688002,6880,6
688101,6881,8
688102,6881,6
688103,6881,6
688501,6885,6
688502,6885,6
688701,6887,7
689001,6890,6
689002,6890,6
689101,6891,8
689102,6891,7
690101,6901,3
690501,6905,6
691301,6913,7
691302,6913,8
691303,6913,3
691501,6915,2
691601,6916,-7
691602,6916,-7
691603,6916,-7
691604,6916,-7
691701,6917,-7
691702,6917,-7
691901,6919,-7
691902,6919,-7
692001,6920,-7
692002,6920,-7
692003,6920,-7
692004,6920,-7
693001,6930,2
693002,6930,4
693003,6930,3
693101,6931,-7
693301,6933,-7
693701,6937,-7
693702,6937,-7
693901,6939,10
693902,6939,7
694001,6940,8
694002,6940,8
694301,6943,-7
694302,6943,-7
694501,6945,-7
694502,6945,-7
694801,6948,8
694802,6948,10
695001,6950,8
695002,6950,8
695003,6950,6
695101,6951,-7
695102,6951,-7
695201,6952,2
695202,6952,6
695301,6953,6
695302,6953,6
695303,6953,2
695304,6953,3
695601,6956,-7
695602,6956,-7
695603,6956,-7
695701,6957,7
695702,6957,3
696201,6962,-7
696202,6962,-7
696203,6962,-7
696301,6963,-7
696302,6963,-7
696303,6963,-7
696501,6965,-7
696502,6965,-7
696503,6965,-7
696601,6966,2
696602,6966,2
696603,6966,2
696701,6967,2
696702,6967,2
696703,6967,8
696704,6967,7
696705,6967,2
696706,6967,3
696801,6968,5
697001,6970,3
697002,6970,-7
697101,6971,7
697102,6971,8
697103,6971,6
698301,6983,-7
698302,6983,-7
698901,6989,8
698902,6989,2
699201,6992,3
699202,6992,6
699203,6992,2
699401,6994,2
699501,6995,4
699502,6995,2
699503,6995,2
699504,6995,-7
700001,7000,-7
700002,7000,3
700003,7000,6
700004,7000,-7
700201,7002,-7
700202,7002,8
700203,7002,6
700601,7006,-7
700602,7006,-7
700603,7006,-7
701201,7012,-7
701501,7015,-7
701502,7015,-7
701503,7015,-7
701504,7015,-7
701601,7016,-7
701901,7019,-7
701902,7019,-7
702001,7020,-7
702101,7021,-7
702201,7022,-7
702202,7022,-7
702203,7022,-7
702801,7028,-7
702802,7028,-7
703001,7030,-7
703101,7031,-7
703102,7031,-7
703201,7032,-7
703401,7034,-7
703402,7034,-7
703403,7034,-7
703801,7038,-7
703802,7038,-7
703901,7039,-7
703902,7039,-7
703903,7039,-7
704201,7042,-7
704501,7045,-7
704502,7045,-7
704503,7045,-7
704601,7046,8
704602,7046,7
704603,7046,8
704801,7048,2
704901,7049,6
704902,7049,6
704903,7049,6
704904,7049,2
705101,7051,-7
705201,7052,-7
705301,7053,-7
705302,7053,-7
705303,7053,-7
705304,7053,-7
705305,7053,-7
705401,7054,7
705501,7055,-7
705801,7058,-7
706401,7064,7
706402,7064,2
706501,7065,6
706502,7065,3
706503,7065,2
706601,7066,3
706602,7066,7
706603,7066,6
706604,7066,3
706605,7066,5
707301,7073,6
707302,7073,3
707303,7073,5
707401,7074,8
707402,7074,2
707501,7075,12
707502,7075,8
707701,7077,6
707702,7077,6
707703,7077,6
708101,7081,3
708102,7081,3
708401,7084,10
708402,7084,10
708403,7084,10
708501,7085,6
708502,7085,8
708503,7085,3
708601,7086,8
708602,7086,8
708603,7086,8
708801,7088,-7
708802,7088,-7
708803,7088,-7
708804,7088,-7
708901,7089,2
708902,7089,8
708903,7089,2
708904,7089,8
708905,7089,3
709201,7092,10
709401,7094,2
709402,7094,6
709403,7094,4
709701,7097,8
709801,7098,-7
709802,7098,-7
710201,7102,6
710202,7102,14
710501,7105,8
710502,7105,6
710601,7106,8
711101,7111,-7
711102,7111,-7
711501,7115,6
711502,7115,6
711601,7116,8
711602,7116,3
711603,7116,6
711801,7118,3
712001,7120,8
712301,7123,3
712302,7123,3
712303,7123,3
712401,7124,3
712402,7124,3
712601,7126,6
712602,7126,2
712603,7126,7
712701,7127,2
712702,7127,2
712703,7127,7
712704,7127,3
712801,7128,3
712802,7128,8
713001,7130,7
713002,7130,10
713701,7137,3
713702,7137,2
713801,7138,3
713802,7138,2
713803,7138,6
713901,7139,3
713902,7139,6
713903,7139,2
714401,7144,6
714402,7144,3
714601,7146,6
714602,7146,8
