,Unnamed: 0,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya,R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
3762,3762,397203,3972,1992,32,8,0,3,3972,31,22,5,7,8,1,18,1,0,0,80.035,3,1,23,23,0,0,1,1,1,1,2,2,1,,148.6878306,9919.830517,12704.57898,6087.222365,18244.49489,21883.46841,24948.044,,33420.7139,,,23310.36346,,,32912.23778,,35319.9647,,35344.43043,,36161.41774,,35323.50931,,40196.27736,,42066.74225,,40656.01738,,33928.91781,,36505.28405,,39559.97459,,38252.29454,,40940.19307,,,,,,0,0,0,0,0
3763,3763,397501,3975,1978,17,4,55,3,3975,25,22,2,1,5,,,1,0,0,4.594,0,1,18,18,0,0,1,1,3,1,5,5,1,,,3342.700562,4506.830864,2381.43331,,15817.49741,33277.54618,12594.25317,14190.16269,29841.09329,13433.56216,14751.12959,21107.81931,33377.97053,20013.66028,11499.77931,7547.349294,,,,,,7854.317874,,14777.85768,,33189.87452,,33496.8978,,44170.07936,,52852.82259,,35867.71311,,37441.31697,,45079.97104,,,,,,0,0,0,0,0
3764,3764,397502,3975,1979,18,4,55,2,3975,25,22,2,1,5,,,1,0,0,4.594,0,1,18,18,0,0,1,1,3,1,5,5,1,,,3342.700562,4506.830864,2381.43331,,15817.49741,33277.54618,12594.25317,14190.16269,29841.09329,13433.56216,14751.12959,21107.81931,33377.97053,20013.66028,11499.77931,7547.349294,,,,,,7854.317874,,14777.85768,,33189.87452,,33496.8978,,44170.07936,,52852.82259,,35867.71311,,37441.31697,,45079.97104,,,,,,0,0,0,0,0
3765,3765,397503,3975,1981,19,4,55,4,3975,25,22,2,1,5,,,1,0,0,4.594,0,1,18,18,0,0,1,1,3,1,5,5,1,,,3342.700562,4506.830864,2381.43331,,15817.49741,33277.54618,12594.25317,14190.16269,29841.09329,13433.56216,14751.12959,21107.81931,33377.97053,20013.66028,11499.77931,7547.349294,,,,,,7854.317874,,14777.85768,,33189.87452,,33496.8978,,44170.07936,,52852.82259,,35867.71311,,37441.31697,,45079.97104,,,,,,0,0,0,0,0
3766,3766,397504,3975,1984,23,4,55,4,3975,25,22,2,1,5,,,1,0,0,4.594,0,1,18,18,0,0,1,1,3,1,5,5,1,,,3342.700562,4506.830864,2381.43331,,15817.49741,33277.54618,12594.25317,14190.16269,29841.09329,13433.56216,14751.12959,21107.81931,33377.97053,20013.66028,11499.77931,7547.349294,,,,,,7854.317874,,14777.85768,,33189.87452,,33496.8978,,44170.07936,,52852.82259,,35867.71311,,37441.31697,,45079.97104,,,,,,0,0,0,0,0
3767,3767,397701,3977,1980,18,5,55,3,3977,26,23,2,1,5,1,18,0,1,0,16.627,3,0,,,1,0,1,1,1,1,5,4,0.666666667,8022.481349,9013.661729,18522.25907,4796.381633,11298.21243,19703.81024,,28380.32538,23872.87463,30705.28493,,19348.83436,,,,,,,,,,,,,,,,,,4206.674225,,17278.80739,,17449.15773,,28080.98773,,36799.97636,,26687.64736,,34116.82756,,,,0,0,0,0,0
3768,3768,397702,3977,2008,45,5,1,,3977,26,23,2,1,5,1,18,0,1,0,16.627,3,0,,,1,0,1,1,1,1,5,4,0.666666667,8022.481349,9013.661729,18522.25907,4796.381633,11298.21243,19703.81024,,28380.32538,23872.87463,30705.28493,,19348.83436,,,,,,,,,,,,,,,,,,4206.674225,,17278.80739,,17449.15773,,28080.98773,,36799.97636,,26687.64736,,34116.82756,,,,0,0,0,0,0
3769,3769,397801,3978,1989,25,7,5,3,3978,28,24,1,1,7,1,18,1,0,0,17.848,0,1,24,24,0,0,1,1,2,1,5,4,0.666666667,10515.93868,13230.18505,8393.667857,4519.284974,1094.656124,11544.73207,32434.65758,39788.12439,,9219.455993,2814.375907,30240.4413,6404.371291,24864.38769,30189.39717,,44359.97266,,58413.78777,,78543.17874,,87435.65794,,109052.4448,,110539.7628,,115683.5412,,,,158011.8172,,346626.0963,,177559.8859,,184144.7668,,175701.6619,,,,,0,0,0,0,0
3770,3770,398201,3982,1979,20,5,5,1,3982,27,27,4,5,5,1,18,0,1,0,15.147,2,1,19,19,1,0,1,1,1,1,4,2,1,9495.01773,18959.44408,14693.29536,16576.13719,21883.46841,34543.44555,38721.71517,45733.6085,43391.36169,48032.78468,46620.72693,49057.77041,,47221.90638,,53972.98144,,63489.06948,,68963.33584,,70054.34229,,72576.61191,,79926.81028,,81312.03475,,84822.29452,,85178.99611,,96599.93794,,97854.70697,,95527.11716,,,,,,,,0,0,0,0,0
3771,3771,398202,3982,1981,22,5,5,4,3982,27,27,4,5,5,1,18,0,1,0,15.147,2,1,19,19,1,0,1,1,1,1,4,2,1,9495.01773,18959.44408,14693.29536,16576.13719,21883.46841,34543.44555,38721.71517,45733.6085,43391.36169,48032.78468,46620.72693,49057.77041,,47221.90638,,53972.98144,,63489.06948,,68963.33584,,70054.34229,,72576.61191,,79926.81028,,81312.03475,,84822.29452,,85178.99611,,96599.93794,,97854.70697,,95527.11716,,,,,,,,0,0,0,0,0
3772,3772,398203,3982,1985,26,5,5,3,3982,27,27,4,5,5,1,18,0,1,0,15.147,2,1,19,19,1,0,1,1,1,1,4,2,1,9495.01773,18959.44408,14693.29536,16576.13719,21883.46841,34543.44555,38721.71517,45733.6085,43391.36169,48032.78468,46620.72693,49057.77041,,47221.90638,,53972.98144,,63489.06948,,68963.33584,,70054.34229,,72576.61191,,79926.81028,,81312.03475,,84822.29452,,85178.99611,,96599.93794,,97854.70697,,95527.11716,,,,,,,,0,0,0,0,0
3773,3773,398204,3982,1986,27,5,5,3,3982,27,27,4,5,5,1,18,0,1,0,15.147,2,1,19,19,1,0,1,1,1,1,4,2,1,9495.01773,18959.44408,14693.29536,16576.13719,21883.46841,34543.44555,38721.71517,45733.6085,43391.36169,48032.78468,46620.72693,49057.77041,,47221.90638,,53972.98144,,63489.06948,,68963.33584,,70054.34229,,72576.61191,,79926.81028,,81312.03475,,84822.29452,,85178.99611,,96599.93794,,97854.70697,,95527.11716,,,,,,,,0,0,0,0,0
3774,3774,398301,3983,1985,23,5,5,,3983,,,,4,5,,,1,0,0,,1,1,23,23,0,0,1,1,,,5,0,0.333333333,,,,4011.240674,,,,,5254.349397,10495.21097,,23872.87463,24948.044,18438.91199,,,,,,,,,,,50267.6344,,39407.62048,,21336.3479,,,,,,,,,,,,,,,,,0,0,0,0,0
3775,3775,398302,3983,1989,28,5,5,,3983,,,,4,5,,,1,0,0,,1,1,23,23,0,0,1,1,,,5,0,0.333333333,,,,4011.240674,,,,,5254.349397,10495.21097,,23872.87463,24948.044,18438.91199,,,,,,,,,,,50267.6344,,39407.62048,,21336.3479,,,,,,,,,,,,,,,,,0,0,0,0,0
3776,3776,398601,3986,1978,21,5,55,2,3986,24,22,6,4,5,2,16,1,0,0,16.813,2,1,19,19,0,0,0,1,3,3,3,2,0.333333333,11030.91185,21031.87737,27518.78491,26380.09898,28245.53108,32839.68373,31485.63292,32434.65758,,24948.044,14751.12959,35179.69884,36715.76759,48032.78468,55944.87231,,,,,,,,,,,,,,,,,,,,,,,16559.98936,,19126.14727,,,,,,0,0,0,0,0
3777,3777,398602,3986,1993,36,5,0,3,3986,24,22,6,4,5,2,16,1,0,0,16.813,2,1,19,19,0,0,0,1,3,3,3,2,0.333333333,11030.91185,21031.87737,27518.78491,26380.09898,28245.53108,32839.68373,31485.63292,32434.65758,,24948.044,14751.12959,35179.69884,36715.76759,48032.78468,55944.87231,,,,,,,,,,,,,,,,,,,,,,,16559.98936,,19126.14727,,,,,,0,0,0,0,0
3778,3778,398801,3988,1979,20,5,5,5,3988,22,19,,4,5,2,4,1,0,0,27.336,2,1,19,19,1,0,0,,1,,6,2,0.333333333,11990.95408,18077.13989,30650.37148,31485.63292,20271.66099,49735.15548,67167.81078,115862.7474,70359.39769,58411.44843,32021.85645,34188.53308,52831.44505,,93012.8459,,70639.92939,,130905.2979,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
3779,3779,398802,3988,1982,22,5,5,3,3988,22,19,,4,5,2,4,1,0,0,27.336,2,1,19,19,1,0,0,,1,,6,2,0.333333333,11990.95408,18077.13989,30650.37148,31485.63292,20271.66099,49735.15548,67167.81078,115862.7474,70359.39769,58411.44843,32021.85645,34188.53308,52831.44505,,93012.8459,,70639.92939,,130905.2979,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
3780,3780,399101,3991,1982,20,4,5,4,3991,24,23,4,5,3,0,16,1,0,0,8.842,1,1,21,21,1,0,1,0,1,3,4,1,0.666666667,11020.70374,26460.37011,28735.12236,22144.49637,24082.43474,21538.27196,34461.82368,49735.15548,49896.08801,49785.06236,43974.62355,36715.76759,36825.13492,41958.65423,40755.68619,,28619.3372,,29886.12397,,19635.79469,,35713.15606,,41487.34315,,39079.7141,,30288.05442,,15246.00652,,14540.96477,,28549.00419,,30359.9805,,26687.64736,,29852.22411,,,,,0,0,0,0,0
3781,3781,399102,3991,1988,27,4,5,3,3991,24,23,4,5,3,0,16,1,0,0,8.842,1,1,21,21,1,0,1,0,1,3,4,1,0.666666667,11020.70374,26460.37011,28735.12236,22144.49637,24082.43474,21538.27196,34461.82368,49735.15548,49896.08801,49785.06236,43974.62355,36715.76759,36825.13492,41958.65423,40755.68619,,28619.3372,,29886.12397,,19635.79469,,35713.15606,,41487.34315,,39079.7141,,30288.05442,,15246.00652,,14540.96477,,28549.00419,,30359.9805,,26687.64736,,29852.22411,,,,,0,0,0,0,0
3782,3782,399201,3992,1973,16,6,55,,3992,28,27,2,2,6,0,15,1,0,0,36.821,1,1,16,16,0,0,1,1,3,1,3,1,1,,3342.700562,18027.32346,13230.18505,11990.95408,13557.85492,13135.87349,16792.33756,34461.82368,33819.90573,41989.47714,37148.87598,36513.00943,37605.2905,27738.93315,36740.24087,40476.43426,,39516.14984,,35319.9647,,36485.92463,,40498.71897,,34778.24708,,,,4469.591364,,,,,,,,,,,,,,,0,0,0,0,0
3783,3783,399301,3993,1977,19,6,5,3,3993,35,34,5,5,6,1,18,1,0,0,42.89,2,1,18,18,0,0,0,1,2,1,5,2,1,5014.050843,12018.21564,23814.3331,22727.65437,25256.02407,24082.43474,27052.45581,25136.85962,23872.87463,26867.12431,33190.04157,34652.00336,31709.07201,31621.58325,34188.53308,31698.86703,,31481.27092,,33350.19743,,40580.64235,,39407.62048,,,,,,44170.07936,,44721.61912,,42265.73761,,45491.20012,,,,,,,,,,0,0,0,0,0
3784,3784,399302,3993,1978,20,6,5,3,3993,35,34,5,5,6,1,18,1,0,0,42.89,2,1,18,18,0,0,0,1,2,1,5,2,1,5014.050843,12018.21564,23814.3331,22727.65437,25256.02407,24082.43474,27052.45581,25136.85962,23872.87463,26867.12431,33190.04157,34652.00336,31709.07201,31621.58325,34188.53308,31698.86703,,31481.27092,,33350.19743,,40580.64235,,39407.62048,,,,,,44170.07936,,44721.61912,,42265.73761,,45491.20012,,,,,,,,,,0,0,0,0,0
3785,3785,399303,3993,1983,24,6,5,1,3993,35,34,5,5,6,1,18,1,0,0,42.89,2,1,18,18,0,0,0,1,2,1,5,2,1,5014.050843,12018.21564,23814.3331,22727.65437,25256.02407,24082.43474,27052.45581,25136.85962,23872.87463,26867.12431,33190.04157,34652.00336,31709.07201,31621.58325,34188.53308,31698.86703,,31481.27092,,33350.19743,,40580.64235,,39407.62048,,,,,,44170.07936,,44721.61912,,42265.73761,,45491.20012,,,,,,,,,,0,0,0,0,0
3786,3786,399501,3995,1979,17,6,5,3,3995,24,21,5,5,6,2,7,1,0,0,22.435,1,1,18,18,2,0,1,,1,,4,4,0.666666667,1299.29443,10946.56124,19590.3608,20271.66099,33819.90573,42219.76678,52919.6774,49779.27386,47730.49786,48032.78468,34188.53308,51321.9752,,71548.343,,,,113887.6092,,68963.33584,,60452.98573,,58061.28953,,48376.75359,,38623.21651,,38775.90607,,38938.96965,,42319.97281,,36473.11805,,35822.66894,,,,,,,,1,0,1,0,0
3787,3787,399502,3995,1983,21,6,5,5,3995,24,21,5,5,6,2,7,1,0,0,22.435,1,1,18,18,2,0,1,,1,,4,4,0.666666667,1299.29443,10946.56124,19590.3608,20271.66099,33819.90573,42219.76678,52919.6774,49779.27386,47730.49786,48032.78468,34188.53308,51321.9752,,71548.343,,,,113887.6092,,68963.33584,,60452.98573,,58061.28953,,48376.75359,,38623.21651,,38775.90607,,38938.96965,,42319.97281,,36473.11805,,35822.66894,,,,,,,,1,0,1,0,0
3788,3788,399503,3995,1985,23,6,5,5,3995,24,21,5,5,6,2,7,1,0,0,22.435,1,1,18,18,2,0,1,,1,,4,4,0.666666667,1299.29443,10946.56124,19590.3608,20271.66099,33819.90573,42219.76678,52919.6774,49779.27386,47730.49786,48032.78468,34188.53308,51321.9752,,71548.343,,,,113887.6092,,68963.33584,,60452.98573,,58061.28953,,48376.75359,,38623.21651,,38775.90607,,38938.96965,,42319.97281,,36473.11805,,35822.66894,,,,,,,,1,0,1,0,0
3789,3789,399601,3996,1984,21,6,5,2,3996,24,19,5,4,6,2,5,1,0,0,5.375,1,1,18,18,0,0,1,,1,2,4,4,0.666666667,11126.47961,10640.05753,16792.33756,40543.32197,15915.24975,23028.9637,22126.69438,27440.1651,25033.4779,17094.86807,8744.494347,905.6819152,,7870.31773,,24452.28325,,24937.45925,,39407.62048,,3733.860883,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
3790,3790,399602,3996,1989,26,6,5,4,3996,24,19,5,4,6,2,5,1,0,0,5.375,1,1,18,18,0,0,1,,1,2,4,4,0.666666667,11126.47961,10640.05753,16792.33756,40543.32197,15915.24975,23028.9637,22126.69438,27440.1651,25033.4779,17094.86807,8744.494347,905.6819152,,7870.31773,,24452.28325,,24937.45925,,39407.62048,,3733.860883,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
3791,3791,399801,3998,1982,23,4,5,1,3998,31,30,,4,4,1,18,1,0,0,5.933,1,1,18,18,0,0,1,1,3,1,3,1,0.333333333,,,13036.53219,19529.60041,34398.48114,34773.76684,20336.78238,31745.02761,30855.92026,16217.32879,19894.06219,28786.20462,25814.47678,35179.69884,46729.15875,56038.24879,54390.84808,57359.85463,,42929.0058,,46187.64614,,52362.11916,,355078.6699,,,,46895.65692,,37042.92156,,42688.81825,,12798.95719,,11232.39509,,11039.99291,,14233.41192,,22175.93791,,0,0,0,0,0
3792,3792,400101,4001,1990,28,6,0,4,4001,26,24,6,5,6,1,18,1,0,0,72.427,2,1,20,20,0,0,0,1,3,1,2,2,1,5014.050843,5528.379194,,,,7662.592871,14693.29536,4398.950434,37798.71817,42219.76678,51628.95356,42215.63861,59412.78755,67245.89855,66046.02981,60378.79435,,,,118186.0357,,32726.32448,,83741.19352,,71121.15968,,75926.30169,,56087.58745,,60984.02607,,63010.84736,,71606.51871,,72311.95355,,75615.00084,,62774.96271,,,,0,0,0,0,0
3793,3793,400102,4001,1992,30,6,0,4,4001,26,24,6,5,6,1,18,1,0,0,72.427,2,1,20,20,0,0,0,1,3,1,2,2,1,5014.050843,5528.379194,,,,7662.592871,14693.29536,4398.950434,37798.71817,42219.76678,51628.95356,42215.63861,59412.78755,67245.89855,66046.02981,60378.79435,,,,118186.0357,,32726.32448,,83741.19352,,71121.15968,,75926.30169,,56087.58745,,60984.02607,,63010.84736,,71606.51871,,72311.95355,,75615.00084,,62774.96271,,,,0,0,0,0,0
3794,3794,400201,4002,1990,26,9,5,5,4002,27,25,6,8,9,1,18,1,0,0,46.128,2,1,21,21,0,0,0,1,3,1,2,2,1,,,,31485.63292,18244.49489,29841.09329,34543.44555,40565.60637,86190.26216,74766.65399,92863.38372,93241.45386,153442.1395,,103029.6139,,97809.13301,,283017.2541,,290631.2011,,,,,,,,,,333307.9946,,,,,,,,,,,,,,,0,0,0,0,0
3795,3795,400202,4002,1991,28,9,5,4,4002,27,25,6,8,9,1,18,1,0,0,46.128,2,1,21,21,0,0,0,1,3,1,2,2,1,,,,31485.63292,18244.49489,29841.09329,34543.44555,40565.60637,86190.26216,74766.65399,92863.38372,93241.45386,153442.1395,,103029.6139,,97809.13301,,283017.2541,,290631.2011,,,,,,,,,,333307.9946,,,,,,,,,,,,,,,0,0,0,0,0
3796,3796,400301,4003,1977,17,3,0,4,4003,37,28,4,5,3,0,16,1,0,0,,2,1,16,16,0,0,1,0,3,3,5,0,0.333333333,,32839.68373,18891.37975,12162.99659,25862.28085,23028.9637,55316.73596,,75100.4337,,,,,,,,,117814.7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
3797,3797,400302,4003,1980,20,3,0,,4003,37,28,4,5,3,0,16,1,0,0,,2,1,16,16,0,0,1,0,3,3,5,0,0.333333333,,32839.68373,18891.37975,12162.99659,25862.28085,23028.9637,55316.73596,,75100.4337,,,,,,,,,117814.7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
3798,3798,400501,4005,1980,20,6,5,2,4005,,,,3,5,0,,1,0,0,26.462,5,1,22,22,0,0,,,,,2,0,1,,9359.561573,18027.32346,31752.44413,39570.14847,31634.99482,42034.79518,35683.71731,34461.82368,41777.53061,42219.76678,29502.25918,35179.69884,42556.91243,51234.97033,43512.67847,48303.03548,,,,43470.72578,,23562.95362,,28324.22722,,,,20098.13868,,14513.02608,,13213.20565,,,,,,,,,,,,,0,0,0,0,0
3799,3799,400502,4005,1981,22,6,55,4,4005,,,,3,5,0,,1,0,0,26.462,5,1,22,22,0,0,,,,,2,0,1,,9359.561573,18027.32346,31752.44413,39570.14847,31634.99482,42034.79518,35683.71731,34461.82368,41777.53061,42219.76678,29502.25918,35179.69884,42556.91243,51234.97033,43512.67847,48303.03548,,,,43470.72578,,23562.95362,,28324.22722,,,,20098.13868,,14513.02608,,13213.20565,,,,,,,,,,,,,0,0,0,0,0
3800,3800,400503,4005,1983,23,6,55,4,4005,,,,3,5,0,,1,0,0,26.462,5,1,22,22,0,0,,,,,2,0,1,,9359.561573,18027.32346,31752.44413,39570.14847,31634.99482,42034.79518,35683.71731,34461.82368,41777.53061,42219.76678,29502.25918,35179.69884,42556.91243,51234.97033,43512.67847,48303.03548,,,,43470.72578,,23562.95362,,28324.22722,,,,20098.13868,,14513.02608,,13213.20565,,,,,,,,,,,,,0,0,0,0,0
3801,3801,400701,4007,1980,20,7,55,5,4007,28,25,,6,7,2,3,1,0,0,44.062,2,1,20,20,3,0,1,,1,1,1,,0.666666667,,22369.35216,24036.43128,10584.14804,38371.05306,33894.6373,,31485.63292,52706.31857,65650.40524,,,49251.57838,33377.97053,,18648.29077,18113.6383,,12878.70174,,,,24872.0066,,17240.83396,,,,27914.0815,,,,14229.60608,,17449.15773,,16848.59264,,16559.98936,,16012.58841,,11940.88965,,,0,0,0,0,0
3802,3802,400702,4007,1985,25,7,55,5,4007,28,25,,6,7,2,3,1,0,0,44.062,2,1,20,20,3,0,1,,1,1,1,,0.666666667,,22369.35216,24036.43128,10584.14804,38371.05306,33894.6373,,31485.63292,52706.31857,65650.40524,,,49251.57838,33377.97053,,18648.29077,18113.6383,,12878.70174,,,,24872.0066,,17240.83396,,,,27914.0815,,,,14229.60608,,17449.15773,,16848.59264,,16559.98936,,16012.58841,,11940.88965,,,0,0,0,0,0
3803,3803,401201,4012,1982,19,6,0,2,4012,23,23,1,,6,2,14,1,0,0,29.529,2,1,17,17,0,0,1,1,,1,3,1,0.333333333,,6685.401124,9013.661729,2381.43331,23981.90816,25985.8886,26271.74699,23089.46414,20271.66099,19894.06219,32624.36524,32118.74079,43974.62355,40053.56464,54437.15597,52836.82385,51321.9752,,49368.35667,,,,60216.43704,,35713.15606,,53340.86976,,55828.16301,,84133.4845,,87410.43736,,79490.60744,,,,91999.9409,,91271.75396,,59704.44823,,,0,0,0,0,0
3804,3804,401202,4012,1984,21,6,0,2,4012,23,23,1,,6,2,14,1,0,0,29.529,2,1,17,17,0,0,1,1,,1,3,1,0.333333333,,6685.401124,9013.661729,2381.43331,23981.90816,25985.8886,26271.74699,23089.46414,20271.66099,19894.06219,32624.36524,32118.74079,43974.62355,40053.56464,54437.15597,52836.82385,51321.9752,,49368.35667,,,,60216.43704,,35713.15606,,53340.86976,,55828.16301,,84133.4845,,87410.43736,,79490.60744,,,,91999.9409,,91271.75396,,59704.44823,,,0,0,0,0,0
3805,3805,401501,4015,1982,19,6,5,5,4015,50,35,1,4,6,1,18,0,1,0,38.207,2,1,21,21,0,0,1,0,1,3,4,1,0.333333333,9013.661729,7938.111032,4796.381633,6778.92746,6567.936747,29386.59073,34461.82368,47745.74926,51815.16832,59004.51835,49251.57838,41722.46317,45631.14545,51282.79962,36227.27661,,55807.70754,,,,58907.38406,,55416.9663,,55711.57508,,55828.16301,,36808.39947,,60984.02607,,58163.8591,,52417.84376,,78199.94976,,62271.17716,,,,,,,0,0,0,0,0
3806,3806,401502,4015,1985,22,6,0,4,4015,50,35,1,4,6,1,18,0,1,0,38.207,2,1,21,21,0,0,1,0,1,3,4,1,0.333333333,9013.661729,7938.111032,4796.381633,6778.92746,6567.936747,29386.59073,34461.82368,47745.74926,51815.16832,59004.51835,49251.57838,41722.46317,45631.14545,51282.79962,36227.27661,,55807.70754,,,,58907.38406,,55416.9663,,55711.57508,,55828.16301,,36808.39947,,60984.02607,,58163.8591,,52417.84376,,78199.94976,,62271.17716,,,,,,,0,0,0,0,0
3807,3807,401503,4015,1987,24,6,0,4,4015,50,35,1,4,6,1,18,0,1,0,38.207,2,1,21,21,0,0,1,0,1,3,4,1,0.333333333,9013.661729,7938.111032,4796.381633,6778.92746,6567.936747,29386.59073,34461.82368,47745.74926,51815.16832,59004.51835,49251.57838,41722.46317,45631.14545,51282.79962,36227.27661,,55807.70754,,,,58907.38406,,55416.9663,,55711.57508,,55828.16301,,36808.39947,,60984.02607,,58163.8591,,52417.84376,,78199.94976,,62271.17716,,,,,,,0,0,0,0,0
3808,3808,401601,4016,1975,17,6,100,5,4016,32,17,3,4,6,1,18,1,0,0,8.873,2,0,,,0,0,1,1,1,3,5,4,0.666666667,677.892746,4378.624498,6057.835774,2635.315928,596.8218658,13433.56216,35033.93277,38697.66873,41722.46317,41628.41339,40404.63,39246.21633,,,,,,,,3078.72035,,8771.609694,,39079.7141,,47325.08503,,46754.41998,,,,,,,,,,,,,,,,,,1,0,1,0,0
3809,3809,401602,4016,1978,19,6,5,2,4016,32,17,3,4,6,1,18,1,0,0,8.873,2,0,,,0,0,1,1,1,3,5,4,0.666666667,677.892746,4378.624498,6057.835774,2635.315928,596.8218658,13433.56216,35033.93277,38697.66873,41722.46317,41628.41339,40404.63,39246.21633,,,,,,,,3078.72035,,8771.609694,,39079.7141,,47325.08503,,46754.41998,,,,,,,,,,,,,,,,,,1,0,1,0,0
3810,3810,401901,4019,1989,27,8,0,9,4019,35,24,2,7,8,,,1,0,0,96.219,2,1,25,25,1,0,1,,1,,2,1,0.333333333,,,3342.700562,,,,20336.78238,2189.312249,8396.168779,10541.26371,39788.12439,109625.5435,,130662.6785,4005.356464,16010.92823,,24151.51774,,35774.1715,,61130.70813,,58907.38406,,49259.5256,,3556.057984,,6699.379561,,,,8131.203475,,8724.578865,,6552.23047,,6439.995863,,22239.70613,,,,0,0,0,0,0
3811,3811,401902,4019,1997,35,8,0,5,4019,35,24,2,7,8,,,1,0,0,96.219,2,1,25,25,1,0,1,,1,,2,1,0.333333333,,,3342.700562,,,,20336.78238,2189.312249,8396.168779,10541.26371,39788.12439,109625.5435,,130662.6785,4005.356464,16010.92823,,24151.51774,,35774.1715,,61130.70813,,58907.38406,,49259.5256,,3556.057984,,6699.379561,,,,8131.203475,,8724.578865,,6552.23047,,6439.995863,,22239.70613,,,,0,0,0,0,0
3812,3812,402101,4021,1982,18,9,5,3,4021,22,16,4,2,9,1,18,1,0,0,52.841,2,1,29,29,2,0,1,1,1,1,2,2,0.333333333,6954.753367,2530.799585,15325.18574,13713.04266,24325.99318,24827.78962,34543.44555,64536.19195,65082.44286,135983.5209,55237.70238,71837.87812,48303.03548,,36632.75161,,,,74681.47246,,41870.59676,,77047.92299,,58061.28953,,31550.05669,,18295.20782,,21326.74834,,11232.39509,,,,,,6823.365512,,,,,,,1,0,1,0,0
3813,3813,402301,4023,1995,30,7,5,4,4023,54,43,4,2,7,1,18,1,0,0,99.7,3,1,29,29,0,0,0,0,3,3,2,0,0.666666667,6783.446745,10946.56124,20990.42195,28380.32538,19894.06219,23028.9637,27658.36798,26384.77413,30040.17348,24016.39234,37296.58154,42228.92877,,40782.55551,,,,48434.96023,,38355.92961,,37531.82132,,22331.2652,,24463.91396,,21344.40912,,42168.79785,,,,48299.96897,,55154.4712,,48775.97544,,,,,,,,0,0,0,0,0
3814,3814,402302,4023,2001,36,7,5,3,4023,54,43,4,2,7,1,18,1,0,0,99.7,3,1,29,29,0,0,0,0,3,3,2,0,0.666666667,6783.446745,10946.56124,20990.42195,28380.32538,19894.06219,23028.9637,27658.36798,26384.77413,30040.17348,24016.39234,37296.58154,42228.92877,,40782.55551,,,,48434.96023,,38355.92961,,37531.82132,,22331.2652,,24463.91396,,21344.40912,,42168.79785,,,,48299.96897,,55154.4712,,48775.97544,,,,,,,,0,0,0,0,0
3815,3815,402401,4024,1972,15,5,5,4,4024,32,36,5,1,5,0,13,1,0,0,0.249,3,1,14,14,0,0,,1,3,1,11,0,0.333333333,7854.074924,20266.73346,15763.04819,4827.797048,16217.32879,21883.46841,21109.88339,20282.80318,14071.87954,5006.69558,8325.682678,,,,,,6792.300903,,,,,,,,10049.06934,,,,,,,,,,,,444.7941226,,,,,,,,,0,0,0,0,0
3816,3816,402402,4024,1977,19,5,5,5,4024,32,36,5,1,5,0,13,1,0,0,0.249,3,1,14,14,0,0,,1,3,1,11,0,0.333333333,7854.074924,20266.73346,15763.04819,4827.797048,16217.32879,21883.46841,21109.88339,20282.80318,14071.87954,5006.69558,8325.682678,,,,,,6792.300903,,,,,,,,10049.06934,,,,,,,,,,,,444.7941226,,,,,,,,,0,0,0,0,0
3817,3817,402403,4024,1979,21,5,5,3,4024,32,36,5,1,5,0,13,1,0,0,0.249,3,1,14,14,0,0,,1,3,1,11,0,0.333333333,7854.074924,20266.73346,15763.04819,4827.797048,16217.32879,21883.46841,21109.88339,20282.80318,14071.87954,5006.69558,8325.682678,,,,,,6792.300903,,,,,,,,10049.06934,,,,,,,,,,,,444.7941226,,,,,,,,,0,0,0,0,0
3818,3818,402601,4026,1993,30,6,5,,4026,40,37,5,5,6,1,18,1,0,0,,0,1,19,19,0,0,0,0,3,1,5,0,0,13520.49259,10054.94064,,,,,12162.99659,25862.28085,26867.12431,36877.82397,36938.68378,33377.97053,25617.48516,26418.41193,25660.9876,,28619.3372,,27169.20361,,30108.21852,,35713.15606,,28448.46387,,33496.8978,,36808.39947,,4065.601738,,,,7903.862013,,,,,,6823.365512,,,,,0,0,0,0,0
