,Unnamed: 0,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya,R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
1457,1457,154601,1546,1981,21,5,0,,1546,25,19,5,4,5,0,16,1,0,0,19.853,2,1,19,19,0,0,1,1,2,1,3,3,0.666666667,7194.572449,7230.855958,,5667.413926,6284.214906,24867.57774,39341.14632,35033.93277,40456.65367,33044.19083,38426.22774,26418.41193,33208.33689,,22895.46976,,61130.70813,,130905.2979,,123148.814,,,,,,,,,,,,,,,,8895.882452,,34116.82756,,,,,,,1,0,1,0,0
1458,1458,154602,1546,1983,23,5,55,2,1546,25,19,5,4,5,0,16,1,0,0,19.853,2,1,19,19,0,0,1,1,2,1,3,3,0.666666667,7194.572449,7230.855958,,5667.413926,6284.214906,24867.57774,39341.14632,35033.93277,40456.65367,33044.19083,38426.22774,26418.41193,33208.33689,,22895.46976,,61130.70813,,130905.2979,,123148.814,,,,,,,,,,,,,,,,8895.882452,,34116.82756,,,,,,,1,0,1,0,0
1459,1459,154603,1546,1986,25,5,55,2,1546,25,19,5,4,5,0,16,1,0,0,19.853,2,1,19,19,0,0,1,1,2,1,3,3,0.666666667,7194.572449,7230.855958,,5667.413926,6284.214906,24867.57774,39341.14632,35033.93277,40456.65367,33044.19083,38426.22774,26418.41193,33208.33689,,22895.46976,,61130.70813,,130905.2979,,123148.814,,,,,,,,,,,,,,,,8895.882452,,34116.82756,,,,,,,1,0,1,0,0
1460,1460,154801,1548,1978,16,4,5,2,1548,29,20,4,4,4,0,1,0,1,0,40.716,3,1,16,16,1,0,1,0,2,1,1,0,0.666666667,,,8356.751405,11417.30486,37044.51815,38371.05306,47452.49222,,62551.4574,64869.31516,65650.40524,70046.43124,66380.08315,66841.4278,73431.53517,68846.99138,69931.09039,75473.49294,,,,71998.38957,,79852.23172,,,,,,,,73616.79894,,71148.03041,,75613.01683,,74882.63394,,,,93406.76575,,89556.67234,,1,0,1,0,0
1461,1461,154802,1548,1983,22,4,5,2,1548,29,20,4,4,4,0,1,0,1,0,40.716,3,1,16,16,1,0,1,0,2,1,1,0,0.666666667,,,8356.751405,11417.30486,37044.51815,38371.05306,47452.49222,,62551.4574,64869.31516,65650.40524,70046.43124,66380.08315,66841.4278,73431.53517,68846.99138,69931.09039,75473.49294,,,,71998.38957,,79852.23172,,,,,,,,73616.79894,,71148.03041,,75613.01683,,74882.63394,,,,93406.76575,,89556.67234,,1,0,1,0,0
1462,1462,154901,1549,1982,22,5,100,3,1549,47,39,2,4,5,0,16,1,0,0,30.043,1,1,23,23,0,0,0,,2,2,6,0,0.333333333,6009.107819,7938.111032,19185.52653,18077.13989,20798.46636,19311.18819,27366.74233,28448.50894,28786.20462,8850.677753,8794.924711,20026.78232,20173.76957,16270.6337,18566.47926,,20033.53604,,13584.60181,,39271.58937,,12807.47666,,34375.22718,,6699.379561,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1463,1463,154902,1549,1984,23,5,100,4,1549,47,39,2,4,5,0,16,1,0,0,30.043,1,1,23,23,0,0,0,,2,2,6,0,0.333333333,6009.107819,7938.111032,19185.52653,18077.13989,20798.46636,19311.18819,27366.74233,28448.50894,28786.20462,8850.677753,8794.924711,20026.78232,20173.76957,16270.6337,18566.47926,,20033.53604,,13584.60181,,39271.58937,,12807.47666,,34375.22718,,6699.379561,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1464,1464,154903,1549,1986,26,5,5,3,1549,47,39,2,4,5,0,16,1,0,0,30.043,1,1,23,23,0,0,0,,2,2,6,0,0.333333333,6009.107819,7938.111032,19185.52653,18077.13989,20798.46636,19311.18819,27366.74233,28448.50894,28786.20462,8850.677753,8794.924711,20026.78232,20173.76957,16270.6337,18566.47926,,20033.53604,,13584.60181,,39271.58937,,12807.47666,,34375.22718,,6699.379561,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1465,1465,154904,1549,1988,28,5,5,3,1549,47,39,2,4,5,0,16,1,0,0,30.043,1,1,23,23,0,0,0,,2,2,6,0,0.333333333,6009.107819,7938.111032,19185.52653,18077.13989,20798.46636,19311.18819,27366.74233,28448.50894,28786.20462,8850.677753,8794.924711,20026.78232,20173.76957,16270.6337,18566.47926,,20033.53604,,13584.60181,,39271.58937,,12807.47666,,34375.22718,,6699.379561,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1466,1466,155101,1551,1980,22,5,0,2,1551,30,27,4,3,5,1,18,1,0,0,25.797,3,1,21,21,0,0,0,1,3,1,1,0,0.666666667,,1671.350281,12018.21564,13230.18505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1467,1467,155102,1551,1981,23,5,0,2,1551,30,27,4,3,5,1,18,1,0,0,25.797,3,1,21,21,0,0,0,1,3,1,1,0,0.666666667,,1671.350281,12018.21564,13230.18505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1468,1468,155201,1552,1977,20,7,5,5,1552,21,20,5,4,7,2,4,1,0,0,24.669,1,1,19,19,0,0,1,1,2,1,3,2,0.333333333,9337.86461,13190.04949,4519.284974,7224.730421,3148.563292,20271.66099,19894.06219,19190.80308,36877.82397,43974.62355,18357.88379,20814.2067,20202.315,22642.04788,,10016.76802,,32603.04434,,31417.2715,,36944.6442,,42080.01948,,50245.3467,,47325.08503,,52852.82259,,52347.47319,,50545.77791,,55199.96454,,56933.64769,,54586.92409,,,,,,1,1,0,0,1
1469,1469,155301,1553,1988,28,6,0,5,1553,,26,4,5,5,2,6,0,1,0,79.584,1,1,18,18,2,1,1,1,2,1,4,2,1,,,,,3605.464691,,,,39407.62048,50377.01267,46624.82027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1470,1470,155801,1558,1983,19,6,5,4,1558,30,29,6,5,6,1,18,1,0,0,60.233,3,1,20,20,4,0,1,1,1,1,3,2,1,15042.15253,10515.93868,21168.29608,15108.60214,15817.49741,17514.49799,25188.50634,,,,,,51735.85433,52836.06315,51593.60447,45284.09576,,67255.44242,,65206.08867,,74485.11451,,75120.77654,,81789.33363,,65877.23235,,73616.79894,,57934.82476,,46531.08728,,46801.64621,,47379.96956,,47148.177,,47763.55858,,,,0,0,0,0,0
1471,1471,155901,1559,1977,17,5,5,3,1559,27,14,4,4,5,1,18,1,0,0,25.929,2,1,18,18,0,0,1,1,1,1,3,0,0.333333333,10584.14804,9592.763265,6778.92746,45187.40482,,2635.315928,15915.24975,14393.10231,47941.17116,,28371.27495,,31080.48462,61888.26421,,47221.90638,,33961.50452,,,,,,68750.45436,,,,5258.342782,,35574.01521,,96.93976517,,748.8263394,,11039.99291,,31135.58858,,40087.27238,,,,,,1,0,1,0,0
1472,1472,155902,1559,1979,19,5,5,2,1559,27,14,4,4,5,1,18,1,0,0,25.929,2,1,18,18,0,0,1,1,1,1,3,0,0.333333333,10584.14804,9592.763265,6778.92746,45187.40482,,2635.315928,15915.24975,14393.10231,47941.17116,,28371.27495,,31080.48462,61888.26421,,47221.90638,,33961.50452,,,,,,68750.45436,,,,5258.342782,,35574.01521,,96.93976517,,748.8263394,,11039.99291,,31135.58858,,40087.27238,,,,,,1,0,1,0,0
1473,1473,156201,1562,1982,24,7,55,,1562,24,25,5,5,7,1,18,1,0,0,81.621,2,1,22,22,0,0,1,1,2,1,1,0,1,,,,9414.04267,2896.678229,1804.177828,,9595.40154,10325.79071,12136.9961,9829.812322,6084.152726,,,,6439.35087,,,,,,,,88901.4496,,8039.255473,,9465.017007,,,,,,,,,,6671.911839,,,,,,,,0,0,0,0,0
1474,1474,156401,1564,1998,38,7,0,5,1564,25,23,6,6,7,1,18,0,1,0,84.972,1,1,21,21,0,0,0,1,1,1,2,1,1,,,,,,10584.14804,7391.224096,,2408.243474,20990.42195,32434.65758,21883.46841,,,8794.924711,7510.04337,,,,,,,,,,,33250.17978,,37931.28516,,,,,,,,,,,,,,,,,0,0,0,0,0
1475,1475,156402,1564,2001,41,7,0,4,1564,25,23,6,6,7,1,18,0,1,0,84.972,1,1,21,21,0,0,0,1,1,1,2,1,1,,,,,,10584.14804,7391.224096,,2408.243474,20990.42195,32434.65758,21883.46841,,,8794.924711,7510.04337,,,,,,,,,,,33250.17978,,37931.28516,,,,,,,,,,,,,,,,,0,0,0,0,0
1476,1476,156601,1566,1980,19,10,0,2,1566,20,18,2,6,8,3,9,1,0,0,65.249,4,1,17,17,1,0,1,,2,3,2,0,0,5027.47032,7914.029694,11189.74959,26271.74699,37782.75951,36488.98978,35809.31195,34543.44555,39459.27165,36938.68378,46729.15875,57639.34162,63714.99347,42265.15604,,75841.24358,,58413.78777,,64143.59597,,49259.5256,,53340.86976,,66993.79561,,89391.82729,,86394.03693,,92092.77691,,71138.50225,,73599.95272,,88958.82452,,92411.39788,,,,,,1,1,0,0,1
1477,1477,156602,1566,1981,20,10,0,5,1566,20,18,2,6,8,3,9,1,0,0,65.249,4,1,17,17,1,0,1,,2,3,2,0,0,5027.47032,7914.029694,11189.74959,26271.74699,37782.75951,36488.98978,35809.31195,34543.44555,39459.27165,36938.68378,46729.15875,57639.34162,63714.99347,42265.15604,,75841.24358,,58413.78777,,64143.59597,,49259.5256,,53340.86976,,66993.79561,,89391.82729,,86394.03693,,92092.77691,,71138.50225,,73599.95272,,88958.82452,,92411.39788,,,,,,1,1,0,0,1
1478,1478,156603,1566,1982,22,10,100,1,1566,20,18,2,6,8,3,9,1,0,0,65.249,4,1,17,17,1,0,1,,2,3,2,0,0,5027.47032,7914.029694,11189.74959,26271.74699,37782.75951,36488.98978,35809.31195,34543.44555,39459.27165,36938.68378,46729.15875,57639.34162,63714.99347,42265.15604,,75841.24358,,58413.78777,,64143.59597,,49259.5256,,53340.86976,,66993.79561,,89391.82729,,86394.03693,,92092.77691,,71138.50225,,73599.95272,,88958.82452,,92411.39788,,,,,,1,1,0,0,1
1479,1479,156604,1566,1985,24,10,100,2,1566,20,18,2,6,8,3,9,1,0,0,65.249,4,1,17,17,1,0,1,,2,3,2,0,0,5027.47032,7914.029694,11189.74959,26271.74699,37782.75951,36488.98978,35809.31195,34543.44555,39459.27165,36938.68378,46729.15875,57639.34162,63714.99347,42265.15604,,75841.24358,,58413.78777,,64143.59597,,49259.5256,,53340.86976,,66993.79561,,89391.82729,,86394.03693,,92092.77691,,71138.50225,,73599.95272,,88958.82452,,92411.39788,,,,,,1,1,0,0,1
1480,1480,156605,1566,1987,27,10,100,4,1566,20,18,2,6,8,3,9,1,0,0,65.249,4,1,17,17,1,0,1,,2,3,2,0,0,5027.47032,7914.029694,11189.74959,26271.74699,37782.75951,36488.98978,35809.31195,34543.44555,39459.27165,36938.68378,46729.15875,57639.34162,63714.99347,42265.15604,,75841.24358,,58413.78777,,64143.59597,,49259.5256,,53340.86976,,66993.79561,,89391.82729,,86394.03693,,92092.77691,,71138.50225,,73599.95272,,88958.82452,,92411.39788,,,,,,1,1,0,0,1
1481,1481,157101,1571,1982,20,6,100,4,1571,26,26,7,5,6,2,1,1,0,0,77.537,2,1,19,19,0,0,1,,2,1,4,1,0.666666667,3605.464691,2325.866532,,,1313.587349,,22298.82709,16512.07162,19190.80308,14382.35135,17589.84942,21695.68085,,13986.21808,18113.6383,,31481.27092,,26489.97352,,26181.05958,,7635.226468,,15409.5846,,17865.01216,,22085.03968,,19311.60825,,20357.35068,,22464.79018,,22999.98522,,,,,,,,,0,0,0,0,0
1482,1482,157102,1571,1988,26,6,100,4,1571,26,26,7,5,6,2,1,1,0,0,77.537,2,1,19,19,0,0,1,,2,1,4,1,0.666666667,3605.464691,2325.866532,,,1313.587349,,22298.82709,16512.07162,19190.80308,14382.35135,17589.84942,21695.68085,,13986.21808,18113.6383,,31481.27092,,26489.97352,,26181.05958,,7635.226468,,15409.5846,,17865.01216,,22085.03968,,19311.60825,,20357.35068,,22464.79018,,22999.98522,,,,,,,,,0,0,0,0,0
1483,1483,157901,1579,1992,30,5,0,3,1579,22,21,5,,5,2,9,0,1,0,14.602,1,1,26,26,2,0,1,1,,1,1,1,0,6778.92746,15666.71845,12594.25317,22029.21399,21883.46841,18718.70932,18070.13375,24625.78919,33377.97053,16010.92823,,,,31481.27092,,8150.761084,,37962.53639,,48028.03746,,37931.28516,,39079.7141,,44170.07936,,42688.81825,,44592.29198,,44929.58037,,42319.97281,,50706.52998,,21323.01722,,,,,,,,1,0,1,0,0
1484,1484,158101,1581,1983,21,5,0,4,1581,,23,,5,5,2,6,1,0,0,7.984,1,1,20,20,1,0,0,1,1,,3,,1,,,,10696.6418,16825.50189,,,,,,,755.9743633,863.5861386,5457.917948,4045.665367,,4483.059904,31158.18583,42265.15604,,47221.90638,,28527.66379,,,,7388.92884,,9482.821291,,37963.15084,,48376.75359,,42688.81825,,,,31825.11943,,49679.96809,,29356.41209,,,0,0,0,0,0
1485,1485,158102,1581,1995,33,5,0,5,1581,,23,,5,5,2,6,1,0,0,7.984,1,1,20,20,1,0,0,1,1,,3,,1,,,,10696.6418,16825.50189,,,,,,,755.9743633,863.5861386,5457.917948,4045.665367,,4483.059904,31158.18583,42265.15604,,47221.90638,,28527.66379,,,,7388.92884,,9482.821291,,37963.15084,,48376.75359,,42688.81825,,,,31825.11943,,49679.96809,,29356.41209,,,0,0,0,0,0
1486,1486,158301,1583,1977,19,5,0,5,1583,34,22,6,5,5,,,1,0,0,39.966,2,1,19,19,0,0,1,1,1,1,3,2,1,11747.88129,10944.37193,20990.42195,30407.49148,30835.7964,31664.82508,44253.38876,52769.54826,45060.26022,40027.32057,45066.7027,41510.42111,,40067.07208,,40753.80542,,52362.11916,,44333.57304,,80603.98097,,100490.6934,,,,49803.62129,,135715.6712,,346626.0963,,168359.8918,,146782.0605,,144996.5171,,,,,,,,0,0,0,0,0
1487,1487,158302,1583,1979,21,5,0,4,1583,34,22,6,5,5,,,1,0,0,39.966,2,1,19,19,0,0,1,1,1,1,3,2,1,11747.88129,10944.37193,20990.42195,30407.49148,30835.7964,31664.82508,44253.38876,52769.54826,45060.26022,40027.32057,45066.7027,41510.42111,,40067.07208,,40753.80542,,52362.11916,,44333.57304,,80603.98097,,100490.6934,,,,49803.62129,,135715.6712,,346626.0963,,168359.8918,,146782.0605,,144996.5171,,,,,,,,0,0,0,0,0
1488,1488,158401,1584,1984,20,7,5,5,1584,28,31,4,5,6,2,15,1,0,0,88.626,2,1,25,25,0,0,1,,2,1,1,1,1,,,1671.350281,15022.76955,26460.37011,69487.5789,11298.21243,10946.56124,82679.17301,54733.48466,39788.12439,,11063.34719,8794.924711,13351.18821,36504.91636,27972.43616,40755.68619,,47221.90638,,35319.9647,,28799.16554,,49259.5256,,41487.34315,,22331.2652,,29446.71958,,20744.73287,,40714.70137,,34633.2182,,,,,,,,0,0,0,0,0
1489,1489,158402,1584,1987,23,7,5,2,1584,28,31,4,5,6,2,15,1,0,0,88.626,2,1,25,25,0,0,1,,2,1,1,1,1,,,1671.350281,15022.76955,26460.37011,69487.5789,11298.21243,10946.56124,82679.17301,54733.48466,39788.12439,,11063.34719,8794.924711,13351.18821,36504.91636,27972.43616,40755.68619,,47221.90638,,35319.9647,,28799.16554,,49259.5256,,41487.34315,,22331.2652,,29446.71958,,20744.73287,,40714.70137,,34633.2182,,,,,,,,0,0,0,0,0
1490,1490,158701,1587,1986,25,7,0,5,1587,26,25,8,7,7,0,14,1,0,0,92.892,2,1,22,22,0,0,1,1,1,1,1,1,1,,,16713.50281,18027.32346,23549.72939,23981.90816,33894.6373,26271.74699,50377.01267,28380.32538,8952.327987,,,43974.62355,50066.9558,,46620.72693,45284.09576,,54376.74068,,74715.30993,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1491,1491,158702,1587,1990,29,7,0,5,1587,26,25,8,7,7,0,14,1,0,0,92.892,2,1,22,22,0,0,1,1,1,1,1,1,1,,,16713.50281,18027.32346,23549.72939,23981.90816,33894.6373,26271.74699,50377.01267,28380.32538,8952.327987,,,43974.62355,50066.9558,,46620.72693,45284.09576,,54376.74068,,74715.30993,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1492,1492,159201,1592,1985,20,5,5,5,1592,27,25,4,4,5,1,18,1,0,0,27.228,3,1,18,18,0,0,1,1,1,1,3,3,0.666666667,12428.03368,19703.81024,20990.42195,36286.27317,39788.12439,30705.28493,31346.15037,29902.74402,36715.76759,24016.39234,13520.01081,18113.6383,,34343.20464,,67923.00903,,,,,,,,,,,,,,,,140404.9386,,147199.9054,,191261.4727,,,,,,,,,,0,0,0,0,0
1493,1493,159202,1592,1998,33,5,55,3,1592,27,25,4,4,5,1,18,1,0,0,27.228,3,1,18,18,0,0,1,1,1,1,3,3,0.666666667,12428.03368,19703.81024,20990.42195,36286.27317,39788.12439,30705.28493,31346.15037,29902.74402,36715.76759,24016.39234,13520.01081,18113.6383,,34343.20464,,67923.00903,,,,,,,,,,,,,,,,140404.9386,,147199.9054,,191261.4727,,,,,,,,,,0,0,0,0,0
1494,1494,159301,1593,1984,25,6,5,4,1593,40,28,4,5,5,1,18,0,1,0,14.232,2,1,19,19,0,0,1,1,3,1,2,0,1,2355.570265,,,,,2308.946414,9852.02724,7957.624877,17271.72277,24892.53118,22866.80425,16688.98527,10360.67166,,10415.34203,,14309.6686,,,,6545.264895,,7388.92884,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1495,1495,159302,1593,1986,27,6,5,4,1593,40,28,4,5,5,1,18,0,1,0,14.232,2,1,19,19,0,0,1,1,3,1,2,0,1,2355.570265,,,,,2308.946414,9852.02724,7957.624877,17271.72277,24892.53118,22866.80425,16688.98527,10360.67166,,10415.34203,,14309.6686,,,,6545.264895,,7388.92884,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1496,1496,159601,1596,1978,18,4,5,2,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1497,1497,159602,1596,1980,20,4,5,2,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1498,1498,159603,1596,1981,21,4,5,2,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1499,1499,159604,1596,1984,24,4,5,2,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1500,1500,159605,1596,1986,26,4,0,1,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1501,1501,159606,1596,1986,26,4,0,2,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1502,1502,159607,1596,1987,27,4,0,2,1596,28,27,,2,4,1,18,1,0,0,0.637,3,1,,,0,0,0,,,,7,0,0.666666667,,,,10028.10169,,14553.20356,11990.95408,677.892746,,83.96168779,24325.99318,33819.90573,42219.76678,49785.06236,47492.59344,40053.56464,43229.50621,51282.79962,45284.09576,,50083.8401,,46187.64614,,52362.11916,,61574.407,,56896.92775,,,,,,,,,,,,,,,,,0,0,0,0,0
1503,1503,159801,1598,1992,27,7,55,3,1598,29,28,5,4,6,1,18,1,0,0,70.988,2,1,26,26,0,1,1,1,1,1,1,1,1,3004.55391,,1199.095408,11772.73736,21302.00818,20432.07672,14190.16269,14920.54664,19190.80308,35028.4011,31661.72896,32710.41112,32021.85645,9324.145386,37736.74647,,45790.93952,,43470.72578,,,,,,32597.19819,,,,78875.14172,,50820.02172,,33928.91781,,,,,,,,,,,,,0,0,0,0,0
1504,1504,159802,1598,1995,31,7,5,3,1598,29,28,5,4,6,1,18,1,0,0,70.988,2,1,26,26,0,1,1,1,1,1,1,1,1,3004.55391,,1199.095408,11772.73736,21302.00818,20432.07672,14190.16269,14920.54664,19190.80308,35028.4011,31661.72896,32710.41112,32021.85645,9324.145386,37736.74647,,45790.93952,,43470.72578,,,,,,32597.19819,,,,78875.14172,,50820.02172,,33928.91781,,,,,,,,,,,,,0,0,0,0,0
1505,1505,159901,1599,1981,24,5,0,3,1599,21,22,5,4,5,0,1,1,0,0,43.417,2,1,21,21,2,0,1,,1,2,1,0,0.666666667,8356.751405,12018.21564,10584.14804,19185.52653,33894.6373,30650.37148,32094.35516,46624.82027,63660.99902,61410.56986,59004.51835,87949.24711,135983.5209,144618.7092,156875.6381,153442.1395,,93012.8459,,129053.7172,,81161.2847,,76844.85994,,30819.1692,,72576.61191,,,,,,,,,,86479.94445,,,,,,,,0,1,0,1,0
1506,1506,160001,1600,1973,16,7,5,5,1600,23,21,,2,7,0,12,1,0,0,60.94,4,1,19,19,3,0,0,,2,,6,2,0,,,,16044.9627,18027.32346,15876.22206,69487.5789,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
1507,1507,160002,1600,1977,20,7,5,4,1600,23,21,,2,7,0,12,1,0,0,60.94,4,1,19,19,3,0,0,,2,,6,2,0,,,,16044.9627,18027.32346,15876.22206,69487.5789,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
1508,1508,160003,1600,1980,23,7,100,5,1600,23,21,,2,7,0,12,1,0,0,60.94,4,1,19,19,3,0,0,,2,,6,2,0,,,,16044.9627,18027.32346,15876.22206,69487.5789,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
1509,1509,160004,1600,1981,23,7,100,4,1600,23,21,,2,7,0,12,1,0,0,60.94,4,1,19,19,3,0,0,,2,,6,2,0,,,,16044.9627,18027.32346,15876.22206,69487.5789,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,109625.5435,115862.7474,130662.6785,135983.5209,144618.7092,156875.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
1510,1510,160501,1605,1983,24,5,0,4,1605,,,6,6,5,1,18,1,0,0,40.773,3,1,19,19,1,0,0,1,2,1,5,3,1,2242.308413,1446.171192,6130.074297,2594.416153,10135.83049,4575.634304,7676.321232,31346.15037,42215.63861,37208.09265,24016.39234,32634.50885,754.7349294,,6296.254184,,34314.70416,,31019.31939,,20935.29838,,17780.28992,,,,,,,,,,,,,,,,81880.38614,,,,,,,0,0,0,0,0
1511,1511,160502,1605,1988,29,5,5,5,1605,,,6,6,5,1,18,1,0,0,40.773,3,1,19,19,1,0,0,1,2,1,5,3,1,2242.308413,1446.171192,6130.074297,2594.416153,10135.83049,4575.634304,7676.321232,31346.15037,42215.63861,37208.09265,24016.39234,32634.50885,754.7349294,,6296.254184,,34314.70416,,31019.31939,,20935.29838,,17780.28992,,,,,,,,,,,,,,,,81880.38614,,,,,,,0,0,0,0,0
1512,1512,160601,1606,1991,33,4,0,2,1606,26,14,5,5,5,,,1,0,0,52.053,2,1,16,16,1,0,1,1,3,,1,0,0.666666667,6830.047445,45.19284974,109.4656124,10495.21097,4054.332197,6962.921768,3838.160616,33190.04157,53649.04074,66755.94107,64043.71291,76924.19943,70945.08336,,67255.44242,,64526.85858,,78543.17874,,67731.8477,,80603.98097,,81509.11799,,71513.46183,,71148.03041,,85306.99335,,84242.96319,,87399.94385,,80062.94207,,,,,,,,,1,0,1,0,0
1513,1513,160602,1606,1994,35,4,0,2,1606,26,14,5,5,5,,,1,0,0,52.053,2,1,16,16,1,0,1,1,3,,1,0,0.666666667,6830.047445,45.19284974,109.4656124,10495.21097,4054.332197,6962.921768,3838.160616,33190.04157,53649.04074,66755.94107,64043.71291,76924.19943,70945.08336,,67255.44242,,64526.85858,,78543.17874,,67731.8477,,80603.98097,,81509.11799,,71513.46183,,71148.03041,,85306.99335,,84242.96319,,87399.94385,,80062.94207,,,,,,,,,1,0,1,0,0
1514,1514,160801,1608,1975,17,4,0,3,1608,24,19,5,4,5,0,16,1,0,0,58.11,2,1,16,16,0,0,1,1,1,,2,1,0.333333333,,23398.90393,18027.32346,23814.3331,23981.90816,11750.14093,30212.50904,35054.00465,38516.15588,39191.30252,40300.68647,38721.71517,38697.66873,43391.36169,48032.78468,45066.7027,42265.15604,,44359.97266,,48904.5665,,48434.96023,,52953.99002,,56896.92775,,55381.5377,,55738.43348,,64693.88765,,65919.04031,,43993.54744,,45999.97045,,44479.41226,,15352.5724,,,1,0,1,0,0
1515,1515,160901,1609,1976,18,4,0,5,1609,45,24,4,1,5,2,1,1,0,0,43.768,3,1,16,16,0,0,0,1,3,,4,1,0.333333333,14121.40337,24608.1442,38121.64122,40673.56476,14230.52962,7556.551901,26353.15928,37798.71817,40300.68647,38721.71517,43974.62355,61749.24549,52836.06315,48485.556,56756.06669,,58669.64126,,63575.93645,,52702.47294,,96056.07492,,110237.7975,,111656.326,,94650.17007,,65659.46806,,52929.11178,,75818.66687,,82799.94681,,92517.1775,,89556.67234,,,,,0,0,0,0,0
