,C0000100,C0000200,C0005700,m_age_ya,m_HGC_ya,dad_distance_ya,HGC_ya
9156,927302,9273,1977,17,4,0,2
9157,927303,9273,1983,23,4,5,3
9158,927304,9273,1990,29,4,5,3
9159,927401,9274,1975,18,6,5,5
9160,927402,9274,1979,21,6,5,5
9161,927403,9274,1983,25,6,5,5
9162,927501,9275,1980,17,2,5,2
9163,927502,9275,1982,18,2,5,3
9164,927503,9275,1985,22,2,55,3
9165,927504,9275,1987,24,2,55,2
9166,927701,9277,1978,16,5,0,4
9167,927702,9277,1980,17,5,0,4
9168,927703,9277,1982,19,5,0,3
9169,927801,9278,1981,18,5,5,2
9170,927802,9278,1986,22,5,5,2
9171,928101,9281,1981,18,5,5,4
9172,928102,9281,1983,20,5,100,2
9173,928103,9281,1995,32,5,0,
9174,928401,9284,1976,15,8,55,3
9175,928402,9284,1977,17,8,5,2
9176,928403,9284,1978,18,8,5,2
9177,928404,9284,1982,21,8,5,2
9178,928601,9286,1986,22,5,0,7
9179,928602,9286,1991,28,5,0,4
9180,928701,9287,1981,23,6,5,3
9181,928702,9287,1990,32,6,5,4
9182,928703,9287,1992,34,6,5,4
9183,928704,9287,1994,36,6,5,3
9184,929801,9298,1980,17,7,5,2
9185,929802,9298,1982,19,7,5,7
9186,929803,9298,1994,32,7,5,4
9187,929804,9298,1995,33,7,5,4
9188,929805,9298,1997,34,7,5,2
9189,930801,9308,1984,20,9,5,3
9190,930802,9308,1993,29,9,0,5
9191,930803,9308,1995,30,9,0,4
9192,930804,9308,1998,33,9,0,4
9193,930805,9308,1999,35,9,0,4
9194,930806,9308,2002,38,9,0,2
9195,930807,9308,2002,38,9,0,2
9196,931201,9312,1981,19,,55,3
9197,931202,9312,1992,29,,5,5
9198,931203,9312,2000,38,,5,3
9199,931204,9312,2002,40,,5,2
9200,931701,9317,1981,21,7,0,5
9201,931702,9317,1985,25,7,0,9
9202,931703,9317,1987,27,7,0,4
9203,931704,9317,1989,29,7,0,5
9204,931901,9319,1978,20,6,0,
9205,931902,9319,1982,24,6,55,7
9206,931903,9319,1989,32,6,5,5
9207,932301,9323,1975,16,7,5,5
9208,932501,9325,1983,25,6,0,5
9209,932502,9325,1989,31,6,0,3
9210,933001,9330,1987,29,7,0,
9211,933301,9333,1993,34,6,5,5
9212,933601,9336,1989,31,6,0,4
9213,933701,9337,1980,20,6,55,2
9214,933702,9337,1992,32,6,0,4
9215,934001,9340,1986,22,5,5,4
9216,934101,9341,1987,27,7,55,5
9217,934102,9341,1989,28,7,5,5
9218,934201,9342,1985,22,8,55,4
9219,934202,9342,1992,30,8,0,7
9220,934401,9344,1984,24,6,0,8
9221,934402,9344,1985,25,6,5,3
9222,934601,9346,1976,18,7,5,2
9223,934701,9347,1976,19,6,5,
9224,934702,9347,1982,24,6,5,2
9225,934901,9349,1977,16,5,5,3
9226,934902,9349,1979,18,5,5,2
9227,934903,9349,1988,27,5,5,6
9228,934904,9349,1990,29,5,5,5
9229,935301,9353,1984,21,6,0,
9230,935302,9353,1986,24,6,0,
9231,935401,9354,1982,21,6,0,2
9232,935402,9354,1993,32,6,0,3
9233,935403,9354,1994,33,6,0,3
9234,935501,9355,1976,17,7,55,5
9235,935901,9359,1993,32,6,55,5
9236,935902,9359,1995,34,6,55,5
9237,936001,9360,1997,35,7,0,4
9238,936002,9360,2001,39,7,0,4
9239,936301,9363,1982,19,6,5,
9240,936501,9365,1995,31,6,0,5
9241,936601,9366,1982,22,6,55,
9242,936602,9366,1991,31,6,55,
9243,937101,9371,1983,19,4,5,3
9244,937102,9371,1987,23,4,5,3
9245,937401,9374,1978,20,1,0,5
9246,937402,9374,1980,21,1,0,4
9247,937403,9374,1983,25,1,0,7
9248,937404,9374,1984,26,1,0,7
9249,937801,9378,1983,19,5,0,
9250,937802,9378,1986,21,5,0,
9251,938001,9380,1988,25,6,0,5
9252,938002,9380,1989,26,6,0,5
9253,938101,9381,1977,19,6,0,4
9254,938102,9381,1983,25,6,5,3
9255,938103,9381,1985,27,6,5,5
9256,938201,9382,1976,18,1,100,3
9257,938202,9382,1978,21,1,100,3
9258,938203,9382,1979,22,1,100,2
9259,938204,9382,1984,26,1,55,4
9260,938205,9382,1998,40,1,0,3
9261,938301,9383,1979,19,6,5,3
9262,938302,9383,1981,21,6,5,3
9263,938401,9384,1985,24,4,5,2
9264,938801,9388,1983,19,4,5,5
9265,938802,9388,1986,22,4,5,5
9266,938803,9388,1988,24,4,5,5
9267,939201,9392,1980,21,6,5,3
9268,939202,9392,1982,23,6,5,4
9269,939203,9392,1986,27,6,5,2
9270,939601,9396,1979,20,5,0,2
9271,939602,9396,1980,21,5,0,4
9272,939603,9396,1982,23,5,0,3
9273,939701,9397,1978,21,5,5,3
9274,939702,9397,1980,22,5,5,2
9275,940101,9401,1975,17,10,55,5
9276,940102,9401,1987,29,10,55,4
9277,940103,9401,1990,32,10,55,4
9278,940301,9403,1978,21,4,55,
9279,940302,9403,1985,28,4,5,
9280,940601,9406,1979,16,2,0,
9281,940801,9408,1978,17,4,0,
9282,940802,9408,1981,20,4,0,
9283,940803,9408,1983,22,4,0,
9284,941301,9413,1976,15,4,5,2
9285,941302,9413,1989,28,4,55,4
9286,941601,9416,1984,27,7,5,3
9287,941602,9416,1986,29,7,5,5
9288,942101,9421,1987,30,8,0,7
9289,942102,9421,1990,32,8,0,5
9290,942301,9423,1998,35,7,55,5
9291,942302,9423,1999,36,7,55,3
9292,942303,9423,2001,38,7,55,3
9293,942901,9429,1989,25,2,0,
9294,942902,9429,1990,26,2,0,
9295,943001,9430,1983,18,2,0,
9296,943002,9430,1988,23,2,0,
9297,943201,9432,1975,16,3,5,
9298,943301,9433,1978,18,4,5,3
9299,943302,9433,1980,20,4,5,3
9300,943401,9434,1987,25,4,5,5
9301,943402,9434,1989,27,4,5,3
9302,944001,9440,1988,25,3,5,
9303,944002,9440,1991,28,3,5,
9304,944101,9441,1977,16,6,5,5
9305,944102,9441,1981,20,6,5,
9306,944103,9441,1990,29,6,0,5
9307,944104,9441,1994,33,6,0,4
9308,944601,9446,1982,25,7,5,5
9309,944602,9446,1985,28,7,5,5
9310,945201,9452,1984,26,10,0,
9311,945501,9455,1987,29,7,0,
9312,945502,9455,1989,31,7,0,
9313,945601,9456,1989,31,8,0,
9314,945901,9459,1989,29,9,0,
9315,946001,9460,1987,29,7,0,
9316,946101,9461,1984,26,7,0,
9317,946102,9461,1985,27,7,0,
9318,946401,9464,1989,31,7,0,
9319,946601,9466,1986,27,7,0,
9320,946602,9466,1988,29,7,0,
9321,946901,9469,1981,23,7,55,
9322,947301,9473,1974,16,4,5,
9323,947302,9473,1976,18,4,5,
9324,947303,9473,1978,20,4,5,
9325,947304,9473,1979,21,4,5,
9326,947305,9473,1980,22,4,5,
9327,947601,9476,1980,18,2,5,
9328,947602,9476,1985,23,2,5,
9329,947701,9477,1981,17,2,5,
9330,947702,9477,1984,20,2,5,
9331,947703,9477,1986,22,2,5,
9332,947901,9479,1986,23,5,0,
9333,947902,9479,1988,25,5,0,
9334,948201,9482,1976,18,4,5,
9335,948202,9482,1978,20,4,5,
9336,948203,9482,1980,23,4,5,
9337,948301,9483,1987,29,5,0,3
9338,948302,9483,1990,32,5,0,3
9339,948501,9485,1981,20,5,0,3
9340,948502,9485,1983,22,5,0,
9341,948503,9485,1985,24,5,0,3
9342,948504,9485,1986,25,5,0,3
9343,948701,9487,1982,25,6,0,5
9344,948702,9487,1987,30,6,0,5
9345,948801,9488,1982,21,4,0,
9346,948802,9488,1984,23,4,0,
9347,948803,9488,1985,24,4,0,
9348,949201,9492,1983,22,5,0,
9349,949202,9492,1984,23,5,0,
9350,949601,9496,1988,23,5,0,
9351,949602,9496,1991,27,5,0,
9352,949603,9496,1994,29,5,0,
9353,949701,9497,1987,26,4,5,
9354,949702,9497,1989,27,4,5,
9355,949801,9498,1977,19,5,0,
9356,949802,9498,1979,21,5,0,
9357,949803,9498,1982,25,5,0,
9358,949804,9498,1984,27,5,0,
9359,949805,9498,1989,32,5,0,
9360,949901,9499,1974,16,2,0,
9361,949902,9499,1977,19,2,55,
9362,949903,9499,1982,24,2,55,
9363,949904,9499,1983,25,2,55,
9364,949905,9499,1984,27,2,55,
9365,949906,9499,1986,29,2,5,
9366,949907,9499,1988,30,2,5,
9367,950101,9501,1981,21,5,0,
9368,950401,9504,2004,43,6,55,2
9369,950701,9507,1984,25,5,0,
9370,950702,9507,1986,27,5,0,
9371,950703,9507,1988,29,5,0,
9372,951001,9510,1981,19,4,5,
9373,951201,9512,1983,24,5,5,5
9374,951202,9512,1994,35,5,0,5
9375,951501,9515,1977,20,2,55,
9376,951502,9515,1979,22,2,5,
9377,951503,9515,1985,27,2,5,
9378,951601,9516,1980,16,5,5,5
9379,951602,9516,1982,18,5,5,2
9380,951603,9516,1982,19,5,5,1
9381,951604,9516,1984,21,5,5,2
9382,951605,9516,1986,23,5,5,3
9383,951701,9517,1977,18,5,100,2
9384,951702,9517,1979,20,5,100,2
9385,952101,9521,1977,19,5,5,2
9386,952102,9521,1988,30,5,5,3
9387,952103,9521,1992,35,5,5,4
9388,952201,9522,1980,21,7,5,3
9389,952202,9522,1983,23,7,5,5
9390,952301,9523,1979,19,10,5,4
9391,952302,9523,1982,22,10,0,
9392,952303,9523,1984,23,10,5,2
9393,952304,9523,1987,26,10,0,5
9394,952305,9523,1990,30,10,0,5
9395,952306,9523,1992,32,10,0,3
9396,952307,9523,1998,38,10,0,4
9397,952501,9525,1979,17,5,0,
9398,952901,9529,1978,20,1,5,4
9399,952902,9529,1979,21,1,5,3
9400,952903,9529,1984,26,1,5,3
9401,952904,9529,1989,31,1,0,
9402,953001,9530,1983,23,6,0,5
9403,953002,9530,1990,30,6,0,4
9404,953201,9532,1982,18,6,0,5
9405,953202,9532,1985,20,6,0,5
9406,953203,9532,1991,26,6,0,7
9407,953601,9536,1985,28,6,5,7
9408,953602,9536,1985,28,6,5,5
9409,953701,9537,1981,20,4,5,2
9410,953702,9537,1983,21,4,5,2
9411,953703,9537,1984,22,4,5,2
9412,953704,9537,1985,24,4,5,2
9413,954101,9541,1999,36,6,0,2
9414,954201,9542,1980,17,5,55,3
9415,954202,9542,1982,19,5,5,5
9416,954203,9542,1984,21,5,1,
9417,954204,9542,1986,23,5,1,
9418,955401,9554,1978,19,6,55,4
9419,955402,9554,1979,20,6,55,4
9420,955403,9554,1983,24,6,55,3
9421,955601,9556,1976,17,4,55,2
9422,955602,9556,1978,19,4,55,4
9423,955701,9557,1978,20,6,5,4
9424,955702,9557,1989,31,6,55,7
9425,955801,9558,1982,21,5,5,4
9426,955802,9558,1990,29,5,5,4
9427,956001,9560,1991,27,6,55,4
9428,956401,9564,1987,30,8,0,
9429,956701,9567,1984,25,6,55,4
9430,956702,9567,1988,28,6,5,2
9431,956801,9568,1989,26,6,0,3
9432,956802,9568,1991,29,6,0,4
9433,956803,9568,1993,31,6,0,4
9434,957401,9574,1976,16,5,0,3
9435,957402,9574,1978,19,5,0,3
9436,957501,9575,1976,19,5,5,5
9437,957502,9575,1977,20,5,5,5
9438,957503,9575,1982,24,5,5,5
9439,957504,9575,1996,39,5,5,3
9440,957601,9576,1999,36,6,0,4
9441,957602,9576,2003,39,6,0,2
9442,957603,9576,2003,39,6,0,2
9443,957801,9578,1979,17,6,0,
9444,957802,9578,1981,20,6,5,4
9445,957803,9578,1982,21,6,5,4
9446,957804,9578,1986,24,6,5,5
9447,957805,9578,1991,30,6,0,4
9448,957806,9578,1995,33,6,0,4
9449,957901,9579,1989,26,5,0,3
9450,957902,9579,1992,29,5,0,5
9451,958201,9582,1989,30,6,0,5
9452,958202,9582,1994,34,6,0,4
9453,959301,9593,1984,25,7,0,
9454,959302,9593,1985,27,7,0,
9455,959303,9593,1990,31,7,0,
9456,959401,9594,1984,25,7,0,
9457,959402,9594,1988,29,7,0,
9458,959601,9596,1981,22,10,5,
9459,959602,9596,1981,22,10,5,
9460,959701,9597,1985,26,7,0,
9461,960201,9602,1983,19,4,0,
9462,960202,9602,1986,22,4,0,
9463,960401,9604,1981,21,4,0,
9464,960402,9604,1987,27,4,0,
9465,960801,9608,1978,20,6,55,
9466,960802,9608,1980,22,6,55,
9467,960803,9608,1981,23,6,55,
9468,960901,9609,1984,23,5,5,3
9469,961001,9610,1990,27,5,0,
9470,961101,9611,1981,24,5,55,
9471,961102,9611,1983,26,5,55,
9472,961401,9614,1980,19,4,55,
9473,961601,9616,1981,18,3,100,
9474,961602,9616,1985,22,3,5,
9475,961603,9616,1988,24,3,0,
9476,961901,9619,1981,23,6,5,5
9477,961902,9619,1986,28,6,5,5
9478,962001,9620,1978,18,6,5,7
9479,962002,9620,1980,20,6,0,4
9480,962003,9620,1982,22,6,55,5
9481,962301,9623,1980,18,4,0,
9482,962302,9623,1982,21,4,0,
9483,962701,9627,1982,22,6,5,3
9484,962702,9627,1985,25,6,5,3
9485,962703,9627,1987,27,6,5,2
9486,963101,9631,1982,24,7,100,
9487,963201,9632,1984,23,5,1,
9488,963202,9632,1993,32,5,1,
9489,963203,9632,1993,32,5,1,
9490,963301,9633,1977,18,6,5,
9491,963302,9633,1981,22,6,0,
9492,963501,9635,1993,28,6,0,3
9493,963502,9635,1996,31,6,0,3
9494,963701,9637,1984,24,8,0,5
9495,963702,9637,1987,27,8,0,4
9496,964001,9640,1986,24,7,0,5
9497,964002,9640,1992,30,7,0,7
9498,964101,9641,1998,38,5,0,4
9499,964102,9641,1998,38,5,0,5
9500,964401,9644,1989,31,6,55,4
9501,964402,9644,1992,34,6,55,5
9502,964701,9647,1990,27,5,0,
9503,964801,9648,1978,18,4,0,3
9504,964802,9648,1982,22,4,0,5
9505,964803,9648,1983,24,4,0,4
9506,964804,9648,1985,26,4,0,2
9507,965201,9652,1982,22,5,0,
9508,965202,9652,1985,25,5,0,5
9509,965501,9655,1981,17,6,5,5
9510,965502,9655,1985,21,6,5,4
9511,965503,9655,1993,29,6,5,2
9512,965701,9657,1981,22,5,5,
9513,965901,9659,1996,34,6,0,6
9514,966001,9660,1986,28,6,55,3
9515,966002,9660,1989,30,6,55,3
9516,966101,9661,1984,25,6,55,2
9517,966102,9661,1990,30,6,55,3
9518,966201,9662,2004,41,7,0,2
9519,967101,9671,1975,14,3,0,
9520,967102,9671,1978,16,3,0,
9521,967103,9671,1979,17,3,0,
9522,967104,9671,1980,18,3,0,
9523,967201,9672,1992,33,7,0,
9524,967601,9676,1982,23,10,55,5
9525,967602,9676,1983,25,10,55,5
9526,967603,9676,1986,27,10,55,5
9527,968001,9680,1984,21,6,55,4
9528,968002,9680,1986,23,6,55,5
9529,968003,9680,1989,26,6,55,3
9530,968401,9684,1980,18,6,55,7
9531,968402,9684,1984,23,6,55,4
9532,968601,9686,1982,18,5,5,2
9533,968602,9686,2001,37,5,5,3
9534,969201,9692,1985,27,6,0,
9535,969202,9692,1987,30,6,0,
9536,970201,9702,1980,22,7,0,
9537,970401,9704,1987,29,7,0,
9538,970402,9704,1989,31,7,0,
9539,970501,9705,1988,30,7,0,
9540,970701,9707,1978,20,9,100,5
9541,970702,9707,1987,29,9,100,4
9542,970901,9709,1987,28,7,0,
9543,971101,9711,2001,39,7,0,3
9544,971102,9711,2002,41,7,0,2
9545,971301,9713,1987,29,8,0,
9546,972201,9722,1989,30,7,0,
9547,973001,9730,1977,18,4,100,
9548,973002,9730,1985,26,4,0,
9549,973003,9730,1988,29,4,0,
9550,973101,9731,1989,27,5,5,
9551,973301,9733,1983,25,6,0,
9552,973601,9736,1977,19,6,0,
9553,973602,9736,1981,23,6,0,
9554,973603,9736,1987,29,6,0,
9555,974001,9740,1985,25,5,5,
9556,974002,9740,1986,26,5,5,
9557,974801,9748,1987,27,9,0,
9558,974802,9748,1989,29,9,0,
