"C0000100","C0000200","C0005700","C0007000","C0053500","C0054100","C0055100","C0057500","C0058100","C0058700","C0059300","C0059900","C0060500","C0061100","C0061106","C0061112","C0061114","C0061116","C0061118","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C3602400","C3982400","C5526200","C5802500"
717101,7171,1992,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11
717102,7171,1998,37,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11
717401,7174,1988,26,9,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,-7,-7,-7,-7,-7,-7,-7
717402,7174,1994,32,9,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,-7,-7,-7,-7,-7,-7,-7
717501,7175,1987,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
717901,7179,1979,17,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
717902,7179,1982,20,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
717903,7179,1985,23,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718001,7180,1979,19,12,12,12,12,12,12,-7,12,12,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718002,7180,1984,24,12,12,12,12,12,12,-7,12,12,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718101,7181,1980,20,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12
718301,7183,1984,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12
718302,7183,1986,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12
718303,7183,1988,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12
718401,7184,1981,19,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
718402,7184,1986,23,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
718403,7184,1988,25,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
718404,7184,1992,30,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12
718601,7186,1986,21,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718602,7186,1994,29,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718901,7189,1983,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718902,7189,1989,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
718903,7189,1990,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
719201,7192,1977,20,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12
719401,7194,1984,21,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,13
719402,7194,1986,23,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,13
719701,7197,1978,17,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,-7,11,11,11,11,11,12,12
719702,7197,1981,20,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,-7,11,11,11,11,11,12,12
719801,7198,1978,16,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
719802,7198,1984,22,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
719803,7198,1989,27,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
719901,7199,1977,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12
720201,7202,1990,32,14,15,16,16,16,-7,16,-7,-7,-7,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
720701,7207,1975,15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,8,8,8,8,8,8
720702,7207,1977,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,8,8,8,8,8,8
720703,7207,1980,21,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,8,8,8,8,8,8
720704,7207,1981,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-7,-7,8,8,8,8,8,8
720901,7209,1979,17,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,6,5,5,5
720902,7209,1984,22,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,6,5,5,5
721101,7211,1993,29,8,9,10,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14
721102,7211,1994,30,8,9,10,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,14
721401,7214,1982,19,11,11,11,11,11,11,11,-7,11,11,12,12,12,12,12,12,12,12,14,14,14,14,15,14,14,14
721402,7214,2001,38,11,11,11,11,11,11,11,-7,11,11,12,12,12,12,12,12,12,12,14,14,14,14,15,14,14,14
721501,7215,1985,22,9,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,11,15,15,15,16,16,16
721502,7215,1993,30,9,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,11,15,15,15,16,16,16
721601,7216,1978,17,10,10,10,10,10,11,11,11,95,11,11,11,11,11,11,11,12,12,12,12,12,12,11,13,13,13
721701,7217,1977,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
721702,7217,1978,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
721703,7217,1981,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
721704,7217,1982,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
721705,7217,1984,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
721706,7217,1992,32,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
722001,7220,1980,18,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12
722002,7220,1981,19,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12
722003,7220,1983,21,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12
722004,7220,1985,23,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12
722401,7224,1992,29,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,-7,-7
722601,7226,1984,23,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
722602,7226,1987,26,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
722801,7228,1986,22,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
722802,7228,1991,27,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
722803,7228,1995,30,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
723101,7231,1993,31,11,12,12,13,13,12,13,-7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,15
723201,7232,1980,18,11,11,-7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
723202,7232,2006,45,11,11,-7,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
723501,7235,1986,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,-7,7,7,7,7,7,7
723502,7235,1987,28,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,-7,7,7,7,7,7,7
723503,7235,1997,38,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,-7,7,7,7,7,7,7
723601,7236,1994,30,8,9,10,11,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,12,12,12,12,13,14,14,-7
723602,7236,1995,31,8,9,10,11,12,12,12,12,12,12,12,-7,-7,12,12,12,12,12,12,12,12,12,13,14,14,-7
724101,7241,1991,28,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-7,13,14,14,14,16,16
724102,7241,1994,32,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-7,13,14,14,14,16,16
724401,7244,1982,18,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-7,9,9,13,9,10,10
724402,7244,1983,19,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-7,9,9,13,9,10,10
724403,7244,1985,21,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-7,9,9,13,9,10,10
724501,7245,1989,30,12,12,12,12,13,13,14,-7,-7,-7,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16
724601,7246,1983,21,11,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12
724602,7246,1986,24,11,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12
724603,7246,1993,31,11,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,12,12,12,12,12
724701,7247,1985,22,9,10,-7,-7,-7,-7,-7,-7,-7,12,12,-7,12,12,12,12,12,13,13,13,13,13,13,13,13,13
724901,7249,1977,16,8,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
724902,7249,1988,27,8,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
724903,7249,1998,37,8,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
724904,7249,1998,37,8,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
725201,7252,1974,16,9,-7,-7,-7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12
725202,7252,1981,23,9,-7,-7,-7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12
725301,7253,1981,17,9,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
725302,7253,1982,19,9,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
725303,7253,1986,22,9,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
725501,7255,1980,17,9,10,11,13,13,14,15,15,15,15,15,15,15,-7,15,15,15,-7,-7,-7,15,15,15,15,15,15
725601,7256,1981,16,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,11,12,12,12
725602,7256,1983,19,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,11,12,12,12
725603,7256,1985,21,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,11,12,12,12
725604,7256,1988,23,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,10,11,12,12,12
725801,7258,1980,17,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12
725802,7258,1982,19,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12
725901,7259,1985,21,8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
725902,7259,1987,23,8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
725903,7259,1988,24,8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
725904,7259,1994,30,8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
725905,7259,1996,31,8,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
726301,7263,1982,18,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726302,7263,1984,19,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726303,7263,1985,21,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726304,7263,1987,23,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726305,7263,1989,25,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726306,7263,1991,27,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726307,7263,1992,28,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726308,7263,1994,29,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726309,7263,1998,34,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726310,7263,2000,36,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726311,7263,2002,38,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10
726401,7264,1984,22,10,11,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
727501,7275,1978,16,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
727502,7275,1982,20,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
727503,7275,1985,23,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
727601,7276,1979,16,9,10,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,-7,14,14,14,12,14,14
727602,7276,1984,20,9,10,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,-7,14,14,14,12,14,14
727801,7278,1975,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
727802,7278,1979,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
727803,7278,1982,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
727804,7278,1991,34,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
728201,7282,1980,17,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
728301,7283,1981,18,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
728401,7284,1988,24,8,9,10,11,12,13,14,15,15,15,15,15,15,15,14,14,14,14,-7,14,14,14,14,16,16,16
728501,7285,1988,25,9,10,11,12,12,14,14,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16
728502,7285,1990,27,9,10,11,12,12,14,14,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16
728503,7285,1997,33,9,10,11,12,12,14,14,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16
728504,7285,2004,41,9,10,11,12,12,14,14,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16
728601,7286,1991,28,9,10,11,12,13,14,15,15,16,16,16,16,16,17,17,17,18,18,18,18,18,18,18,18,18,18
728602,7286,1996,33,9,10,11,12,13,14,15,15,16,16,16,16,16,17,17,17,18,18,18,18,18,18,18,18,18,18
729101,7291,1980,20,10,10,10,10,10,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
729501,7295,1976,18,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,16,16,16,-7,-7,-7,-7,-7
729502,7295,1979,21,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,16,16,16,-7,-7,-7,-7,-7
730001,7300,1994,32,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
730201,7302,1979,21,14,14,14,14,14,14,14,14,14,14,14,14,-7,14,14,14,14,14,13,13,14,13,14,16,17,20
730202,7302,1980,22,14,14,14,14,14,14,14,14,14,14,14,14,-7,14,14,14,14,14,13,13,14,13,14,16,17,20
730203,7302,1984,26,14,14,14,14,14,14,14,14,14,14,14,14,-7,14,14,14,14,14,13,13,14,13,14,16,17,20
730301,7303,1978,16,9,9,9,-7,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
730401,7304,1984,25,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
730402,7304,1990,30,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
730501,7305,1975,17,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,15,16,-7,16,16,16,16,12,16,16,16
730502,7305,1986,28,12,12,12,12,12,12,12,12,12,12,12,12,13,13,14,15,16,-7,16,16,16,16,12,16,16,16
730801,7308,1978,17,9,9,9,9,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
730802,7308,1986,25,9,9,9,9,9,9,9,9,9,9,9,9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
731001,7310,1980,21,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
731002,7310,1981,21,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
731003,7310,1982,23,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
731004,7310,1983,24,12,12,-7,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
731401,7314,1974,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,15,-7,-7,-7,-7
731402,7314,1996,38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,15,-7,-7,-7,-7
731403,7314,2002,44,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,15,-7,-7,-7,-7
731601,7316,1975,18,11,11,11,11,11,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13
731602,7316,1990,33,11,11,11,11,11,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13
731603,7316,1992,35,11,11,11,11,11,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13
731701,7317,1987,25,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,-7,-7,-7
731702,7317,1989,27,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,-7,-7,-7
732201,7322,1984,20,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,13,13,13,-7
732202,7322,1987,23,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,13,13,13,-7
732203,7322,1993,29,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,13,13,13,-7
732301,7323,1979,17,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
732302,7323,1986,23,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
732401,7324,1980,16,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12
732402,7324,1982,17,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12
732403,7324,1983,19,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12
732404,7324,1988,24,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12
732405,7324,1989,25,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12
732406,7324,1992,28,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12
732501,7325,1982,18,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14
732502,7325,1984,19,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14
732503,7325,1989,24,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14
732504,7325,1991,26,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14
732505,7325,1992,28,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14
732701,7327,1984,24,12,12,13,13,13,13,13,13,13,-7,-7,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
733101,7331,1977,19,10,10,10,10,10,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
733102,7331,1984,26,10,10,10,10,10,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
733103,7331,1987,29,10,10,10,10,10,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
733901,7339,1985,26,13,14,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
733902,7339,1988,29,13,14,16,16,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734101,7341,1978,19,10,10,10,10,10,10,10,10,10,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734401,7344,1986,28,14,15,15,15,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734402,7344,1988,29,14,15,15,15,16,16,16,16,16,16,16,16,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734501,7345,1982,23,12,14,14,14,14,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734502,7345,1985,26,12,14,14,14,14,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734503,7345,1988,29,12,14,14,14,14,14,14,14,14,14,14,14,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
734801,7348,1979,17,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735001,7350,1973,15,9,9,9,9,9,9,9,9,13,13,13,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735002,7350,1976,18,9,9,9,9,9,9,9,9,13,13,13,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735003,7350,1981,22,9,9,9,9,9,9,9,9,13,13,13,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735201,7352,1975,17,10,10,10,10,11,11,11,12,12,12,13,13,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735501,7355,1983,19,7,8,9,-7,-7,-7,-7,9,9,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735502,7355,1985,21,7,8,9,-7,-7,-7,-7,9,9,10,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735801,7358,1983,21,11,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735802,7358,1984,23,11,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735803,7358,1987,25,11,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735901,7359,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735902,7359,1983,20,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
735903,7359,1988,25,10,11,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
736701,7367,1979,15,8,8,-7,-7,8,8,8,-7,-7,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
736702,7367,1983,19,8,8,-7,-7,8,8,8,-7,-7,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
736703,7367,1987,23,8,8,-7,-7,8,8,8,-7,-7,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
736704,7367,1989,25,8,8,-7,-7,8,8,8,-7,-7,8,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
736801,7368,2000,39,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,17,17
737501,7375,1979,20,7,7,7,7,7,7,7,7,7,7,7,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
737502,7375,1982,23,7,7,7,7,7,7,7,7,7,7,7,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
737601,7376,1977,15,8,8,8,8,8,8,8,8,8,-7,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
737602,7376,1985,23,8,8,8,8,8,8,8,8,8,-7,8,8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
