R0000100,dad_age,mom_age,f_HGC,m_HGC,HGC,reside_parent_type,age_stopped_living_w_parent,urban_at_14,rural_at_14,farm_at_14,AFQT,desire_child_#,ever_married,married_age,1st_marry_age,abort_#,foreign_lang_child,female_work_14,male_work_14,mother_work_1978,father_work_1978,#sibling,#sibling_school,cultural_influence,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62,teen_mom,teen_dad,teen_mom_not_teen_dad,teen_dad_not_teen_mom,teen_dad_and_teen_mom
1003,42,39,7,5,7,1,18,1,0,0,61.145,2,1,26,26,,0,0,1,3,1,3,0,1,112.9821243,354.6685843,3148.563292,5067.915247,3978.812439,11514.48185,12907.23839,29902.74402,35046.86906,33622.94928,34188.53308,28679.92732,,27188.37034,,42112.2656,,85088.44364,,44333.57304,,53340.86976,,32380.33454,,15775.02834,,18549.30793,,10663.37417,,11232.39509,,9199.99409,,8895.882452,,6823.365512,,,,,,,,0,0,0,0,0
1004,,26,4,5,6,2,17,1,0,0,27.973,0,0,,,0,1,1,1,1,1,2,2,1,668.5401124,1983.00558,1058.414804,3837.105306,25985.8886,41596.93273,48277.97048,50679.15247,49735.15548,18806.98702,27658.36798,3166.172896,60080.34696,64043.71291,65269.0177,78492.43265,,70117.37614,,69281.46921,,70688.86087,,49259.5256,,50970.16444,,93791.31385,,73616.79894,,81312.03475,,76582.41448,,79562.79857,,66607.95721,,67608.70664,,81880.38614,,,,0,0,0,0,0
1005,27,24,5,5,5,1,18,1,0,0,33.605,2,1,20,20,0,1,1,1,2,1,5,2,1,1355.785492,1094.656124,14693.29536,2432.599318,19894.06219,19190.80308,12907.23839,26384.77413,50066.9558,,,,,,,,,,,,,,,,,,,,,,,,,306317.4832,,353139.8457,,413350.1006,,,,,,,,0,0,0,0,0
1006,28,26,5,5,6,1,18,1,0,0,71.039,,1,30,30,,0,0,1,3,1,4,3,0.666666667,,959.2763265,451.9284974,,,20271.66099,25862.28085,20342.25127,23970.58558,25329.38317,30040.17348,32021.85645,38228.99608,37736.74647,,38636.10522,,31244.58415,,18326.74171,,45565.06118,,47414.10645,,46895.65692,,47850.91931,,46754.41998,,40714.70137,,37441.31697,,36799.97636,,40921.05928,,42646.03445,,,,,,0,0,0,0,0
1007,25,23,4,5,5,1,18,1,0,0,47.45,2,1,27,27,,0,1,1,1,1,2,0,0.666666667,,,2132.642959,39059.20082,4498.262918,9592.763265,18077.13989,13135.87349,,,118144.8671,109625.5435,115862.7474,63323.45792,70093.73812,60841.52726,69931.09039,60378.79435,,57238.6744,,92375.29228,,98178.97343,,,,88901.4496,,89325.06081,,63100.11338,,,,58163.8591,,60842.14008,,36799.97636,,31135.58858,,5117.524134,,0,0,0,0,0
1008,25,27,7,2,5,,,1,0,0,33.43,1,1,17,17,0,0,0,1,3,1,4,2,0.333333333,,,,,6297.126584,42165.05485,53713.96792,53734.24863,57160.62715,61564.47297,58411.44843,27218.57799,27972.43616,25660.9876,,30050.30406,,61130.70813,,40842.45295,,36944.6442,,47414.10645,,133987.5912,,76771.80461,,71148.03041,,37806.50841,,16848.59264,,,,1156.464719,,,,,,,,0,0,0,0,0
1009,27,24,5,2,5,1,18,1,0,0,19.686,1,1,18,18,2,0,0,1,3,1,4,1,0.666666667,,,,,,,,,,,1193.643732,,,,267.0237643,12008.19617,7770.121155,13585.22873,,7154.8343,,,,,,,,22521.70057,,,,,,,,,,,,,,,,,,0,0,0,0,0
1010,26,24,5,4,7,2,,1,0,0,88.408,2,1,24,24,,0,1,1,1,1,2,1,0.666666667,,,,41115.21691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1011,32,30,5,5,5,3,,1,0,0,34.339,3,1,22,22,,0,1,1,3,1,0,,1,,,5197.17772,2268.12749,1469.329536,8177.588042,15915.24975,13433.56216,19360.85758,21389.2569,1194.931345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1012,21,19,2,2,5,1,18,1,0,0,15.678,2,1,24,24,,0,1,1,1,1,3,3,0.666666667,1319.004949,2044.976451,,209.9042195,5307.120846,835.5506121,1919.080308,,7018.349919,20026.78232,38426.22774,,,,17171.60232,,,,4450.780129,,18472.3221,,,,362.8830595,,8939.182729,,,,,,,,,,,,,,,,,,,1,1,0,0,1
1013,25,23,2,3,6,1,18,1,0,0,91.199,2,1,20,20,,0,1,1,2,1,3,3,0.333333333,2485.606735,,,3446.182368,6465.570213,9710.546359,14751.12959,19348.83436,24611.24657,20814.2067,28079.66383,,,21464.5029,,1120.729649,,15708.63575,,18472.3221,,26871.94483,,18981.57542,,18904.79397,,32597.99473,,,,14976.52679,,4599.997045,,10429.53259,,30705.1448,,,,,,,,0,0,0,0,0
1014,33,30,7,6,9,1,18,1,0,0,94.207,3,1,25,25,,0,0,1,3,1,0,,1,,,1002.810169,,,,,,,,,,,,,,,,,13594.18517,,,,,,,,17322.74379,,10049.06934,,16618.46653,,15724.73112,,10252.34956,,16938.4518,,26679.98286,,18236.55903,,8529.206889,,0,0,0,0,0
1015,40,41,7,,10,1,18,1,0,0,85.366,2,1,20,20,3,0,0,1,3,1,3,2,1,,,,3798.45902,1379.266717,,304.0749148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1016,,31,5,5,5,0,12,1,0,0,28.497,0,1,29,29,0,0,0,1,1,,4,2,0.666666667,,,,4378.624498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1017,33,32,6,5,7,0,10,1,0,0,73.243,3,1,22,22,0,0,1,,1,,4,2,1,,,,,,1392.584354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1018,36,35,6,5,7,0,7,1,0,0,47.362,2,1,27,27,0,0,1,,1,,4,2,1,,,,,,,,,,,,9931.115847,15928.36656,16576.58187,19274.957,,19213.11387,20202.315,27170.45746,,25757.40348,,,,43198.74831,,32018.69164,,29633.81653,,25680.95498,,28395.05102,,25369.35484,,23265.54364,,24336.85603,,22079.98582,,30246.00034,,22175.93791,0,0,0,0,0
1019,30,29,7,7,8,1,18,1,0,0,100,3,1,31,31,0,0,0,1,3,1,2,2,1,6778.92746,2189.312249,9913.776286,810.8664395,,1535.264246,7122.9517,22866.80425,10180.28101,16010.92823,23310.36346,22642.04788,,14544.34716,,13584.60181,,13090.52979,,,,10668.17395,,4466.25304,,29446.71958,,14636.16626,,14540.96477,,9360.329243,,11039.99291,,12454.23543,,12793.81033,,,,,,,,0,0,0,0,0
1020,26,25,7,7,8,1,18,1,0,0,98.236,0,1,31,31,0,0,0,1,3,1,2,2,1,3175.244413,4796.381633,9038.569947,17514.49799,17841.85866,18447.2115,17904.65597,21109.88339,22126.69438,13192.38707,11682.28969,11207.64976,10878.16962,10566.28901,,10016.76802,,19018.44253,,27490.11256,,19703.81024,,18965.64258,,11165.6326,,4206.674225,,,,,,,,5519.996454,,2668.764736,,6823.365512,,,,,,0,0,0,0,0
1021,34,22,6,4,7,1,18,1,0,0,59.376,0,1,33,33,,1,0,1,3,1,2,1,0.666666667,3905.920082,2175.042423,17027.1548,11298.21243,21.89312249,9445.689876,17689.05138,21177.2292,,10325.79071,18469.34189,20861.23158,20814.2067,20979.32712,22637.51947,,23467.8565,,21056.1328,,32726.32448,,51722.50188,,49784.81178,,,,54686.76493,,40656.01738,,33928.91781,,26208.92188,,47839.96927,,31135.58858,,25672.91274,,,,,0,0,0,0,0
1022,30,21,5,5,8,1,18,1,0,0,4.049,0,1,22,22,0,1,1,1,1,1,3,3,0.666666667,2361.326399,10946.56124,12594.25317,17484.3076,25862.28085,23028.9637,22126.69438,26912.46961,23364.57937,19213.11387,23310.36346,28679.92732,,21464.5029,,22637.38045,,30108.21852,,36944.6442,,34375.22718,,26797.51824,,33653.3938,,28459.21216,,31020.72485,,36318.07746,,39559.97459,,40921.05928,,36675.58962,,,,,,,,1,0,1,0,0
1023,25,23,7,7,7,1,18,1,0,0,92.319,2,1,36,36,,0,0,1,1,1,2,1,1,20390.47343,22834.60971,24608.1442,28658.38026,18077.13989,13135.87349,11544.73207,12568.42981,11936.43732,1919.080308,27658.36798,28143.75907,28771.8106,27218.57799,27097.52051,26857.9972,,45790.93952,,48225.33641,,47125.90725,,46796.54932,,57489.60408,,49128.78344,,14723.35979,,47364.26024,,,,,,,,,,7676.2862,,,,0,0,0,0,0
1024,30,21,9,6,7,1,18,1,0,0,77.471,3,1,25,25,1,0,0,1,3,1,1,1,1,,501.4050843,,1058.414804,959.2763265,2259.642487,3389.055361,1259.425317,1013.583049,,,,,,,,,,,,,,654.5264895,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
1025,50,,,,2,1,18,1,0,0,,,1,,,0,0,1,1,,3,11,1,0,,,,19798.81543,18784.47104,21962.10719,19185.52653,15817.49741,15325.18574,18891.37975,14190.16269,3978.812439,21109.88339,,19348.83436,,1601.092823,9324.145386,2264.204788,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1026,,,6,5,6,,,1,0,0,,,1,20,20,,0,0,1,3,1,2,2,0.666666667,6615.092526,8393.667857,5649.106217,1532.518574,6297.126584,3450.2367,,21109.88339,20282.80318,,,12168.30545,815.8627212,,,4292.90058,,,,,,25861.25094,,21336.3479,,29030.64476,,28815.71844,,28459.21216,,12602.16947,,,,,,3558.352981,,,,,,,,0,0,0,0,0
1027,22,18,,6,5,1,18,1,0,0,12.661,2,0,,,,0,0,1,2,1,5,5,0.333333333,800.9957327,2259.642487,8757.248996,2099.042195,22298.82709,,13433.56216,13276.01663,10553.90965,41722.46317,3202.185645,12432.19385,6037.879435,,31481.27092,,13041.21773,,32726.32448,,21551.04245,,11853.52661,,17865.01216,,17215.81427,,1270.500543,,7755.181213,,664.5833763,,,,,,,,,,,,,1,0,1,0,0
1028,24,20,,,4,1,18,1,0,0,4.672,2,1,23,23,,0,0,1,1,2,5,5,1,6067.140077,6721.188604,6926.839243,,2387.287463,9595.40154,8415.51943,17589.84942,18357.88379,25617.48516,17094.26654,16604.16845,,18602.56918,,20376.90271,,32726.32448,,25861.25094,,29633.81653,,27914.0815,,20001.68427,,19311.60825,,17449.15773,,17784.62556,,19319.98759,,20460.52964,,23028.8586,,,,,,,,1,0,1,0,0
1029,29,21,4,6,6,0,4,1,0,0,26.365,0,1,23,23,0,0,1,,2,1,5,5,0.333333333,,33427.00562,24036.43128,27783.38861,26380.09898,25985.8886,24082.43474,18891.37975,22298.82709,21883.46841,,,24625.78919,23364.57937,,17094.26654,18113.6383,,30050.30406,,29886.12397,,39271.58937,,43102.0849,,50970.16444,,53595.03649,,57841.7706,,47770.82042,,43622.89432,,,,,,,,,,,1,0,1,0,0
1030,20,22,,4,5,2,11,1,0,0,13.143,2,0,,,0,0,0,,3,,8,3,0.333333333,7194.572449,8767.412849,4378.624498,734.6647682,6898.446234,7957.624877,28786.20462,27658.36798,29902.74402,36715.76759,20814.2067,21756.33923,24151.51774,,37920.62179,,39395.34524,,49744.0132,,46180.80525,,68750.45436,,70.34348539,,70461.79327,,69115.22954,,83368.19804,,70202.46932,,71299.9542,,75615.00084,,67741.51988,,,,,,,0,1,0,1,0
1031,,24,,,3,0,14,1,0,0,6.324,0,0,,,0,0,0,,3,,8,3,0.333333333,,19053.3932,7210.929383,8160.378141,,,3065.037148,,,,3838.160616,11063.34719,1758.984942,15020.08674,920.6283731,,,,,,,,,,,,,,8374.224451,,12620.02268,,7623.003258,,,,,,,,,,,,,0,0,0,0,0
1032,,25,,,4,,,1,0,0,0.049,3,0,,,,0,0,,3,,8,3,0,,,,,,,,,,,1989.406219,,5531.673596,,,,,,,,,,,,,5541.69663,,,,14515.32238,,13671.69123,,,,,,,,,,,,,,0,0,0,0,0
1033,25,26,4,3,4,0,1,1,0,0,8.101,2,0,,,0,0,0,,3,1,8,3,0.333333333,10054.94064,10791.85867,11320.80886,12041.21737,14693.29536,27366.74233,17904.65597,21109.88339,33190.04157,38697.66873,38384.66611,37785.79062,38539.80093,41510.42111,,42929.0058,,43470.72578,,49089.48671,,49259.5256,,51799.9113,,56944.72627,,60470.94199,,59967.62563,,58163.8591,,58034.04131,,56119.96395,,61381.58892,,62689.67064,,,,,,0,0,0,0,0
1034,23,20,2,3,2,0,,1,0,0,12.727,3,0,,,0,0,0,,3,,8,3,0.333333333,1502.276955,6411.347677,31176.48061,24856.06735,27366.40311,35683.71731,37908.00605,42772.23372,52774.70847,23970.58558,56287.51815,51735.85433,28819.67081,46620.72693,12075.75887,,55092.22411,,71998.38957,,85088.44364,,110833.9326,,,,,,,,,,,,,,4599.997045,,25798.05911,,6345.729926,,,,,1,0,1,0,0
1035,,19,4,2,5,2,16,1,0,0,37.759,2,1,26,26,0,0,1,1,1,1,5,4,0.666666667,2439.697775,3683.283519,5276.019796,5179.10058,5190.859342,6465.04996,13569.84986,36883.59131,43179.30693,45175.33436,49251.57838,45173.74532,55557.92095,55444.47651,58114.58956,,55221.01113,,57055.32759,,64143.59597,,84972.68166,,73491.865,,74809.73843,,74142.63322,,84361.23606,,93062.17456,,92667.25951,,97519.93735,,80062.94207,,10235.04827,,,,,1,0,1,0,0
1036,,22,,4,5,2,2,0,1,0,,2,0,,,0,0,1,1,1,1,3,2,1,7673.507331,4796.381633,2259.642487,4378.624498,3568.371731,6486.931516,27851.68707,67167.81078,75599.53914,130662.6785,135983.5209,144618.7092,156875.6381,153442.1395,,198582.426,,201011.3529,,283017.2541,,290631.2011,,315224.3893,,312432.2652,,323727.77,,,,,,,,,,353139.8457,,,,,,,,0,0,0,0,0
1037,26,26,6,5,5,,,1,0,0,40.617,0,1,21,21,0,0,0,1,1,1,2,2,1,1678.733571,2711.570984,3283.968373,1469.329536,,17904.65597,42219.76678,49785.06236,54927.82279,51735.85433,61642.07367,62883.5905,64045.29664,,82459.4653,,100526.0534,,133523.4039,,141621.1361,,163578.6673,,312432.2652,,323727.77,,317446.2493,,333307.9946,,346626.0963,,306317.4832,,353139.8457,,413350.1006,,,,,,,0,0,0,0,0
1038,29,28,6,5,6,1,18,1,0,0,64.065,2,1,22,22,0,0,1,1,1,1,2,2,1,6910.473992,21168.29608,35972.86225,18077.13989,26271.74699,20990.42195,34461.82368,39788.12439,19190.80308,22126.69438,35179.69884,40053.56464,,,,,,,,,,,34481.66792,,50970.16444,,39079.7141,,36808.39947,,30492.01303,,35867.71311,,39313.38282,,14719.99054,,,,,,,,,0,0,0,0,0
1039,30,29,5,6,6,0,14,1,0,0,71.23,2,1,22,22,2,0,1,,1,1,3,0,1,5014.050843,6009.107819,4498.262918,7194.572449,9038.569947,39407.62048,44079.88609,42570.48807,41777.53061,44138.84709,49785.06236,45733.6085,46729.15875,43229.50621,46620.72693,45284.09576,,45790.93952,,42112.2656,,45816.85427,,4925.95256,,35560.57984,,33496.8978,,36808.39947,,40656.01738,,33928.91781,,37441.31697,,,,,,,,,,0,0,0,0,0
1040,36,32,5,5,5,1,18,1,0,0,55.277,3,1,25,25,0,0,1,,1,2,5,1,0.666666667,,13705.0723,12018.21564,2407.89368,9592.763265,13557.85492,10946.56124,7562.849028,7905.947785,9947.031097,,7375.564794,5276.954826,10013.39116,3202.185645,7770.121155,9056.819152,,17171.60232,,16301.52217,,22253.90064,,27092.73908,,26077.75855,,26797.51824,,24188.3768,,20328.00869,,16479.76008,,18720.65849,,,,17791.7649,,20470.09653,,,0,0,0,0,0
1041,43,40,2,4,6,1,18,1,0,0,,0,1,22,22,0,0,1,,3,,1,0,0.333333333,,,,,1676.541082,,5276.019796,6778.92746,11822.28614,10495.21097,13176.57964,13925.84354,10746.84973,,3869.766873,8344.492633,8005.464114,6924.731973,,,11238.81372,,24452.28325,,18326.74171,,14777.85768,,14224.23194,,2347.015973,,11568.35412,,12196.80521,,15510.36243,,3678.609392,,14719.99054,,2846.682385,,,0,0,0,0,0
1042,30,24,6,6,5,1,18,1,0,0,28.954,6,0,,,,0,0,1,2,1,6,3,0.666666667,2930.589178,7759.6123,13483.97414,11448.17613,14595.59591,19894.06219,19419.17364,24892.53118,19348.83436,15020.08674,12808.74258,10256.55992,33208.33689,,38636.10522,,47546.10632,,32726.32448,,49259.5256,,53340.86976,,52478.47323,,57841.7706,,55902.02389,,54286.26849,,49609.74499,,59799.96158,,56044.05945,,26440.54136,,,,,,,0,0,0,0,0
1043,36,32,7,5,5,0,16,1,0,0,3.732,4,1,20,20,,0,0,1,3,1,6,3,1,,,,36769.70618,33050.093,13230.18505,21583.71735,29375.35233,35028.99598,82679.17301,87409.37501,71618.6239,69086.89109,68223.97435,47492.59344,65087.04254,57639.34162,71485.11462,64907.20392,,64393.5087,,,,65452.64895,,82509.70538,,55711.57508,,88208.49755,,67306.7876,,63016.82693,,58163.8591,,65522.3047,,,,,,,0,0,0,0,0
1044,21,20,3,5,5,1,18,1,0,0,4.871,2,1,26,26,,0,1,1,2,1,2,2,0.666666667,,7788.492309,35153.28074,29106.40712,8393.667857,7908.748704,14230.52962,14693.29536,20271.66099,33819.90573,38381.60616,13829.18399,31661.72896,19526.11276,800.5464114,6993.109039,16604.16845,,,,,,39271.58937,,41870.59676,,5926.763307,,13398.75912,,35756.73091,,,,38775.90607,,32761.15235,,,,,,,,,1,1,0,0,1
1045,33,32,5,,5,1,18,1,0,0,65.206,2,1,23,23,,0,0,1,1,1,1,1,1,,,35031.50189,27040.98519,41701.54329,43167.43469,45181.55152,35028.99598,41980.84389,57774.23381,56698.07725,57572.40924,59004.51835,63323.45792,63418.14401,57639.34162,59052.92078,57359.85463,,55092.22411,,57055.32759,,78543.17874,,70194.82398,,71121.15968,,68110.35887,,78875.14172,,76230.03258,,81429.40274,,84242.96319,,79119.94917,,80062.94207,,75909.94132,,0,0,0,0,0
1046,38,37,5,7,10,1,18,1,0,0,70.337,2,1,53,53,,0,1,1,1,1,1,0,1,,,34429.81579,41462.84395,29635.61452,42687.79653,48582.31347,80071.90619,82679.17301,,,,70067.86554,79154.3224,60080.34696,80054.64114,69931.09039,,,,,73356.84975,,98178.97343,,141621.1361,,113793.8555,,128404.7749,,157750.2834,,137214.0586,,,,,,,,,,,,0,0,0,0,0
1047,,46,1,7,6,0,1,1,0,0,22.497,2,1,27,27,0,0,1,,3,,3,0,0.666666667,3479.751285,1201.821564,19845.27758,16307.69755,1287.996217,788.1524096,944.5689876,8108.664395,19894.06219,27826.66447,29290.21169,29199.15004,27536.82569,26418.03157,23310.36346,9056.819152,,17887.08575,,17659.98235,,19500.96223,,19703.81024,,23114.3769,,22909.64497,,21348.87169,,20328.00869,,22780.84481,,22005.19802,,25818.86341,,26883.35677,,26867.0017,,,,0,0,0,0,0
1048,27,23,4,4,5,1,18,1,0,0,3.156,2,1,18,18,0,0,1,1,1,1,2,1,1,,,,35098.3559,38803.81374,50735.11364,50311.64514,41803.38601,52105.63152,40931.3228,45765.30184,51818.06379,46057.92739,43331.44317,43974.62355,48398.05727,45631.14545,45066.7027,43774.6259,,48652.87324,,50263.02668,,56289.2781,,64960.99939,,24892.40589,,32380.33454,,,,,,,,,,,,,,,0,0,0,0,0
1049,28,29,6,5,9,1,18,1,0,0,84.635,0,1,25,25,0,0,1,1,1,1,1,1,0.666666667,,,24067.44405,24336.88667,23814.3331,24461.54633,27115.70984,15325.18574,5279.09112,,755.9743633,199.584352,,,,,,,,1946.11493,,,,15708.63575,,22166.78652,,21573.41844,,22509.91532,,27343.38246,,32524.8139,,82398.80039,,21528.75726,,22999.98522,,25798.05911,,23028.8586,,0,0,0,0,0
1050,,29,9,5,7,0,13,1,0,0,86.124,4,1,22,22,2,0,1,,1,,3,0,0.666666667,,,,5014.050843,42063.75473,264.6037011,,971.6462693,437.8624498,6716.935023,,,,92.19455993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1051,38,35,5,2,9,1,18,0,1,0,87.785,2,1,35,35,,0,1,1,2,1,2,0,1,4760.0056,4732.172407,,,,,18891.37975,,,5373.424863,,,,,,,,,,,,,,3078.72035,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1052,26,22,5,5,9,1,18,1,0,0,89.341,,1,26,26,,0,1,1,1,1,3,2,0.666666667,,,,,7144.299929,19952.94759,20336.78238,153.2518574,17986.69257,4054.332197,,19190.80308,,,,1921.311387,27972.43616,34717.80675,,21464.5029,,,,17698.39628,,29863.5874,,30819.1692,,13398.75912,,24083.20994,,,,,,,,,,,,,,0,0,0,0,0
1053,22,19,5,5,7,1,18,0,1,0,73.413,4,1,35,35,,0,1,1,1,1,3,2,0.666666667,,,,16713.50281,2896.389969,,11990.95408,1920.696114,,,,179.0465597,575.7240924,,1407.187954,,,1118.897446,1509.469859,,,,407.5380542,,6545.264895,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0
1054,22,16,5,5,5,1,18,1,0,0,,2,1,21,21,,0,1,1,1,1,1,1,1,,668.5401124,1081.639407,4233.659217,1918.552653,1175.014093,656.7936747,2518.850634,405.4332197,1352.796229,1535.264246,553.1673596,24625.78919,834.4492633,17612.02105,18648.29077,19623.10816,,11447.73488,,13584.60181,,17017.68873,,18472.3221,,23707.05323,,27914.0815,,27343.38246,,27442.81173,,9693.976517,,9360.329243,,9199.99409,,8895.882452,,9875.115737,,,1,0,1,0,0
1055,26,24,7,5,7,0,4,1,0,0,77.043,2,1,24,24,,0,1,,1,1,1,1,1,470.9945879,1199.095408,11298.21243,,,,,,,,,,155.4024231,6792.614364,,12878.70174,,1630.152217,,7854.317874,,29555.71536,,29633.81653,,14123.40868,,8972.836122,,10164.00434,,8724.578865,,28080.98773,,18399.98818,,26687.64736,,25587.62067,,,,,,0,0,0,0,0
1056,27,25,5,4,5,1,18,1,0,0,15.555,2,1,18,18,0,0,1,1,,1,2,1,0.666666667,1337.080225,10515.93868,15876.22206,11990.95408,11298.21243,21893.12249,37782.75951,20271.66099,41777.53061,21109.88339,36877.82397,41336.14614,45060.26022,41628.41339,27972.43616,,,57238.6744,,81507.61084,,64143.59597,,61574.407,,65194.39637,,72576.61191,,84133.4845,,93508.83997,,108572.537,,112323.9509,,113527.9271,,115646.4719,,85292.06889,,,,0,0,0,0,0
1057,25,23,,5,5,2,17,1,0,0,0.29,4,1,,,2,0,1,1,1,,2,1,0.666666667,,,3342.700562,3004.55391,7408.90363,38371.05306,1355.785492,8757.248996,10495.21097,20271.66099,21883.46841,15352.64246,12907.23839,14071.87954,10013.39116,14409.8354,15540.24231,15094.69859,,18602.56918,,17659.98235,,,,18472.3221,,15409.5846,,18981.57542,,22085.03968,,,,,,,,,,,,,,0,0,0,0,0
1058,29,27,2,6,6,0,,1,0,0,34.012,2,0,,,,1,1,,1,2,2,2,0.666666667,7938.111032,22303.17459,20336.78238,21893.12249,20990.42195,20271.66099,17904.65597,19190.80308,18438.91199,19348.83436,16688.98527,16010.92823,15540.24231,17660.79735,,14309.6686,,14943.06199,,,,14777.85768,,,,,,31550.05669,,,,14540.96477,,,,22963.18525,,24908.47087,,23881.77929,,,,,,0,0,0,0,0
1059,27,21,,,5,2,,1,0,0,12.878,2,1,23,23,,0,1,1,1,,7,1,0.666666667,,,,16713.50281,9530.445001,3164.660265,2398.190816,6552.963212,10946.56124,,,12931.14043,5757.240924,,17589.84942,15020.08674,16010.92823,,,,,,,,,,,,,,,,31550.05669,,,,,,26676.93834,,28519.98168,,27577.2356,,28146.38273,1,0,1,0,0
1060,43,37,6,4,5,1,18,1,0,0,33.045,3,1,26,26,,0,0,0,3,3,6,0,1,,6567.936747,15952.72068,18244.49489,23872.87463,23028.9637,25814.47678,29199.15004,28371.27495,28019.1244,29526.46039,28679.92732,,40067.07208,,40753.80542,,43198.74831,,49259.5256,,43948.13527,,44662.5304,,43118.41081,,46754.41998,,43622.89432,,44929.58037,,,,,,,,,,,,,,0,0,0,0,0
1061,29,29,5,5,5,0,10,1,0,0,80.231,10,1,28,28,,0,1,1,1,2,3,1,1,20270.13621,5708.652428,11907.16655,16787.33571,20336.78238,19703.81024,23719.1768,26353.15928,24867.57774,19190.80308,1843.891199,,,4002.732057,,,,20033.53604,,,,18326.74171,,18472.3221,,27263.11121,,,,22085.03968,,15246.00652,,17449.15773,,18720.65849,,8279.994681,,14233.41192,,17058.41378,,,,0,0,0,0,0
1062,,,5,5,5,1,18,0,0,1,58.977,2,1,24,24,,0,1,1,1,,4,2,0.666666667,,2339.890393,,,,9716.462693,22987.77861,36523.33419,34461.82368,41379.64936,42219.76678,50707.00796,50482.86784,51001.53897,51234.97033,51282.79962,,,48624.2539,,69281.46921,,85088.44364,,70933.71687,,71121.15968,,68110.35887,,83081.81595,,66066.02824,,80460.00509,,87051.06196,,85559.94504,,89848.41277,,88703.75165,,,0,0,0,0,0
1063,,43,2,4,5,2,5,1,0,0,45.58,2,1,21,21,0,0,0,0,3,,8,0,0.333333333,568.2590955,,,9113.125102,5423.141968,22694.41077,25188.50634,26353.15928,22281.34966,25331.86007,28027.14622,28847.35305,29372.61407,28339.34296,31077.37657,35623.48867,,33627.72121,,44829.18596,,40318.83175,,41254.85269,,39116.63782,,40754.55899,,39896.09835,,40656.01738,,41684.09902,,39313.38282,,39559.97459,,44479.41226,,53734.0034,,,,0,0,0,0,0
1064,31,31,5,5,5,0,17,1,0,0,59.869,2,1,19,19,,0,0,1,2,1,7,3,0.666666667,4519.284974,15325.18574,23089.46414,26353.15928,27851.68707,11514.48185,,,,,,,,2861.93372,,,,32726.32448,,8004.67291,,8890.14496,,8374.224451,,10516.68556,,9655.804127,,24234.94129,,14040.49386,,13799.99113,,17791.7649,,,,,,,,,,0,0,0,0,0
1065,21,17,5,5,5,2,13,1,0,0,70.03,3,1,24,24,0,0,1,1,2,1,3,2,1,10107.31935,9922.63879,11990.95408,11750.14093,17245.21258,25188.50634,27366.74233,33819.90573,47977.0077,57160.62715,47492.59344,50066.9558,51074.86104,46620.72693,46793.56562,,41498.03894,,,,47125.90725,,38176.13234,,34375.22718,,42721.94346,,57315.93632,,48482.30072,,48469.88258,,37441.31697,,41399.9734,,,,43498.95514,,,,,1,1,0,0,1
1066,,36,5,4,5,1,18,1,0,0,,10,0,,,,0,0,1,3,1,4,0,1,4796.381633,11976.10518,10950.93987,14130.75205,24849.00204,118144.8671,47977.0077,66380.08315,70359.39769,75100.4337,80054.64114,90133.40539,98115.54082,,95874.77962,,97809.13301,,71997.91385,,73889.2884,,88901.4496,,78159.42821,,89391.82729,,162624.0695,,93062.17456,,85178.99611,,85559.94504,,99633.88346,,105762.1654,,,,,,,0,0,0,0,0
1067,,39,,,4,0,9,1,0,0,0.887,2,0,,,,0,0,,3,1,6,,0.666666667,,33427.00562,6009.107819,8467.318434,11031.67776,10620.31969,18828.08534,6716.935023,,,,22126.69438,14951.37201,16688.98527,24016.39234,23310.36346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1068,38,35,4,2,3,0,11,1,0,0,0.958,0,0,,,,0,0,1,3,1,5,0,0.666666667,,,,31755.65534,3605.464691,31752.44413,21583.71735,27115.70984,15325.18574,26238.02743,33448.24063,31830.49951,23028.9637,44253.38876,43974.62355,37550.21685,40027.32057,38850.60577,37736.74647,,35774.1715,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
