C0000100,C0000200,dad_distance
564701,5647,5
564702,5647,5
564703,5647,5
564801,5648,0
564802,5648,0
564803,5648,0
564804,5648,0
565201,5652,5
565202,5652,5
565401,5654,5
565402,5654,
565601,5656,0
565602,5656,0
565701,5657,55
565901,5659,1
565902,5659,0
566101,5661,0
566901,5669,5
567002,5670,55
567301,5673,0
567302,5673,0
567303,5673,0
567401,5674,5
567402,5674,5
567501,5675,0
568101,5681,100
568102,5681,55
568103,5681,0
568104,5681,5
568105,5681,5
568201,5682,0
568202,5682,55
568203,5682,55
568204,5682,55
568401,5684,55
568402,5684,0
568501,5685,100
568502,5685,55
568503,5685,55
568601,5686,5
568602,5686,
568603,5686,0
568701,5687,100
568702,5687,100
568703,5687,100
568901,5689,5
568902,5689,5
569001,5690,
569501,5695,0
569502,5695,0
569503,5695,
570101,5701,55
570201,5702,55
570501,5705,5
570502,5705,5
570601,5706,5
570701,5707,0
570702,5707,0
570703,5707,0
570801,5708,0
570802,5708,0
570803,5708,0
570901,5709,55
571201,5712,0
571202,5712,0
571301,5713,0
571302,5713,0
571303,5713,0
571304,5713,5
571501,5715,55
571502,5715,55
571503,5715,0
571601,5716,5
571602,5716,0
571701,5717,5
571702,5717,5
571801,5718,0
571802,5718,0
572001,5720,5
572002,5720,5
572003,5720,0
572401,5724,0
572402,5724,0
572801,5728,0
572802,5728,0
572803,5728,0
572901,5729,0
572902,5729,0
572903,5729,0
572904,5729,0
573201,5732,0
573202,5732,0
573401,5734,0
573701,5737,0
573702,5737,0
573703,5737,0
574001,5740,0
574002,5740,0
574003,5740,0
574004,5740,0
574005,5740,0
574101,5741,55
574102,5741,55
574103,5741,0
574401,5744,5
574402,5744,5
574403,5744,0
574601,5746,55
574602,5746,5
574603,5746,5
575301,5753,5
575302,5753,55
575601,5756,5
575602,5756,5
575603,5756,5
576001,5760,
576601,5766,
576602,5766,0
576701,5767,55
576702,5767,5
576801,5768,5
576802,5768,5
576803,5768,5
576901,5769,55
577001,5770,55
577002,5770,5
577003,5770,0
577301,5773,5
577302,5773,
577303,5773,0
577304,5773,0
577305,5773,0
577401,5774,5
577402,5774,5
577403,5774,5
577701,5777,5
577702,5777,0
578001,5780,55
578002,5780,55
578003,5780,55
578101,5781,5
578102,5781,0
578103,5781,55
578201,5782,100
578202,5782,0
579001,5790,5
579002,5790,0
579301,5793,0
579302,5793,0
579303,5793,100
579304,5793,5
579305,5793,5
579601,5796,5
579801,5798,5
579802,5798,0
579803,5798,0
579804,5798,5
579901,5799,100
579902,5799,0
580101,5801,5
580102,5801,5
580103,5801,5
580201,5802,5
580202,5802,5
580301,5803,5
580302,5803,55
580501,5805,55
580502,5805,55
580601,5806,100
580602,5806,55
580901,5809,0
580902,5809,0
580903,5809,5
581101,5811,55
581201,5812,5
581202,5812,5
581301,5813,0
581302,5813,0
581303,5813,0
581701,5817,5
581702,5817,5
581801,5818,5
581802,5818,5
581901,5819,0
581902,5819,0
582001,5820,0
582002,5820,0
582003,5820,0
582004,5820,0
582101,5821,5
582102,5821,0
582201,5822,5
582202,5822,55
582701,5827,5
582901,5829,55
583301,5833,0
583302,5833,0
583303,5833,0
583401,5834,0
583402,5834,0
583403,5834,0
583501,5835,5
583601,5836,5
583602,5836,0
583603,5836,5
583604,5836,0
583901,5839,5
583902,5839,5
584001,5840,55
584002,5840,55
584003,5840,100
584004,5840,5
584005,5840,100
584006,5840,5
584101,5841,5
584102,5841,5
584401,5844,5
584402,5844,5
584403,5844,0
584901,5849,5
584902,5849,5
585201,5852,5
585202,5852,5
585203,5852,5
585204,5852,5
585301,5853,5
585302,5853,5
585501,5855,5
585502,5855,5
585503,5855,5
585801,5858,0
585802,5858,5
585803,5858,5
586101,5861,55
586102,5861,5
586103,5861,1
586104,5861,5
586201,5862,55
586202,5862,55
586203,5862,55
586801,5868,55
586802,5868,0
586803,5868,55
586804,5868,5
587001,5870,0
587002,5870,0
587003,5870,0
587301,5873,55
587302,5873,55
587303,5873,55
587401,5874,0
587402,5874,5
587801,5878,5
587802,5878,0
587803,5878,0
588001,5880,0
588301,5883,0
588302,5883,100
588701,5887,0
588702,5887,0
588801,5888,5
588802,5888,5
588803,5888,0
588804,5888,5
588901,5889,55
588902,5889,55
588903,5889,
588904,5889,55
589201,5892,55
589202,5892,0
589501,5895,100
589502,5895,
589701,5897,55
589702,5897,55
589703,5897,55
589901,5899,5
589902,5899,5
590601,5906,55
590602,5906,5
590603,5906,5
590901,5909,55
590902,5909,55
590903,5909,55
590904,5909,55
591101,5911,5
591301,5913,5
591302,5913,5
591303,5913,55
591401,5914,5
591601,5916,5
591602,5916,5
591603,5916,5
591901,5919,5
591902,5919,5
591903,5919,55
591904,5919,55
592301,5923,55
592302,5923,5
592601,5926,55
592602,5926,1
592603,5926,100
592604,5926,55
592701,5927,55
592702,5927,55
592703,5927,55
592704,5927,100
593201,5932,0
593202,5932,5
593203,5932,55
593204,5932,55
593205,5932,55
593206,5932,55
593401,5934,5
593601,5936,5
594101,5941,5
594102,5941,5
594103,5941,55
594401,5944,0
594701,5947,55
594702,5947,55
594703,5947,0
594704,5947,0
594801,5948,55
594802,5948,1
595101,5951,5
595102,5951,0
595103,5951,0
595104,5951,5
595105,5951,5
595201,5952,
595202,5952,0
595203,5952,0
595204,5952,5
595301,5953,5
595401,5954,5
595601,5956,1
595602,5956,0
595701,5957,55
595702,5957,5
596301,5963,5
596302,5963,55
596501,5965,5
596502,5965,5
596503,5965,5
596504,5965,55
596505,5965,0
596901,5969,0
596902,5969,0
597301,5973,100
597302,5973,5
597303,5973,55
597304,5973,55
597305,5973,100
597306,5973,5
597307,5973,5
597601,5976,55
597602,5976,55
597603,5976,
597701,5977,5
597801,5978,55
597802,5978,100
597803,5978,0
597804,5978,0
598001,5980,55
598002,5980,5
598301,5983,55
598501,5985,0
598502,5985,0
598601,5986,55
598602,5986,0
599101,5991,100
599102,5991,55
599801,5998,55
599802,5998,5
599803,5998,5
599804,5998,55
599901,5999,100
599902,5999,55
600201,6002,5
600202,6002,55
600203,6002,55
600301,6003,55
600302,6003,5
600401,6004,5
600402,6004,55
600501,6005,5
600502,6005,5
600503,6005,55
600701,6007,100
600702,6007,5
600703,6007,5
601501,6015,55
601901,6019,5
601902,6019,5
601903,6019,5
602201,6022,55
602301,6023,5
602302,6023,55
602303,6023,55
602304,6023,55
602401,6024,
602701,6027,0
602801,6028,55
602802,6028,55
603001,6030,1
603002,6030,1
603003,6030,55
603101,6031,5
603301,6033,55
603302,6033,55
603303,6033,5
603304,6033,5
603601,6036,5
603602,6036,55
603603,6036,5
603701,6037,5
603901,6039,5
604001,6040,55
604002,6040,55
604003,6040,55
604004,6040,55
604301,6043,100
604302,6043,0
604401,6044,55
604402,6044,5
604601,6046,55
604602,6046,100
604603,6046,5
604604,6046,5
604605,6046,5
604606,6046,5
604607,6046,5
604701,6047,5
604702,6047,0
604703,6047,5
604704,6047,5
604801,6048,5
604802,6048,5
604803,6048,5
604804,6048,55
604901,6049,55
604902,6049,55
605301,6053,0
605302,6053,0
605303,6053,0
605501,6055,0
605502,6055,0
605801,6058,0
605802,6058,55
606101,6061,55
606102,6061,55
606301,6063,55
606601,6066,5
606602,6066,5
606901,6069,5
606902,6069,5
606903,6069,5
606904,6069,5
607201,6072,55
607202,6072,5
607203,6072,5
607301,6073,5
607302,6073,5
607401,6074,5
607402,6074,5
607403,6074,55
607601,6076,100
607602,6076,5
607603,6076,5
607801,6078,100
607802,6078,5
607803,6078,5
608001,6080,0
608002,6080,0
608201,6082,0
608202,6082,0
608203,6082,0
608301,6083,55
608302,6083,100
608401,6084,5
608402,6084,5
608403,6084,5
608404,6084,5
608405,6084,5
608801,6088,55
608802,6088,5
608803,6088,0
609101,6091,100
609102,6091,100
610101,6101,5
610102,6101,5
610201,6102,5
610202,6102,1
610701,6107,5
610702,6107,55
610703,6107,1
610704,6107,0
610705,6107,0
610706,6107,0
611401,6114,5
611402,6114,55
611403,6114,55
611404,6114,55
611601,6116,5
611602,6116,55
611801,6118,55
611802,6118,55
611901,6119,55
611902,6119,55
611903,6119,55
611904,6119,55
612601,6126,5
612901,6129,100
613001,6130,55
613201,6132,5
613401,6134,5
613402,6134,5
613403,6134,5
614601,6146,55
614602,6146,55
614603,6146,0
615001,6150,55
615101,6151,5
615102,6151,5
615103,6151,5
615401,6154,5
615901,6159,5
616001,6160,55
616101,6161,5
616102,6161,5
616103,6161,5
616104,6161,5
616105,6161,5
616106,6161,5
616301,6163,5
616302,6163,0
616303,6163,0
616304,6163,0
616401,6164,55
616402,6164,5
616801,6168,5
616802,6168,5
616803,6168,5
616901,6169,55
616902,6169,55
616903,6169,55
616904,6169,55
617101,6171,55
617201,6172,0
617401,6174,5
617402,6174,55
617501,6175,5
617502,6175,5
617503,6175,5
617701,6177,100
617702,6177,100
617703,6177,55
617801,6178,5
617802,6178,5
617803,6178,5
617901,6179,55
617902,6179,5
618101,6181,5
618102,6181,100
618301,6183,5
618501,6185,5
618901,6189,55
619001,6190,5
619002,6190,55
619201,6192,0
619202,6192,55
619203,6192,0
619501,6195,55
619701,6197,5
619702,6197,5
619703,6197,5
620201,6202,5
620202,6202,55
620301,6203,0
620302,6203,0
620401,6204,0
620402,6204,0
620501,6205,5
620502,6205,5
620503,6205,55
620601,6206,55
620901,6209,5
620902,6209,5
621001,6210,5
621002,6210,5
621003,6210,5
621201,6212,0
621401,6214,0
621402,6214,0
621501,6215,0
621502,6215,0
621701,6217,5
621702,6217,100
621901,6219,5
622001,6220,0
622002,6220,
622101,6221,55
622102,6221,5
622301,6223,5
622302,6223,5
622303,6223,5
622501,6225,5
622502,6225,5
622503,6225,5
622701,6227,0
622702,6227,100
622703,6227,5
623101,6231,100
623102,6231,5
623201,6232,0
623202,6232,55
623301,6233,5
623302,6233,0
623303,6233,0
623401,6234,55
623402,6234,0
623403,6234,0
623501,6235,55
623502,6235,55
623503,6235,5
623801,6238,5
623802,6238,55
623901,6239,55
623902,6239,5
623903,6239,5
624001,6240,5
624301,6243,5
624302,6243,5
624401,6244,55
624402,6244,0
624501,6245,5
624502,6245,5
624503,6245,5
625501,6255,55
625502,6255,55
625801,6258,5
625802,6258,5
625803,6258,5
625804,6258,5
625901,6259,5
625902,6259,5
625903,6259,5
626201,6262,0
626202,6262,0
626301,6263,100
626401,6264,0
626402,6264,0
626501,6265,0
626801,6268,5
626802,6268,5
627001,6270,5
627002,6270,0
627003,6270,0
627004,6270,5
627301,6273,100
627302,6273,0
627401,6274,0
627402,6274,0
627403,6274,0
627404,6274,0
627405,6274,100
627406,6274,0
627501,6275,55
627502,6275,5
627701,6277,0
627702,6277,0
627703,6277,
627801,6278,100
627802,6278,100
627803,6278,0
627804,6278,0
628001,6280,5
628002,6280,5
628003,6280,100
628004,6280,55
628005,6280,55
628006,6280,0
628201,6282,55
628202,6282,55
628203,6282,5
628204,6282,55
628205,6282,5
628206,6282,1
628207,6282,5
628208,6282,5
628301,6283,5
628302,6283,5
628401,6284,55
628402,6284,5
628403,6284,0
628601,6286,0
628602,6286,0
628901,6289,0
628902,6289,0
628903,6289,0
628904,6289,5
628905,6289,5
629001,6290,5
629002,6290,5
629003,6290,5
629101,6291,5
629102,6291,5
629103,6291,0
629301,6293,5
629302,6293,0
629303,6293,5
629304,6293,5
629305,6293,5
629401,6294,5
629402,6294,5
629403,6294,5
629404,6294,5
629501,6295,5
629502,6295,5
629503,6295,55
629601,6296,5
629602,6296,5
629603,6296,5
629701,6297,55
629702,6297,5
629703,6297,55
629704,6297,55
629901,6299,0
629902,6299,0
630701,6307,0
630702,6307,
630703,6307,55
630704,6307,55
630801,6308,5
630802,6308,100
631001,6310,5
631002,6310,0
631003,6310,0
631004,6310,0
631005,6310,0
631101,6311,5
631102,6311,5
631201,6312,100
631202,6312,5
631203,6312,5
631301,6313,5
631302,6313,5
631501,6315,5
631502,6315,100
631503,6315,100
631801,6318,5
631802,6318,55
632001,6320,5
632101,6321,5
632201,6322,5
632202,6322,5
632203,6322,5
632204,6322,5
632205,6322,55
632206,6322,5
632401,6324,
632701,6327,5
632702,6327,5
632703,6327,5
632704,6327,5
632705,6327,55
632706,6327,55
633101,6331,
633201,6332,5
633202,6332,0
633301,6333,5
633302,6333,5
633401,6334,0
633402,6334,0
633501,6335,55
633502,6335,55
633503,6335,55
633601,6336,55
633602,6336,5
633603,6336,55
633701,6337,55
633702,6337,5
633801,6338,5
633802,6338,5
633803,6338,5
633804,6338,55
633901,6339,5
633902,6339,5
633903,6339,5
634201,6342,0
634202,6342,55
634203,6342,55
634204,6342,0
634205,6342,0
634401,6344,55
634402,6344,5
634403,6344,5
634501,6345,0
634502,6345,0
634503,6345,0
634504,6345,55
634801,6348,55
634802,6348,55
634901,6349,55
635001,6350,55
635002,6350,55
635301,6353,55
635302,6353,0
635303,6353,0
635601,6356,5
635602,6356,55
635603,6356,55
635701,6357,5
635801,6358,5
635802,6358,5
635803,6358,5
635804,6358,100
636201,6362,5
636202,6362,0
636203,6362,0
636301,6363,5
636302,6363,5
636303,6363,5
636401,6364,55
636402,6364,55
636403,6364,55
636404,6364,5
636501,6365,55
636502,6365,100
636503,6365,55
636504,6365,5
636505,6365,55
636506,6365,55
636601,6366,55
636602,6366,55
636701,6367,55
636801,6368,100
636802,6368,55
636803,6368,55
636901,6369,5
636902,6369,5
637001,6370,5
637002,6370,0
637003,6370,0
637101,6371,5
637102,6371,0
637103,6371,5
637104,6371,55
637105,6371,5
637106,6371,5
637107,6371,5
637108,6371,5
637109,6371,5
637110,6371,5
637111,6371,5
637201,6372,5
637202,6372,5
637203,6372,0
637401,6374,5
637402,6374,55
637403,6374,55
637501,6375,55
637502,6375,55
637503,6375,0
637504,6375,0
637701,6377,0
637901,6379,100
637902,6379,55
638001,6380,55
638101,6381,55
638102,6381,5
638201,6382,55
638202,6382,55
638301,6383,100
638302,6383,100
638303,6383,0
638401,6384,5
638402,6384,100
638403,6384,5
638701,6387,0
638702,6387,0
638901,6389,5
638902,6389,55
639301,6393,5
639302,6393,55
639401,6394,5
639402,6394,0
639403,6394,5
639404,6394,5
639601,6396,5
639602,6396,5
639701,6397,0
639901,6399,55
639902,6399,100
639903,6399,100
639904,6399,100
640001,6400,100
640002,6400,5
640003,6400,5
640401,6404,5
640402,6404,5
640501,6405,55
640502,6405,55
640701,6407,5
640702,6407,5
640703,6407,5
640801,6408,55
640802,6408,5
640901,6409,100
640902,6409,5
640903,6409,55
641001,6410,55
641002,6410,55
641201,6412,55
641301,6413,5
641401,6414,55
641402,6414,55
641403,6414,5
641601,6416,5
641602,6416,5
641603,6416,5
641701,6417,55
641702,6417,0
642401,6424,5
642601,6426,5
642602,6426,5
642701,6427,55
642702,6427,55
642801,6428,100
642802,6428,55
642901,6429,0
642902,6429,0
642903,6429,5
642904,6429,0
643401,6434,55
643402,6434,55
643403,6434,55
643404,6434,55
643701,6437,100
644201,6442,0
644202,6442,100
644203,6442,100
644401,6444,5
644402,6444,0
644501,6445,5
644502,6445,55
644503,6445,5
644504,6445,55
644505,6445,55
644801,6448,100
644802,6448,100
644803,6448,5
644804,6448,5
644805,6448,5
644806,6448,5
644807,6448,55
644901,6449,5
645001,6450,5
645002,6450,5
645501,6455,100
645502,6455,0
645503,6455,55
645701,6457,1
645702,6457,5
646101,6461,5
646102,6461,5
647001,6470,0
647002,6470,0
647003,6470,5
647201,6472,55
647202,6472,55
647203,6472,55
647204,6472,0
647205,6472,0
648101,6481,5
648102,6481,100
648201,6482,55
648202,6482,100
648203,6482,5
648204,6482,5
648205,6482,5
648301,6483,100
648501,6485,5
648601,6486,55
648602,6486,55
648701,6487,5
648702,6487,100
648703,6487,0
648901,6489,5
650201,6502,0
651201,6512,5
651202,6512,5
651203,6512,0
651301,6513,0
651302,6513,0
651501,6515,55
651502,6515,55
651601,6516,55
651602,6516,5
651603,6516,5
651604,6516,5
651605,6516,5
652001,6520,0
652002,6520,5
652101,6521,5
652102,6521,0
652103,6521,0
652201,6522,0
652202,6522,0
652203,6522,0
652301,6523,0
652302,6523,0
652303,6523,0
652304,6523,
652305,6523,
652306,6523,
652307,6523,0
652401,6524,0
652402,6524,0
652501,6525,55
652502,6525,55
652503,6525,0
652504,6525,0
652601,6526,55
652602,6526,55
652603,6526,0
653201,6532,5
653202,6532,5
653203,6532,5
653401,6534,0
653601,6536,5
653602,6536,5
653801,6538,5
653802,6538,5
653803,6538,5
653901,6539,0
654001,6540,0
654101,6541,0
654301,6543,0
654801,6548,0
654901,6549,55
655201,6552,55
655401,6554,0
655501,6555,5
655601,6556,0
655602,6556,0
655603,6556,0
656301,6563,55
656302,6563,55
656701,6567,55
656801,6568,55
656802,6568,55
657201,6572,55
657202,6572,0
657501,6575,5
657801,6578,0
657802,6578,0
657901,6579,5
657902,6579,5
657903,6579,55
657904,6579,55
658601,6586,0
658602,6586,0
658701,6587,5
658702,6587,5
658703,6587,5
658704,6587,5
659001,6590,55
659002,6590,0
659101,6591,0
659102,6591,100
659103,6591,55
659104,6591,55
659201,6592,5
659202,6592,5
659203,6592,55
660201,6602,5
660202,6602,55
660203,6602,55
660401,6604,5
660402,6604,100
660403,6604,55
660404,6604,55
660501,6605,5
660502,6605,5
660601,6606,5
660602,6606,5
660603,6606,5
660604,6606,5
660901,6609,55
660902,6609,55
661001,6610,0
661002,6610,0
661003,6610,0
661004,6610,0
661101,6611,100
661201,6612,0
661202,6612,0
661301,6613,0
661302,6613,0
661401,6614,5
661402,6614,0
661403,6614,5
661501,6615,5
661502,6615,100
661801,6618,5
661802,6618,5
661803,6618,5
661804,6618,5
661805,6618,5
661806,6618,55
661807,6618,5
662201,6622,55
662202,6622,100
662203,6622,5
662701,6627,0
662801,6628,0
662802,6628,0
662901,6629,55
662902,6629,5
662903,6629,5
662904,6629,5
663001,6630,55
663002,6630,55
663701,6637,5
663702,6637,5
663801,6638,0
663802,6638,0
663901,6639,0
663902,6639,0
663903,6639,0
664101,6641,55
664102,6641,5
664201,6642,100
664202,6642,100
664203,6642,5
664301,6643,5
664302,6643,5
664303,6643,5
664401,6644,55
664402,6644,55
664501,6645,55
664502,6645,55
664601,6646,55
664602,6646,55
664701,6647,5
664702,6647,5
665101,6651,5
665102,6651,5
665201,6652,5
665401,6654,5
665402,6654,5
665403,6654,5
665801,6658,5
665802,6658,5
665803,6658,55
665901,6659,100
665902,6659,5
666201,6662,0
666202,6662,5
666203,6662,0
666401,6664,0
666501,6665,5
666502,6665,5
666601,6666,5
666701,6667,5
666702,6667,5
666801,6668,55
666802,6668,55
666901,6669,5
666902,6669,5
666903,6669,5
667101,6671,55
667102,6671,5
667103,6671,100
667104,6671,5
667105,6671,5
667106,6671,5
667201,6672,5
667202,6672,5
667203,6672,55
667401,6674,5
667402,6674,5
667403,6674,5
667501,6675,100
667502,6675,0
667503,6675,0
667601,6676,5
667602,6676,5
667603,6676,5
668401,6684,5
668402,6684,5
668403,6684,5
668501,6685,55
669201,6692,0
669202,6692,0
669301,6693,100
669302,6693,100
669401,6694,5
669501,6695,5
669502,6695,0
669901,6699,0
669902,6699,0
670301,6703,0
670302,6703,0
670303,6703,0
670401,6704,0
670402,6704,0
670403,6704,0
670701,6707,0
670702,6707,5
670703,6707,0
670801,6708,0
670901,6709,0
670902,6709,0
670903,6709,55
671101,6711,5
671102,6711,5
671201,6712,0
671202,6712,0
671401,6714,55
671801,6718,5
672001,6720,55
672201,6722,5
672501,6725,55
672502,6725,5
673001,6730,5
673101,6731,0
673401,6734,5
673402,6734,5
673801,6738,0
673802,6738,0
674001,6740,5
674101,6741,55
674201,6742,0
674202,6742,0
674203,6742,55
674401,6744,55
674402,6744,55
674501,6745,55
674502,6745,55
674701,6747,5
674702,6747,5
674901,6749,5
674902,6749,5
674903,6749,5
674904,6749,5
675201,6752,5
675202,6752,100
675203,6752,55
675204,6752,5
675205,6752,5
675301,6753,55
675302,6753,0
675501,6755,55
675502,6755,5
675601,6756,100
675602,6756,100
675701,6757,5
675801,6758,5
675802,6758,5
676101,6761,5
676301,6763,55
676501,6765,100
676502,6765,5
676701,6767,5
676702,6767,0
677201,6772,55
677202,6772,5
677301,6773,55
677302,6773,55
677303,6773,5
677401,6774,0
677402,6774,55
677403,6774,55
677404,6774,55
677405,6774,55
677701,6777,0
677702,6777,0
677703,6777,0
678001,6780,5
678002,6780,5
678301,6783,5
678302,6783,0
678701,6787,5
678702,6787,5
678703,6787,5
678704,6787,0
678801,6788,100
678802,6788,5
678803,6788,0
678804,6788,5
679701,6797,55
680701,6807,100
680702,6807,5
680703,6807,5
681001,6810,5
681401,6814,1
681601,6816,55
681602,6816,55
681701,6817,0
681702,6817,0
682501,6825,55
682502,6825,55
682601,6826,0
682602,6826,5
682801,6828,5
682802,6828,5
682803,6828,55
682901,6829,0
682902,6829,0
682903,6829,55
683201,6832,55
683202,6832,55
683501,6835,0
683901,6839,
683902,6839,
683903,6839,
684201,6842,55
684202,6842,55
684203,6842,0
684501,6845,5
684502,6845,5
684503,6845,5
684701,6847,5
684702,6847,55
684703,6847,55
684704,6847,55
684705,6847,5
685201,6852,0
685202,6852,0
685401,6854,5
685402,6854,5
685601,6856,55
685602,6856,1
685603,6856,5
685801,6858,55
685802,6858,55
685803,6858,55
685804,6858,5
685805,6858,55
685806,6858,5
686201,6862,5
686202,6862,5
686203,6862,5
686204,6862,55
686601,6866,55
687001,6870,5
687002,6870,5
687501,6875,5
687601,6876,5
687602,6876,5
687701,6877,0
687702,6877,0
688001,6880,5
688002,6880,5
688101,6881,55
688102,6881,5
688103,6881,5
688501,6885,5
688502,6885,5
688701,6887,0
689001,6890,55
689002,6890,5
689101,6891,5
689102,6891,5
690101,6901,5
690501,6905,5
691301,6913,5
691302,6913,5
691303,6913,5
691501,6915,5
691601,6916,5
691602,6916,0
691603,6916,0
691604,6916,0
691701,6917,1
691702,6917,55
691901,6919,100
691902,6919,55
692001,6920,0
692002,6920,0
692003,6920,0
692004,6920,5
693001,6930,100
693002,6930,5
693003,6930,5
693101,6931,5
693301,6933,0
693701,6937,0
693702,6937,0
693901,6939,0
693902,6939,0
694001,6940,0
694002,6940,0
694301,6943,5
694302,6943,5
694501,6945,5
694502,6945,0
694801,6948,100
694802,6948,55
695001,6950,5
695002,6950,55
695003,6950,0
695101,6951,0
695102,6951,0
695201,6952,5
695202,6952,5
695301,6953,55
695302,6953,55
695303,6953,5
695304,6953,5
695601,6956,5
695602,6956,5
695603,6956,0
695701,6957,55
695702,6957,55
696201,6962,0
696202,6962,5
696203,6962,0
696301,6963,5
696302,6963,5
696303,6963,5
696501,6965,0
696502,6965,0
696503,6965,0
696601,6966,5
696602,6966,55
696603,6966,55
696701,6967,55
696702,6967,55
696703,6967,55
696704,6967,55
696705,6967,5
696706,6967,55
696801,6968,5
697001,6970,5
697002,6970,0
697101,6971,55
697102,6971,5
697103,6971,5
698301,6983,0
698302,6983,0
698901,6989,5
698902,6989,5
699201,6992,5
699202,6992,5
699203,6992,5
699401,6994,5
699501,6995,5
699502,6995,5
699503,6995,5
699504,6995,0
700001,7000,100
700002,7000,5
700003,7000,5
700004,7000,0
700201,7002,0
700202,7002,5
700203,7002,5
700601,7006,
700602,7006,0
700603,7006,0
701201,7012,0
701501,7015,55
701502,7015,55
701503,7015,55
701504,7015,55
701601,7016,0
701901,7019,55
701902,7019,55
702001,7020,55
702101,7021,0
702201,7022,0
702202,7022,5
702203,7022,5
702801,7028,5
702802,7028,
703001,7030,55
703101,7031,5
703102,7031,0
703201,7032,0
703401,7034,0
703402,7034,0
703403,7034,0
703801,7038,0
703802,7038,0
703901,7039,0
703902,7039,5
703903,7039,5
704201,7042,0
704501,7045,0
704502,7045,0
704503,7045,0
704601,7046,0
704602,7046,0
704603,7046,55
704801,7048,5
704901,7049,0
704902,7049,0
704903,7049,0
704904,7049,0
705101,7051,55
705201,7052,55
705301,7053,0
705302,7053,0
705303,7053,0
705304,7053,0
705305,7053,0
705401,7054,100
705501,7055,55
705801,7058,5
706401,7064,55
706402,7064,55
706501,7065,100
706502,7065,100
706503,7065,100
706601,7066,0
706602,7066,0
706603,7066,0
706604,7066,0
706605,7066,55
707301,7073,55
707302,7073,100
707303,7073,55
707401,7074,5
707402,7074,55
707501,7075,0
707502,7075,0
707701,7077,55
707702,7077,5
707703,7077,55
708101,7081,5
708102,7081,5
708401,7084,0
708402,7084,0
708403,7084,0
708501,7085,5
708502,7085,5
708503,7085,5
708601,7086,0
708602,7086,0
708603,7086,0
708801,7088,100
708802,7088,100
708803,7088,100
708804,7088,0
708901,7089,5
708902,7089,5
708903,7089,5
708904,7089,55
708905,7089,55
709201,7092,5
709401,7094,100
709402,7094,5
709403,7094,5
709701,7097,5
709801,7098,0
709802,7098,5
710201,7102,5
710202,7102,5
710501,7105,5
710502,7105,0
710601,7106,55
711101,7111,55
711102,7111,55
711501,7115,5
711502,7115,5
711601,7116,55
711602,7116,100
711603,7116,5
711801,7118,0
712001,7120,5
712301,7123,5
712302,7123,5
712303,7123,55
712401,7124,0
712402,7124,0
712601,7126,5
712602,7126,5
712603,7126,5
712701,7127,55
712702,7127,55
712703,7127,5
712704,7127,5
712801,7128,5
712802,7128,5
713001,7130,55
713002,7130,5
713701,7137,5
713702,7137,5
713801,7138,5
713802,7138,5
713803,7138,5
713901,7139,5
713902,7139,5
713903,7139,1
714401,7144,100
714402,7144,55
714601,7146,5
714602,7146,5
714701,7147,5
714801,7148,5
714802,7148,55
715201,7152,5
715202,7152,5
715203,7152,55
715204,7152,100
715301,7153,5
715302,7153,5
715601,7156,5
715602,7156,55
715603,7156,55
715701,7157,5
715702,7157,55
715801,7158,5
715802,7158,5
715803,7158,100
715804,7158,100
715805,7158,5
716001,7160,55
716301,7163,100
716302,7163,100
716303,7163,100
716304,7163,0
716601,7166,5
716602,7166,0
716701,7167,0
716702,7167,5
716901,7169,5
716902,7169,5
716903,7169,0
716904,7169,5
717001,7170,55
717002,7170,55
717003,7170,5
717101,7171,5
717102,7171,55
717401,7174,0
717402,7174,0
717501,7175,5
717901,7179,5
717902,7179,5
717903,7179,5
718001,7180,5
718002,7180,0
718101,7181,100
718301,7183,5
718302,7183,5
718303,7183,5
718401,7184,5
718402,7184,0
718403,7184,0
718404,7184,0
718601,7186,5
718602,7186,5
718901,7189,5
718902,7189,5
718903,7189,55
719201,7192,5
719401,7194,55
719402,7194,5
719701,7197,5
719702,7197,5
719801,7198,5
719802,7198,0
719803,7198,5
719901,7199,5
720201,7202,0
720701,7207,0
720702,7207,0
720703,7207,0
720704,7207,0
720901,7209,0
720902,7209,1
721101,7211,55
721102,7211,55
721401,7214,5
721402,7214,0
721501,7215,0
721502,7215,0
721601,7216,55
721701,7217,5
721702,7217,5
721703,7217,5
721704,7217,0
721705,7217,0
721706,7217,5
722001,7220,5
722002,7220,0
722003,7220,5
722004,7220,5
722401,7224,55
722601,7226,55
722602,7226,5
722801,7228,5
722802,7228,5
722803,7228,5
723101,7231,55
723201,7232,100
723202,7232,55
723501,7235,0
723502,7235,0
723503,7235,1
723601,7236,1
723602,7236,1
724101,7241,0
724102,7241,5
724401,7244,5
724402,7244,5
724403,7244,55
724501,7245,55
724601,7246,55
724602,7246,55
724603,7246,55
724701,7247,55
724901,7249,5
724902,7249,1
724903,7249,0
724904,7249,5
725201,7252,5
725202,7252,5
725301,7253,5
725302,7253,100
725303,7253,5
725501,7255,5
725601,7256,55
725602,7256,5
725603,7256,5
725604,7256,55
725801,7258,5
725802,7258,5
725901,7259,55
725902,7259,5
725903,7259,5
725904,7259,5
725905,7259,5
726301,7263,5
726302,7263,5
726303,7263,100
726304,7263,55
726305,7263,5
726306,7263,5
726307,7263,0
726308,7263,
726309,7263,0
726310,7263,55
726311,7263,55
726401,7264,5
727501,7275,55
727502,7275,55
