C0000100,C0000200,dad_distance
196201,1962,5
196202,1962,5
196501,1965,5
196502,1965,5
197201,1972,
197401,1974,0
197402,1974,0
198001,1980,0
198002,1980,0
198003,1980,0
198601,1986,55
199001,1990,5
199002,1990,5
199301,1993,5
199302,1993,0
199303,1993,0
199401,1994,0
199402,1994,0
199501,1995,0
199502,1995,
199701,1997,5
199702,1997,55
199703,1997,0
199704,1997,0
200201,2002,55
200202,2002,55
200203,2002,55
200204,2002,5
200205,2002,100
200206,2002,5
200207,2002,100
200208,2002,0
200209,2002,55
200210,2002,55
200301,2003,0
200401,2004,5
200801,2008,5
200802,2008,5
200803,2008,5
200901,2009,0
200902,2009,0
201201,2012,5
201202,2012,0
201203,2012,0
201301,2013,0
201302,2013,0
201601,2016,0
201602,2016,5
202101,2021,5
202102,2021,5
202103,2021,5
202701,2027,0
202702,2027,0
203001,2030,0
203501,2035,0
203601,2036,0
203602,2036,0
203603,2036,0
204201,2042,0
204202,2042,55
204601,2046,55
204602,2046,5
204901,2049,0
205001,2050,5
205002,2050,5
205201,2052,
205202,2052,0
205301,2053,0
205401,2054,1
205402,2054,5
205403,2054,55
205404,2054,5
205701,2057,5
205702,2057,5
205801,2058,0
205802,2058,0
206101,2061,0
206201,2062,0
206202,2062,0
206301,2063,55
206401,2064,5
206601,2066,55
206602,2066,0
206603,2066,0
206604,2066,55
206801,2068,55
206802,2068,55
207001,2070,0
207002,2070,0
207101,2071,0
207102,2071,0
207103,2071,0
207201,2072,0
207202,2072,0
207301,2073,5
207302,2073,0
207401,2074,55
207402,2074,100
207403,2074,5
207601,2076,55
207602,2076,55
207603,2076,55
207701,2077,5
207702,2077,5
207703,2077,5
207704,2077,5
207901,2079,0
207902,2079,0
208201,2082,55
208301,2083,5
208302,2083,5
208801,2088,0
208802,2088,0
209401,2094,0
209402,2094,0
209403,2094,0
209801,2098,5
209802,2098,0
209803,2098,5
209804,2098,5
209901,2099,0
209902,2099,0
209903,2099,0
210201,2102,0
210202,2102,0
210203,2102,0
210204,2102,0
210205,2102,0
210301,2103,0
210302,2103,0
210303,2103,0
210304,2103,0
210401,2104,0
210402,2104,0
210501,2105,5
210502,2105,5
210503,2105,0
210504,2105,0
211201,2112,0
211202,2112,55
211203,2112,55
211901,2119,5
211902,2119,5
211903,2119,0
211904,2119,0
212001,2120,5
212101,2121,0
212102,2121,5
212301,2123,0
212302,2123,5
212401,2124,0
212501,2125,5
212502,2125,5
212601,2126,1
212801,2128,0
212802,2128,5
213001,2130,5
213002,2130,5
213003,2130,0
213101,2131,55
213102,2131,55
213201,2132,55
213301,2133,5
213401,2134,55
213402,2134,55
213701,2137,0
213702,2137,0
213703,2137,0
213901,2139,0
213902,2139,0
213903,2139,0
213904,2139,0
214001,2140,0
214201,2142,55
214202,2142,55
215001,2150,55
215301,2153,55
215302,2153,55
215303,2153,55
215304,2153,55
215401,2154,0
215402,2154,0
215501,2155,0
215502,2155,0
215601,2156,5
215801,2158,55
215802,2158,55
216101,2161,5
216102,2161,0
216401,2164,0
216701,2167,0
216702,2167,0
217401,2174,100
217402,2174,55
217403,2174,0
217404,2174,0
217501,2175,5
217502,2175,55
217601,2176,5
217901,2179,5
217902,2179,5
217903,2179,5
218101,2181,5
218102,2181,5
218601,2186,5
218602,2186,5
219001,2190,5
219002,2190,0
219003,2190,0
219301,2193,0
219302,2193,0
219601,2196,55
219602,2196,5
220001,2200,0
220002,2200,0
220301,2203,5
220401,2204,0
220402,2204,0
220601,2206,
220602,2206,0
220603,2206,5
220604,2206,5
220605,2206,0
220606,2206,5
221001,2210,5
221002,2210,0
221003,2210,0
221101,2211,0
221201,2212,5
221202,2212,5
221401,2214,5
221402,2214,0
221501,2215,55
221502,2215,5
221503,2215,5
221504,2215,5
221701,2217,5
221702,2217,5
221703,2217,0
222101,2221,5
222401,2224,5
222402,2224,5
222501,2225,55
223001,2230,0
223002,2230,0
223201,2232,0
223202,2232,0
223401,2234,0
223402,2234,0
223501,2235,0
223502,2235,0
223701,2237,0
223702,2237,0
223703,2237,0
224001,2240,5
224002,2240,55
224003,2240,55
224301,2243,0
224302,2243,0
224601,2246,0
224701,2247,0
224702,2247,0
224901,2249,0
224902,2249,0
225001,2250,5
225002,2250,5
225003,2250,5
225101,2251,0
225102,2251,0
225201,2252,5
225301,2253,5
225302,2253,5
225401,2254,5
225701,2257,5
226001,2260,5
226002,2260,5
226003,2260,5
226004,2260,5
226201,2262,5
226202,2262,55
226203,2262,5
226204,2262,5
226205,2262,5
226501,2265,5
226502,2265,5
226503,2265,5
226701,2267,100
226702,2267,5
226703,2267,5
226704,2267,55
226705,2267,55
226706,2267,55
226707,2267,55
226708,2267,5
226709,2267,0
226801,2268,100
227001,2270,5
227002,2270,5
227101,2271,5
227102,2271,5
227201,2272,5
227202,2272,5
227401,2274,0
227402,2274,0
227501,2275,55
227502,2275,0
227801,2278,5
227802,2278,5
228001,2280,0
228101,2281,0
228102,2281,0
228103,2281,0
228501,2285,0
228502,2285,0
228601,2286,0
228701,2287,0
228702,2287,0
228703,2287,0
228801,2288,0
228802,2288,0
228901,2289,55
229001,2290,0
229002,2290,1
229201,2292,0
229202,2292,0
229203,2292,5
229401,2294,5
229402,2294,0
229601,2296,5
229602,2296,5
229901,2299,
229902,2299,0
229903,2299,0
230101,2301,
230102,2301,
230801,2308,5
230802,2308,0
231101,2311,5
231102,2311,5
231103,2311,5
231301,2313,0
231302,2313,55
231501,2315,0
231502,2315,5
231503,2315,55
231701,2317,0
231702,2317,0
231901,2319,55
231902,2319,0
231903,2319,0
231904,2319,0
231905,2319,5
231906,2319,0
232201,2322,0
233301,2333,0
233901,2339,0
233902,2339,0
234001,2340,5
234002,2340,5
234003,2340,
234201,2342,
234202,2342,
234701,2347,5
234702,2347,5
234703,2347,55
234801,2348,5
235501,2355,55
235502,2355,55
235503,2355,55
235701,2357,5
235702,2357,55
235901,2359,5
235902,2359,5
235903,2359,5
236001,2360,5
236002,2360,5
236201,2362,5
236202,2362,5
236203,2362,0
236801,2368,0
236802,2368,0
236901,2369,0
237301,2373,0
237302,2373,0
237401,2374,55
237402,2374,100
237403,2374,100
237404,2374,5
237501,2375,5
238301,2383,55
238801,2388,0
238802,2388,5
239401,2394,0
239402,2394,5
239501,2395,5
239502,2395,5
239503,2395,5
239504,2395,5
239505,2395,100
239601,2396,55
239602,2396,55
239603,2396,5
239604,2396,5
239801,2398,100
239802,2398,5
239803,2398,5
239804,2398,55
239901,2399,5
239902,2399,5
239903,2399,5
240001,2400,0
240002,2400,0
240201,2402,55
240202,2402,55
240203,2402,0
240204,2402,0
240401,2404,5
240402,2404,5
240403,2404,5
240404,2404,5
240501,2405,5
240701,2407,0
240702,2407,0
240801,2408,55
240802,2408,55
240803,2408,55
240804,2408,55
240901,2409,55
240902,2409,0
241001,2410,0
241002,2410,0
241101,2411,0
241102,2411,0
241201,2412,5
241202,2412,5
241203,2412,0
241204,2412,0
241401,2414,5
241601,2416,0
241602,2416,0
241603,2416,5
241801,2418,5
242001,2420,0
242002,2420,5
242401,2424,100
242601,2426,0
243001,2430,55
243002,2430,55
243301,2433,0
243302,2433,0
243401,2434,55
243402,2434,55
243501,2435,55
243601,2436,
243602,2436,0
243701,2437,55
244101,2441,0
244102,2441,5
244103,2441,5
244201,2442,0
244202,2442,0
244401,2444,55
244402,2444,55
244403,2444,55
244404,2444,55
244701,2447,0
244702,2447,
244703,2447,
244704,2447,0
244801,2448,0
244802,2448,0
245001,2450,5
245002,2450,5
245401,2454,55
245402,2454,5
245701,2457,55
245801,2458,55
245802,2458,55
245901,2459,55
245902,2459,55
245903,2459,5
246201,2462,0
246202,2462,0
247101,2471,5
247401,2474,5
247402,2474,5
247801,2478,5
247802,2478,5
248001,2480,5
248002,2480,55
248201,2482,0
248202,2482,0
248203,2482,0
248204,2482,0
248301,2483,0
248302,2483,0
248401,2484,100
248402,2484,55
248403,2484,55
248404,2484,5
248501,2485,100
248801,2488,55
248802,2488,55
248803,2488,55
248804,2488,55
249201,2492,0
249202,2492,0
249203,2492,0
249204,2492,0
249205,2492,0
249601,2496,100
249901,2499,0
249902,2499,55
250001,2500,55
250101,2501,5
250301,2503,0
250501,2505,100
250502,2505,55
250701,2507,0
250702,2507,55
251001,2510,0
251002,2510,0
251003,2510,0
251101,2511,0
251401,2514,0
251402,2514,0
251501,2515,0
251502,2515,0
251503,2515,0
251901,2519,5
252101,2521,5
252102,2521,5
252301,2523,0
252302,2523,0
252303,2523,0
252501,2525,5
252502,2525,5
252503,2525,0
252801,2528,5
252802,2528,100
252901,2529,
252902,2529,0
253001,2530,0
253002,2530,0
253101,2531,0
253102,2531,0
253103,2531,0
253104,2531,0
253301,2533,55
253601,2536,0
253602,2536,55
253603,2536,55
253604,2536,55
253801,2538,0
253802,2538,0
253803,2538,0
254201,2542,0
254202,2542,0
254401,2544,0
254402,2544,0
254901,2549,5
254902,2549,0
254903,2549,0
255101,2551,55
255201,2552,0
255202,2552,0
255401,2554,0
255801,2558,0
255802,2558,0
255803,2558,0
255901,2559,5
255902,2559,5
255903,2559,5
256001,2560,0
256002,2560,0
256003,2560,0
256401,2564,5
256402,2564,100
256403,2564,100
256404,2564,0
256501,2565,5
256502,2565,5
256503,2565,100
256601,2566,0
256701,2567,5
256901,2569,5
256902,2569,5
256903,2569,0
257001,2570,0
257002,2570,0
257301,2573,0
257701,2577,55
257702,2577,55
258001,2580,0
258501,2585,0
258801,2588,0
259101,2591,5
259201,2592,100
259601,2596,0
259901,2599,0
259902,2599,0
259903,2599,5
260501,2605,55
260601,2606,5
260602,2606,1
260701,2607,0
260702,2607,0
260801,2608,55
261501,2615,55
261502,2615,55
261503,2615,55
261504,2615,55
262301,2623,55
262601,2626,55
262602,2626,55
262701,2627,5
262702,2627,0
262901,2629,55
263501,2635,0
263601,2636,0
263801,2638,0
264001,2640,0
264002,2640,0
264501,2645,5
264502,2645,5
264601,2646,0
264801,2648,0
264802,2648,5
265101,2651,5
265102,2651,55
265103,2651,55
265201,2652,5
265202,2652,5
265401,2654,0
265402,2654,0
265403,2654,1
265501,2655,5
265502,2655,5
265503,2655,5
265504,2655,5
265505,2655,5
265506,2655,5
265507,2655,5
265901,2659,5
265902,2659,5
266201,2662,5
266202,2662,5
266203,2662,5
266301,2663,0
266302,2663,55
266303,2663,5
266304,2663,0
266305,2663,5
266306,2663,55
266307,2663,5
266308,2663,0
266309,2663,5
266401,2664,5
266901,2669,5
266902,2669,5
267001,2670,0
267002,2670,0
267201,2672,0
267202,2672,0
267501,2675,5
267502,2675,5
267503,2675,1
267504,2675,1
267701,2677,0
267702,2677,0
267901,2679,5
267902,2679,5
267903,2679,5
267904,2679,5
267905,2679,5
267906,2679,5
268001,2680,5
268002,2680,5
268101,2681,0
268102,2681,0
268103,2681,0
268104,2681,0
268301,2683,0
268302,2683,0
268303,2683,5
268304,2683,5
268305,2683,0
268901,2689,0
268902,2689,55
269001,2690,5
269002,2690,5
269003,2690,5
269101,2691,0
269102,2691,0
269201,2692,5
269202,2692,
269203,2692,0
269801,2698,55
269901,2699,0
269902,2699,5
270001,2700,0
270002,2700,0
270101,2701,0
270401,2704,0
270501,2705,5
270502,2705,5
270503,2705,0
270601,2706,5
270602,2706,5
270901,2709,0
271001,2710,5
271002,2710,5
271003,2710,
271201,2712,
271202,2712,5
271203,2712,0
272001,2720,5
272002,2720,5
272003,2720,55
272201,2722,5
272301,2723,5
272302,2723,0
272701,2727,0
272901,2729,55
272902,2729,55
272903,2729,55
273101,2731,0
273102,2731,0
273501,2735,5
273601,2736,5
273701,2737,0
273702,2737,0
273703,2737,0
273901,2739,5
273902,2739,5
274001,2740,5
274002,2740,5
274201,2742,55
274202,2742,0
274301,2743,55
274302,2743,55
274401,2744,55
274601,2746,0
274602,2746,0
274801,2748,0
274802,2748,0
275201,2752,0
275202,2752,0
275203,2752,5
275301,2753,5
275302,2753,0
275601,2756,0
275602,2756,0
275701,2757,1
275702,2757,55
275703,2757,55
275801,2758,55
275802,2758,55
276901,2769,55
276902,2769,55
276903,2769,5
277001,2770,5
277002,2770,5
277003,2770,5
277101,2771,5
277102,2771,5
277103,2771,0
277501,2775,5
277502,2775,0
277503,2775,0
277801,2778,5
277802,2778,55
277803,2778,55
278101,2781,0
278102,2781,0
278103,2781,0
278401,2784,5
278501,2785,0
278901,2789,5
278902,2789,0
278903,2789,0
279001,2790,5
279002,2790,5
279201,2792,55
279202,2792,5
279203,2792,5
279501,2795,5
279502,2795,5
279503,2795,5
279504,2795,5
279601,2796,55
279602,2796,55
279603,2796,5
279604,2796,100
280401,2804,0
280402,2804,0
280801,2808,55
280802,2808,0
280803,2808,0
280901,2809,0
280902,2809,0
281001,2810,0
281401,2814,0
281402,2814,0
281701,2817,0
281702,2817,0
281703,2817,0
281801,2818,0
281802,2818,0
281901,2819,55
281902,2819,55
282201,2822,100
282202,2822,0
282301,2823,55
282302,2823,5
282601,2826,55
282602,2826,55
282603,2826,55
282801,2828,5
282802,2828,5
282803,2828,5
282901,2829,0
282902,2829,0
283401,2834,55
283402,2834,55
283403,2834,0
283501,2835,0
283502,2835,0
284101,2841,0
284102,2841,0
284103,2841,0
285001,2850,0
285002,2850,0
285501,2855,5
285502,2855,55
285503,2855,55
286401,2864,0
286901,2869,0
287701,2877,0
287702,2877,0
287801,2878,5
287802,2878,5
287803,2878,5
287804,2878,5
287805,2878,55
287806,2878,5
287901,2879,5
287902,2879,5
288001,2880,5
288002,2880,55
288301,2883,55
288302,2883,55
288303,2883,55
288501,2885,5
288502,2885,5
288503,2885,55
288601,2886,5
288602,2886,5
288603,2886,5
288701,2887,0
288901,2889,55
288902,2889,55
289201,2892,0
289202,2892,0
289203,2892,0
289401,2894,0
289402,2894,5
289403,2894,5
290001,2900,0
290002,2900,0
290201,2902,1
290202,2902,5
290801,2908,0
290802,2908,0
290803,2908,0
290901,2909,0
290902,2909,0
291001,2910,0
291002,2910,0
291101,2911,5
291102,2911,5
291103,2911,5
291104,2911,5
291801,2918,0
291802,2918,55
291901,2919,0
292601,2926,0
292602,2926,0
292603,2926,
292604,2926,0
292801,2928,0
292802,2928,5
293001,2930,
293401,2934,1
293402,2934,5
293403,2934,5
293501,2935,0
293502,2935,0
293601,2936,5
293801,2938,0
294301,2943,5
294302,2943,5
294303,2943,0
294601,2946,0
294602,2946,0
294801,2948,0
294802,2948,0
294803,2948,0
294804,2948,0
294901,2949,0
294902,2949,0
294903,2949,0
294904,2949,0
295201,2952,5
295501,2955,0
295502,2955,0
295901,2959,0
295902,2959,0
295903,2959,0
296101,2961,0
296102,2961,0
296103,2961,1
296401,2964,1
296402,2964,
296901,2969,5
297001,2970,0
297002,2970,1
297003,2970,0
297801,2978,0
297802,2978,5
297901,2979,5
297902,2979,0
297903,2979,0
298301,2983,0
298302,2983,0
299001,2990,0
299002,2990,0
299301,2993,5
299302,2993,5
299501,2995,0
300401,3004,5
300402,3004,5
300403,3004,5
300404,3004,5
300701,3007,55
301001,3010,5
301101,3011,55
301102,3011,0
301201,3012,0
301301,3013,100
301302,3013,100
301303,3013,5
301304,3013,5
301401,3014,5
302001,3020,0
302101,3021,55
302102,3021,55
302103,3021,0
302104,3021,0
302301,3023,0
302302,3023,1
302501,3025,1
302502,3025,1
302701,3027,55
302702,3027,55
302703,3027,55
302704,3027,100
303501,3035,100
303502,3035,5
303503,3035,
303504,3035,
303505,3035,
303601,3036,1
303602,3036,1
303801,3038,0
303802,3038,0
303803,3038,0
304101,3041,55
304102,3041,5
304103,3041,0
304104,3041,0
304201,3042,0
304301,3043,0
304302,3043,0
304501,3045,0
304502,3045,0
304503,3045,0
304504,3045,0
304601,3046,5
304602,3046,100
304603,3046,5
304604,3046,5
304605,3046,5
304701,3047,5
304702,3047,0
304801,3048,0
304802,3048,0
304901,3049,100
304902,3049,100
305101,3051,0
305102,3051,0
305103,3051,55
305301,3053,0
305401,3054,5
305402,3054,5
305403,3054,5
305701,3057,0
305702,3057,0
305801,3058,5
305802,3058,5
305803,3058,5
305804,3058,0
305805,3058,0
306101,3061,0
306601,3066,5
306602,3066,1
306801,3068,5
306802,3068,5
306901,3069,55
306902,3069,5
307301,3073,55
307302,3073,55
307401,3074,5
307402,3074,5
307403,3074,5
307501,3075,5
307801,3078,0
307802,3078,0
307901,3079,0
308001,3080,0
308101,3081,5
308501,3085,0
309301,3093,0
309302,3093,0
309501,3095,0
309502,3095,0
309601,3096,55
309602,3096,55
309801,3098,0
309802,3098,0
309901,3099,1
309902,3099,
310101,3101,5
310102,3101,5
310103,3101,55
310501,3105,55
310502,3105,55
310601,3106,55
310701,3107,0
310702,3107,0
310801,3108,0
310802,3108,0
310803,3108,0
310901,3109,0
311101,3111,55
311102,3111,55
311301,3113,5
311302,3113,5
311501,3115,0
311701,3117,0
311702,3117,0
311801,3118,0
311802,3118,0
311901,3119,5
312001,3120,5
312002,3120,5
312101,3121,0
312102,3121,0
312103,3121,5
312201,3122,5
312202,3122,0
312901,3129,5
312902,3129,5
313001,3130,0
313002,3130,0
313501,3135,0
313502,3135,0
314501,3145,0
314502,3145,0
315001,3150,0
315002,3150,0
315101,3151,0
315102,3151,0
315103,3151,0
315401,3154,0
315402,3154,0
315403,3154,0
315404,3154,5
315501,3155,0
315502,3155,0
315503,3155,0
315601,3156,0
315602,3156,100
316201,3162,0
316202,3162,0
316301,3163,0
316302,3163,0
316303,3163,0
316401,3164,0
316402,3164,0
316501,3165,0
316502,3165,0
316503,3165,0
317601,3176,55
317602,3176,0
317801,3178,5
317802,3178,5
317901,3179,5
318201,3182,5
318202,3182,0
318203,3182,0
318801,3188,55
318802,3188,0
319001,3190,5
319002,3190,5
319003,3190,0
319004,3190,0
319005,3190,0
319006,3190,0
319701,3197,5
319702,3197,5
319801,3198,0
319802,3198,0
320101,3201,55
320102,3201,55
320103,3201,55
320401,3204,5
320402,3204,55
320601,3206,55
321201,3212,0
321701,3217,0
322101,3221,55
322102,3221,5
322201,3222,0
322501,3225,5
322502,3225,0
322503,3225,0
322504,3225,0
322505,3225,0
323301,3233,0
323601,3236,5
323701,3237,5
324201,3242,0
324202,3242,0
324301,3243,55
324302,3243,5
324303,3243,55
324401,3244,0
324402,3244,0
324501,3245,0
324801,3248,0
324802,3248,0
325001,3250,55
325002,3250,55
325003,3250,55
325004,3250,55
325201,3252,0
325202,3252,5
325301,3253,1
325401,3254,0
325402,3254,0
325901,3259,5
325902,3259,55
325903,3259,100
325904,3259,5
326001,3260,5
326002,3260,5
326801,3268,55
326802,3268,5
326803,3268,0
326804,3268,0
326805,3268,5
326806,3268,5
326807,3268,5
326808,3268,5
326901,3269,5
327301,3273,5
327302,3273,5
327303,3273,5
327801,3278,0
328001,3280,0
328002,3280,0
328003,3280,0
328601,3286,5
328602,3286,0
328603,3286,0
328701,3287,55
328702,3287,0
328703,3287,0
328704,3287,0
328801,3288,55
328802,3288,55
329101,3291,0
329102,3291,0
329201,3292,0
329301,3293,0
329302,3293,0
329801,3298,5
329901,3299,0
329902,3299,0
330301,3303,0
330302,3303,0
330303,3303,0
330401,3304,0
330601,3306,5
330602,3306,5
330901,3309,5
331201,3312,5
331501,3315,100
331502,3315,100
331503,3315,100
331504,3315,100
331505,3315,0
331506,3315,0
331601,3316,5
331602,3316,5
331603,3316,0
331604,3316,5
331605,3316,0
331701,3317,0
331702,3317,5
331703,3317,5
331704,3317,5
331705,3317,5
332001,3320,0
332002,3320,0
332003,3320,0
332101,3321,0
332102,3321,0
332201,3322,5
332501,3325,5
333801,3338,0
333901,3339,0
333902,3339,0
333903,3339,0
334101,3341,0
334201,3342,5
334501,3345,0
334701,3347,0
334702,3347,0
334801,3348,0
334802,3348,0
334803,3348,0
334804,3348,0
334805,3348,0
334806,3348,0
335001,3350,0
335002,3350,0
335201,3352,
335202,3352,0
335203,3352,0
335501,3355,5
335502,3355,55
335503,3355,5
335801,3358,5
335802,3358,100
336001,3360,5
336002,3360,5
336201,3362,5
336301,3363,0
336302,3363,0
336401,3364,5
336402,3364,5
336501,3365,0
336502,3365,0
336503,3365,0
336504,3365,0
336901,3369,0
336902,3369,0
337001,3370,0
337002,3370,0
337003,3370,0
337101,3371,5
337102,3371,5
337103,3371,1
337104,3371,100
337105,3371,5
337301,3373,55
337302,3373,0
337701,3377,0
338301,3383,0
338401,3384,0
338601,3386,0
338701,3387,5
338702,3387,5
338703,3387,55
339301,3393,5
339302,3393,5
339701,3397,5
339702,3397,0
339703,3397,0
340201,3402,0
340202,3402,0
340203,3402,0
340701,3407,
340702,3407,0
340801,3408,5
340802,3408,0
340803,3408,0
340804,3408,0
341101,3411,0
341102,3411,55
341201,3412,55
341202,3412,0
341301,3413,0
341302,3413,0
341601,3416,0
341801,3418,55
342101,3421,5
342102,3421,55
342201,3422,55
342202,3422,0
342301,3423,55
342302,3423,55
342303,3423,55
342304,3423,5
342401,3424,5
342402,3424,5
342601,3426,0
342602,3426,0
342603,3426,0
342801,3428,0
342802,3428,0
342803,3428,0
342901,3429,0
342902,3429,55
342903,3429,55
342904,3429,0
343001,3430,0
343002,3430,0
343003,3430,0
343004,3430,0
343005,3430,0
343006,3430,5
343007,3430,0
343008,3430,5
343201,3432,5
343202,3432,0
343203,3432,0
343301,3433,0
343302,3433,0
343303,3433,0
343401,3434,0
343501,3435,5
343502,3435,5
343601,3436,0
343602,3436,0
343603,3436,0
343604,3436,5
343801,3438,0
343802,3438,5
343803,3438,5
344201,3442,0
344202,3442,0
344401,3444,55
344402,3444,0
344501,3445,5
344601,3446,5
344602,3446,5
344603,3446,5
344701,3447,5
344702,3447,5
344703,3447,5
344704,3447,0
344705,3447,0
344801,3448,55
344802,3448,55
344803,3448,55
344804,3448,55
344805,3448,55
344806,3448,0
345101,3451,5
345102,3451,55
345103,3451,55
345201,3452,0
345202,3452,55
345401,3454,0
345402,3454,0
345403,3454,5
345601,3456,5
345602,3456,5
345701,3457,55
345702,3457,55
345801,3458,0
345802,3458,0
345803,3458,0
345901,3459,55
345902,3459,55
346501,3465,55
346502,3465,5
346503,3465,55
346701,3467,0
346702,3467,0
346703,3467,0
346901,3469,0
346902,3469,0
347501,3475,5
347502,3475,5
347503,3475,55
347601,3476,5
347602,3476,0
347603,3476,0
347604,3476,0
348001,3480,0
348101,3481,0
348102,3481,0
348103,3481,0
348501,3485,0
348502,3485,0
348601,3486,5
348602,3486,55
348603,3486,55
348604,3486,55
348701,3487,0
348702,3487,0
348703,3487,55
349101,3491,0
349102,3491,0
349103,3491,5
349801,3498,5
349802,3498,0
350001,3500,0
350002,3500,5
350003,3500,0
350101,3501,5
350201,3502,0
350202,3502,0
350401,3504,0
350501,3505,0
350601,3506,0
350602,3506,0
350603,3506,0
351101,3511,0
351102,3511,0
351201,3512,0
351401,3514,0
351402,3514,
351403,3514,5
351801,3518,5
351802,3518,5
351901,3519,0
351902,3519,0
351903,3519,0
352201,3522,0
352202,3522,0
352301,3523,0
352302,3523,0
352401,3524,55
352402,3524,55
352701,3527,0
352702,3527,0
352703,3527,0
353101,3531,0
353102,3531,5
353201,3532,0
353202,3532,5
353203,3532,0
353204,3532,0
353601,3536,0
353602,3536,0
353701,3537,0
353702,3537,5
354201,3542,5
354202,3542,5
354203,3542,55
354301,3543,5
354302,3543,5
354303,3543,55
354401,3544,5
354402,3544,0
354403,3544,5
354404,3544,55
354405,3544,0
354406,3544,0
354407,3544,5
354408,3544,5
354501,3545,5
354502,3545,5
354503,3545,5
354601,3546,5
354602,3546,0
354701,3547,5
354801,3548,5
354802,3548,5
354803,3548,5
354901,3549,0
354902,3549,0
355101,3551,0
355102,3551,55
355201,3552,0
355202,3552,55
355401,3554,55
355501,3555,0
355502,3555,0
355601,3556,0
355602,3556,55
355603,3556,0
355701,3557,0
355702,3557,0
355703,3557,0
355801,3558,0
355802,3558,0
356001,3560,5
356002,3560,5
356401,3564,5
356402,3564,5
356501,3565,55
356502,3565,55
356503,3565,55
356601,3566,0
356602,3566,0
356603,3566,0
356801,3568,0
356802,3568,0
356803,3568,0
357201,3572,100
357202,3572,100
357203,3572,0
357301,3573,5
357302,3573,0
357601,3576,0
357602,3576,0
358401,3584,5
358402,3584,5
358601,3586,5
358602,3586,5
359401,3594,55
359402,3594,55
359403,3594,0
359701,3597,1
359702,3597,5
359703,3597,55
359704,3597,55
359705,3597,55
360101,3601,55
360102,3601,55
360103,3601,0
360301,3603,0
360302,3603,0
360303,3603,0
360501,3605,55
360502,3605,55
360601,3606,5
360602,3606,
360603,3606,0
360901,3609,5
360902,3609,5
360903,3609,5
361001,3610,100
361101,3611,0
361102,3611,0
361103,3611,0
361301,3613,
361401,3614,0
361402,3614,0
362401,3624,0
362402,3624,0
362601,3626,5
362602,3626,5
363101,3631,0
363301,3633,5
363302,3633,1
363303,3633,5
363501,3635,5
363502,3635,5
363701,3637,55
363702,3637,0
363703,3637,55
364101,3641,5
364102,3641,0
364103,3641,0
364701,3647,0
364702,3647,55
364703,3647,55
364801,3648,5
364802,3648,0
364803,3648,5
364804,3648,5
364805,3648,5
364901,3649,55
364902,3649,0
364903,3649,0
365001,3650,55
365002,3650,55
365003,3650,55
365101,3651,0
365201,3652,5
365202,3652,5
365401,3654,5
365402,3654,0
365403,3654,0
365404,3654,5
365405,3654,5
365406,3654,5
365407,3654,55
365408,3654,5
365409,3654,5
365410,3654,5
365501,3655,5
365502,3655,0
365901,3659,5
365902,3659,0
365903,3659,55
366101,3661,0
366201,3662,5
366202,3662,5
366301,3663,0
366302,3663,0
366701,3667,0
366901,3669,0
366902,3669,0
366903,3669,0
367401,3674,0
367402,3674,0
367701,3677,0
367702,3677,5
367801,3678,0
367901,3679,0
367902,3679,0
367903,3679,0
368101,3681,0
368102,3681,1
368201,3682,0
368202,3682,0
368203,3682,0
368701,3687,0
368702,3687,0
368801,3688,0
368802,3688,0
368803,3688,
368804,3688,0
369101,3691,55
369102,3691,55
369103,3691,55
369201,3692,5
369202,3692,5
369701,3697,5
369702,3697,5
369703,3697,55
369704,3697,5
369705,3697,55
369801,3698,5
369802,3698,5
369803,3698,5
369901,3699,5
370301,3703,0
370302,3703,5
370303,3703,5
370401,3704,5
370402,3704,5
370403,3704,5
370501,3705,5
370502,3705,
371101,3711,0
371102,3711,0
371103,3711,0
371104,3711,5
371105,3711,5
371401,3714,5
371402,3714,0
371403,3714,0
371501,3715,0
371502,3715,5
371503,3715,5
371504,3715,5
371701,3717,5
371702,3717,0
371801,3718,0
371802,3718,0
371803,3718,0
371901,3719,0
371902,3719,0
371903,3719,5
372001,3720,5
372002,3720,5
372601,3726,0
372602,3726,0
372603,3726,0
372701,3727,0
372702,3727,0
372703,3727,0
372801,3728,5
372802,3728,5
372803,3728,5
372804,3728,5
372901,3729,5
372902,3729,5
372903,3729,5
372904,3729,55
372905,3729,55
373401,3734,55
373402,3734,0
373403,3734,100
373501,3735,0
373502,3735,55
373503,3735,55
373504,3735,55
373601,3736,0
373602,3736,0
373701,3737,0
373702,3737,0
373703,3737,0
373801,3738,5
373901,3739,0
373902,3739,0
374001,3740,0
374002,3740,0
374101,3741,5
374401,3744,55
374601,3746,0
374602,3746,0
374603,3746,5
375201,3752,0
375301,3753,0
375302,3753,5
375303,3753,5
375304,3753,5
375601,3756,5
375801,3758,5
375901,3759,0
375902,3759,55
375903,3759,55
376801,3768,55
376802,3768,55
376901,3769,0
376902,3769,0
376903,3769,5
377001,3770,5
377002,3770,5
377101,3771,55
377102,3771,5
377103,3771,0
377104,3771,0
377201,3772,0
377202,3772,0
377203,3772,0
377301,3773,0
377302,3773,0
377303,3773,0
377401,3774,0
377402,3774,55
377901,3779,55
377902,3779,55
377903,3779,0
377904,3779,0
378101,3781,0
378102,3781,0
378301,3783,0
378302,3783,0
378401,3784,5
378402,3784,55
