Country Name,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
United States,29.91593119,33.28281103,37.79236632,41.6980998,44.25478835,45.67644476,47.64077647,49.32994887,50.26625484,52.10829353,54.23313484,56.8509699,59.91976049,62.45734075,64.34906098,66.24842452,67.9758135,69.88282035,71.93122852,73.61275761,74.75543306,76.39110227,78.97072076,81.20256846,82.49046688,84.36307882,86.62167812,89.56053237,92.44970508,95.08699238,98.73747739,98.38641997,100,103.1568416,105.2915045,106.8338489,108.5669321,108.695722,110.0670089,112.4115573,115.1573032,117.2441955,118.6905016,124.2664138,134.2112062,139.7357936
