"R0000100","T8671700","T8671900","T8672100","T8672400","T8672500"
396,-4,-4,-4,-4,-4
397,-4,-4,-4,-4,-4
398,-4,-4,-4,-4,-4
399,140000,-4,-4,-4,-4
400,75000,-4,-4,-4,-4
401,36000,-4,-4,-4,-4
402,-4,-4,-4,-4,-4
403,-5,-5,-5,-5,-5
404,-5,-5,-5,-5,-5
405,0,-4,-4,-4,-4
406,35000,-4,-4,-4,-4
407,-4,-4,-4,-4,-4
408,0,-4,-4,-4,-4
409,46000,-4,-4,-4,-4
410,-1,-4,-4,1,-4
411,-4,-4,-4,-4,-4
412,37000,-4,-4,-4,-4
413,-5,-5,-5,-5,-5
414,-5,-5,-5,-5,-5
415,31000,-4,-4,-4,-4
416,-1,-4,-4,-4,1
417,80000,-4,-4,-4,-4
418,20700,-4,-4,-4,-4
419,-4,-4,-4,-4,-4
420,0,-4,-4,-4,-4
421,60000,-4,-4,-4,-4
422,60000,-4,-4,-4,-4
423,-5,-5,-5,-5,-5
424,-5,-5,-5,-5,-5
425,-4,-4,-4,-4,-4
426,0,-4,-4,-4,-4
427,0,-4,-4,-4,-4
428,-5,-5,-5,-5,-5
429,-5,-5,-5,-5,-5
430,-1,-4,-4,-4,-4
431,-5,-5,-5,-5,-5
432,-5,-5,-5,-5,-5
433,-5,-5,-5,-5,-5
434,55000,-4,-4,-4,-4
435,-5,-5,-5,-5,-5
436,47000,-4,-4,-4,-4
437,6000,-4,-4,-4,-4
438,-4,-4,-4,-4,-4
439,90000,-4,-4,-4,-4
440,-5,-5,-5,-5,-5
441,-5,-5,-5,-5,-5
442,-2,-2,-2,0,-4
443,-5,-5,-5,-5,-5
444,0,-4,-4,-4,-4
445,68000,-4,-4,-4,-4
446,-5,-5,-5,-5,-5
447,-5,-5,-5,-5,-5
448,-5,-5,-5,-5,-5
449,118000,-4,-4,-4,-4
450,-5,-5,-5,-5,-5
451,-5,-5,-5,-5,-5
452,0,-4,-4,-4,-4
453,-5,-5,-5,-5,-5
454,-5,-5,-5,-5,-5
455,-4,-4,-4,-4,-4
456,-4,-4,-4,-4,-4
457,-4,-4,-4,-4,-4
458,72000,-4,-4,-4,-4
459,100000,-4,-4,-4,-4
460,-4,-4,-4,-4,-4
461,0,-4,-4,-4,-4
462,12000,-4,-4,-4,-4
463,-5,-5,-5,-5,-5
464,45000,-4,-4,-4,-4
465,50000,-4,-4,-4,-4
466,0,-4,-4,-4,-4
467,-5,-5,-5,-5,-5
468,18000,-4,-4,-4,-4
469,-5,-5,-5,-5,-5
470,-4,-4,-4,-4,-4
471,-5,-5,-5,-5,-5
472,-5,-5,-5,-5,-5
473,-4,-4,-4,-4,-4
474,-4,-4,-4,-4,-4
475,-4,-4,-4,-4,-4
476,0,-4,-4,-4,-4
477,-4,-4,-4,-4,-4
478,0,-4,-4,-4,-4
479,38000,-4,-4,-4,-4
480,0,-4,-4,-4,-4
481,0,-4,-4,-4,-4
482,0,-4,-4,-4,-4
483,115000,-4,-4,-4,-4
484,25000,-4,-4,-4,-4
485,70000,-4,-4,-4,-4
486,20000,-4,-4,-4,-4
487,0,-4,-4,-4,-4
488,7000,-4,-4,-4,-4
489,8000,-4,-4,-4,-4
490,-5,-5,-5,-5,-5
491,0,-4,-4,-4,-4
492,0,-4,-4,-4,-4
493,75000,-4,-4,-4,-4
494,-5,-5,-5,-5,-5
495,-4,-4,-4,-4,-4
496,-4,-4,-4,-4,-4
497,-5,-5,-5,-5,-5
498,0,-4,-4,-4,-4
499,0,-4,-4,-4,-4
500,40000,-4,-4,-4,-4
501,-5,-5,-5,-5,-5
502,-4,-4,-4,-4,-4
503,160000,-4,-4,-4,-4
504,-1,-4,-4,-4,1
505,-4,-4,-4,-4,-4
506,-5,-5,-5,-5,-5
507,72000,-4,-4,-4,-4
508,-5,-5,-5,-5,-5
509,-5,-5,-5,-5,-5
510,-5,-5,-5,-5,-5
511,-5,-5,-5,-5,-5
512,15000,-4,-4,-4,-4
513,0,-4,-4,-4,-4
514,-5,-5,-5,-5,-5
515,-5,-5,-5,-5,-5
516,-4,-4,-4,-4,-4
517,-4,-4,-4,-4,-4
518,-2,24000,34000,-4,-4
519,-4,-4,-4,-4,-4
520,30000,-4,-4,-4,-4
521,-4,-4,-4,-4,-4
522,-5,-5,-5,-5,-5
523,-5,-5,-5,-5,-5
524,-5,-5,-5,-5,-5
525,-5,-5,-5,-5,-5
526,-5,-5,-5,-5,-5
527,42000,-4,-4,-4,-4
528,-5,-5,-5,-5,-5
529,-5,-5,-5,-5,-5
530,0,-4,-4,-4,-4
531,0,-4,-4,-4,-4
532,-5,-5,-5,-5,-5
533,98000,-4,-4,-4,-4
534,11000,-4,-4,-4,-4
535,-4,-4,-4,-4,-4
536,-5,-5,-5,-5,-5
537,-4,-4,-4,-4,-4
538,-4,-4,-4,-4,-4
539,-5,-5,-5,-5,-5
540,-5,-5,-5,-5,-5
541,-5,-5,-5,-5,-5
542,0,-4,-4,-4,-4
543,-4,-4,-4,-4,-4
544,25000,-4,-4,-4,-4
545,0,-4,-4,-4,-4
546,95000,-4,-4,-4,-4
547,20000,-4,-4,-4,-4
548,0,-4,-4,-4,-4
549,80000,-4,-4,-4,-4
550,0,-4,-4,-4,-4
551,-5,-5,-5,-5,-5
552,-5,-5,-5,-5,-5
553,105000,-4,-4,-4,-4
554,36000,-4,-4,-4,-4
555,-4,-4,-4,-4,-4
556,-5,-5,-5,-5,-5
557,37000,-4,-4,-4,-4
558,74000,-4,-4,-4,-4
559,-5,-5,-5,-5,-5
560,-4,-4,-4,-4,-4
561,-4,-4,-4,-4,-4
562,17000,-4,-4,-4,-4
563,-5,-5,-5,-5,-5
564,60000,-4,-4,-4,-4
565,-4,-4,-4,-4,-4
566,-5,-5,-5,-5,-5
567,96800,-4,-4,-4,-4
568,-4,-4,-4,-4,-4
569,-4,-4,-4,-4,-4
570,45000,-4,-4,-4,-4
571,34000,-4,-4,-4,-4
572,-5,-5,-5,-5,-5
573,0,-4,-4,-4,-4
574,-5,-5,-5,-5,-5
575,-5,-5,-5,-5,-5
576,100000,-4,-4,-4,-4
577,-5,-5,-5,-5,-5
578,-5,-5,-5,-5,-5
579,-1,-4,-4,-4,1
580,-4,-4,-4,-4,-4
581,-5,-5,-5,-5,-5
582,-5,-5,-5,-5,-5
583,16000,-4,-4,-4,-4
584,-4,-4,-4,-4,-4
585,-4,-4,-4,-4,-4
586,-5,-5,-5,-5,-5
587,-5,-5,-5,-5,-5
588,-5,-5,-5,-5,-5
589,-5,-5,-5,-5,-5
590,0,-4,-4,-4,-4
591,-2,-2,-2,-2,-4
592,-5,-5,-5,-5,-5
593,-4,-4,-4,-4,-4
594,0,-4,-4,-4,-4
595,-5,-5,-5,-5,-5
596,-5,-5,-5,-5,-5
597,-5,-5,-5,-5,-5
598,-5,-5,-5,-5,-5
599,-5,-5,-5,-5,-5
600,0,-4,-4,-4,-4
601,-5,-5,-5,-5,-5
602,-5,-5,-5,-5,-5
603,-5,-5,-5,-5,-5
604,-5,-5,-5,-5,-5
605,32000,-4,-4,-4,-4
606,0,-4,-4,-4,-4
607,-5,-5,-5,-5,-5
608,10000,-4,-4,-4,-4
609,-4,-4,-4,-4,-4
610,-5,-5,-5,-5,-5
611,-5,-5,-5,-5,-5
612,-4,-4,-4,-4,-4
613,-4,-4,-4,-4,-4
614,56000,-4,-4,-4,-4
615,0,-4,-4,-4,-4
616,-5,-5,-5,-5,-5
617,-5,-5,-5,-5,-5
618,-5,-5,-5,-5,-5
619,-4,-4,-4,-4,-4
620,50000,-4,-4,-4,-4
621,-4,-4,-4,-4,-4
622,0,-4,-4,-4,-4
623,-4,-4,-4,-4,-4
624,0,-4,-4,-4,-4
625,-5,-5,-5,-5,-5
626,-5,-5,-5,-5,-5
627,-4,-4,-4,-4,-4
628,-4,-4,-4,-4,-4
629,-5,-5,-5,-5,-5
630,18000,-4,-4,-4,-4
631,0,-4,-4,-4,-4
632,96000,-4,-4,-4,-4
633,-5,-5,-5,-5,-5
634,-5,-5,-5,-5,-5
635,140000,-4,-4,-4,-4
636,28800,-4,-4,-4,-4
637,-5,-5,-5,-5,-5
638,0,-4,-4,-4,-4
639,-4,-4,-4,-4,-4
640,105000,-4,-4,-4,-4
641,-4,-4,-4,-4,-4
642,-5,-5,-5,-5,-5
643,-5,-5,-5,-5,-5
644,53000,-4,-4,-4,-4
645,12000,-4,-4,-4,-4
646,-4,-4,-4,-4,-4
647,0,-4,-4,-4,-4
648,-4,-4,-4,-4,-4
649,35000,-4,-4,-4,-4
650,22000,-4,-4,-4,-4
651,-5,-5,-5,-5,-5
652,-5,-5,-5,-5,-5
653,-4,-4,-4,-4,-4
654,3780,-4,-4,-4,-4
655,0,-4,-4,-4,-4
656,-2,-2,-2,-4,-4
657,407895,-4,-4,-4,-4
658,-5,-5,-5,-5,-5
659,32000,-4,-4,-4,-4
660,-5,-5,-5,-5,-5
661,-5,-5,-5,-5,-5
662,-5,-5,-5,-5,-5
663,-5,-5,-5,-5,-5
664,-4,-4,-4,-4,-4
665,15000,-4,-4,-4,-4
666,-4,-4,-4,-4,-4
667,50000,-4,-4,-4,-4
668,75000,-4,-4,-4,-4
669,-5,-5,-5,-5,-5
670,0,-4,-4,-4,-4
671,18000,-4,-4,-4,-4
672,-5,-5,-5,-5,-5
673,-5,-5,-5,-5,-5
674,0,-4,-4,-4,-4
675,-5,-5,-5,-5,-5
676,-5,-5,-5,-5,-5
677,-5,-5,-5,-5,-5
678,-5,-5,-5,-5,-5
679,-2,-2,-2,-4,-4
680,-5,-5,-5,-5,-5
681,0,-4,-4,-4,-4
682,-4,-4,-4,-4,-4
683,-4,-4,-4,-4,-4
684,-4,-4,-4,-4,-4
685,-4,-4,-4,-4,-4
686,135000,-4,-4,-4,-4
687,-5,-5,-5,-5,-5
688,0,-4,-4,-4,-4
689,-5,-5,-5,-5,-5
690,-4,-4,-4,-4,-4
691,-5,-5,-5,-5,-5
692,35000,-4,-4,-4,-4
693,-5,-5,-5,-5,-5
694,-5,-5,-5,-5,-5
695,-5,-5,-5,-5,-5
696,-5,-5,-5,-5,-5
697,0,-4,-4,-4,-4
698,0,-4,-4,-4,-4
699,-4,-4,-4,-4,-4
700,-5,-5,-5,-5,-5
701,-5,-5,-5,-5,-5
702,-4,-4,-4,-4,-4
703,-4,-4,-4,-4,-4
704,0,-4,-4,-4,-4
705,-5,-5,-5,-5,-5
706,-4,-4,-4,-4,-4
707,58000,-4,-4,-4,-4
708,-4,-4,-4,-4,-4
709,-4,-4,-4,-4,-4
710,-5,-5,-5,-5,-5
711,-4,-4,-4,-4,-4
712,90000,-4,-4,-4,-4
713,-5,-5,-5,-5,-5
714,-4,-4,-4,-4,-4
715,-5,-5,-5,-5,-5
716,-5,-5,-5,-5,-5
717,50000,-4,-4,-4,-4
718,-4,-4,-4,-4,-4
719,0,-4,-4,-4,-4
720,-4,-4,-4,-4,-4
721,110000,-4,-4,-4,-4
722,-5,-5,-5,-5,-5
723,0,-4,-4,-4,-4
724,0,-4,-4,-4,-4
725,81000,-4,-4,-4,-4
726,-5,-5,-5,-5,-5
727,-5,-5,-5,-5,-5
728,-5,-5,-5,-5,-5
729,0,-4,-4,-4,-4
730,0,-4,-4,-4,-4
731,-5,-5,-5,-5,-5
732,7000,-4,-4,-4,-4
733,0,-4,-4,-4,-4
734,-5,-5,-5,-5,-5
735,-4,-4,-4,-4,-4
736,-5,-5,-5,-5,-5
737,-5,-5,-5,-5,-5
738,-5,-5,-5,-5,-5
739,150000,-4,-4,-4,-4
740,-4,-4,-4,-4,-4
741,-5,-5,-5,-5,-5
742,0,-4,-4,-4,-4
743,130000,-4,-4,-4,-4
744,-4,-4,-4,-4,-4
745,0,-4,-4,-4,-4
746,-4,-4,-4,-4,-4
747,-4,-4,-4,-4,-4
748,-4,-4,-4,-4,-4
749,-5,-5,-5,-5,-5
750,-4,-4,-4,-4,-4
751,-4,-4,-4,-4,-4
752,200000,-4,-4,-4,-4
753,0,-4,-4,-4,-4
754,-5,-5,-5,-5,-5
755,-4,-4,-4,-4,-4
756,-4,-4,-4,-4,-4
757,0,-4,-4,-4,-4
758,-4,-4,-4,-4,-4
759,-4,-4,-4,-4,-4
760,-5,-5,-5,-5,-5
761,0,-4,-4,-4,-4
762,0,-4,-4,-4,-4
763,-4,-4,-4,-4,-4
764,-4,-4,-4,-4,-4
765,-5,-5,-5,-5,-5
766,-5,-5,-5,-5,-5
767,-5,-5,-5,-5,-5
768,407895,-4,-4,-4,-4
769,-4,-4,-4,-4,-4
770,-4,-4,-4,-4,-4
771,-5,-5,-5,-5,-5
772,-4,-4,-4,-4,-4
773,-5,-5,-5,-5,-5
774,-4,-4,-4,-4,-4
775,163000,-4,-4,-4,-4
776,174000,-4,-4,-4,-4
777,32000,-4,-4,-4,-4
778,0,-4,-4,-4,-4
779,-5,-5,-5,-5,-5
780,-5,-5,-5,-5,-5
781,-5,-5,-5,-5,-5
782,-5,-5,-5,-5,-5
783,-5,-5,-5,-5,-5
784,-5,-5,-5,-5,-5
785,-5,-5,-5,-5,-5
786,-5,-5,-5,-5,-5
787,-5,-5,-5,-5,-5
788,-5,-5,-5,-5,-5
789,50000,-4,-4,-4,-4
790,-5,-5,-5,-5,-5
791,-5,-5,-5,-5,-5
792,-4,-4,-4,-4,-4
793,-5,-5,-5,-5,-5
794,-5,-5,-5,-5,-5
795,-5,-5,-5,-5,-5
796,-4,-4,-4,-4,-4
797,-1,-4,-4,-4,-4
798,-2,70000,72000,-4,-4
799,53000,-4,-4,-4,-4
800,-4,-4,-4,-4,-4
801,-4,-4,-4,-4,-4
802,0,-4,-4,-4,-4
803,100000,-4,-4,-4,-4
804,-4,-4,-4,-4,-4
805,-5,-5,-5,-5,-5
806,-5,-5,-5,-5,-5
807,-4,-4,-4,-4,-4
808,-5,-5,-5,-5,-5
809,-5,-5,-5,-5,-5
810,0,-4,-4,-4,-4
811,42000,-4,-4,-4,-4
812,140000,-4,-4,-4,-4
813,0,-4,-4,-4,-4
814,-1,-4,-4,-4,0
815,-5,-5,-5,-5,-5
816,-4,-4,-4,-4,-4
817,170000,-4,-4,-4,-4
818,0,-4,-4,-4,-4
819,-5,-5,-5,-5,-5
820,60000,-4,-4,-4,-4
