R0000100,R0011500,R0225400,R0413000,R0658800,R0902700,R1202500,R1601800,R1901800,R2301800,R2502900,R2902900,R3103300,R3503300,R3703300,R7101001,T0011801,spouse_birth_year
1850,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
1851,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1852,-4,-4,-4,-4,-4,-4,-5,62,-4,-4,-4,-4,-4,-4,-1905,-1905,62
1853,-4,-4,-4,48,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-1904,-1904,48
1854,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,69,-4,-4,-1904,-1904,69
1855,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1856,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
1857,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,60
1858,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
1859,-4,-4,-4,-4,-4,-4,61,-5,-4,-4,-4,-4,-4,-4,-1904,-1905,61
1860,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-4,-4,-4,-4,-1905,-1904,-4
1861,-4,-4,-5,-4,-4,-4,-4,-4,-4,49,-4,-4,-4,-4,-1905,-1905,49
1862,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
1863,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
1864,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-1905,-1905,-4
1865,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-1904,60
1866,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-1904,-1904,58
1867,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-1904,-1904,63
1868,-4,-5,54,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-1904,-1904,57
1869,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1870,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
1871,-4,-4,-4,-4,54,-4,-4,-4,-4,-5,-5,-5,-5,-5,-1905,-1905,54
1872,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
1873,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1874,-4,-5,-5,-5,-3,-5,-5,-4,-4,-4,-5,-4,-5,-5,-1905,-1905,-3
1875,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-1904,-1904,65
1876,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
1877,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
1878,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,50
1879,-4,-4,-4,-4,-5,-4,-4,-4,-5,-5,60,-5,-4,-5,-1905,-1905,60
1880,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
1881,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1882,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-1905,-1905,65
1883,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
1884,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1885,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,53,-4,-4,-1904,-1904,53
1886,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-1904,-1905,58
1887,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1888,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,-1904,38
1889,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1890,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1891,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1892,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,67,-4,-4,-1905,-1905,67
1893,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
1894,-4,-4,-4,-4,-4,-4,-4,-4,-5,65,-4,-4,-4,-4,-1905,-1905,65
1895,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
1896,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-1904,-1904,58
1897,-4,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
1898,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-5,-1905,-1905,55
1899,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
1900,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,57
1901,-4,56,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
1902,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
1903,-4,60,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1905,-1905,60
1904,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
1905,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
1906,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,63,-4,-4,-1904,-1904,63
1907,54,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,54
1908,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-1905,-1905,-4
1909,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-1904,-1904,59
1910,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1911,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-1904,-1904,62
1912,-4,-4,-4,-4,-4,-5,-5,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
1913,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-1904,-1904,57
1914,-4,-4,-4,-4,-4,-4,58,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,58
1915,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,52,-1904,55
1916,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-4,-4,-1904,-1904,67
1917,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
1918,-4,-4,-4,-4,-4,-4,-5,-4,57,-4,-4,-4,-4,-4,-1904,-1904,57
1919,-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-4,-1904,-1905,67
1920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1921,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1922,-4,-4,-4,60,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,60
1923,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
1924,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1925,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,64,-4,-4,68,-1904,68
1926,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
1927,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
1928,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
1929,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1930,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-1904,-1904,63
1931,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
1932,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1933,-4,-4,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5,-5,-5,-1905,-1905,-4
1934,-4,-4,-4,-4,-4,-5,-5,-5,49,-4,-4,-4,-4,-4,-1905,-1905,49
1935,-4,-4,-4,-5,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-1904,-1904,60
1936,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1937,-4,-4,-4,-4,-4,-4,-4,59,59,-4,-4,-4,-4,-4,-1904,-1904,59
1938,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-1904,-1904,60
1939,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-1905,-1905,-4
1940,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
1941,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,63,-4,-1905,-1905,63
1942,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-1905,-1905,-4
1943,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-1905,-1905,-4
1944,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,65,-4,-4,-4,-1905,74,74
1945,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,61,-4,-1905,-1905,61
1946,-4,-4,53,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-1905,-1905,53
1947,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
1948,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1949,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1905,-1905,61
1950,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1951,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-1904,-1904,62
1952,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-1904,-1904,-3
1953,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-1904,-1904,64
1954,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
1955,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,42,61
1956,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
1957,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1904,-1904,61
1958,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-1904,-1904,58
1959,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-1904,-1904,-4
1960,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,59,-1904,-1904,59
1961,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
1962,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
1963,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
1964,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1902,59
1965,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-1904,59
1966,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
1967,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1968,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
1969,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
1970,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1971,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-1904,-1904,66
1972,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-1904,-1904,62
1973,-4,-4,-4,-4,-4,-4,-4,-4,-5,54,-4,-4,-4,-4,-1904,-1905,54
1974,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,61
1975,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1976,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
1977,-4,-4,-4,-4,-4,65,-4,-4,-4,67,-4,-4,-4,-4,-1904,-1904,67
1978,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1979,58,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
1980,57,-4,-4,-4,-4,53,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
1981,-4,58,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,58
1982,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1904,-1905,-4
1983,50,-5,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,50
1984,-4,-4,-4,-4,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,41
1985,-4,-4,-4,58,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-1904,-1904,58
1986,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-1904,-1904,58
1987,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-5,-4,-4,-1905,-1905,62
1988,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-1904,-1904,54
1989,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-1905,-1905,65
1990,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
1991,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1905,-1905,-4
1992,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1993,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
1994,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
1995,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1996,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
1997,-4,-5,54,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-1904,-1904,62
1998,-4,-5,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-1905,-1904,62
1999,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,57,-1904,63
2000,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2002,59,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2003,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
2004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-1904,-1905,57
2005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-1904,-1904,-4
2006,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,69,-1904,-1904,69
2007,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2008,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-1904,-1905,58
2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-1904,-1904,54
2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2012,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2013,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-1904,-1904,66
2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-1904,-1904,61
2016,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-1904,-1904,55
2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2018,-4,-4,-4,-4,-4,-5,-4,64,-4,-4,-4,-4,-4,-4,-1904,-1904,64
2019,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-4,-4,-4,-4,-1904,-1905,-4
2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,66,-4,-1904,-1904,66
2021,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,53
2022,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,76,-1904,76
2023,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2024,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2025,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2026,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2027,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
2028,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-4,60,-1905,63
2029,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-1905,-1904,57
2030,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-1904,-1904,59
2031,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2032,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,64
2033,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2034,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-1904,-1904,-4
2035,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
2036,56,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-4,-1905,-1905,56
2037,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2038,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-1904,-1904,63
2039,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2040,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2041,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-1904,-1904,63
2042,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,51,-4,-4,-1904,-1904,51
2043,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2044,-4,60,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,60
2045,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-1904,-1904,-4
2046,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-5,-4,-1904,74,74
2047,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2048,58,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-1904,-1904,58
2049,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
2050,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,54,-4,-5,-1905,-1905,54
2051,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2052,-4,-5,-5,-5,-5,-5,-5,-5,-5,57,-5,-5,-5,-5,-1905,-1905,57
2053,-4,-3,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-3
2054,56,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-1904,-1905,66
2055,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2056,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2057,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,68,-4,-4,-1904,-1904,68
2058,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2059,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2060,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-4,-4,-1905,-1905,67
2061,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-5,63,-1904,63
2062,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
2063,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-3
2064,56,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-1904,-1905,57
2065,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,59,-4,-1905,-1905,59
2066,-4,-4,-4,59,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2067,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2068,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2069,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-5,-5,-4,-1905,-1905,65
2070,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2071,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
2072,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2073,-4,-4,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
2074,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2075,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
2076,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,-4,-4,-4,-1904,-1904,53
2077,54,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-1904,-1904,58
2078,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
2079,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
2080,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2081,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-1904,-1904,61
2082,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2083,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2084,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
2085,-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-4,-1904,-1905,67
2086,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-4,-1904,-1904,67
2087,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
2088,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-1904,-1904,62
2089,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-1904,-1904,65
2090,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2091,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,66
2092,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1905,-1905,-4
2093,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2094,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
2095,-4,-4,-4,-4,-4,-4,59,-5,-5,-5,-5,-4,-5,-5,-1905,-1905,59
2096,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2097,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-1904,-1904,66
2098,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-5,-4,-5,-4,-1905,-1904,61
2099,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
2100,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
2101,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-5,-5,-4,-4,-1904,-1904,61
2102,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
2103,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
2104,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
