R0000100,R0011500,R0225400,R0413000,R0658800,R0902700,R1202500,R1601800,R1901800,R2301800,R2502900,R2902900,R3103300,R3503300,R3703300,R7101001,T0011801,spouse_birth_year
253,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
254,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
255,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
256,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-1904,64
257,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-1904,-1904,-4
258,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
259,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-1904,-1904,58
260,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
261,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-1904,-1904,64
262,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-5,-4,-4,-4,-1905,-1905,60
263,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,65
264,-4,-4,-5,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
265,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-1904,-1904,62
266,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
267,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
268,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
269,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-1904,-1904,60
270,-4,-4,-4,-4,-4,-4,-4,-4,60,-5,-5,-5,-5,-4,-1905,-1905,60
271,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
272,-4,-4,-4,-4,-4,53,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,53
273,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,-1904,-1904,55
274,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-1904,-1904,63
275,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-1904,-1904,57
276,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-1904,-1905,58
277,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
278,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,66,-4,-1904,-1904,66
279,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
280,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-1905,-1905,-4
281,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-1904,-1904,63
282,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-1904,-1904,-3
283,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-1904,64,64
284,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
285,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,59,-1904,-1904,63
286,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
287,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
289,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
290,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
291,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
292,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
293,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
294,-4,-4,-4,-3,-4,-4,-5,-5,-5,-4,-4,-4,-5,-5,-1905,-1904,-3
295,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-1905,-1905,-4
296,-4,-4,-4,-4,-4,-4,-5,-5,66,-4,-4,-4,-4,-4,-1904,-1904,66
297,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-1904,-1904,61
298,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1905,-1905,-4
299,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
300,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-5,-1905,-1904,-4
301,-4,-4,-4,-4,-4,-4,-4,-4,70,-4,-4,-4,-4,-4,-1904,-1904,70
302,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-1904,-1904,-3
303,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,74,-4,-1904,-1904,74
304,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
305,-4,-2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1904,-1904,-2
306,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
307,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
308,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1904,-1904,-4
309,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,61
310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,66,-4,-4,66,-1904,66
311,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,-1904,-1904,68
312,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
313,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,64
314,-4,-5,57,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1905,-1904,57
315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
316,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-1904,-1904,60
317,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
318,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
319,56,-4,-4,-4,-4,-4,-4,-4,-5,-4,54,-4,-4,-4,-1904,-1904,56
320,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,54,-4,-4,-4,-1904,-1904,54
321,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-1904,-1904,54
322,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-1904,-1905,57
323,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,61
324,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
325,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
326,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,55
327,-4,-4,-4,-4,-4,-4,49,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,49
328,-4,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
329,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-1905,-1905,-4
330,-4,-4,-4,-5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,53
331,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
332,-4,-4,-4,-5,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-1904,-1904,62
333,54,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-1904,-1904,54
334,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-1905,-1905,-4
335,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
336,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
337,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
338,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
340,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
341,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-5,-4,-4,-1905,-1904,59
342,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
343,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
344,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-1904,-1904,57
345,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,50,-1905,-1905,50
346,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,64,-4,-1904,-1904,64
347,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,59
348,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-1904,61
349,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,59
350,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
351,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
352,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
353,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
354,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-1904,-1904,54
355,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-1904,-1904,65
356,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
357,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-1904,-1904,62
358,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,64,-1904,-1904,64
359,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,58,-1904,-1904,58
360,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
361,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,59
362,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
363,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-1904,-1904,62
364,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
365,-4,-4,-4,-4,-4,-4,-4,-4,-1,-4,-4,-5,-4,-5,-1904,-1904,-1
366,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
367,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
368,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
369,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-1904,-1904,59
370,-4,-4,-4,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-1904,-1904,54
371,-4,-4,-4,-4,-4,-5,-5,60,-4,-4,-4,-4,-4,-4,-1905,-1905,60
372,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-1904,-1904,61
373,-4,-5,61,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,61
374,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,58
375,-4,62,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,62
376,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-1904,-1904,61
377,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
378,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-1904,-1904,63
379,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-1904,-1904,57
380,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
381,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
382,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
383,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,-5,-4,-4,-1905,-1905,64
384,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-1905,-1905,-3
385,-4,-4,-4,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,54
386,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
387,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
388,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
389,44,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-1905,-1905,44
390,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
391,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
392,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
393,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,67,-4,-4,-1904,-1904,67
394,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-4
395,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
396,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-1904,-1904,64
397,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
398,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1905,-4
399,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
400,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-1904,65,65
401,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-1904,-1904,62
402,-4,-4,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,53
403,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
404,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,-4
405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
406,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
407,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-1904,-1904,62
408,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
409,-4,-4,-4,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,53
410,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
411,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
412,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,65,-1904,68
413,-4,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-1905,-1905,57
414,-4,-4,-4,-4,-4,-4,63,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,63
415,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-5,-4,-4,-4,-1904,-1904,59
416,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,56
417,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-4,-4,-4,-4,-1904,-1904,64
418,-4,-4,-4,-4,-4,-4,-4,37,-4,-4,-4,-4,-4,-4,-1904,-1904,37
419,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
420,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,-5,-1904,73,73
421,-4,-4,-4,-4,-5,-4,-4,-4,57,-4,-4,-4,-4,-4,-1904,-1905,57
422,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
423,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-1904,-1905,60
424,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
425,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-1904,-1904,59
426,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1904,-3
427,45,-5,-5,-5,-5,-5,-4,-5,-4,-4,-5,-5,-4,-5,-1905,-1905,45
428,-4,-4,-4,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,54
429,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,62,-4,-4,-1905,-1905,62
430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-1905,-1905,65
431,-4,-5,-4,-4,-4,-4,-4,55,-4,-4,-4,-4,-4,-4,-1904,-1904,55
432,-4,-4,-4,-4,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-1905,-1904,57
433,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-1905,-1904,62
434,-4,-4,-4,-4,-4,-4,-4,-4,-4,68,-4,-4,-4,-4,-1904,-1904,68
435,-4,-4,-4,63,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1905,63
436,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-1904,63
437,49,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,49
438,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
439,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-1904,-1904,59
440,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-4,-4,-4,-4,-1905,-1905,60
441,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-1904,-1905,-3
442,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,55
443,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
444,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-1904,-1904,-3
445,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
446,-4,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,41
447,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-1904,-1904,-4
448,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,-4
449,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
450,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-1904,-1905,-4
451,-4,-4,-4,-4,-4,-4,66,-4,-4,-4,-4,-4,-4,-4,-1905,-1905,66
452,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-1904,-1904,62
453,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,64,-4,-4,-4,-1904,-1904,64
454,-4,-4,-4,-4,-4,-4,-4,-4,51,-4,-4,-4,-4,-4,-1904,-1905,51
455,-4,-4,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-1904,-1904,58
456,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
457,-4,-4,-4,-4,-4,-4,-4,62,62,-4,-4,-4,-4,-4,-1904,-1904,62
458,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,57,-4,-1904,-1904,61
459,-4,-4,-4,-4,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-1904,-1904,62
460,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
461,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,63,-4,-4,-1904,-1904,63
462,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,-4,-4,-1904,-1904,52
463,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-1905,-1905,-4
464,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
465,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
466,-4,-4,-4,-4,58,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1904,58
467,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-1905,-1904,-4
468,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,59
469,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-4,-4,-4,-1904,-1904,-4
470,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
471,52,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,52
472,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,61
473,-4,-5,-5,-5,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-1905,-1904,-4
474,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,59,-4,-4,-4,-1904,-1904,59
475,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
476,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-1904,-1904,65
477,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
478,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
479,-4,-4,-4,-4,-4,62,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,62
480,-4,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-1904,-1904,61
481,-4,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
482,-4,-4,-4,-4,-4,-4,-4,61,-4,-4,-4,-4,-4,-4,-1904,-1904,61
483,-4,-4,-4,-4,-4,-4,-4,-4,-4,59,-4,-4,-4,-4,-1904,-1904,59
484,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
485,-4,-4,-4,-4,62,-4,-4,-4,58,-4,-4,-4,-4,-4,-1904,-1904,62
486,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
487,-4,-4,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,61,-1904,-1904,61
488,-4,-4,-4,-4,-4,-4,-4,55,55,-4,-4,-4,-4,-4,-1904,-1904,55
489,-4,-4,-4,-4,-4,-4,-4,-4,64,-4,-4,-5,-4,-4,-1904,-1904,64
490,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-1905,-1905,50
491,-4,-4,-4,-4,-4,41,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,41
492,-4,-4,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,60
493,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
494,-4,-4,-4,-4,-4,57,-4,-5,-4,-4,-4,-4,-4,-4,-1904,-1905,57
495,-4,-4,-4,-4,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
496,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
497,-4,58,-4,-4,-4,-5,-4,-4,-4,-5,-4,-5,-5,-5,-1905,-1905,58
498,-4,-4,-4,-4,-4,-5,-4,-4,62,-5,-5,-4,-4,-4,-1905,-1905,62
499,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
500,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,60,-1904,60
501,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-1904,-1904,-4
502,-4,-4,-4,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-4,-1904,64,65
503,-4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,58
504,-4,-4,60,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-1905,-1904,60
505,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-1904,-1904,-4
506,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,-4
507,-4,-4,-4,-4,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1904,-1904,57
508,-4,-4,-4,61,-4,-4,-4,-4,-4,-5,62,-4,-4,-4,-1904,-1905,62
509,-4,-4,-4,-4,-4,-4,63,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,63
510,-4,-4,-4,-4,-4,61,-4,-5,-5,-5,-5,-5,-5,-5,-1905,-1905,61
511,-4,-4,-4,-4,-4,65,-4,-4,-4,-4,-5,-4,-4,-4,-1905,-1905,65
