code,birthyear,income_18,income_19,income_20,income_21,income_22,income_23,income_24,income_25,income_26,income_27,income_28,income_29,income_30,income_31,income_32,income_33,income_34,income_35,income_36,income_37,income_38,income_39,income_40,income_41,income_42,income_43,income_44,income_45,income_46,income_47,income_48,income_49,income_50,income_51,income_52,income_53,income_54,income_55,income_56,income_57,income_58,income_59,income_60,income_61,income_62
7752,1957,,,,4606.241374,6519.881984,10425.38582,25900.46082,31799.94872,32686.43188,39461.99326,36720.08671,45756.34304,57572.40924,73755.64794,82672.29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7753,1957,,,,5211.270176,14391.81323,30429.42562,69487.5789,13557.85492,,,,,30705.28493,,42215.63861,,64043.71291,80809.26001,75473.49294,,71548.343,,67923.00903,,,,86204.1698,,60452.98573,,55828.16301,,18509.36659,,30492.01303,,40714.70137,,,,48759.96868,,,,68233.65512
7754,1959,,13370.80225,4506.830864,10584.14804,28778.2898,29375.35233,37218.30823,36053.14874,42570.48807,45756.34304,43371.21496,40565.60637,40456.65367,36715.76759,48032.78468,38850.60577,34717.80675,,36060.36487,,48904.5665,,58907.38406,,61574.407,,49784.81178,,55828.16301,,87288.49017,,81312.03475,,85306.99335,,73946.60102,,50599.96749,,62271.17716,,58851.52754,,
7755,1958,,,3342.700562,6009.107819,42336.59217,45565.62551,51971.7772,39407.62048,35683.71731,34461.82368,118144.8671,28786.20462,27658.36798,17589.84942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756,1958,,,8356.751405,4506.830864,7504.160962,28778.2898,28245.53108,35028.99598,41980.84389,44597.65417,35809.31195,42219.76678,46097.27996,47492.59344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,1959,,8356.751405,15022.76955,26494.76859,33025.48573,35250.42279,29555.71536,5327.36909,10135.83049,7957.624877,23028.9637,40565.60637,43974.62355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7758,1962,,13190.04949,6778.92746,2955.571536,1049.521097,101.3583049,795.7624877,5757.240924,,5276.954826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,1958,,,6351.131068,11116.84947,8731.922135,23981.90816,31634.99482,40283.34538,29386.59073,28380.32538,31233.67764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,1959,,1671.350281,360.5464691,,31176.48061,29375.35233,37218.30823,41980.84389,60814.98296,69629.21768,49896.08801,51628.95356,51010.56332,50066.9558,48032.78468,49728.77539,49812.50534,,47221.90638,,57055.32759,,65452.64895,,,,,,,,65203.45049,,67082.42867,,67857.83562,,,,,,71167.05962,,,,
7761,1958,,,,,,69487.5789,31634.99482,34919.53037,29386.59073,34664.54029,36804.01506,37422.06601,35955.87837,34300.20637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,1958,,,11365.18191,6661.096017,5236.507244,12710.41133,28107.69289,34810.06476,37782.75951,39529.73892,45756.34304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7763,1958,,,4679.780787,13220.0372,3704.451815,,,19703.81024,44079.88609,58787.81686,47745.74926,53734.24863,59004.51835,59805.48803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7764,1957,,,,6685.401124,10816.39407,3969.055516,14389.1449,71221.67154,48164.86948,45969.02406,48651.98637,51724.5617,53734.24863,58082.57275,59277.79255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,1957,,,,2005.620337,,2646.037011,,4718.133512,28461.05924,27287.54853,24325.99318,29841.09329,40300.68647,35402.71101,40456.65367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,1957,,,,5014.050843,6309.56321,26460.37011,,,,,,,,,17589.84942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7767,1957,,,,6351.131068,7511.384774,23814.3331,21583.71735,36154.27979,35028.99598,33584.67512,34461.82368,596.8218658,,12907.23839,72118.38263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7768,1957,,,,2005.620337,4206.375473,5292.074021,26380.09898,20336.78238,9195.111445,18891.37975,30407.49148,29841.09329,30705.28493,25814.47678,28143.75907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,1958,,,4345.510731,23135.0651,37044.51815,43167.43469,48582.31347,48164.86948,52476.05487,50679.15247,49735.15548,55653.32893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,1958,,,4011.240674,10545.98422,18575.17981,10791.85867,11298.21243,13792.66717,20570.61351,26353.15928,25862.28085,13433.56216,51167.98076,47492.59344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7771,1957,,,,22730.36382,24036.43128,31752.44413,23981.90816,31634.99482,31745.02761,31485.63292,32434.65758,31830.49951,30705.28493,31346.15037,35179.69884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,1957,,,,10028.10169,9013.661729,21168.29608,28778.2898,36154.27979,36561.51456,39776.84959,44597.65417,45557.40242,45098.38724,42409.49757,42215.63861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7773,1960,2674.16045,6009.107819,4498.262918,4436.65301,12992.9443,18740.51285,15532.91224,26353.15928,31830.49951,13433.56216,22126.69438,24098.09371,467.2915875,,,9056.819152,,5723.86744,,63847.62849,,62834.54299,,59850.32361,,41487.34315,,46895.65692,,8770.91576,,20328.00869,,53316.87084,,39313.38282,,17479.98877,,27577.2356,,61410.2896,,,
7774,1958,,,10028.10169,12018.21564,14645.81485,31176.48061,31128.8349,32233.24424,35706.80677,32637.37419,33819.90573,31664.82508,40381.21725,33420.7139,35547.53862,34743.71425,35120.94762,35901.23112,,10016.76802,,58413.78777,,,,44826.1683,,43146.83687,,40196.27736,,56790.10204,,298990.9584,,,,,,60719.96099,,64050.35366,,56292.76547,
7775,1959,,,2403.643128,26460.37011,28778.2898,27115.70984,18171.29167,,1360.228452,,8635.861386,31346.15037,35179.69884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7776,1958,,,8022.481349,7210.929383,7938.111032,5995.477041,71221.67154,80071.90619,82679.17301,87409.37501,75597.43633,109625.5435,115862.7474,130662.6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7777,1957,,,,3342.700562,811.2295556,23814.3331,31176.48061,1355.785492,9851.90512,35683.71731,52706.31857,57692.78036,63329.65017,69145.91994,68600.41274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7778,1957,,,,8356.751405,9314.11712,11907.16655,10791.85867,13331.89067,18828.08534,18406.50101,22197.46878,21883.46841,22069.42354,12538.46015,17589.84942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7779,1959,,1253.512711,1802.732346,6085.885124,5036.200714,90.38569947,875.7248996,,,,,,1583.086448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7780,1962,,,2406.519248,,6297.126584,20271.66099,,38381.60616,40565.60637,63323.45792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,1964,3389.46373,4378.624498,923.5785657,101.3583049,,5373.424863,1290.723839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7782,1957,,,,,,,,,,,8108.664395,19894.06219,4797.70077,7062.10329,2286.680425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7783,1958,,,16713.50281,36054.64691,15876.22206,23981.90816,22596.42487,28461.05924,16792.33756,16217.32879,24867.57774,24948.044,25814.47678,8794.924711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7784,1961,30045.5391,37404.37918,69487.5789,71221.67154,80071.90619,82679.17301,87409.37501,118144.8671,109625.5435,115862.7474,130662.6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7785,1963,3597.286225,,,,,,,,9674.417182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7786,1962,10584.14804,23981.90816,11298.21243,28461.05924,12594.25317,48651.98637,7161.86239,28786.20462,64536.19195,38697.66873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7787,1961,18628.23424,15876.22206,23981.90816,26101.13037,32839.68373,29386.59073,31421.07453,35809.31195,33583.90539,32268.09597,29902.74402,30040.17348,27218.57799,18648.29077,25660.9876,,22895.46976,,23908.89918,,39271.58937,,39407.62048,,,,,,,,,,,,,,,,,,28999.30342,,,,
7788,1962,433.9500697,8153.848776,20336.78238,19329.43785,11746.24012,16217.32879,27851.68707,28786.20462,27658.36798,,36048.20818,30420.76363,38850.60577,30189.39717,,57238.6744,,,,,,,,,,,,,,37606.81607,,24234.94129,,,,,,,,,,,,,
7789,1957,,,,26073.06438,21680.86101,,,,8757.248996,27287.54853,12162.99659,7559.743633,28786.20462,27658.36798,26384.77413,25033.4779,27218.57799,27972.43616,25660.9876,,27188.37034,,31244.58415,,30108.21852,,30787.2035,,18965.64258,,,,,,,,,,3744.131697,,,,,,10235.04827
7790,1963,14389.1449,24856.06735,28461.05924,15532.91224,,39788.12439,11514.48185,14751.12959,26384.77413,29706.39377,11207.64976,27972.43616,,,42929.0058,,17659.98235,,20944.84766,,,,17780.28992,,31263.77128,,7361.679894,,,,,,58970.07423,,58879.96218,,55154.4712,,65674.89305,,,,,,
7791,1963,8153.848776,1355.785492,17514.49799,23089.46414,22298.82709,32825.20262,32624.36524,34849.54365,34124.30788,33377.97053,36024.58851,37296.58154,40604.7392,,38636.10522,,38036.88506,,44507.80129,,45565.06118,,47414.10645,,44662.5304,,48587.0873,,52852.82259,,55255.66614,,51481.81084,,,,,,,,,,,,
7792,1959,,4345.510731,21031.87737,8467.318434,10791.85867,11298.21243,19703.81024,29386.59073,32434.65758,31830.49951,36462.52585,46097.27996,45733.6085,35046.86906,36825.13492,41958.65423,39246.21633,,37205.13836,,46459.33818,,35344.43043,,34481.66792,,32004.52186,,31263.77128,,30498.38813,,29475.6126,,26173.73659,,35775.17837,,32199.97931,,29356.41209,,,,
7793,1960,12535.12711,1802.732346,793.8111032,69487.5789,,9959.18142,5037.701267,22501.5437,1989.406219,,,,,,,,,,,,,,,3694.46442,,18965.64258,,4019.627736,,,,2032.800869,,6785.783562,,14040.49386,,,,,,,,,
7794,1957,,,,23064.63388,27040.98519,26460.37011,28778.2898,23726.24611,27585.33434,26447.93165,28278.96708,31830.49951,26867.12431,30424.20478,12312.89459,20036.79571,27218.57799,24864.38769,26415.72253,,4292.90058,,5433.840723,,18326.74171,,21551.04245,,20150.99524,,5582.816301,,,,,,,,,,,,,,
7795,1957,,,,18719.12315,3004.55391,7938.111032,14389.1449,22596.42487,22330.98494,11019.97152,2027.166099,,,24062.78014,22866.80425,28371.27495,23215.84593,27972.43616,27170.45746,,22752.37307,,29886.12397,,26181.05958,,33250.17978,,8297.46863,,,,23136.70824,,25410.01086,,,,187.2065849,,26679.98286,,,,
7796,1961,1760.668591,3725.620111,10700.72742,11298.21243,8647.783383,24138.98524,22381.9409,23872.87463,26867.12431,24892.53118,22866.80425,18357.88379,8005.464114,20202.315,22943.94185,,22895.46976,,25810.74343,,34035.37746,,34481.66792,,33189.87452,,54711.59975,,58893.43915,,51836.42216,,43622.89432,,31825.11943,,29439.98109,,28466.82385,,30705.1448,,,,
7797,1962,7681.445442,239.8190816,9038.569947,3283.968373,,3040.749148,,,,,3170.907201,9606.556936,1709.426654,12075.75887,,3577.41715,,20376.90271,,24872.0066,,25861.25094,,,,,,,,,,,,,,,,,,,,,,,
7798,1959,,14373.61242,9013.661729,10584.14804,3597.286225,2322.912476,2189.312249,2518.850634,4662.482027,4774.574926,,2304.863998,7915.43224,3671.576759,,,,,,,,,1963.579469,,147.7785768,,,,,,,,,,,,,,,,,,,,
7799,1961,6009.107819,,2638.009898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,1964,4519.284974,3940.762048,1049.521097,5067.915247,9947.031097,28786.20462,36877.82397,38697.66873,39219.11538,48032.78468,46620.72693,45284.09576,,51514.80696,,81507.61084,,71997.91385,,61574.407,,71121.15968,,,,,,,,73674.22153,,,,,,97854.70697,,,,,,,,,
7801,1959,,13370.80225,9013.661729,15876.22206,11990.95408,2575.992435,28461.05924,14693.29536,16217.32879,27851.68707,28786.20462,5531.673596,5276.954826,25033.4779,16010.92823,1212.1389,18113.6383,,31481.27092,,27169.20361,,26181.05958,,12314.8814,,11853.52661,,,,,,,,,,,,11039.99291,,,,,,
7802,1961,,3307.546263,,,,1364.377427,,,,,,,,18648.29077,2717.045746,,3577.41715,,,,,,1108.339326,,14816.90827,,,,37860.06803,,32524.8139,,,,,,,,,,,,,,
7803,1962,,,2259.642487,6567.936747,2308.946414,,19098.29971,8252.045325,,,,,,,,3005.030406,,,,,,,,,,,,,,,,290.8192955,,,,,,,,,,,,,
7804,1963,2158.371735,2189.59357,8757.248996,17631.95444,53922.61823,23872.87463,40300.68647,40565.60637,40456.65367,40053.56464,,46.62072693,3018.939717,,,,7607.377012,,44245.99069,,18472.3221,,29633.81653,,53595.03649,,32601.72525,,,,29081.92955,,,,,,,,,,,,,,
7805,1959,,24067.44405,30045.5391,31752.44413,26380.09898,22596.42487,,,2027.166099,17904.65597,,38721.71517,38697.66873,40053.56464,43229.50621,35742.55731,39246.21633,,37205.13836,,38036.88506,,48434.96023,,36944.6442,,23707.05323,,25680.95498,,33653.3938,,7114.803041,,,,10296.36217,,8279.994681,,17791.7649,,,,
7806,1962,,,21692.56787,6567.936747,25188.50634,,26260.16209,38381.60616,,,,27218.57799,,31698.86703,,,,679.2300903,,39271.58937,,38791.87641,,53340.86976,,,,15775.02834,,3049.201303,,46531.08728,,40249.41574,,,,,,,,,,,
7807,1958,,,,,7191.928595,2546.878647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7808,1964,3841.392228,2014.167269,,10135.83049,4575.634304,,1290.723839,,,,1087.816962,754.7349294,,2861.93372,,1358.460181,,4369.618844,,6157.4407,,,,3727.088162,,,,,,,,,,1563.998995,,1957.094139,,,,,,,,,
7809,1960,10028.10169,,34565.18147,35972.86225,25841.27148,28461.05924,28337.06963,32434.65758,33819.90573,23028.9637,31346.15037,31661.72896,35046.86906,32021.85645,31080.48462,37736.74647,,37205.13836,,33961.50452,,47125.90725,,39407.62048,,51776.20425,,55828.16301,,53635.09637,,30492.01303,,50408.67789,,49609.74499,,31279.97991,,1067.505894,,,,,
7810,1961,3004.55391,2646.037011,11990.95408,49712.13471,22330.98494,16792.33756,1419.016269,17904.65597,22453.2396,3134.615037,8091.330734,12089.50093,8453.770104,31080.48462,905.6819152,,5180.100033,,6792.300903,,,,,,,,,,,,,,,,,,,,,,,,,,
7811,1962,264.6037011,,13557.85492,14449.46084,20990.42195,24325.99318,19695.12157,15352.64246,27658.36798,16886.25544,9210.650969,15969.29981,21756.33923,15094.69859,,28619.3372,,,,,,19703.81024,,35560.57984,,37963.15084,,15775.02834,,33541.21434,,38775.90607,,42121.48159,,46643.97004,,44479.41226,,59704.44823,,,,,
7812,1964,,,8979.702509,14190.16269,19894.06219,11514.48185,30682.34954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7813,1958,,,6685.401124,27040.98519,31752.44413,69487.5789,33894.6373,39407.62048,39881.8017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,1962,22491.31459,19185.52653,27115.70984,12260.14859,27287.54853,4054.332197,15915.24975,8635.861386,21204.74878,35179.69884,38384.66611,,,,,74410.27672,,47546.10632,,41889.69533,,80046.7291,,,,,,50480.0907,,38623.21651,,63010.84736,,43993.54744,,64399.95863,,66719.11839,,63969.05167,,,,,
7815,1959,,,,2175.042423,,,,2728.754853,2027.166099,,,,,,,,,,14309.6686,,,,2618.105958,,16009.34582,,1659.493726,,15631.88564,,23978.04308,,26426.4113,,23265.54364,,24336.85603,,13799.99113,,35583.52981,,25587.62067,,
7816,1961,,,,1355.785492,1094.656124,419.8084389,,,,,7035.939769,3838.466611,,,,,,,,,,,9236.16105,,,,,,,,,,,,,,,,,,,,,,
7817,1960,4011.240674,9013.661729,31487.84043,43167.43469,31634.99482,28461.05924,,34461.82368,33819.90573,21109.88339,29502.25918,31661.72896,18357.88379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7818,1957,,,,10877.14763,16825.50189,19051.46648,25181.00357,27115.70984,35028.99598,37782.75951,33448.24063,29841.09329,47785.09967,45544.1126,,,,,,,17171.60232,,,,34820.80924,,,,29633.81653,,40196.27736,,38911.73658,,,,,,,,,,,,
7819,1960,668.5401124,8307.59156,23200.45251,21022.5407,24236.92531,26271.74699,26485.71441,24325.99318,27851.68707,24948.044,27658.36798,27904.53712,25033.4779,21614.75311,21756.33923,24151.51774,,25041.92005,,31244.58415,,31417.2715,,24629.7628,,,,31263.77128,,29446.71958,,32524.8139,,30051.3272,,28080.98773,,24379.98434,,24018.88262,,19617.17585,,,
7820,1964,17625.2114,17514.49799,16792.33756,10135.83049,21883.46841,2110.988339,15628.8218,18469.34189,23865.24893,20814.2067,20202.315,17509.85036,,24326.43662,,27169.20361,,36653.48341,,30787.2035,,27263.11121,,26127.58029,,27343.38246,,28459.21216,,25204.33894,,27144.9548,,27599.98227,,26687.64736,,23606.28591,,,,,,,
7821,1960,3586.717703,,,19185.52653,3615.427979,630.5219277,13433.87005,12162.99659,19894.06219,3838.160616,20282.80318,19348.83436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,1963,10791.85867,4200.675383,6567.936747,26145.66958,14798.31252,19695.12157,5467.459798,7840.225376,23218.60124,,30740.9822,33566.92339,,,,,40753.80542,,39271.58937,,41870.59676,,40301.99049,,44662.5304,,54686.76493,,50820.02172,,,,,,,,,,,,,,,,
7823,1959,,6685.401124,3605.464691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7824,1960,20056.20337,39059.20082,44982.62918,33574.67143,28245.53108,32839.68373,55204.80972,48651.98637,47745.74926,57572.40924,51628.95356,42215.63861,41722.46317,39386.88344,44289.69058,37736.74647,,42929.0058,,50263.02668,,36653.48341,,,,28448.46387,,,,,,,,,,,,,,,,40940.19307,,,
7825,1962,,15588.24031,29086.11809,21893.12249,20990.42195,36286.27317,35809.31195,32624.36524,33190.04157,42215.63861,31709.07201,36825.13492,37296.58154,34717.80675,,36376.60855,,13989.42294,,26181.05958,,30787.2035,,33189.87452,,41312.84062,,36808.39947,,,,,,48673.71206,,64399.95863,,40921.05928,,,,,,,
7826,1962,9261.129537,,,,,16217.32879,23872.87463,29937.65281,28764.7027,34476.10487,43391.36169,33622.94928,35742.55731,34717.80675,,41498.03894,,46187.64614,,45162.32778,,49259.5256,,47414.10645,,,,,,,,,,,,,,,,,,,,,
7828,1964,6214.016839,17514.49799,12594.25317,14109.07605,15517.36851,1919.080308,2397.058558,,15620.89021,12488.52402,12432.19385,,,,,2716.920361,,18222.01747,,,,17780.28992,,8374.224451,,23662.54252,,22360.80956,,24234.94129,,20592.72433,,20239.987,,19570.94139,,18764.25516,,,,,,,
7829,1961,1051.593868,,4796.381633,16269.4259,9851.90512,9445.689876,19829.73878,33819.90573,29937.65281,30977.37214,29902.74402,31709.07201,32021.85645,31702.09431,,,,,,,,,43102.0849,,,,39079.7141,,10516.68556,,,,8724.578865,,,,,,,,2217.593791,,,,
7830,1962,801.7492142,2158.371735,,,3736.295107,,,,,,,,,,,14309.6686,,33961.50452,,26181.05958,,29555.71536,,474.1410645,,26797.51824,,21454.03855,,24393.61043,,,,936.0329243,,,,,,,,,,,
7831,1964,,4378.624498,4198.084389,20271.66099,,,8113.121274,35179.69884,41722.46317,40027.32057,32634.50885,37736.74647,,40496.36214,,40753.80542,,45816.85427,,39407.62048,,44450.7248,,35730.02432,,49954.25642,,56918.42433,,52347.47319,,58970.07423,,59799.96158,,59602.41243,,68233.65512,,,,,,,
7832,1963,1283.032087,1355.785492,788.1524096,,,,2878.620462,3687.782397,,6675.594107,7204.917702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,1962,1984.527758,,34346.5658,38531.89558,40868.35153,41556.90502,39788.12439,38381.60616,14751.12959,15830.86448,13351.18821,,12432.19385,24151.51774,,35774.1715,,54338.40723,,56289.2781,,,,315224.3893,,111656.326,,109899.3641,,107738.4461,,136685.0689,,117004.1155,,114999.9261,,128990.2956,,126803.7188,,,,,
7834,1957,,,,36769.70618,39059.20082,,23981.90816,24856.06735,9851.90512,8396.168779,8108.664395,27851.68707,30705.28493,31346.15037,21107.81931,1668.898527,4002.732057,,,,22895.46976,,19018.44253,,11781.47681,,27092.73908,,,,,,15775.02834,,10164.00434,,13571.56712,,,,,,,,852.9206889
7835,1958,,,3342.700562,3004.55391,10584.14804,19185.52653,24856.06735,21893.12249,23089.46414,22298.82709,25862.28085,24948.044,25814.47678,24625.78919,25033.4779,25617.48516,24864.38769,25660.9876,,25757.40348,,,,,,9236.16105,,23114.3769,,25680.95498,,2629.171391,,12196.80521,,17449.15773,,16848.59264,,17479.98877,,17791.7649,,23881.77929,
7836,1963,2122.398872,,243.0136596,4198.084389,,,,,2110.781931,2586.792716,,,7692.2584,,9301.28459,,,,4581.685427,,,,,,,,,,,,,,,,,,,,,,,,,,
7837,1961,,31752.44413,9456.066389,,,6297.126584,4954.393945,9947.031097,19190.80308,14751.12959,7035.939769,8344.492633,3362.294928,,,,,,,,23562.95362,,25245.50687,,27263.11121,,25680.95498,,28395.05102,,15855.84678,,19387.95303,,28080.98773,,26679.98286,,26687.64736,,,,,,
7838,1962,7938.111032,23981.90816,8322.263279,,13853.67849,22298.82709,33819.90573,15352.64246,36877.82397,38697.66873,35046.86906,35224.0421,40404.63,40755.68619,,,,38716.11515,,,,49259.5256,,54526.22242,,51361.90996,,41015.0737,,71148.03041,,50408.67789,,,,68999.95567,,,,,,,,,
7839,1963,235.0227,316.3499482,525.4349397,5667.413926,1419.016269,,1919.080308,7375.564794,,,320.2185645,,,,,,,,,,,,,,11165.6326,,1051.668556,,152.4600652,,,,,,,,,,,,,,,,
7840,1962,,239.8190816,903.8569947,,,10135.83049,8952.327987,,,6860.041274,3337.797053,22415.29952,3108.048462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,1957,,,,17382.04292,7661.612469,12700.97765,4796.381633,13557.85492,,1343.387005,2270.426031,994.7031097,,,,,,,,,60100.60812,,63847.62849,,,,,,,,,,,,,,,,,,,,,,
7842,1959,,12745.71724,,,,,,,,,,,,,,,,,,,,,,,,,21336.3479,,,,,,,,,,,,,,,,,,
7843,1960,30084.30506,51227.64416,1587.622206,21583.71735,27115.70984,,,,,13433.56216,,87949.24711,33377.97053,,21756.33923,,,14309.6686,,13584.60181,,65452.64895,,49259.5256,,41487.34315,,58061.28953,,68358.45616,,66066.02824,,58163.8591,,56161.97546,,91999.9409,,88958.82452,,68233.65512,,,
7844,1963,17130.277,15835.57455,,,1216.299659,,,,,,,,,,60100.60812,,,,65452.64895,,92361.6105,,,,,,,,,,,,,,,,,,,,,,,,
7845,1961,2704.098519,,,,14230.52962,20990.42195,2027.166099,23872.87463,9595.40154,4609.727996,4397.462355,21695.68085,1921.311387,5439.084808,13585.22873,,31481.27092,,74715.30993,,19635.79469,,39407.62048,,14224.23194,,1116.56326,,12620.02268,,1829.520782,,26173.73659,,11232.39509,,44159.97163,,40031.47103,,14499.65171,,,,
7846,1964,4907.943481,1860.915412,5667.413926,14190.16269,11936.43732,9595.40154,19176.46846,24625.78919,27536.82569,14409.8354,23310.36346,26314.58805,,24326.43662,,39395.34524,,26181.05958,,20935.29838,,28448.46387,,31263.77128,,27343.38246,,35574.01521,,29081.92955,,25272.88896,,27599.98227,,31135.58858,,31558.06549,,,,,,,
7847,1961,24036.43128,26460.37011,23981.90816,11298.21243,15325.18574,10495.21097,16217.32879,,53734.24863,,,,,,,,,,,,,,,,,,,,,,,,38775.90607,,56161.97546,,73599.95272,,,,,,,,
7848,1962,661.5092526,7194.572449,6665.945336,13967.81215,25188.50634,10135.83049,9947.031097,23028.9637,,26384.77413,23364.57937,16010.92823,17094.26654,21132.57802,,22895.46976,,,,,,27708.48315,,21336.3479,,33496.8978,,31550.05669,,,,,,,,36799.97636,,,,,,,,,
7849,1964,,,,,,,,,834.4492633,14409.8354,15540.24231,,,,,,,,,9236.16105,,18372.96625,,27914.0815,,2103.337113,,,,9693.976517,,11232.39509,,,,,,10235.04827,,,,,,,
7850,1957,,,,9994.67468,15022.76955,18522.25907,26380.09898,25420.97798,32839.68373,34739.14832,34461.82368,37798.71817,34543.44555,47941.17116,42215.63861,38384.66611,27218.57799,23310.36346,30189.39717,,35774.1715,,36678.42488,,30108.21852,,23398.27466,,30819.1692,,22331.2652,,29446.71958,,26426.4113,,19387.95303,,23400.82311,,29439.98109,,35583.52981,,7676.2862
7851,1963,,,9249.844252,5207.723685,4761.813166,6366.099902,4413.884709,,10553.90965,8010.712928,1037.508149,194.2530289,,,5832.620921,,16301.52217,,7854.317874,,57879.94258,,17780.28992,,,,,,,,,,,,,,,,,,,,,,
7852,1961,,3175.244413,,,,,22298.82709,49735.15548,56612.86909,40565.60637,61564.47297,46729.15875,54437.15597,41181.64212,46793.56562,,54376.74068,,74715.30993,,98178.97343,,110833.9326,,117942.5898,,116122.5791,,85185.15306,,127050.0543,,126021.6947,,,,128799.9173,,111198.5307,,102350.4827,,,,
7853,1957,,,,2771.098766,15019.76499,19316.07018,21343.89827,27115.70984,30212.50904,34424.29199,26353.15928,,,,,,24016.39234,24864.38769,19623.10816,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,1961,6009.107819,2381.43331,,,3283.968373,7976.36034,12162.99659,25862.28085,21109.88339,27658.36798,40456.65367,45060.26022,37625.68133,48174.75116,49812.50534,,37205.13836,,31244.58415,,48434.96023,,51722.50188,,42672.69581,,50245.3467,,60996.77627,,,,53316.87084,,,,56119.96395,,,,,,,,
7855,1960,,7210.929383,13230.18505,,41577.42176,26271.74699,,,53713.96792,47977.0077,29502.25918,45733.6085,26702.37643,19213.11387,21756.33923,52831.44505,,,,,,,,,,,,24564.39172,,,,18295.20782,,29081.92955,,37441.31697,,,,,,,,,
7856,1962,10549.74956,21341.50007,18077.13989,24082.43474,23089.46414,20271.66099,23872.87463,46057.92739,20282.80318,21107.81931,21695.68085,25617.48516,27195.42404,,,7154.8343,,6792.300903,,15708.63575,,,,15409.5846,,29030.64476,,25240.04535,,27442.81173,,29081.92955,,,,,,,,,,,,,
7857,1964,4519.284974,1094.656124,5667.413926,19258.07794,19894.06219,15352.64246,16595.02079,22866.80425,35046.86906,28019.1244,37296.58154,,,30765.78749,,36678.42488,,32726.32448,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,1957,,,,4679.780787,1135.721378,29106.40712,43647.07286,11298.21243,6764.974849,18891.37975,,17904.65597,21109.88339,,3517.969884,10013.39116,,3108.048462,19623.10816,,39065.39528,,,,32726.32448,,,,,,390.797141,,1577.502834,,,,,,,,,,,,
7859,1958,,,4679.780787,,37044.51815,16787.33571,3389.46373,24082.43474,5247.605487,10135.83049,7957.624877,19190.80308,27658.36798,8794.924711,,16010.92823,13986.21808,,,20033.53604,,20376.90271,,26181.05958,,,,14224.23194,,24564.39172,,12620.02268,,5082.002172,,2908.192955,,,,7359.995272,,,,10235.04827,
7860,1964,18077.13989,30650.37148,31485.63292,36488.98978,35809.31195,32624.36524,31346.15037,29902.74402,28371.27495,30420.76363,29526.46039,31698.86703,,27188.37034,,28527.66379,,32726.32448,,34481.66792,,23707.05323,,27914.0815,,28395.05102,,26426.4113,,29081.92955,,29953.05358,,34959.97754,,33804.35332,,27293.46205,,,,,,,
