"R0000100","R8316300","R8316400","R8316500","R8316700","R8316800"
5665,-5,-5,-5,-5,-5
5666,70000,-4,-4,-4,-4
5667,265933,-4,-4,-4,-4
5668,96000,-4,-4,-4,-4
5669,34498,-4,-4,-4,-4
5670,7050,-4,-4,-4,-4
5671,28000,-4,-4,-4,-4
5672,-5,-5,-5,-5,-5
5673,0,-4,-4,-4,-4
5674,0,-4,-4,-4,-4
5675,62000,-4,-4,-4,-4
5676,30000,-4,-4,-4,-4
5677,40000,-4,-4,-4,-4
5678,-5,-5,-5,-5,-5
5679,35000,-4,-4,-4,-4
5680,-5,-5,-5,-5,-5
5681,22000,-4,-4,-4,-4
5682,0,-4,-4,-4,-4
5683,-5,-5,-5,-5,-5
5684,11000,-4,-4,-4,-4
5685,-5,-5,-5,-5,-5
5686,40000,-4,-4,-4,-4
5687,15000,-4,-4,-4,-4
5688,-5,-5,-5,-5,-5
5689,0,-4,-4,-4,-4
5690,70000,-4,-4,-4,-4
5691,20000,-4,-4,-4,-4
5692,30000,-4,-4,-4,-4
5693,-5,-5,-5,-5,-5
5694,24000,-4,-4,-4,-4
5695,50000,-4,-4,-4,-4
5696,52000,-4,-4,-4,-4
5697,0,-4,-4,-4,-4
5698,40000,-4,-4,-4,-4
5699,46000,-4,-4,-4,-4
5700,69000,-4,-4,-4,-4
5701,94500,-4,-4,-4,-4
5702,27000,-4,-4,-4,-4
5703,45000,-4,-4,-4,-4
5704,30000,-4,-4,-4,-4
5705,53000,-4,-4,-4,-4
5706,-5,-5,-5,-5,-5
5707,2000,-4,-4,-4,-4
5708,32000,-4,-4,-4,-4
5709,0,-4,-4,-4,-4
5710,48000,-4,-4,-4,-4
5711,37000,-4,-4,-4,-4
5712,25239,-4,-4,-4,-4
5713,16433,-4,-4,-4,-4
5714,68800,-4,-4,-4,-4
5715,-5,-5,-5,-5,-5
5716,0,-4,-4,-4,-4
5717,-5,-5,-5,-5,-5
5718,0,-4,-4,-4,-4
5719,42000,-4,-4,-4,-4
5720,-5,-5,-5,-5,-5
5721,-5,-5,-5,-5,-5
5722,-5,-5,-5,-5,-5
5723,29000,-4,-4,-4,-4
5724,36000,-4,-4,-4,-4
5725,38000,-4,-4,-4,-4
5726,40000,-4,-4,-4,-4
5727,43000,-4,-4,-4,-4
5728,65000,-4,-4,-4,-4
5729,12000,-4,-4,-4,-4
5730,10500,-4,-4,-4,-4
5731,21000,-4,-4,-4,-4
5732,0,-4,-4,-4,-4
5733,45000,-4,-4,-4,-4
5734,-5,-5,-5,-5,-5
5735,37000,-4,-4,-4,-4
5736,12000,-4,-4,-4,-4
5737,-5,-5,-5,-5,-5
5738,0,-4,-4,-4,-4
5739,-5,-5,-5,-5,-5
5740,3000,-4,-4,-4,-4
5741,0,-4,-4,-4,-4
5742,-5,-5,-5,-5,-5
5743,8000,-4,-4,-4,-4
5744,-5,-5,-5,-5,-5
5745,4500,-4,-4,-4,-4
5746,32500,-4,-4,-4,-4
5747,14000,-4,-4,-4,-4
5748,24000,-4,-4,-4,-4
5749,29600,-4,-4,-4,-4
5750,44220,-4,-4,-4,-4
5751,-5,-5,-5,-5,-5
5752,25000,-4,-4,-4,-4
5753,20000,-4,-4,-4,-4
5754,15000,-4,-4,-4,-4
5755,32000,-4,-4,-4,-4
5756,-1,-4,-4,-4,-4
5757,9000,-4,-4,-4,-4
5758,0,-4,-4,-4,-4
5759,80000,-4,-4,-4,-4
5760,-5,-5,-5,-5,-5
5761,-5,-5,-5,-5,-5
5762,48048,-4,-4,-4,-4
5763,28000,-4,-4,-4,-4
5764,140000,-4,-4,-4,-4
5765,-5,-5,-5,-5,-5
5766,14000,-4,-4,-4,-4
5767,36000,-4,-4,-4,-4
5768,-5,-5,-5,-5,-5
5769,0,-4,-4,-4,-4
5770,30000,-4,-4,-4,-4
5771,-5,-5,-5,-5,-5
5772,24000,-4,-4,-4,-4
5773,0,-4,-4,-4,-4
5774,18000,-4,-4,-4,-4
5775,-5,-5,-5,-5,-5
5776,18000,-4,-4,-4,-4
5777,-5,-5,-5,-5,-5
5778,35000,-4,-4,-4,-4
5779,18000,-4,-4,-4,-4
5780,20000,-4,-4,-4,-4
5781,30000,-4,-4,-4,-4
5782,0,-4,-4,-4,-4
5783,45000,-4,-4,-4,-4
5784,132000,-4,-4,-4,-4
5785,-5,-5,-5,-5,-5
5786,87500,-4,-4,-4,-4
5787,54000,-4,-4,-4,-4
5788,-2,-2,-2,1,-4
5789,-5,-5,-5,-5,-5
5790,22000,-4,-4,-4,-4
5791,-5,-5,-5,-5,-5
5792,23000,-4,-4,-4,-4
5793,30000,-4,-4,-4,-4
5794,-5,-5,-5,-5,-5
5795,-5,-5,-5,-5,-5
5796,-2,-2,-2,-2,-4
5797,33000,-4,-4,-4,-4
5798,-1,-4,-4,0,-4
5799,48000,-4,-4,-4,-4
5800,-5,-5,-5,-5,-5
5801,30,-4,-4,-4,-4
5802,0,-4,-4,-4,-4
5803,32000,-4,-4,-4,-4
5804,-5,-5,-5,-5,-5
5805,20000,-4,-4,-4,-4
5806,0,-4,-4,-4,-4
5807,-5,-5,-5,-5,-5
5808,35000,-4,-4,-4,-4
5809,-5,-5,-5,-5,-5
5810,54000,-4,-4,-4,-4
5811,21000,-4,-4,-4,-4
5812,-5,-5,-5,-5,-5
5813,14500,-4,-4,-4,-4
5814,20500,-4,-4,-4,-4
5815,29000,-4,-4,-4,-4
5816,-5,-5,-5,-5,-5
5817,-5,-5,-5,-5,-5
5818,0,-4,-4,-4,-4
5819,-5,-5,-5,-5,-5
5820,12000,-4,-4,-4,-4
5821,50000,-4,-4,-4,-4
5822,-5,-5,-5,-5,-5
5823,-4,-4,-4,-4,-4
5824,50000,-4,-4,-4,-4
5825,-5,-5,-5,-5,-5
5826,-5,-5,-5,-5,-5
5827,400,-4,-4,-4,-4
5828,24000,-4,-4,-4,-4
5829,45000,-4,-4,-4,-4
5830,-5,-5,-5,-5,-5
5831,-2,31000,31000,-4,-4
5832,-5,-5,-5,-5,-5
5833,-5,-5,-5,-5,-5
5834,18000,-4,-4,-4,-4
5835,36000,-4,-4,-4,-4
5836,-5,-5,-5,-5,-5
5837,-5,-5,-5,-5,-5
5838,9000,-4,-4,-4,-4
5839,0,-4,-4,-4,-4
5840,3580,-4,-4,-4,-4
5841,0,-4,-4,-4,-4
5842,-5,-5,-5,-5,-5
5843,-5,-5,-5,-5,-5
5844,10000,-4,-4,-4,-4
5845,20000,-4,-4,-4,-4
5846,0,-4,-4,-4,-4
5847,22000,-4,-4,-4,-4
5848,-5,-5,-5,-5,-5
5849,7200,-4,-4,-4,-4
5850,18000,-4,-4,-4,-4
5851,30000,-4,-4,-4,-4
5852,2100,-4,-4,-4,-4
5853,25000,-4,-4,-4,-4
5854,0,-4,-4,-4,-4
5855,17000,-4,-4,-4,-4
5856,49000,-4,-4,-4,-4
5857,-5,-5,-5,-5,-5
5858,-5,-5,-5,-5,-5
5859,-5,-5,-5,-5,-5
5860,70000,-4,-4,-4,-4
5861,-5,-5,-5,-5,-5
5862,21000,-4,-4,-4,-4
5863,55000,-4,-4,-4,-4
5864,120000,-4,-4,-4,-4
5865,51163,-4,-4,-4,-4
5866,-5,-5,-5,-5,-5
5867,-5,-5,-5,-5,-5
5868,0,-4,-4,-4,-4
5869,-5,-5,-5,-5,-5
5870,15000,-4,-4,-4,-4
5871,-5,-5,-5,-5,-5
5872,19500,-4,-4,-4,-4
5873,38000,-4,-4,-4,-4
5874,20000,-4,-4,-4,-4
5875,21000,-4,-4,-4,-4
5876,50000,-4,-4,-4,-4
5877,-5,-5,-5,-5,-5
5878,-5,-5,-5,-5,-5
5879,43000,-4,-4,-4,-4
5880,500,-4,-4,-4,-4
5881,24000,-4,-4,-4,-4
5882,36000,-4,-4,-4,-4
5883,-5,-5,-5,-5,-5
5884,-1,-4,-4,-4,1
5885,29000,-4,-4,-4,-4
5886,46000,-4,-4,-4,-4
5887,20000,-4,-4,-4,-4
5888,-5,-5,-5,-5,-5
5889,-5,-5,-5,-5,-5
5890,0,-4,-4,-4,-4
5891,-5,-5,-5,-5,-5
5892,-5,-5,-5,-5,-5
5893,-5,-5,-5,-5,-5
5894,-5,-5,-5,-5,-5
5895,-5,-5,-5,-5,-5
5896,43718,-4,-4,-4,-4
5897,55,-4,-4,-4,-4
5898,-5,-5,-5,-5,-5
5899,44000,-4,-4,-4,-4
5900,40000,-4,-4,-4,-4
5901,-5,-5,-5,-5,-5
5902,25000,-4,-4,-4,-4
5903,0,-4,-4,-4,-4
5904,-5,-5,-5,-5,-5
5905,70000,-4,-4,-4,-4
5906,15000,-4,-4,-4,-4
5907,39520,-4,-4,-4,-4
5908,-5,-5,-5,-5,-5
5909,28000,-4,-4,-4,-4
5910,-5,-5,-5,-5,-5
5911,18000,-4,-4,-4,-4
5912,20000,-4,-4,-4,-4
5913,-2,-1,-1,-4,0
5914,2500,-4,-4,-4,-4
5915,0,-4,-4,-4,-4
5916,0,-4,-4,-4,-4
5917,40000,-4,-4,-4,-4
5918,19500,-4,-4,-4,-4
5919,39000,-4,-4,-4,-4
5920,-1,-4,-4,-4,-4
5921,-5,-5,-5,-5,-5
5922,-1,-4,-4,-4,-4
5923,43000,-4,-4,-4,-4
5924,0,-4,-4,-4,-4
5925,-1,-4,-4,-4,0
5926,35000,-4,-4,-4,-4
5927,0,-4,-4,-4,-4
5928,0,-4,-4,-4,-4
5929,12000,-4,-4,-4,-4
5930,-5,-5,-5,-5,-5
5931,-5,-5,-5,-5,-5
5932,38000,-4,-4,-4,-4
5933,28000,-4,-4,-4,-4
5934,-5,-5,-5,-5,-5
5935,92000,-4,-4,-4,-4
5936,30000,-4,-4,-4,-4
5937,-5,-5,-5,-5,-5
5938,-5,-5,-5,-5,-5
5939,52500,-4,-4,-4,-4
5940,78000,-4,-4,-4,-4
5941,32300,-4,-4,-4,-4
5942,19000,-4,-4,-4,-4
5943,18000,-4,-4,-4,-4
5944,-5,-5,-5,-5,-5
5945,4000,-4,-4,-4,-4
5946,29000,-4,-4,-4,-4
5947,0,-4,-4,-4,-4
5948,-5,-5,-5,-5,-5
5949,45000,-4,-4,-4,-4
5950,-5,-5,-5,-5,-5
5951,4358,-4,-4,-4,-4
5952,-5,-5,-5,-5,-5
5953,22000,-4,-4,-4,-4
5954,-5,-5,-5,-5,-5
5955,0,-4,-4,-4,-4
5956,-5,-5,-5,-5,-5
5957,0,-4,-4,-4,-4
5958,-5,-5,-5,-5,-5
5959,35000,-4,-4,-4,-4
5960,6000,-4,-4,-4,-4
5961,-2,-2,-2,0,-4
5962,-5,-5,-5,-5,-5
5963,20000,-4,-4,-4,-4
5964,0,-4,-4,-4,-4
5965,13000,-4,-4,-4,-4
5966,20000,-4,-4,-4,-4
5967,35000,-4,-4,-4,-4
5968,30000,-4,-4,-4,-4
5969,43000,-4,-4,-4,-4
5970,-5,-5,-5,-5,-5
5971,15000,-4,-4,-4,-4
5972,-5,-5,-5,-5,-5
5973,0,-4,-4,-4,-4
5974,-5,-5,-5,-5,-5
5975,-5,-5,-5,-5,-5
5976,0,-4,-4,-4,-4
5977,62000,-4,-4,-4,-4
5978,-5,-5,-5,-5,-5
5979,20000,-4,-4,-4,-4
5980,0,-4,-4,-4,-4
5981,0,-4,-4,-4,-4
5982,-5,-5,-5,-5,-5
5983,55000,-4,-4,-4,-4
5984,-5,-5,-5,-5,-5
5985,40000,-4,-4,-4,-4
5986,52000,-4,-4,-4,-4
5987,27000,-4,-4,-4,-4
5988,103000,-4,-4,-4,-4
5989,-5,-5,-5,-5,-5
5990,0,-4,-4,-4,-4
5991,-5,-5,-5,-5,-5
5992,-5,-5,-5,-5,-5
5993,0,-4,-4,-4,-4
5994,-5,-5,-5,-5,-5
5995,-5,-5,-5,-5,-5
5996,0,-4,-4,-4,-4
5997,-5,-5,-5,-5,-5
5998,25000,-4,-4,-4,-4
5999,0,-4,-4,-4,-4
6000,0,-4,-4,-4,-4
6001,46000,-4,-4,-4,-4
6002,7000,-4,-4,-4,-4
6003,32000,-4,-4,-4,-4
6004,27709,-4,-4,-4,-4
6005,17368,-4,-4,-4,-4
6006,9000,-4,-4,-4,-4
6007,0,-4,-4,-4,-4
6008,11264,-4,-4,-4,-4
6009,5000,-4,-4,-4,-4
6010,0,-4,-4,-4,-4
6011,0,-4,-4,-4,-4
6012,-5,-5,-5,-5,-5
6013,20000,-4,-4,-4,-4
6014,0,-4,-4,-4,-4
6015,55000,-4,-4,-4,-4
6016,-5,-5,-5,-5,-5
6017,30000,-4,-4,-4,-4
6018,-5,-5,-5,-5,-5
6019,38584,-4,-4,-4,-4
6020,28000,-4,-4,-4,-4
6021,43000,-4,-4,-4,-4
6022,25000,-4,-4,-4,-4
6023,80000,-4,-4,-4,-4
6024,-5,-5,-5,-5,-5
6025,35000,-4,-4,-4,-4
6026,27500,-4,-4,-4,-4
6027,24000,-4,-4,-4,-4
6028,24000,-4,-4,-4,-4
6029,24000,-4,-4,-4,-4
6030,-2,-2,-2,1,-4
6031,8600,-4,-4,-4,-4
6032,30000,-4,-4,-4,-4
6033,2400,-4,-4,-4,-4
6034,-5,-5,-5,-5,-5
6035,-5,-5,-5,-5,-5
6036,35000,-4,-4,-4,-4
6037,-5,-5,-5,-5,-5
6038,0,-4,-4,-4,-4
6039,30000,-4,-4,-4,-4
6040,-2,1000,10000,-4,-4
6041,-5,-5,-5,-5,-5
6042,26500,-4,-4,-4,-4
6043,34000,-4,-4,-4,-4
6044,-5,-5,-5,-5,-5
6045,18000,-4,-4,-4,-4
6046,0,-4,-4,-4,-4
6047,23000,-4,-4,-4,-4
6048,34900,-4,-4,-4,-4
6049,36000,-4,-4,-4,-4
6050,16000,-4,-4,-4,-4
6051,-5,-5,-5,-5,-5
6052,-5,-5,-5,-5,-5
6053,-1,-4,-4,-4,0
6054,0,-4,-4,-4,-4
6055,-5,-5,-5,-5,-5
6056,14389,-4,-4,-4,-4
6057,-5,-5,-5,-5,-5
6058,-5,-5,-5,-5,-5
6059,10000,-4,-4,-4,-4
6060,42000,-4,-4,-4,-4
6061,-5,-5,-5,-5,-5
6062,35000,-4,-4,-4,-4
6063,29000,-4,-4,-4,-4
6064,-5,-5,-5,-5,-5
6065,-5,-5,-5,-5,-5
6066,27000,-4,-4,-4,-4
6067,-5,-5,-5,-5,-5
6068,48000,-4,-4,-4,-4
6069,15800,-4,-4,-4,-4
6070,33000,-4,-4,-4,-4
6071,55000,-4,-4,-4,-4
6072,37424,-4,-4,-4,-4
6073,-5,-5,-5,-5,-5
6074,0,-4,-4,-4,-4
6075,29000,-4,-4,-4,-4
6076,0,-4,-4,-4,-4
6077,20000,-4,-4,-4,-4
6078,0,-4,-4,-4,-4
6079,24000,-4,-4,-4,-4
6080,0,-4,-4,-4,-4
6081,0,-4,-4,-4,-4
6082,42000,-4,-4,-4,-4
6083,0,-4,-4,-4,-4
6084,-2,-2,-2,0,-4
6085,4000,-4,-4,-4,-4
6086,-5,-5,-5,-5,-5
6087,-5,-5,-5,-5,-5
6088,-2,-2,-2,0,-4
6089,6000,-4,-4,-4,-4
6090,0,-4,-4,-4,-4
6091,30000,-4,-4,-4,-4
6092,8000,-4,-4,-4,-4
6093,-2,35000,50000,-4,-4
6094,38000,-4,-4,-4,-4
6095,41000,-4,-4,-4,-4
6096,-5,-5,-5,-5,-5
6097,-5,-5,-5,-5,-5
6098,-5,-5,-5,-5,-5
6099,40000,-4,-4,-4,-4
6100,50000,-4,-4,-4,-4
6101,-2,-2,-2,0,-4
6102,12800,-4,-4,-4,-4
6103,46000,-4,-4,-4,-4
6104,47000,-4,-4,-4,-4
6105,11000,-4,-4,-4,-4
6106,-5,-5,-5,-5,-5
6107,0,-4,-4,-4,-4
6108,44000,-4,-4,-4,-4
6109,80000,-4,-4,-4,-4
6110,-5,-5,-5,-5,-5
6111,-2,-2,-2,0,-4
6112,-5,-5,-5,-5,-5
6113,-5,-5,-5,-5,-5
6114,7000,-4,-4,-4,-4
6115,6000,-4,-4,-4,-4
6116,57000,-4,-4,-4,-4
6117,5000,-4,-4,-4,-4
6118,57124,-4,-4,-4,-4
6119,15000,-4,-4,-4,-4
6120,30000,-4,-4,-4,-4
6121,0,-4,-4,-4,-4
6122,0,-4,-4,-4,-4
6123,-5,-5,-5,-5,-5
6124,65000,-4,-4,-4,-4
6125,265933,-4,-4,-4,-4
6126,0,-4,-4,-4,-4
6127,9000,-4,-4,-4,-4
6128,42000,-4,-4,-4,-4
6129,0,-4,-4,-4,-4
6130,98000,-4,-4,-4,-4
6131,-5,-5,-5,-5,-5
6132,30000,-4,-4,-4,-4
6133,-5,-5,-5,-5,-5
6134,19000,-4,-4,-4,-4
6135,30000,-4,-4,-4,-4
6136,-4,-4,-4,-4,-4
6137,1100,-4,-4,-4,-4
6138,0,-4,-4,-4,-4
6139,-5,-5,-5,-5,-5
6140,62000,-4,-4,-4,-4
6141,60000,-4,-4,-4,-4
6142,44000,-4,-4,-4,-4
6143,600,-4,-4,-4,-4
6144,-5,-5,-5,-5,-5
6145,-5,-5,-5,-5,-5
6146,-5,-5,-5,-5,-5
6147,15000,-4,-4,-4,-4
6148,-5,-5,-5,-5,-5
6149,-5,-5,-5,-5,-5
6150,7000,-4,-4,-4,-4
6151,239,-4,-4,-4,-4
6152,39344,-4,-4,-4,-4
6153,0,-4,-4,-4,-4
6154,31000,-4,-4,-4,-4
6155,0,-4,-4,-4,-4
6156,-5,-5,-5,-5,-5
6157,-5,-5,-5,-5,-5
6158,65000,-4,-4,-4,-4
6159,36000,-4,-4,-4,-4
6160,84000,-4,-4,-4,-4
6161,0,-4,-4,-4,-4
6162,35000,-4,-4,-4,-4
6163,23000,-4,-4,-4,-4
6164,46000,-4,-4,-4,-4
6165,-5,-5,-5,-5,-5
6166,36000,-4,-4,-4,-4
6167,-5,-5,-5,-5,-5
6168,0,-4,-4,-4,-4
6169,-5,-5,-5,-5,-5
6170,31000,-4,-4,-4,-4
6171,43000,-4,-4,-4,-4
6172,38000,-4,-4,-4,-4
6173,44000,-4,-4,-4,-4
6174,23000,-4,-4,-4,-4
6175,5000,-4,-4,-4,-4
6176,-5,-5,-5,-5,-5
6177,-5,-5,-5,-5,-5
6178,-5,-5,-5,-5,-5
6179,16000,-4,-4,-4,-4
6180,37000,-4,-4,-4,-4
6181,0,-4,-4,-4,-4
6182,-5,-5,-5,-5,-5
6183,-5,-5,-5,-5,-5
6184,-5,-5,-5,-5,-5
6185,49000,-4,-4,-4,-4
6186,0,-4,-4,-4,-4
6187,0,-4,-4,-4,-4
6188,-5,-5,-5,-5,-5
6189,-5,-5,-5,-5,-5
6190,-5,-5,-5,-5,-5
6191,-5,-5,-5,-5,-5
6192,-5,-5,-5,-5,-5
6193,20000,-4,-4,-4,-4
6194,78000,-4,-4,-4,-4
6195,26000,-4,-4,-4,-4
6196,-5,-5,-5,-5,-5
6197,-5,-5,-5,-5,-5
6198,0,-4,-4,-4,-4
6199,-2,-2,-2,-4,0
6200,8000,-4,-4,-4,-4
6201,24000,-4,-4,-4,-4
6202,-2,1000,2000,-4,-4
6203,-5,-5,-5,-5,-5
6204,-5,-5,-5,-5,-5
6205,20000,-4,-4,-4,-4
6206,17000,-4,-4,-4,-4
6207,30000,-4,-4,-4,-4
6208,-5,-5,-5,-5,-5
6209,10500,-4,-4,-4,-4
6210,26000,-4,-4,-4,-4
6211,-5,-5,-5,-5,-5
6212,-5,-5,-5,-5,-5
6213,-5,-5,-5,-5,-5
6214,-5,-5,-5,-5,-5
6215,40000,-4,-4,-4,-4
6216,34000,-4,-4,-4,-4
6217,-2,-2,-2,1,-4
6218,-1,-4,-4,1,-4
6219,40000,-4,-4,-4,-4
6220,17000,-4,-4,-4,-4
6221,-1,-4,-4,-4,-4
6222,0,-4,-4,-4,-4
6223,-5,-5,-5,-5,-5
6224,38000,-4,-4,-4,-4
6225,39000,-4,-4,-4,-4
6226,1300,-4,-4,-4,-4
6227,20000,-4,-4,-4,-4
6228,-5,-5,-5,-5,-5
6229,-5,-5,-5,-5,-5
6230,13400,-4,-4,-4,-4
6231,3600,-4,-4,-4,-4
6232,0,-4,-4,-4,-4
6233,12000,-4,-4,-4,-4
6234,0,-4,-4,-4,-4
6235,8900,-4,-4,-4,-4
6236,53000,-4,-4,-4,-4
6237,43200,-4,-4,-4,-4
6238,35000,-4,-4,-4,-4
6239,25000,-4,-4,-4,-4
6240,16000,-4,-4,-4,-4
6241,40000,-4,-4,-4,-4
6242,19000,-4,-4,-4,-4
6243,0,-4,-4,-4,-4
6244,17000,-4,-4,-4,-4
6245,-5,-5,-5,-5,-5
6246,12000,-4,-4,-4,-4
6247,34000,-4,-4,-4,-4
6248,-5,-5,-5,-5,-5
6249,19000,-4,-4,-4,-4
6250,-5,-5,-5,-5,-5
6251,-5,-5,-5,-5,-5
6252,68000,-4,-4,-4,-4
6253,15000,-4,-4,-4,-4
6254,17000,-4,-4,-4,-4
6255,30000,-4,-4,-4,-4
6256,20800,-4,-4,-4,-4
6257,0,-4,-4,-4,-4
6258,15000,-4,-4,-4,-4
6259,0,-4,-4,-4,-4
6260,-5,-5,-5,-5,-5
6261,265933,-4,-4,-4,-4
6262,-1,-4,-4,-4,-4
6263,-5,-5,-5,-5,-5
6264,-5,-5,-5,-5,-5
6265,70000,-4,-4,-4,-4
6266,-5,-5,-5,-5,-5
6267,36000,-4,-4,-4,-4
6268,14000,-4,-4,-4,-4
6269,-5,-5,-5,-5,-5
6270,13000,-4,-4,-4,-4
6271,-5,-5,-5,-5,-5
6272,32000,-4,-4,-4,-4
6273,0,-4,-4,-4,-4
6274,17000,-4,-4,-4,-4
6275,9000,-4,-4,-4,-4
6276,57000,-4,-4,-4,-4
6277,40000,-4,-4,-4,-4
6278,5965,-4,-4,-4,-4
6279,0,-4,-4,-4,-4
6280,0,-4,-4,-4,-4
6281,-5,-5,-5,-5,-5
6282,31000,-4,-4,-4,-4
6283,20588,-4,-4,-4,-4
6284,0,-4,-4,-4,-4
6285,15000,-4,-4,-4,-4
6286,-5,-5,-5,-5,-5
6287,46500,-4,-4,-4,-4
6288,-5,-5,-5,-5,-5
6289,55000,-4,-4,-4,-4
6290,3000,-4,-4,-4,-4
6291,45000,-4,-4,-4,-4
6292,0,-4,-4,-4,-4
6293,50000,-4,-4,-4,-4
6294,32000,-4,-4,-4,-4
6295,23000,-4,-4,-4,-4
6296,15000,-4,-4,-4,-4
6297,4000,-4,-4,-4,-4
6298,-5,-5,-5,-5,-5
6299,38000,-4,-4,-4,-4
6300,25000,-4,-4,-4,-4
6301,47800,-4,-4,-4,-4
6302,24000,-4,-4,-4,-4
6303,65000,-4,-4,-4,-4
6304,28000,-4,-4,-4,-4
6305,-5,-5,-5,-5,-5
6306,0,-4,-4,-4,-4
6307,-5,-5,-5,-5,-5
6308,15000,-4,-4,-4,-4
6309,0,-4,-4,-4,-4
6310,-5,-5,-5,-5,-5
6311,15000,-4,-4,-4,-4
6312,27000,-4,-4,-4,-4
6313,36000,-4,-4,-4,-4
6314,-5,-5,-5,-5,-5
6315,18000,-4,-4,-4,-4
6316,42000,-4,-4,-4,-4
6317,42000,-4,-4,-4,-4
6318,20000,-4,-4,-4,-4
6319,-5,-5,-5,-5,-5
6320,-5,-5,-5,-5,-5
6321,29000,-4,-4,-4,-4
6322,12000,-4,-4,-4,-4
6323,11000,-4,-4,-4,-4
6324,68000,-4,-4,-4,-4
6325,-5,-5,-5,-5,-5
6326,22000,-4,-4,-4,-4
6327,0,-4,-4,-4,-4
6328,-5,-5,-5,-5,-5
6329,-5,-5,-5,-5,-5
6330,-5,-5,-5,-5,-5
6331,-5,-5,-5,-5,-5
6332,-5,-5,-5,-5,-5
6333,24400,-4,-4,-4,-4
6334,0,-4,-4,-4,-4
6335,20400,-4,-4,-4,-4
6336,22000,-4,-4,-4,-4
6337,15000,-4,-4,-4,-4
6338,0,-4,-4,-4,-4
6339,50000,-4,-4,-4,-4
6340,36000,-4,-4,-4,-4
6341,-5,-5,-5,-5,-5
6342,0,-4,-4,-4,-4
6343,0,-4,-4,-4,-4
6344,0,-4,-4,-4,-4
6345,0,-4,-4,-4,-4
6346,11000,-4,-4,-4,-4
6347,33000,-4,-4,-4,-4
6348,-5,-5,-5,-5,-5
6349,-5,-5,-5,-5,-5
6350,-5,-5,-5,-5,-5
6351,-5,-5,-5,-5,-5
6352,0,-4,-4,-4,-4
6353,36000,-4,-4,-4,-4
6354,-5,-5,-5,-5,-5
6355,-5,-5,-5,-5,-5
6356,12000,-4,-4,-4,-4
6357,10000,-4,-4,-4,-4
6358,9300,-4,-4,-4,-4
6359,10000,-4,-4,-4,-4
6360,37000,-4,-4,-4,-4
6361,21000,-4,-4,-4,-4
6362,0,-4,-4,-4,-4
6363,34000,-4,-4,-4,-4
6364,6000,-4,-4,-4,-4
6365,13000,-4,-4,-4,-4
6366,30000,-4,-4,-4,-4
6367,54000,-4,-4,-4,-4
6368,0,-4,-4,-4,-4
6369,29000,-4,-4,-4,-4
6370,27900,-4,-4,-4,-4
6371,0,-4,-4,-4,-4
6372,40000,-4,-4,-4,-4
6373,26000,-4,-4,-4,-4
6374,13000,-4,-4,-4,-4
6375,-2,-2,-2,-4,0
6376,0,-4,-4,-4,-4
6377,30000,-4,-4,-4,-4
6378,-5,-5,-5,-5,-5
6379,5000,-4,-4,-4,-4
6380,14486,-4,-4,-4,-4
6381,0,-4,-4,-4,-4
6382,10848,-4,-4,-4,-4
6383,0,-4,-4,-4,-4
6384,0,-4,-4,-4,-4
6385,13000,-4,-4,-4,-4
6386,14500,-4,-4,-4,-4
6387,9600,-4,-4,-4,-4
6388,40000,-4,-4,-4,-4
6389,13000,-4,-4,-4,-4
6390,-1,-4,-4,-4,-1
6391,-5,-5,-5,-5,-5
6392,-5,-5,-5,-5,-5
6393,0,-4,-4,-4,-4
6394,0,-4,-4,-4,-4
6395,0,-4,-4,-4,-4
6396,20000,-4,-4,-4,-4
6397,0,-4,-4,-4,-4
6398,-2,-2,-2,0,-4
6399,7400,-4,-4,-4,-4
6400,10000,-4,-4,-4,-4
6401,-5,-5,-5,-5,-5
6402,-5,-5,-5,-5,-5
6403,-5,-5,-5,-5,-5
6404,24000,-4,-4,-4,-4
6405,10000,-4,-4,-4,-4
6406,17000,-4,-4,-4,-4
6407,14000,-4,-4,-4,-4
6408,0,-4,-4,-4,-4
6409,-5,-5,-5,-5,-5
6410,0,-4,-4,-4,-4
6411,43000,-4,-4,-4,-4
6412,11300,-4,-4,-4,-4
6413,0,-4,-4,-4,-4
6414,24000,-4,-4,-4,-4
6415,0,-4,-4,-4,-4
6416,0,-4,-4,-4,-4
6417,19000,-4,-4,-4,-4
6418,10712,-4,-4,-4,-4
6419,15000,-4,-4,-4,-4
6420,2000,-4,-4,-4,-4
6421,28000,-4,-4,-4,-4
6422,10000,-4,-4,-4,-4
6423,-5,-5,-5,-5,-5
6424,-5,-5,-5,-5,-5
6425,-5,-5,-5,-5,-5
6426,2280,-4,-4,-4,-4
6427,7000,-4,-4,-4,-4
6428,15000,-4,-4,-4,-4
6429,3000,-4,-4,-4,-4
6430,30000,-4,-4,-4,-4
6431,20000,-4,-4,-4,-4
6432,9000,-4,-4,-4,-4
6433,40000,-4,-4,-4,-4
6434,32000,-4,-4,-4,-4
6435,80000,-4,-4,-4,-4
6436,-5,-5,-5,-5,-5
6437,-5,-5,-5,-5,-5
6438,-5,-5,-5,-5,-5
6439,-5,-5,-5,-5,-5
6440,-2,-2,-2,0,-4
6441,35000,-4,-4,-4,-4
6442,0,-4,-4,-4,-4
6443,-5,-5,-5,-5,-5
6444,-5,-5,-5,-5,-5
6445,0,-4,-4,-4,-4
6446,-5,-5,-5,-5,-5
6447,-5,-5,-5,-5,-5
