,,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income,income
age,,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0
code,spouse_birthyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52836.06314923038,62160.969236881625,60378.794348421434,,58669.64125754549,,69281.46921243968,,58907.38405757002,,61574.407002445696,,65194.39637492358,,,,,,,,,,,,22999.98522480949,,,,,,,,,,,,,,
3706,1970.0,44253.388764646224,33420.7139006084,30874.62274333934,30420.76363137507,28749.448272057754,30189.397174210717,,,,,,,,49259.525601956564,,53340.86976130111,,44662.530404295314,,57841.770596972165,,114853.24909114078,,21326.748336583423,,20592.724334581188,,34959.977541710425,,35583.52980846036,,37528.510313331455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,1959.0,,,,29106.407116345923,16787.33571451618,,,3148.563292087754,,,,,1758.9849421372844,,,3108.0484618440814,4528.4095761316075,,,,4075.3805419082164,,,,3694.4644201467418,,17780.2899204337,,20098.13868193289,,21033.371126171696,,24393.610426436982,,27143.13424656072,,32761.152350470074,,32199.979314733286,,31135.588582402816,,25587.620668180538,,,,,,,,,,,,,,,,,,,,,,,
3708,1965.0,,,,,,,42215.638611294824,41722.46316667478,46431.691858414575,46620.72692766122,49812.50533744768,,54376.740677725094,,50263.02668353467,,64798.12246332703,,64037.38328254353,,66379.74903628582,,72576.61190697989,,82030.14739206962,,79279.2338859202,,82495.74015651134,,65522.30470094015,,78199.94976435226,,80062.94206903582,,93821.27578332865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,1960.0,,,,,,,,,,,,,,40027.32056759878,46620.72692766122,60378.794348421434,,61102.284919443715,,67923.00903180361,,75925.07278531248,,64925.286231518796,,80841.05150490523,,81509.11798783895,,81609.47996954618,,60984.02606609246,,82011.04133067989,,81434.86441402562,,110399.92907908556,,1779.176490423018,,2132.3017223483785,,,,,,,,,,,,,,,,,,,,,,,,
3711,1958.0,,,,,,,,,,,,42219.766777305944,40565.60636759238,,26702.37642667186,,,,,,,16301.522167632866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,1966.0,,,,21109.883388652972,23970.585580850042,24625.78918992198,23364.579373337878,13609.288992983582,7181.14597109075,26039.864532615455,,37205.13835844349,,17699.377693507384,,,,22733.271065302954,,,,33496.89780322149,,37102.86666656687,,32524.81390191598,,33928.9178082009,,28080.98772897435,,36799.97635969519,,13877.576625299542,,17058.413778787028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,1959.0,,1778.3166989561457,2373.5975885207554,8467.318433846087,,3861.7290099411357,5254.3493973982395,28966.782287207338,30204.774870669757,11936.437315845988,9595.401540296805,25814.476779376968,5276.954826411853,6675.594106667965,6884.699137626988,10878.169616454283,9811.554081618484,,11447.734879521071,,5433.840722544289,,18326.741706799563,,29555.715361173934,,18965.64258179595,,26797.51824257719,,35756.73091449188,,8131.203475478995,,48469.88258314414,,28080.98772897435,,34959.977541710425,,28466.82384676829,,,,,,,,,,,,,,,,,,,,,,,,,
3714,1957.0,,,,26019.581174200448,56395.47688168934,50274.70320096114,47963.81632718908,20562.746629879657,8472.638403304662,41141.22701661332,37705.28943586963,35809.311947537964,8635.861386267125,59004.51835286165,35179.69884274569,30040.17348000584,6884.699137626988,,7094.5083359395185,,17171.602319281606,,25810.74343208537,,14399.58276962823,,29555.715361173934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,1957.0,,,,,17426.412675215674,15876.222063461411,14389.144898156726,18077.139894399697,13135.873493495601,27287.5485314272,40543.32197405336,39788.12438615329,38381.60616118722,,35179.69884274569,25033.47790000487,,24242.77800238383,22642.047880658036,,,,135846.01806360722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,1960.0,,,,,,,,12162.99659221601,17904.655973768982,13433.562156415528,14751.129588215412,,5006.695580000974,,,,,,,14943.061986996792,,,,,,21336.347904520444,,,,35546.39720323017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,1960.0,,,,,,,,,,,,45733.608495569395,53404.75285334372,43229.50621300667,46620.72692766122,42265.156043895004,,37205.13835844349,,55696.867406078956,,,,,,75506.96452877513,,,,,,75213.63214818071,,69796.63091972757,,68727.28143374043,,67159.95685644372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,1961.0,,,,,30853.977523972248,31485.63292087754,24325.99318443202,33819.9057282303,30705.284928949775,55316.73595580779,40456.65366915754,38384.6661133408,44830.59903571063,48174.751158583254,36227.27660905286,,37205.13835844349,,81507.61083816433,,,,75415.10220845544,,61967.86643069554,,,,78875.14172314385,,71148.03041044119,,63010.84735808739,,70202.46932243588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,1954.0,,,,,,,8791.3024779223,22534.154321399576,42336.59216923043,43167.434694470176,27115.70984159955,875.7248995663733,10495.210973625846,27366.742332486017,39788.12438615329,34543.4455450685,27658.367977903894,17589.849421372845,22530.130110004382,25617.485163263216,21756.339232908565,,,21464.502899102008,,27169.20361272144,,14399.58276962823,,,,,,,,26291.71390771462,,17787.007602610298,,33928.9178082009,,32761.152350470074,,41399.97340465708,,44479.41226057545,,,,,,,,,,,,,,,,,,,,
3720,1957.0,,,,33427.005619476426,33050.09300471938,,,,43786.24497831867,54575.0970628544,60814.982961080044,59682.186579229936,32624.365237009133,36877.82397053853,61564.47297480495,50066.95580000974,72049.1770216778,62160.969236881625,45284.09576131607,,35774.171498503354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,1962.0,1455.320355817296,,,,,,,,,,,,,,,,,,,,,,,,,23447.828462255038,,,,,,,,,,11039.992907908554,,3558.352980846036,,10235.048267272216,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,1961.0,,,419.68339286290444,,,594.0289411072229,320.29224359502155,,,,,,,,4664.261863415556,,11447.734879521071,,2581.074343208537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,1961.0,,,,,,,,,,9219.455992634632,12312.89459496099,20861.23158333739,25617.485163263216,29091.3336028606,30189.397174210717,,41498.03893826388,,36678.42487717395,,36653.483413599126,,43102.08490171198,,44971.094619422285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,1956.0,,,,,38441.056462397886,63095.63209991882,52391.532809422664,47963.81632718908,40673.56476239932,,4198.084389450339,27772.175552226552,41777.53060546096,63329.65016595891,,,,86459.01242601335,90133.40539347836,80001.9025116584,,71548.34299700671,,122261.41625724648,,117814.76811514005,,246.29762800978278,,11853.526613622469,,,,5258.342781542924,,813.1203475478994,,4846.988258314414,,1872.06584859829,,,,1334.3823678172637,,,,,,,,,,,,,,,,,,,,,,
3726,1960.0,,6910.473991895871,10875.212113471067,26380.098979954,31653.071955093874,48164.86947615053,51086.48893522117,50214.93143096379,59682.186579229936,61410.56985789955,,66841.4278012168,65087.042540012655,65644.80573086199,74593.16308425795,67926.14364197411,,65824.47555724616,,54338.40722544288,,51053.06618322736,,51722.501882054385,,50970.16443857661,,55828.16300536914,,65930.15346354149,,52852.82259061346,,47500.48493148126,,49609.74498785468,,36799.97635969519,,35583.52980846036,,36675.58962439211,,,,,,,,,,,,,,,,,,,,,,,,
3727,1957.0,,,,,,,,,,,,,,,,10013.391160001947,8005.464113519754,,,,715.4834299700669,,7471.530993498396,,2618.1059581142235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,1959.0,,,,,,,,,,596.8218657922994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,1961.0,,,1199.0954081797272,,98.519051201217,9840.309808871594,11554.846762605208,,,,,,,,,,,,1358.4601806360722,,12436.003301042561,,4925.952560195656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,1949.0,,,,,,,,,,,,,,,,,,,,13925.843535153652,,,,,,,,,105891.54763556992,,86941.45156070862,,74616.01980625537,,98519.05120391313,,81789.33363399503,,21058.38308562524,,13671.691232011603,,13213.205647653365,,,,,,,,,,,,,,,,,,,,,,,
3731,1965.0,,,,,4797.700770148403,4609.727996317316,4397.462355343211,,2401.6392340559264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,1961.0,,,,,,,,,,49785.062360227006,61564.47297480495,66755.94106667966,72049.1770216778,101011.57500993264,105662.8901097375,,107322.51449551004,,115469.11535406613,,143995.8276962823,,135463.69540538054,,118535.26613622469,,200981.3868193289,,126200.22675703016,,132132.05647653367,,116327.71819954595,,112323.9509158974,,310074.7608079736,,133438.23678172636,,127938.10334090269,,,,,,,,,,,,,,,,,,,,,,,,,
3735,1957.0,,,,,,,,,,,,,,,,,56038.24879463828,,48303.03547873715,,50083.84009790469,,54338.40722544288,,54980.225120398696,,,,,,,,,,,,,,,,,,,,63969.05167045134,,,,,,,,,,,,,,,,,,,,,
3736,1956.0,,,,,,,26460.37010576902,21343.898265599142,18077.139894399697,10946.561244579667,16792.337557801355,16217.328789621344,25862.28085099964,19190.80308059361,18438.911985269264,,25033.47790000487,8005.464113519754,23310.36346383061,18113.63830452643,,37205.13835844349,,14634.691525992406,,6545.264895285558,,7388.9288402934835,,,,,,,,,,29081.92954988649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,1960.0,,,,24461.546326866435,26690.897054081153,28461.059235907134,31485.63292087754,34461.82367794536,39788.12438615329,46057.92739342466,55316.73595580779,70359.39768549138,80107.12928001558,88060.1052487173,101011.57500993264,101134.4805336059,,100167.68019580939,,95092.21264452506,,111269.50321985451,,123148.81400489139,,116164.5608135002,,89325.06080859063,,105166.85563085848,,96558.04127131306,,58163.85909977298,,121684.28015888885,,101199.93498916176,,115646.47187749617,,102350.48267272215,,,,,,,,,,,,,,,,,,,,,,,,
3740,1963.0,,,,,11149.413542864673,,,,31661.728958471114,16021.425856003116,26898.359421426376,35431.752465022524,36227.27660905286,,37205.13835844349,,29886.123973993585,,28799.16553925646,,,,35560.5798408674,,33496.89780322149,,33653.39380187471,,23377.20999200211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,1963.0,,,19703.810240243398,21200.32616672421,28380.325381837356,25862.28085099964,17271.72277253425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,1959.0,,,,47628.66619038424,33574.67142903236,40673.56476239932,52543.493973982404,,,,,,,,,,,,,,,,,,61574.407002445696,,,,,,,,,,,,,,35879.9769507028,,32025.176827614323,,38381.43100227081,,,,,,,,,,,,,,,,,,,,,,,
3746,1959.0,,,,,,43046.18937353928,52543.493973982404,109435.66386419143,116314.7364113617,173703.01463262943,,,,75100.4337000146,72049.1770216778,77701.21154610203,87549.25180521107,,93012.8458961087,,135846.01806360722,,130905.29790571118,,328421.8776052247,,201509.95243158197,,200981.3868193289,,73616.79894160094,,127050.05430435929,,,,93603.2924299145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,1963.0,,,13135.873493495601,,,,,38721.71516906545,52769.54826411853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,1962.0,,,,,18891.37975252652,24066.515923798077,,,,,,,,,,,,1439.9677914742365,,26139.169885812407,,27092.73908107611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,1958.0,,,,,,,,,69268.39242593058,50679.1524675667,49735.15548269161,61410.56985789955,53472.84475728086,,46729.158746675756,46431.691858414575,45066.70269673918,54340.91491357928,,,,,,53671.17214134158,,,,47414.106454489876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,1960.0,,,29106.407116345923,40196.076273000814,33894.637301999435,45975.557227234596,45129.40718659114,52706.31856626937,55703.37414061461,53734.24862566211,53472.84475728086,52769.54826411853,33377.97053333983,49633.87750382248,49728.7753895053,48303.03547873715,,45790.939518084284,,48904.5665028986,,,,49259.525601956564,,59267.63306811234,,44662.530404295314,,57841.770596972165,,60984.02606609246,,41199.400195672526,,53821.89314720084,,45999.97044961898,,62271.17716480563,,51175.241336361076,,,,,,,,,,,,,,,,,,,,,,,,
3756,1960.0,,,,,,,,,,,,,,,,60378.794348421434,,57238.674397605355,,55696.867406078956,,43198.748308884686,,32634.43571129622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,1964.0,,,,,,,,,,35224.04209948692,40404.630003973056,44529.36083196081,,43644.48922817408,,43470.72578035431,,,,,,,,,,,,34557.61477078572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,1960.0,,,,,29375.35232839951,32839.683733738995,16792.337557801355,32434.65757924269,34814.60883788413,34543.4455450685,31346.150374957742,36938.68378488297,46729.158746675756,36825.13492219087,46620.72692766122,52831.44505486875,,42929.005798204016,,29886.123973993585,,,,,,,,,,,,60984.02606609246,,58163.85909977298,,110451.8850672991,,103039.9338071465,,106750.58942538107,,476214.1934779193,,,,,,,,,,,,,,,,,,,,,,,,
3762,1963.0,,20336.78238119966,19703.810240243398,16792.337557801355,9783.103592339077,,15352.642464474888,16963.799026447723,15830.864479235557,25033.47790000487,24016.392340559265,20202.315001986528,15094.698587105358,,,,,,9163.370853399781,,3694.4644201467418,,,,,,,,,,,,,,275.99982269771385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,1957.0,,,,,36054.646914239325,,,,,,,,,,15830.864479235557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47763.558580603676,,,,,,,,,,,,,,,,,,,,,
3765,1965.0,,4198.084389450339,,9947.031096538323,,,,146.86307034669522,24016.392340559265,,,,,,,,30108.21851831357,,34481.66792136959,,33189.87451814291,,33496.89780322149,,39963.40513972622,,38623.21650852522,,36837.11076318955,,35569.25112336751,,34959.977541710425,,37362.70629888338,,32410.986179695352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,1951.0,,,,,,,,,,,,,5309.594467419832,,,,2432.599318443202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,1949.0,,,,,,,,,,,,2674.1604495581137,,,,,,,,,,,,,,,,,7441.0276716886965,,2716.9203612721444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,1960.0,,,,23981.90816359454,22370.460619319627,23206.70983850889,23089.46414197686,30407.491480540022,29841.093289614968,32624.365237009133,36877.82397053853,38697.66872702025,41722.46316667478,44830.59903571063,21756.339232908565,16604.168445815896,,30050.30405874281,,29886.123973993585,,,,43102.08490171198,,41487.343147678635,,44662.530404295314,,44170.07936496056,,38623.21650852522,,46531.087279818385,,37441.3169719658,,34444.77787267469,,17791.76490423018,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,1970.0,11063.347191161556,21107.819305647412,20026.782320003895,,,,,4521.855277410823,,,,,,6159.903676524668,,2607.775854996943,,8374.224450805372,,9843.617687048354,,229.70649818228162,,9693.976516628829,,5616.19754579487,,9015.994208125321,,9436.752105203688,,10490.92447395402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,1960.0,,,,2398.1908163594544,18077.139894399697,22549.91616383411,25188.50633670203,32434.65757924269,33620.96510629953,34984.83401592215,35033.9327720116,36059.19131381433,38384.6661133408,,33800.02702255438,34717.80675034232,,35774.171498503354,,54338.40722544288,,69772.52378374405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,1951.0,,,,,,,,,,,,,,11298.212433999812,,,,,,,,33377.97053333983,12808.742581631608,17094.266540142446,22642.047880658036,,28619.337198802677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,1950.0,,,,,,,,,,,,,,,,,,,,,,,,21614.753106503336,27972.436156596727,,,6925.879602110248,,,,47125.90724605602,,,,55948.645616298054,,58061.28952558391,,52583.42781542924,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,1966.0,,,,,,,,24016.392340559265,25299.51447941082,30189.397174210717,,30050.30405874281,,54338.40722544288,,41889.69532982758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,1961.0,,,,,,,2838.0325381837356,,,,8794.924710686422,16688.985266669915,9606.556936223706,13986.218078298363,15094.698587105358,,10016.768019580937,,19018.44252890501,,30108.21851831357,,39407.620481565245,,41487.343147678635,,43545.96714418793,,50480.09070281207,,43705.218680699596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,1956.0,,,,,66854.01123895285,48072.8625523191,39690.55515865354,,,60370.28526385686,69931.68975946374,68112.78091640965,73608.03011438358,77029.9644851947,96804.28792266363,92346.70946220744,105140.60718002045,108874.31194386866,102565.59924085467,79247.16758230313,,88719.9453162883,,74171.92586272953,,82470.33768059804,,86819.91387344843,,90086.80226353076,,97141.0036293423,,89915.55822727138,,97574.44170574793,,80533.67930954567,,98283.45705141022,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,1969.0,,,,,,,,,21464.502899102008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,1956.0,,,,,,,,,,,,,,,79287.32153665782,84431.27722258965,75100.4337000146,92863.38371682915,90133.40539347836,93587.13124005322,,88719.9453162883,,88299.9117413447,,,,86204.16980342397,,92457.50758625526,,83742.24450805371,,84133.48450468678,,76230.03258261557,,111480.72994123153,,98283.45705141022,,78199.94976435226,,80062.94206903582,,63969.05167045134,,,,,,,,,,,,,,,,,,,,
3782,1960.0,,,,,,26271.746986991202,25188.50633670203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,1962.0,,,,,,,,,,61564.47297480495,61749.24548667868,64043.712908158035,69931.09039149183,84530.31208779001,,103029.61391568965,,122261.41625724648,,130905.29790571118,,135463.69540538054,,130388.79274984715,,142920.097293745,,120941.88397548726,,111804.04778783617,,116327.71819954595,,126364.44478038457,,137999.91134885696,,142334.11923384143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,1963.0,,,,,,,,,35179.69884274569,,16010.928227039509,20202.315001986528,12830.493799039556,,,,,,,,22166.78652088045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,1959.0,,,,,,,,,,,,,,,67245.89855356594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,1959.0,,,,,,,,,,63660.999017845264,57572.40924178083,55316.73595580779,52769.54826411853,51735.85432667674,52836.06314923038,49728.7753895053,52831.44505486875,,61531.57497742576,,67923.00903180361,,56289.278099455805,,,,58082.2804067501,,59177.852785691284,,57315.936318817876,,60984.02606609246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,1954.0,,,,,,,,42063.75473327921,55037.56981999957,55158.38877626745,50380.98888569196,52543.493973982404,109435.66386419143,81086.64394810672,89523.27986884491,90196.77447878996,73755.64794107706,87949.24710686422,83444.92633334956,80054.64113519755,77701.21154610203,75473.4929355268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,1956.0,,,,,,,,,,,,36488.98977664803,41777.53060546096,36462.52585312786,,42215.638611294824,46729.158746675756,,,,,,,,,,,,,,,1563.188564150336,,,,,,24196.165385505556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,1961.0,,,,46096.706730719234,,33399.95940246689,33573.92492671359,19894.062193076647,42219.766777305944,62653.57903474643,56619.96630245704,43598.30511064848,56038.24879463828,53905.99252222374,55341.69342990437,,45790.939518084284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,1958.0,,,46797.807867266994,48072.8625523191,39690.55515865354,43167.434694470176,41310.783943676906,43786.24497831867,58773.18145230474,44597.65417145869,55703.37414061461,,,,,,,204613.16775778928,,275868.94609355874,,288645.6191815526,,157086.3574868534,,328421.8776052247,,94828.21290897975,,89325.06080859063,,109373.52985609282,,50820.02172174372,,77551.81213303063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,1958.0,,,,,,,,,,,37798.718166845625,28786.204620890414,31346.150374957742,26384.774132059265,40053.56464000779,51234.97032652643,52914.52506289548,35593.29926839443,,3577.4171498503347,,,,,,,,8297.468629535728,,8932.506080859062,,10516.685563085848,,29475.612598611355,,29081.92954988649,,32761.152350470074,,41399.97340465708,,38252.29454409489,,17911.334467726378,,,,,,,,,,,,,,,,,,,,,,
3793,1955.0,,,,,,60168.61011505756,57086.524280878926,39690.55515865354,43167.434694470176,15817.497407599736,30650.371484823063,37782.75950505304,36488.98977664803,33819.9057282303,44138.8470853653,44253.388764646224,52769.54826411853,50066.95580000974,48032.78468111853,46620.72692766122,45284.09576131607,,85858.01159640803,,54338.40722544288,,52362.11916228446,,46796.54932185873,,17780.2899204337,,11165.632601073828,,21033.371126171696,,,,,,,,,,17791.76490423018,,,,,,,,,,,,,,,,,,,,,
3794,1956.0,,,,,,,,,,,,,,,,,,206556.9850570367,229196.81772176808,204613.16775778928,,275868.94609355874,,288645.6191815526,,130905.29790571118,,98519.05120391313,,424750.975203918,,111656.32601073828,,115683.54119394433,,106722.04561566179,,116327.71819954595,,117004.11553739311,,310074.7608079736,,177917.6490423018,,170584.13778787025,,,,,,,,,,,,,,,,,,,,
3795,1965.0,,,,,28786.204620890414,,,,,,,,5723.8674397605355,,44829.185960990384,,51053.06618322736,,,,,,16748.448901610744,,14723.359788320186,,13213.205647653365,,22296.14598824631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,1960.0,,,,8393.66785725809,6778.927460399887,3283.9683733739002,12594.253168351015,16217.328789621344,7957.624877230658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,1949.0,,,,,,,,,,,,,,,,,,,64869.31515848538,69629.21767576826,67167.81078207762,88506.77752929245,,80941.57854334908,80054.64113519755,77701.21154610203,,,78703.17729670738,,88299.9117413447,,,,86204.16980342397,,82974.68629535727,,70343.48538676513,,,,,,263962.1335595447,,335706.33623403974,,310074.7608079736,,333679.2132493658,,127938.10334090269,,,,,,,,,,,,,
3800,1963.0,,,,,,,28786.204620890414,35033.9327720116,56287.5181483931,91789.41896668452,44830.59903571063,46620.72692766122,30189.397174210717,,35774.171498503354,,46187.64614162645,,,,82509.70538327724,,99569.62355442873,,90999.90569875171,,84133.48450468678,,40656.01737739497,,71735.42622305333,,73010.5680953333,,64399.95862946657,,160125.88413807165,,85292.06889393512,,,,,,,,,,,,,,,,,,,,,,,,,,,
