"R0000100","T3045300","T3045500","T3045700","T3046000","T3046100"
117,30000,-4,-4,-4,-4
118,-5,-5,-5,-5,-5
119,0,-4,-4,-4,-4
120,110000,-4,-4,-4,-4
121,48000,-4,-4,-4,-4
122,25000,-4,-4,-4,-4
123,-5,-5,-5,-5,-5
124,0,-4,-4,-4,-4
125,-5,-5,-5,-5,-5
126,45000,-4,-4,-4,-4
127,-5,-5,-5,-5,-5
128,79300,-4,-4,-4,-4
129,115000,-4,-4,-4,-4
130,-5,-5,-5,-5,-5
131,-5,-5,-5,-5,-5
132,-5,-5,-5,-5,-5
133,-5,-5,-5,-5,-5
134,80000,-4,-4,-4,-4
135,90000,-4,-4,-4,-4
136,0,-4,-4,-4,-4
137,312324,-4,-4,-4,-4
138,3500,-4,-4,-4,-4
139,50000,-4,-4,-4,-4
140,80000,-4,-4,-4,-4
141,56500,-4,-4,-4,-4
142,60000,-4,-4,-4,-4
143,78000,-4,-4,-4,-4
144,14000,-4,-4,-4,-4
145,16000,-4,-4,-4,-4
146,90000,-4,-4,-4,-4
147,12000,-4,-4,-4,-4
148,43000,-4,-4,-4,-4
149,105000,-4,-4,-4,-4
150,500,-4,-4,-4,-4
151,-5,-5,-5,-5,-5
152,104000,-4,-4,-4,-4
153,0,-4,-4,-4,-4
154,-5,-5,-5,-5,-5
155,54000,-4,-4,-4,-4
156,0,-4,-4,-4,-4
157,120000,-4,-4,-4,-4
158,-5,-5,-5,-5,-5
159,-5,-5,-5,-5,-5
160,67000,-4,-4,-4,-4
161,41000,-4,-4,-4,-4
162,-5,-5,-5,-5,-5
163,-5,-5,-5,-5,-5
164,-5,-5,-5,-5,-5
165,42000,-4,-4,-4,-4
166,-5,-5,-5,-5,-5
167,-5,-5,-5,-5,-5
168,0,-4,-4,-4,-4
169,0,-4,-4,-4,-4
170,-5,-5,-5,-5,-5
171,105000,-4,-4,-4,-4
172,0,-4,-4,-4,-4
173,-5,-5,-5,-5,-5
174,45000,-4,-4,-4,-4
175,20000,-4,-4,-4,-4
176,-5,-5,-5,-5,-5
177,0,-4,-4,-4,-4
178,312324,-4,-4,-4,-4
179,30000,-4,-4,-4,-4
180,-5,-5,-5,-5,-5
181,75000,-4,-4,-4,-4
182,0,-4,-4,-4,-4
183,34000,-4,-4,-4,-4
184,35169,-4,-4,-4,-4
185,56000,-4,-4,-4,-4
186,92000,-4,-4,-4,-4
187,-5,-5,-5,-5,-5
188,-2,-2,12000,-4,-4
189,130000,-4,-4,-4,-4
190,103000,-4,-4,-4,-4
191,120000,-4,-4,-4,-4
192,-2,20000,50000,-4,-4
193,125000,-4,-4,-4,-4
194,-5,-5,-5,-5,-5
195,50000,-4,-4,-4,-4
196,-5,-5,-5,-5,-5
197,-5,-5,-5,-5,-5
198,140000,-4,-4,-4,-4
199,45000,-4,-4,-4,-4
200,40000,-4,-4,-4,-4
201,20000,-4,-4,-4,-4
202,9000,-4,-4,-4,-4
203,-5,-5,-5,-5,-5
204,40000,-4,-4,-4,-4
205,0,-4,-4,-4,-4
206,-5,-5,-5,-5,-5
207,36000,-4,-4,-4,-4
208,-5,-5,-5,-5,-5
209,-5,-5,-5,-5,-5
210,65000,-4,-4,-4,-4
211,0,-4,-4,-4,-4
212,100000,-4,-4,-4,-4
213,-5,-5,-5,-5,-5
214,157000,-4,-4,-4,-4
215,-5,-5,-5,-5,-5
216,2000,-4,-4,-4,-4
217,-5,-5,-5,-5,-5
218,312324,-4,-4,-4,-4
219,116290,-4,-4,-4,-4
220,110000,-4,-4,-4,-4
221,0,-4,-4,-4,-4
222,0,-4,-4,-4,-4
223,58000,-4,-4,-4,-4
224,11000,-4,-4,-4,-4
225,-5,-5,-5,-5,-5
226,-5,-5,-5,-5,-5
227,25000,-4,-4,-4,-4
228,4800,-4,-4,-4,-4
229,22000,-4,-4,-4,-4
230,77000,-4,-4,-4,-4
231,48000,-4,-4,-4,-4
232,40000,-4,-4,-4,-4
233,55000,-4,-4,-4,-4
234,75000,-4,-4,-4,-4
235,12000,-4,-4,-4,-4
236,50000,-4,-4,-4,-4
237,0,-4,-4,-4,-4
238,-5,-5,-5,-5,-5
239,18000,-4,-4,-4,-4
240,32000,-4,-4,-4,-4
241,-5,-5,-5,-5,-5
242,98000,-4,-4,-4,-4
243,108000,-4,-4,-4,-4
244,11000,-4,-4,-4,-4
245,33000,-4,-4,-4,-4
246,-5,-5,-5,-5,-5
247,125000,-4,-4,-4,-4
248,18000,-4,-4,-4,-4
249,10000,-4,-4,-4,-4
250,60000,-4,-4,-4,-4
251,0,-4,-4,-4,-4
252,7000,-4,-4,-4,-4
253,26000,-4,-4,-4,-4
254,40000,-4,-4,-4,-4
255,6000,-4,-4,-4,-4
256,0,-4,-4,-4,-4
257,8000,-4,-4,-4,-4
258,0,-4,-4,-4,-4
259,28000,-4,-4,-4,-4
260,63000,-4,-4,-4,-4
261,95000,-4,-4,-4,-4
262,-5,-5,-5,-5,-5
263,-5,-5,-5,-5,-5
264,-5,-5,-5,-5,-5
265,15000,-4,-4,-4,-4
266,-5,-5,-5,-5,-5
267,0,-4,-4,-4,-4
268,0,-4,-4,-4,-4
269,312324,-4,-4,-4,-4
270,-5,-5,-5,-5,-5
271,-5,-5,-5,-5,-5
272,0,-4,-4,-4,-4
273,58000,-4,-4,-4,-4
274,9000,-4,-4,-4,-4
275,80000,-4,-4,-4,-4
276,-5,-5,-5,-5,-5
277,28000,-4,-4,-4,-4
278,1000,-4,-4,-4,-4
279,74000,-4,-4,-4,-4
280,-5,-5,-5,-5,-5
281,115000,-4,-4,-4,-4
282,28000,-4,-4,-4,-4
283,80000,-4,-4,-4,-4
284,94000,-4,-4,-4,-4
285,48000,-4,-4,-4,-4
286,64000,-4,-4,-4,-4
287,32000,-4,-4,-4,-4
288,22000,-4,-4,-4,-4
289,0,-4,-4,-4,-4
290,15000,-4,-4,-4,-4
291,2820,-4,-4,-4,-4
292,59000,-4,-4,-4,-4
293,50000,-4,-4,-4,-4
294,27000,-4,-4,-4,-4
295,-5,-5,-5,-5,-5
296,43680,-4,-4,-4,-4
297,50000,-4,-4,-4,-4
298,-5,-5,-5,-5,-5
299,0,-4,-4,-4,-4
300,-5,-5,-5,-5,-5
301,42000,-4,-4,-4,-4
302,20000,-4,-4,-4,-4
303,34000,-4,-4,-4,-4
304,18000,-4,-4,-4,-4
305,14000,-4,-4,-4,-4
306,36000,-4,-4,-4,-4
307,420,-4,-4,-4,-4
308,20000,-4,-4,-4,-4
309,-5,-5,-5,-5,-5
310,30000,-4,-4,-4,-4
311,0,-4,-4,-4,-4
312,50000,-4,-4,-4,-4
313,48000,-4,-4,-4,-4
314,-5,-5,-5,-5,-5
315,-5,-5,-5,-5,-5
316,2220,-4,-4,-4,-4
317,45100,-4,-4,-4,-4
318,-5,-5,-5,-5,-5
319,160000,-4,-4,-4,-4
320,100000,-4,-4,-4,-4
321,-5,-5,-5,-5,-5
322,41000,-4,-4,-4,-4
323,150000,-4,-4,-4,-4
324,39000,-4,-4,-4,-4
325,-5,-5,-5,-5,-5
326,-5,-5,-5,-5,-5
327,-5,-5,-5,-5,-5
328,-5,-5,-5,-5,-5
329,-5,-5,-5,-5,-5
330,-5,-5,-5,-5,-5
331,-5,-5,-5,-5,-5
332,0,-4,-4,-4,-4
333,87000,-4,-4,-4,-4
334,-5,-5,-5,-5,-5
335,28000,-4,-4,-4,-4
336,7000,-4,-4,-4,-4
337,8000,-4,-4,-4,-4
338,300,-4,-4,-4,-4
339,39000,-4,-4,-4,-4
340,0,-4,-4,-4,-4
341,-5,-5,-5,-5,-5
342,100000,-4,-4,-4,-4
343,27000,-4,-4,-4,-4
344,14000,-4,-4,-4,-4
345,-5,-5,-5,-5,-5
346,312324,-4,-4,-4,-4
347,-5,-5,-5,-5,-5
348,312324,-4,-4,-4,-4
349,-5,-5,-5,-5,-5
350,6000,-4,-4,-4,-4
351,0,-4,-4,-4,-4
352,0,-4,-4,-4,-4
353,-5,-5,-5,-5,-5
354,12000,-4,-4,-4,-4
355,312324,-4,-4,-4,-4
356,59961,-4,-4,-4,-4
357,100000,-4,-4,-4,-4
358,141000,-4,-4,-4,-4
359,-5,-5,-5,-5,-5
360,0,-4,-4,-4,-4
361,-5,-5,-5,-5,-5
362,52550,-4,-4,-4,-4
363,1500,-4,-4,-4,-4
364,85000,-4,-4,-4,-4
365,16000,-4,-4,-4,-4
366,-5,-5,-5,-5,-5
367,62000,-4,-4,-4,-4
368,54000,-4,-4,-4,-4
369,30000,-4,-4,-4,-4
370,40000,-4,-4,-4,-4
371,-5,-5,-5,-5,-5
372,-1,-4,-4,-4,-4
373,0,-4,-4,-4,-4
374,-5,-5,-5,-5,-5
375,12000,-4,-4,-4,-4
376,67000,-4,-4,-4,-4
377,0,-4,-4,-4,-4
378,7000,-4,-4,-4,-4
379,0,-4,-4,-4,-4
380,21000,-4,-4,-4,-4
381,105000,-4,-4,-4,-4
382,-1,-4,-4,-4,-4
383,-5,-5,-5,-5,-5
384,-5,-5,-5,-5,-5
385,46000,-4,-4,-4,-4
386,-1,-4,-4,-4,-4
387,0,-4,-4,-4,-4
388,72000,-4,-4,-4,-4
389,-5,-5,-5,-5,-5
390,-5,-5,-5,-5,-5
391,34000,-4,-4,-4,-4
392,56000,-4,-4,-4,-4
393,70000,-4,-4,-4,-4
394,0,-4,-4,-4,-4
395,8000,-4,-4,-4,-4
396,0,-4,-4,-4,-4
397,0,-4,-4,-4,-4
398,15000,-4,-4,-4,-4
399,70000,-4,-4,-4,-4
400,14000,-4,-4,-4,-4
401,19000,-4,-4,-4,-4
402,23000,-4,-4,-4,-4
403,0,-4,-4,-4,-4
404,-5,-5,-5,-5,-5
405,28000,-4,-4,-4,-4
406,6700,-4,-4,-4,-4
407,78000,-4,-4,-4,-4
408,70000,-4,-4,-4,-4
409,162780,-4,-4,-4,-4
410,21000,-4,-4,-4,-4
411,0,-4,-4,-4,-4
412,45000,-4,-4,-4,-4
413,-5,-5,-5,-5,-5
414,20000,-4,-4,-4,-4
415,60000,-4,-4,-4,-4
416,0,-4,-4,-4,-4
417,50000,-4,-4,-4,-4
418,12740,-4,-4,-4,-4
419,28000,-4,-4,-4,-4
420,25000,-4,-4,-4,-4
421,-4,-4,-4,-4,-4
422,50000,-4,-4,-4,-4
423,85000,-4,-4,-4,-4
424,-5,-5,-5,-5,-5
425,28000,-4,-4,-4,-4
426,70000,-4,-4,-4,-4
427,20000,-4,-4,-4,-4
428,-5,-5,-5,-5,-5
429,-5,-5,-5,-5,-5
430,0,-4,-4,-4,-4
431,40000,-4,-4,-4,-4
432,-5,-5,-5,-5,-5
433,21000,-4,-4,-4,-4
434,66000,-4,-4,-4,-4
435,-5,-5,-5,-5,-5
436,2200,-4,-4,-4,-4
437,22000,-4,-4,-4,-4
438,35000,-4,-4,-4,-4
439,83000,-4,-4,-4,-4
440,-5,-5,-5,-5,-5
441,-5,-5,-5,-5,-5
442,19000,-4,-4,-4,-4
443,49000,-4,-4,-4,-4
444,20000,-4,-4,-4,-4
445,61000,-4,-4,-4,-4
446,-5,-5,-5,-5,-5
447,-5,-5,-5,-5,-5
448,-5,-5,-5,-5,-5
449,17000,-4,-4,-4,-4
450,-5,-5,-5,-5,-5
451,-5,-5,-5,-5,-5
452,42000,-4,-4,-4,-4
453,-5,-5,-5,-5,-5
454,-5,-5,-5,-5,-5
455,30000,-4,-4,-4,-4
456,72000,-4,-4,-4,-4
457,62000,-4,-4,-4,-4
458,71000,-4,-4,-4,-4
459,40000,-4,-4,-4,-4
460,26000,-4,-4,-4,-4
461,79000,-4,-4,-4,-4
462,50500,-4,-4,-4,-4
463,-5,-5,-5,-5,-5
464,65000,-4,-4,-4,-4
465,6068,-4,-4,-4,-4
466,40000,-4,-4,-4,-4
467,20000,-4,-4,-4,-4
468,143000,-4,-4,-4,-4
469,-2,-2,-2,0,-4
470,26000,-4,-4,-4,-4
471,0,-4,-4,-4,-4
472,19800,-4,-4,-4,-4
473,24887,-4,-4,-4,-4
474,32000,-4,-4,-4,-4
475,25000,-4,-4,-4,-4
476,20000,-4,-4,-4,-4
477,0,-4,-4,-4,-4
478,0,-4,-4,-4,-4
479,94000,-4,-4,-4,-4
480,54000,-4,-4,-4,-4
481,125000,-4,-4,-4,-4
482,132000,-4,-4,-4,-4
483,99000,-4,-4,-4,-4
484,35000,-4,-4,-4,-4
485,12000,-4,-4,-4,-4
486,125000,-4,-4,-4,-4
487,59000,-4,-4,-4,-4
488,71000,-4,-4,-4,-4
489,150000,-4,-4,-4,-4
490,-5,-5,-5,-5,-5
491,38000,-4,-4,-4,-4
492,4500,-4,-4,-4,-4
493,50000,-4,-4,-4,-4
494,-5,-5,-5,-5,-5
495,32280,-4,-4,-4,-4
496,47800,-4,-4,-4,-4
497,-5,-5,-5,-5,-5
498,70000,-4,-4,-4,-4
499,39000,-4,-4,-4,-4
500,62000,-4,-4,-4,-4
501,55500,-4,-4,-4,-4
502,108000,-4,-4,-4,-4
503,15000,-4,-4,-4,-4
504,0,-4,-4,-4,-4
505,0,-4,-4,-4,-4
506,46000,-4,-4,-4,-4
507,0,-4,-4,-4,-4
508,-5,-5,-5,-5,-5
509,-5,-5,-5,-5,-5
510,-5,-5,-5,-5,-5
511,-5,-5,-5,-5,-5
512,-5,-5,-5,-5,-5
513,59000,-4,-4,-4,-4
514,0,-4,-4,-4,-4
515,-5,-5,-5,-5,-5
516,7000,-4,-4,-4,-4
517,3000,-4,-4,-4,-4
518,0,-4,-4,-4,-4
519,10000,-4,-4,-4,-4
520,86000,-4,-4,-4,-4
521,67000,-4,-4,-4,-4
522,34000,-4,-4,-4,-4
523,77000,-4,-4,-4,-4
524,-5,-5,-5,-5,-5
525,-5,-5,-5,-5,-5
526,-5,-5,-5,-5,-5
527,78000,-4,-4,-4,-4
528,117000,-4,-4,-4,-4
529,-5,-5,-5,-5,-5
530,0,-4,-4,-4,-4
531,0,-4,-4,-4,-4
532,-5,-5,-5,-5,-5
533,0,-4,-4,-4,-4
534,65000,-4,-4,-4,-4
535,0,-4,-4,-4,-4
536,0,-4,-4,-4,-4
537,0,-4,-4,-4,-4
538,0,-4,-4,-4,-4
539,-5,-5,-5,-5,-5
540,65000,-4,-4,-4,-4
541,28000,-4,-4,-4,-4
542,0,-4,-4,-4,-4
543,0,-4,-4,-4,-4
544,43000,-4,-4,-4,-4
545,-5,-5,-5,-5,-5
546,0,-4,-4,-4,-4
547,75000,-4,-4,-4,-4
548,22000,-4,-4,-4,-4
549,0,-4,-4,-4,-4
550,22500,-4,-4,-4,-4
551,-5,-5,-5,-5,-5
552,-1,-4,-4,1,-4
553,30000,-4,-4,-4,-4
554,118000,-4,-4,-4,-4
555,1500,-4,-4,-4,-4
556,-5,-5,-5,-5,-5
557,15000,-4,-4,-4,-4
558,40000,-4,-4,-4,-4
559,104000,-4,-4,-4,-4
560,52000,-4,-4,-4,-4
561,59000,-4,-4,-4,-4
562,78000,-4,-4,-4,-4
563,-5,-5,-5,-5,-5
564,0,-4,-4,-4,-4
565,72000,-4,-4,-4,-4
566,-5,-5,-5,-5,-5
567,0,-4,-4,-4,-4
568,43000,-4,-4,-4,-4
569,-5,-5,-5,-5,-5
570,99000,-4,-4,-4,-4
571,75000,-4,-4,-4,-4
572,-5,-5,-5,-5,-5
573,40000,-4,-4,-4,-4
574,-5,-5,-5,-5,-5
575,-5,-5,-5,-5,-5
576,1200,-4,-4,-4,-4
577,-1,-4,-4,-4,-4
578,70000,-4,-4,-4,-4
579,300,-4,-4,-4,-4
580,-5,-5,-5,-5,-5
581,-5,-5,-5,-5,-5
582,-5,-5,-5,-5,-5
583,51500,-4,-4,-4,-4
584,-5,-5,-5,-5,-5
585,0,-4,-4,-4,-4
586,-5,-5,-5,-5,-5
587,-5,-5,-5,-5,-5
588,-5,-5,-5,-5,-5
589,0,-4,-4,-4,-4
590,40000,-4,-4,-4,-4
591,-2,2000,5000,-4,-4
592,-5,-5,-5,-5,-5
593,-2,-2,-2,0,-4
594,60000,-4,-4,-4,-4
595,-5,-5,-5,-5,-5
596,-5,-5,-5,-5,-5
597,8700,-4,-4,-4,-4
598,-5,-5,-5,-5,-5
599,-5,-5,-5,-5,-5
600,39000,-4,-4,-4,-4
601,-5,-5,-5,-5,-5
602,-5,-5,-5,-5,-5
603,-5,-5,-5,-5,-5
604,39000,-4,-4,-4,-4
605,53000,-4,-4,-4,-4
606,68000,-4,-4,-4,-4
607,60000,-4,-4,-4,-4
608,31000,-4,-4,-4,-4
609,41298,-4,-4,-4,-4
610,-5,-5,-5,-5,-5
611,68000,-4,-4,-4,-4
612,-5,-5,-5,-5,-5
613,51000,-4,-4,-4,-4
614,72000,-4,-4,-4,-4
615,0,-4,-4,-4,-4
616,-5,-5,-5,-5,-5
617,-5,-5,-5,-5,-5
618,-5,-5,-5,-5,-5
619,47000,-4,-4,-4,-4
620,70000,-4,-4,-4,-4
621,17000,-4,-4,-4,-4
622,35000,-4,-4,-4,-4
623,0,-4,-4,-4,-4
624,47000,-4,-4,-4,-4
625,-5,-5,-5,-5,-5
626,0,-4,-4,-4,-4
627,0,-4,-4,-4,-4
628,15000,-4,-4,-4,-4
629,13500,-4,-4,-4,-4
630,7000,-4,-4,-4,-4
631,26000,-4,-4,-4,-4
632,10000,-4,-4,-4,-4
633,-1,-4,-4,-4,-4
634,-1,-4,-4,-4,-4
635,0,-4,-4,-4,-4
636,35000,-4,-4,-4,-4
637,0,-4,-4,-4,-4
638,72000,-4,-4,-4,-4
639,45000,-4,-4,-4,-4
640,51400,-4,-4,-4,-4
641,1500,-4,-4,-4,-4
642,0,-4,-4,-4,-4
643,-5,-5,-5,-5,-5
644,-5,-5,-5,-5,-5
645,312324,-4,-4,-4,-4
646,-2,-2,-2,-4,0
647,56300,-4,-4,-4,-4
648,0,-4,-4,-4,-4
649,120000,-4,-4,-4,-4
650,55000,-4,-4,-4,-4
651,-5,-5,-5,-5,-5
652,-5,-5,-5,-5,-5
653,102000,-4,-4,-4,-4
654,6380,-4,-4,-4,-4
655,0,-4,-4,-4,-4
656,-1,-4,-4,-4,-4
657,0,-4,-4,-4,-4
658,60000,-4,-4,-4,-4
659,75000,-4,-4,-4,-4
660,-5,-5,-5,-5,-5
661,-5,-5,-5,-5,-5
662,24000,-4,-4,-4,-4
663,-5,-5,-5,-5,-5
664,62000,-4,-4,-4,-4
665,13000,-4,-4,-4,-4
666,-2,-2,-2,0,-4
667,84000,-4,-4,-4,-4
668,0,-4,-4,-4,-4
669,34000,-4,-4,-4,-4
670,0,-4,-4,-4,-4
671,23000,-4,-4,-4,-4
672,-2,-2,-2,-4,-4
673,0,-4,-4,-4,-4
674,45000,-4,-4,-4,-4
675,-2,-2,-2,-4,-4
676,14000,-4,-4,-4,-4
677,18000,-4,-4,-4,-4
678,-5,-5,-5,-5,-5
679,10000,-4,-4,-4,-4
680,-5,-5,-5,-5,-5
681,0,-4,-4,-4,-4
682,0,-4,-4,-4,-4
683,72000,-4,-4,-4,-4
684,51000,-4,-4,-4,-4
685,0,-4,-4,-4,-4
686,70000,-4,-4,-4,-4
687,40000,-4,-4,-4,-4
688,23000,-4,-4,-4,-4
689,26000,-4,-4,-4,-4
690,48500,-4,-4,-4,-4
691,-5,-5,-5,-5,-5
692,4000,-4,-4,-4,-4
693,-5,-5,-5,-5,-5
694,-5,-5,-5,-5,-5
695,-5,-5,-5,-5,-5
696,-5,-5,-5,-5,-5
697,0,-4,-4,-4,-4
698,5433,-4,-4,-4,-4
699,9000,-4,-4,-4,-4
700,-5,-5,-5,-5,-5
701,1900,-4,-4,-4,-4
702,-1,-4,-4,-4,-4
703,0,-4,-4,-4,-4
704,0,-4,-4,-4,-4
705,-5,-5,-5,-5,-5
706,20000,-4,-4,-4,-4
707,-5,-5,-5,-5,-5
708,0,-4,-4,-4,-4
709,-2,0,12000,-4,-4
710,-5,-5,-5,-5,-5
711,41000,-4,-4,-4,-4
712,51000,-4,-4,-4,-4
713,-5,-5,-5,-5,-5
714,10000,-4,-4,-4,-4
715,7000,-4,-4,-4,-4
716,0,-4,-4,-4,-4
717,45000,-4,-4,-4,-4
718,-5,-5,-5,-5,-5
719,60950,-4,-4,-4,-4
720,23000,-4,-4,-4,-4
721,29000,-4,-4,-4,-4
722,62000,-4,-4,-4,-4
723,25000,-4,-4,-4,-4
724,2380,-4,-4,-4,-4
725,80000,-4,-4,-4,-4
726,-5,-5,-5,-5,-5
727,-5,-5,-5,-5,-5
728,25000,-4,-4,-4,-4
729,312324,-4,-4,-4,-4
730,84000,-4,-4,-4,-4
731,0,-4,-4,-4,-4
732,35000,-4,-4,-4,-4
733,0,-4,-4,-4,-4
734,-5,-5,-5,-5,-5
735,0,-4,-4,-4,-4
736,-1,-4,-4,-4,0
737,82000,-4,-4,-4,-4
738,-5,-5,-5,-5,-5
739,0,-4,-4,-4,-4
740,8000,-4,-4,-4,-4
741,-5,-5,-5,-5,-5
742,127000,-4,-4,-4,-4
743,20000,-4,-4,-4,-4
744,26000,-4,-4,-4,-4
745,42000,-4,-4,-4,-4
746,49500,-4,-4,-4,-4
747,0,-4,-4,-4,-4
748,37000,-4,-4,-4,-4
749,-5,-5,-5,-5,-5
750,-5,-5,-5,-5,-5
751,68000,-4,-4,-4,-4
752,120000,-4,-4,-4,-4
753,40000,-4,-4,-4,-4
754,-5,-5,-5,-5,-5
755,15000,-4,-4,-4,-4
756,0,-4,-4,-4,-4
757,65000,-4,-4,-4,-4
758,35000,-4,-4,-4,-4
759,0,-4,-4,-4,-4
760,-5,-5,-5,-5,-5
761,11200,-4,-4,-4,-4
762,69000,-4,-4,-4,-4
763,24200,-4,-4,-4,-4
764,0,-4,-4,-4,-4
765,-5,-5,-5,-5,-5
766,-5,-5,-5,-5,-5
767,-5,-5,-5,-5,-5
768,8000,-4,-4,-4,-4
769,15000,-4,-4,-4,-4
770,0,-4,-4,-4,-4
771,-5,-5,-5,-5,-5
772,80000,-4,-4,-4,-4
773,-5,-5,-5,-5,-5
774,35000,-4,-4,-4,-4
775,0,-4,-4,-4,-4
776,121000,-4,-4,-4,-4
777,88000,-4,-4,-4,-4
778,72000,-4,-4,-4,-4
779,20000,-4,-4,-4,-4
780,-5,-5,-5,-5,-5
781,-5,-5,-5,-5,-5
782,-5,-5,-5,-5,-5
783,-5,-5,-5,-5,-5
784,10000,-4,-4,-4,-4
785,-5,-5,-5,-5,-5
786,-5,-5,-5,-5,-5
787,-5,-5,-5,-5,-5
788,-5,-5,-5,-5,-5
789,26000,-4,-4,-4,-4
790,9600,-4,-4,-4,-4
791,10000,-4,-4,-4,-4
792,15000,-4,-4,-4,-4
793,25000,-4,-4,-4,-4
794,-5,-5,-5,-5,-5
795,-5,-5,-5,-5,-5
796,70000,-4,-4,-4,-4
797,312324,-4,-4,-4,-4
798,0,-4,-4,-4,-4
799,63400,-4,-4,-4,-4
800,74000,-4,-4,-4,-4
801,21875,-4,-4,-4,-4
802,30000,-4,-4,-4,-4
803,0,-4,-4,-4,-4
804,22000,-4,-4,-4,-4
805,-5,-5,-5,-5,-5
806,-5,-5,-5,-5,-5
807,85000,-4,-4,-4,-4
808,-5,-5,-5,-5,-5
809,-5,-5,-5,-5,-5
810,115000,-4,-4,-4,-4
811,15000,-4,-4,-4,-4
812,11000,-4,-4,-4,-4
813,42000,-4,-4,-4,-4
814,-5,-5,-5,-5,-5
815,-5,-5,-5,-5,-5
816,0,-4,-4,-4,-4
817,121000,-4,-4,-4,-4
818,0,-4,-4,-4,-4
819,50000,-4,-4,-4,-4
820,115000,-4,-4,-4,-4
821,47000,-4,-4,-4,-4
822,-5,-5,-5,-5,-5
823,25000,-4,-4,-4,-4
824,-5,-5,-5,-5,-5
825,83000,-4,-4,-4,-4
826,-2,25000,50000,-4,-4
827,312324,-4,-4,-4,-4
