"R0000100","T2076700","T2076900","T2077100","T2077300","T2077400"
246,-5,-5,-5,-5,-5
247,101000,-4,-4,-4,-4
248,16000,-4,-4,-4,-4
249,0,-4,-4,-4,-4
250,0,-4,-4,-4,-4
251,0,-4,-4,-4,-4
252,9250,-4,-4,-4,-4
253,27000,-4,-4,-4,-4
254,40000,-4,-4,-4,-4
255,3000,-4,-4,-4,-4
256,2077,-4,-4,-4,-4
257,10000,-4,-4,-4,-4
258,0,-4,-4,-4,-4
259,18000,-4,-4,-4,-4
260,64000,-4,-4,-4,-4
261,-1,-4,-4,-4,-1
262,-5,-5,-5,-5,-5
263,-5,-5,-5,-5,-5
264,-5,-5,-5,-5,-5
265,-5,-5,-5,-5,-5
266,-5,-5,-5,-5,-5
267,-5,-5,-5,-5,-5
268,0,-4,-4,-4,-4
269,307823,-4,-4,-4,-4
270,-5,-5,-5,-5,-5
271,-5,-5,-5,-5,-5
272,0,-4,-4,-4,-4
273,73000,-4,-4,-4,-4
274,46000,-4,-4,-4,-4
275,48000,-4,-4,-4,-4
276,-5,-5,-5,-5,-5
277,27000,-4,-4,-4,-4
278,-5,-5,-5,-5,-5
279,65200,-4,-4,-4,-4
280,-5,-5,-5,-5,-5
281,115000,-4,-4,-4,-4
282,15000,-4,-4,-4,-4
283,57000,-4,-4,-4,-4
284,105000,-4,-4,-4,-4
285,40000,-4,-4,-4,-4
286,66400,-4,-4,-4,-4
287,33000,-4,-4,-4,-4
288,15000,-4,-4,-4,-4
289,20000,-4,-4,-4,-4
290,10920,-4,-4,-4,-4
291,10000,-4,-4,-4,-4
292,55400,-4,-4,-4,-4
293,42500,-4,-4,-4,-4
294,20000,-4,-4,-4,-4
295,-5,-5,-5,-5,-5
296,45000,-4,-4,-4,-4
297,16800,-4,-4,-4,-4
298,-5,-5,-5,-5,-5
299,0,-4,-4,-4,-4
300,-5,-5,-5,-5,-5
301,38000,-4,-4,-4,-4
302,18000,-4,-4,-4,-4
303,35000,-4,-4,-4,-4
304,12322,15000,16000,-4,-4
305,35000,-4,-4,-4,-4
306,40000,-4,-4,-4,-4
307,25000,-4,-4,-4,-4
308,25000,-4,-4,-4,-4
309,-5,-5,-5,-5,-5
310,125000,-4,-4,-4,-4
311,0,-4,-4,-4,-4
312,60000,-4,-4,-4,-4
313,38000,-4,-4,-4,-4
314,-5,-5,-5,-5,-5
315,0,-4,-4,-4,-4
316,-2,-1,-1,0,-4
317,35000,-4,-4,-4,-4
318,-5,-5,-5,-5,-5
319,118000,-4,-4,-4,-4
320,100000,-4,-4,-4,-4
321,-5,-5,-5,-5,-5
322,-5,-5,-5,-5,-5
323,0,-4,-4,-4,-4
324,23000,-4,-4,-4,-4
325,-5,-5,-5,-5,-5
326,-5,-5,-5,-5,-5
327,-5,-5,-5,-5,-5
328,-5,-5,-5,-5,-5
329,-5,-5,-5,-5,-5
330,-5,-5,-5,-5,-5
331,0,-4,-4,-4,-4
332,0,-4,-4,-4,-4
333,83000,-4,-4,-4,-4
334,-5,-5,-5,-5,-5
335,30000,-4,-4,-4,-4
336,0,-4,-4,-4,-4
337,2200,-4,-4,-4,-4
338,0,-4,-4,-4,-4
339,3000,-4,-4,-4,-4
340,0,-4,-4,-4,-4
341,129000,-4,-4,-4,-4
342,95000,-4,-4,-4,-4
343,-5,-5,-5,-5,-5
344,14000,-4,-4,-4,-4
345,-5,-5,-5,-5,-5
346,153500,-4,-4,-4,-4
347,-5,-5,-5,-5,-5
348,307823,-4,-4,-4,-4
349,-5,-5,-5,-5,-5
350,46000,-4,-4,-4,-4
351,40000,-4,-4,-4,-4
352,0,-4,-4,-4,-4
353,-5,-5,-5,-5,-5
354,10000,-4,-4,-4,-4
355,153000,-4,-4,-4,-4
356,52000,-4,-4,-4,-4
357,90000,-4,-4,-4,-4
358,131000,-4,-4,-4,-4
359,75000,-4,-4,-4,-4
360,38000,-4,-4,-4,-4
361,-5,-5,-5,-5,-5
362,53021,-4,-4,-4,-4
363,0,-4,-4,-4,-4
364,-1,-4,-4,-4,1
365,17000,-4,-4,-4,-4
366,-5,-5,-5,-5,-5
367,58000,-4,-4,-4,-4
368,51000,-4,-4,-4,-4
369,25000,-4,-4,-4,-4
370,35000,-4,-4,-4,-4
371,-5,-5,-5,-5,-5
372,-1,-4,-4,-4,-4
373,23000,-4,-4,-4,-4
374,-5,-5,-5,-5,-5
375,20000,-4,-4,-4,-4
376,56000,-4,-4,-4,-4
377,0,-4,-4,-4,-4
378,0,-4,-4,-4,-4
379,-2,-2,-2,-4,-4
380,21000,-4,-4,-4,-4
381,92000,-4,-4,-4,-4
382,27000,-4,-4,-4,-4
383,-5,-5,-5,-5,-5
384,-5,-5,-5,-5,-5
385,42000,-4,-4,-4,-4
386,49000,-4,-4,-4,-4
387,0,-4,-4,-4,-4
388,70000,-4,-4,-4,-4
389,-5,-5,-5,-5,-5
390,-5,-5,-5,-5,-5
391,38000,-4,-4,-4,-4
392,52000,-4,-4,-4,-4
393,68000,-4,-4,-4,-4
394,0,-4,-4,-4,-4
395,2000,-4,-4,-4,-4
396,0,-4,-4,-4,-4
397,0,-4,-4,-4,-4
398,0,-4,-4,-4,-4
399,68000,-4,-4,-4,-4
400,25000,-4,-4,-4,-4
401,13000,-4,-4,-4,-4
402,19000,-4,-4,-4,-4
403,0,-4,-4,-4,-4
404,-5,-5,-5,-5,-5
405,28000,-4,-4,-4,-4
406,19000,-4,-4,-4,-4
407,83000,-4,-4,-4,-4
408,70000,-4,-4,-4,-4
409,152000,-4,-4,-4,-4
410,34000,-4,-4,-4,-4
411,0,-4,-4,-4,-4
412,42000,-4,-4,-4,-4
413,-5,-5,-5,-5,-5
414,-2,20000,30000,-4,-4
415,65000,-4,-4,-4,-4
416,0,-4,-4,-4,-4
417,50000,-4,-4,-4,-4
418,14500,-4,-4,-4,-4
419,36000,-4,-4,-4,-4
420,18000,-4,-4,-4,-4
421,-5,-5,-5,-5,-5
422,50000,-4,-4,-4,-4
423,-5,-5,-5,-5,-5
424,-5,-5,-5,-5,-5
425,23000,-4,-4,-4,-4
426,110000,-4,-4,-4,-4
427,70000,-4,-4,-4,-4
428,-5,-5,-5,-5,-5
429,-5,-5,-5,-5,-5
430,-5,-5,-5,-5,-5
431,38000,-4,-4,-4,-4
432,15000,-4,-4,-4,-4
433,23140,-4,-4,-4,-4
434,59000,-4,-4,-4,-4
435,-5,-5,-5,-5,-5
436,0,-4,-4,-4,-4
437,23000,-4,-4,-4,-4
438,35500,-4,-4,-4,-4
439,84000,-4,-4,-4,-4
440,-5,-5,-5,-5,-5
441,-5,-5,-5,-5,-5
442,15000,-4,-4,-4,-4
443,45500,-4,-4,-4,-4
444,27000,-4,-4,-4,-4
445,43000,-4,-4,-4,-4
446,28000,-4,-4,-4,-4
447,-5,-5,-5,-5,-5
448,-5,-5,-5,-5,-5
449,15600,-4,-4,-4,-4
450,-5,-5,-5,-5,-5
451,-5,-5,-5,-5,-5
452,39000,-4,-4,-4,-4
453,42000,-4,-4,-4,-4
454,-5,-5,-5,-5,-5
455,28800,-4,-4,-4,-4
456,67000,-4,-4,-4,-4
457,54000,-4,-4,-4,-4
458,70000,-4,-4,-4,-4
459,15200,-4,-4,-4,-4
460,24100,-4,-4,-4,-4
461,85000,-4,-4,-4,-4
462,50000,-4,-4,-4,-4
463,-5,-5,-5,-5,-5
464,69000,-4,-4,-4,-4
465,13000,-4,-4,-4,-4
466,33997,-4,-4,-4,-4
467,20000,-4,-4,-4,-4
468,120000,-4,-4,-4,-4
469,-2,-2,-2,-4,-4
470,58000,-4,-4,-4,-4
471,0,-4,-4,-4,-4
472,11065,-4,-4,-4,-4
473,28080,-4,-4,-4,-4
474,32000,-4,-4,-4,-4
475,21000,-4,-4,-4,-4
476,14000,-4,-4,-4,-4
477,0,-4,-4,-4,-4
478,0,-4,-4,-4,-4
479,86000,-4,-4,-4,-4
480,52900,-4,-4,-4,-4
481,135000,-4,-4,-4,-4
482,130000,-4,-4,-4,-4
483,115000,-4,-4,-4,-4
484,7000,-4,-4,-4,-4
485,7000,-4,-4,-4,-4
486,140000,-4,-4,-4,-4
487,57000,-4,-4,-4,-4
488,70000,-4,-4,-4,-4
489,0,-4,-4,-4,-4
490,-5,-5,-5,-5,-5
491,22000,-4,-4,-4,-4
492,0,-4,-4,-4,-4
493,45000,-4,-4,-4,-4
494,-5,-5,-5,-5,-5
495,30972,-4,-4,-4,-4
496,44000,-4,-4,-4,-4
497,-5,-5,-5,-5,-5
498,-5,-5,-5,-5,-5
499,37000,-4,-4,-4,-4
500,57000,-4,-4,-4,-4
501,52000,-4,-4,-4,-4
502,96000,-4,-4,-4,-4
503,15000,-4,-4,-4,-4
504,0,-4,-4,-4,-4
505,2300,-4,-4,-4,-4
506,44000,-4,-4,-4,-4
507,1900,-4,-4,-4,-4
508,-5,-5,-5,-5,-5
509,-5,-5,-5,-5,-5
510,-5,-5,-5,-5,-5
511,-5,-5,-5,-5,-5
512,-5,-5,-5,-5,-5
513,65000,-4,-4,-4,-4
514,0,-4,-4,-4,-4
515,-5,-5,-5,-5,-5
516,-2,-2,-2,-4,-4
517,7000,-4,-4,-4,-4
518,0,-4,-4,-4,-4
519,4100,-4,-4,-4,-4
520,80000,-4,-4,-4,-4
521,85000,-4,-4,-4,-4
522,-5,-5,-5,-5,-5
523,-5,-5,-5,-5,-5
524,-5,-5,-5,-5,-5
525,-5,-5,-5,-5,-5
526,-5,-5,-5,-5,-5
527,62000,-4,-4,-4,-4
528,97000,-4,-4,-4,-4
529,-5,-5,-5,-5,-5
530,0,-4,-4,-4,-4
531,0,-4,-4,-4,-4
532,-5,-5,-5,-5,-5
533,12000,-4,-4,-4,-4
534,60000,-4,-4,-4,-4
535,-2,0,20000,-4,-4
536,0,-4,-4,-4,-4
537,0,-4,-4,-4,-4
538,0,-4,-4,-4,-4
539,-5,-5,-5,-5,-5
540,60000,-4,-4,-4,-4
541,26000,-4,-4,-4,-4
542,0,-4,-4,-4,-4
543,26000,-4,-4,-4,-4
544,40000,-4,-4,-4,-4
545,-5,-5,-5,-5,-5
546,0,-4,-4,-4,-4
547,72000,-4,-4,-4,-4
548,25000,-4,-4,-4,-4
549,85000,-4,-4,-4,-4
550,20000,-4,-4,-4,-4
551,-5,-5,-5,-5,-5
552,-1,-4,-4,1,-4
553,30000,-4,-4,-4,-4
554,119000,-4,-4,-4,-4
555,900,-4,-4,-4,-4
556,-5,-5,-5,-5,-5
557,14000,-4,-4,-4,-4
558,40000,-4,-4,-4,-4
559,103000,-4,-4,-4,-4
560,107000,-4,-4,-4,-4
561,50000,-4,-4,-4,-4
562,63000,-4,-4,-4,-4
563,-2,-2,-2,0,-4
564,13000,-4,-4,-4,-4
565,60000,-4,-4,-4,-4
566,-5,-5,-5,-5,-5
567,0,-4,-4,-4,-4
568,40000,-4,-4,-4,-4
569,-5,-5,-5,-5,-5
570,100000,-4,-4,-4,-4
571,65000,-4,-4,-4,-4
572,27000,-4,-4,-4,-4
573,47000,-4,-4,-4,-4
574,-5,-5,-5,-5,-5
575,-5,-5,-5,-5,-5
576,0,-4,-4,-4,-4
577,-1,-4,-4,-4,-4
578,55000,-4,-4,-4,-4
579,18,-4,-4,-4,-4
580,-5,-5,-5,-5,-5
581,49000,-4,-4,-4,-4
582,-5,-5,-5,-5,-5
583,34000,-4,-4,-4,-4
584,-5,-5,-5,-5,-5
585,9040,-4,-4,-4,-4
586,-5,-5,-5,-5,-5
587,3999,-4,-4,-4,-4
588,-5,-5,-5,-5,-5
589,0,-4,-4,-4,-4
590,54912,-4,-4,-4,-4
591,-2,-2,-2,0,-4
592,-5,-5,-5,-5,-5
593,-5,-5,-5,-5,-5
594,60000,-4,-4,-4,-4
595,-5,-5,-5,-5,-5
596,-5,-5,-5,-5,-5
597,10200,-4,-4,-4,-4
598,-5,-5,-5,-5,-5
599,-5,-5,-5,-5,-5
600,0,-4,-4,-4,-4
601,-5,-5,-5,-5,-5
602,-5,-5,-5,-5,-5
603,-5,-5,-5,-5,-5
604,45000,-4,-4,-4,-4
605,52000,-4,-4,-4,-4
606,52000,-4,-4,-4,-4
607,59000,-4,-4,-4,-4
608,21000,-4,-4,-4,-4
609,37000,-4,-4,-4,-4
610,-5,-5,-5,-5,-5
611,62000,-4,-4,-4,-4
612,3000,-4,-4,-4,-4
613,82900,-4,-4,-4,-4
614,67000,-4,-4,-4,-4
615,0,-4,-4,-4,-4
616,-4,-4,-4,-4,-4
617,-5,-5,-5,-5,-5
618,35000,-4,-4,-4,-4
619,61000,-4,-4,-4,-4
620,64000,-4,-4,-4,-4
621,38000,-4,-4,-4,-4
622,38500,-4,-4,-4,-4
623,0,-4,-4,-4,-4
624,80000,-4,-4,-4,-4
625,16000,-4,-4,-4,-4
626,6362,-4,-4,-4,-4
627,0,-4,-4,-4,-4
628,0,-4,-4,-4,-4
629,30000,-4,-4,-4,-4
630,4000,-4,-4,-4,-4
631,26000,-4,-4,-4,-4
632,0,-4,-4,-4,-4
633,-5,-5,-5,-5,-5
634,-5,-5,-5,-5,-5
635,0,-4,-4,-4,-4
636,41000,-4,-4,-4,-4
637,0,-4,-4,-4,-4
638,85000,-4,-4,-4,-4
639,37000,-4,-4,-4,-4
640,52000,-4,-4,-4,-4
641,0,-4,-4,-4,-4
642,0,-4,-4,-4,-4
643,-5,-5,-5,-5,-5
644,307823,-4,-4,-4,-4
645,307823,-4,-4,-4,-4
646,11520,-4,-4,-4,-4
647,46000,-4,-4,-4,-4
648,23000,-4,-4,-4,-4
649,120000,-4,-4,-4,-4
650,71000,-4,-4,-4,-4
651,-5,-5,-5,-5,-5
652,-5,-5,-5,-5,-5
653,100000,-4,-4,-4,-4
654,6000,-4,-4,-4,-4
655,0,-4,-4,-4,-4
656,0,-4,-4,-4,-4
657,0,-4,-4,-4,-4
658,56000,-4,-4,-4,-4
659,75000,-4,-4,-4,-4
660,-5,-5,-5,-5,-5
661,-5,-5,-5,-5,-5
662,23000,-4,-4,-4,-4
663,0,-4,-4,-4,-4
664,62000,-4,-4,-4,-4
665,16000,-4,-4,-4,-4
666,3300,-4,-4,-4,-4
667,65000,-4,-4,-4,-4
668,1000,-4,-4,-4,-4
669,-5,-5,-5,-5,-5
670,0,-4,-4,-4,-4
671,30000,-4,-4,-4,-4
672,6000,-4,-4,-4,-4
673,0,-4,-4,-4,-4
674,42000,-4,-4,-4,-4
675,-5,-5,-5,-5,-5
676,-5,-5,-5,-5,-5
677,40000,-4,-4,-4,-4
678,-5,-5,-5,-5,-5
679,0,-4,-4,-4,-4
680,-5,-5,-5,-5,-5
681,0,-4,-4,-4,-4
682,0,-4,-4,-4,-4
683,58000,-4,-4,-4,-4
684,70000,-4,-4,-4,-4
685,0,-4,-4,-4,-4
686,70100,-4,-4,-4,-4
687,29000,-4,-4,-4,-4
688,27000,-4,-4,-4,-4
689,20000,-4,-4,-4,-4
690,41800,-4,-4,-4,-4
691,-5,-5,-5,-5,-5
692,35000,-4,-4,-4,-4
693,-5,-5,-5,-5,-5
694,-5,-5,-5,-5,-5
695,55500,-4,-4,-4,-4
696,-5,-5,-5,-5,-5
697,55000,-4,-4,-4,-4
698,5261,-4,-4,-4,-4
699,15000,-4,-4,-4,-4
700,-5,-5,-5,-5,-5
701,5000,-4,-4,-4,-4
702,0,-4,-4,-4,-4
703,3500,-4,-4,-4,-4
704,0,-4,-4,-4,-4
705,-5,-5,-5,-5,-5
706,-2,5000,9000,-4,-4
707,52000,-4,-4,-4,-4
708,0,-4,-4,-4,-4
709,0,-4,-4,-4,-4
710,-5,-5,-5,-5,-5
711,43000,-4,-4,-4,-4
712,48000,-4,-4,-4,-4
713,-5,-5,-5,-5,-5
714,45000,-4,-4,-4,-4
715,0,-4,-4,-4,-4
716,31700,-4,-4,-4,-4
717,36000,-4,-4,-4,-4
718,33000,-4,-4,-4,-4
719,50000,-4,-4,-4,-4
720,28000,-4,-4,-4,-4
721,307823,-4,-4,-4,-4
722,61000,-4,-4,-4,-4
723,25164,-4,-4,-4,-4
724,0,-4,-4,-4,-4
725,74000,-4,-4,-4,-4
726,60000,-4,-4,-4,-4
727,-5,-5,-5,-5,-5
728,32000,-4,-4,-4,-4
729,307823,-4,-4,-4,-4
730,80000,-4,-4,-4,-4
731,1800,-4,-4,-4,-4
732,35000,-4,-4,-4,-4
733,35000,-4,-4,-4,-4
734,-5,-5,-5,-5,-5
735,23000,-4,-4,-4,-4
736,35000,-4,-4,-4,-4
737,72000,-4,-4,-4,-4
738,-5,-5,-5,-5,-5
739,0,-4,-4,-4,-4
740,28000,-4,-4,-4,-4
741,-5,-5,-5,-5,-5
742,115000,-4,-4,-4,-4
743,0,-4,-4,-4,-4
744,6000,-4,-4,-4,-4
745,45000,-4,-4,-4,-4
746,39000,-4,-4,-4,-4
747,54000,-4,-4,-4,-4
748,37000,-4,-4,-4,-4
749,-5,-5,-5,-5,-5
750,-5,-5,-5,-5,-5
751,59000,-4,-4,-4,-4
752,120000,-4,-4,-4,-4
753,110000,-4,-4,-4,-4
754,-5,-5,-5,-5,-5
755,37000,-4,-4,-4,-4
756,15000,-4,-4,-4,-4
757,35000,-4,-4,-4,-4
758,19000,-4,-4,-4,-4
759,0,-4,-4,-4,-4
760,-5,-5,-5,-5,-5
761,24000,-4,-4,-4,-4
762,59000,-4,-4,-4,-4
763,34000,-4,-4,-4,-4
764,0,-4,-4,-4,-4
765,-5,-5,-5,-5,-5
766,-5,-5,-5,-5,-5
767,-5,-5,-5,-5,-5
768,7200,-4,-4,-4,-4
769,27500,-4,-4,-4,-4
770,35000,-4,-4,-4,-4
771,-5,-5,-5,-5,-5
772,60000,-4,-4,-4,-4
773,-5,-5,-5,-5,-5
774,31000,-4,-4,-4,-4
775,10000,-4,-4,-4,-4
776,128000,-4,-4,-4,-4
777,88000,-4,-4,-4,-4
778,77000,-4,-4,-4,-4
779,2400,-4,-4,-4,-4
780,-5,-5,-5,-5,-5
781,-5,-5,-5,-5,-5
782,-5,-5,-5,-5,-5
783,-5,-5,-5,-5,-5
784,41000,-4,-4,-4,-4
785,-5,-5,-5,-5,-5
786,-5,-5,-5,-5,-5
787,-5,-5,-5,-5,-5
788,-5,-5,-5,-5,-5
789,20000,-4,-4,-4,-4
790,0,-4,-4,-4,-4
791,-5,-5,-5,-5,-5
792,4200,-4,-4,-4,-4
793,50000,-4,-4,-4,-4
794,-5,-5,-5,-5,-5
795,-5,-5,-5,-5,-5
796,62000,-4,-4,-4,-4
797,80000,-4,-4,-4,-4
798,0,-4,-4,-4,-4
799,64500,-4,-4,-4,-4
800,62500,-4,-4,-4,-4
801,21550,-4,-4,-4,-4
802,33000,-4,-4,-4,-4
803,0,-4,-4,-4,-4
804,17000,-4,-4,-4,-4
805,-5,-5,-5,-5,-5
806,48000,-4,-4,-4,-4
807,85000,-4,-4,-4,-4
808,-5,-5,-5,-5,-5
809,-5,-5,-5,-5,-5
810,115000,-4,-4,-4,-4
811,15000,-4,-4,-4,-4
812,10500,-4,-4,-4,-4
813,38000,-4,-4,-4,-4
814,-2,-2,-2,1,-4
815,33000,-4,-4,-4,-4
816,41000,-4,-4,-4,-4
817,108000,-4,-4,-4,-4
818,40000,-4,-4,-4,-4
819,-5,-5,-5,-5,-5
820,97000,-4,-4,-4,-4
821,40000,-4,-4,-4,-4
822,-5,-5,-5,-5,-5
823,38500,-4,-4,-4,-4
824,-5,-5,-5,-5,-5
