"R0000100","T3977400","T3977500","T3977600","T3977900","T3978000"
1,-5,-5,-5,-5,-5
2,19000,-4,-4,-4,-4
3,35000,-4,-4,-4,-4
4,-5,-5,-5,-5,-5
5,-5,-5,-5,-5,-5
6,105000,-4,-4,-4,-4
7,-5,-5,-5,-5,-5
8,40000,-4,-4,-4,-4
9,75000,-4,-4,-4,-4
10,-5,-5,-5,-5,-5
11,-5,-5,-5,-5,-5
12,-5,-5,-5,-5,-5
13,-5,-5,-5,-5,-5
14,102000,-4,-4,-4,-4
15,0,-4,-4,-4,-4
16,70000,-4,-4,-4,-4
17,60000,-4,-4,-4,-4
18,150000,-4,-4,-4,-4
19,-5,-5,-5,-5,-5
20,115000,-4,-4,-4,-4
21,343830,-4,-4,-4,-4
22,40000,-4,-4,-4,-4
23,-5,-5,-5,-5,-5
24,-5,-5,-5,-5,-5
25,35000,-4,-4,-4,-4
26,105000,-4,-4,-4,-4
27,16036,-4,-4,-4,-4
28,-5,-5,-5,-5,-5
29,5200,-4,-4,-4,-4
30,0,-4,-4,-4,-4
31,42000,-4,-4,-4,-4
32,-5,-5,-5,-5,-5
33,0,-4,-4,-4,-4
34,53000,-4,-4,-4,-4
35,-5,-5,-5,-5,-5
36,38500,-4,-4,-4,-4
37,44000,-4,-4,-4,-4
38,93000,-4,-4,-4,-4
39,62000,-4,-4,-4,-4
40,45000,-4,-4,-4,-4
41,130000,-4,-4,-4,-4
42,45000,-4,-4,-4,-4
43,0,-4,-4,-4,-4
44,-2,-2,-2,-4,0
45,-5,-5,-5,-5,-5
46,-5,-5,-5,-5,-5
47,75000,-4,-4,-4,-4
48,-5,-5,-5,-5,-5
49,73000,-4,-4,-4,-4
50,55000,-4,-4,-4,-4
51,-5,-5,-5,-5,-5
52,343830,-4,-4,-4,-4
53,0,-4,-4,-4,-4
54,-5,-5,-5,-5,-5
55,-5,-5,-5,-5,-5
56,-5,-5,-5,-5,-5
57,30000,-4,-4,-4,-4
58,112,-4,-4,-4,-4
59,45000,-4,-4,-4,-4
60,104000,-4,-4,-4,-4
61,0,-4,-4,-4,-4
62,51000,-4,-4,-4,-4
63,165000,-4,-4,-4,-4
64,-5,-5,-5,-5,-5
65,-5,-5,-5,-5,-5
66,0,-4,-4,-4,-4
67,343830,-4,-4,-4,-4
68,0,-4,-4,-4,-4
69,145000,-4,-4,-4,-4
70,40000,-4,-4,-4,-4
71,-5,-5,-5,-5,-5
72,42000,-4,-4,-4,-4
73,-5,-5,-5,-5,-5
74,-5,-5,-5,-5,-5
75,115000,-4,-4,-4,-4
76,70000,-4,-4,-4,-4
77,90000,-4,-4,-4,-4
78,-5,-5,-5,-5,-5
79,-5,-5,-5,-5,-5
80,23000,-4,-4,-4,-4
81,-5,-5,-5,-5,-5
82,-5,-5,-5,-5,-5
83,0,-4,-4,-4,-4
84,0,-4,-4,-4,-4
85,0,-4,-4,-4,-4
86,22000,-4,-4,-4,-4
87,24000,-4,-4,-4,-4
88,25000,-4,-4,-4,-4
89,-5,-5,-5,-5,-5
90,120000,-4,-4,-4,-4
91,22000,-4,-4,-4,-4
92,36000,-4,-4,-4,-4
93,87000,-4,-4,-4,-4
94,44000,-4,-4,-4,-4
95,50000,-4,-4,-4,-4
96,50000,-4,-4,-4,-4
97,0,-4,-4,-4,-4
98,0,-4,-4,-4,-4
99,35000,-4,-4,-4,-4
100,80000,-4,-4,-4,-4
101,-5,-5,-5,-5,-5
102,-1,-4,-4,-4,-4
103,100000,-4,-4,-4,-4
104,-5,-5,-5,-5,-5
105,54000,-4,-4,-4,-4
106,125000,-4,-4,-4,-4
107,54000,-4,-4,-4,-4
108,60000,-4,-4,-4,-4
109,-5,-5,-5,-5,-5
110,90000,-4,-4,-4,-4
111,40000,-4,-4,-4,-4
112,32000,-4,-4,-4,-4
113,-5,-5,-5,-5,-5
114,-5,-5,-5,-5,-5
115,-5,-5,-5,-5,-5
116,-5,-5,-5,-5,-5
117,50000,-4,-4,-4,-4
118,-5,-5,-5,-5,-5
119,22000,-4,-4,-4,-4
120,3000,-4,-4,-4,-4
121,60000,-4,-4,-4,-4
122,75000,-4,-4,-4,-4
123,-5,-5,-5,-5,-5
124,250,-4,-4,-4,-4
125,-5,-5,-5,-5,-5
126,65000,-4,-4,-4,-4
127,-5,-5,-5,-5,-5
128,-2,-2,-2,-4,1
129,94000,-4,-4,-4,-4
130,-5,-5,-5,-5,-5
131,-5,-5,-5,-5,-5
132,-5,-5,-5,-5,-5
133,0,-4,-4,-4,-4
134,-5,-5,-5,-5,-5
135,80000,-4,-4,-4,-4
136,0,-4,-4,-4,-4
137,174030,-4,-4,-4,-4
138,0,-4,-4,-4,-4
139,80000,-4,-4,-4,-4
140,75000,-4,-4,-4,-4
141,65000,-4,-4,-4,-4
142,62000,-4,-4,-4,-4
143,-5,-5,-5,-5,-5
144,14625,-4,-4,-4,-4
145,16000,-4,-4,-4,-4
146,93000,-4,-4,-4,-4
147,15600,-4,-4,-4,-4
148,47000,-4,-4,-4,-4
149,114000,-4,-4,-4,-4
150,0,-4,-4,-4,-4
151,-5,-5,-5,-5,-5
152,114000,-4,-4,-4,-4
153,0,-4,-4,-4,-4
154,-5,-5,-5,-5,-5
155,10000,-4,-4,-4,-4
156,0,-4,-4,-4,-4
157,125000,-4,-4,-4,-4
158,65000,-4,-4,-4,-4
159,-5,-5,-5,-5,-5
160,80000,-4,-4,-4,-4
161,52000,-4,-4,-4,-4
162,-5,-5,-5,-5,-5
163,-5,-5,-5,-5,-5
164,47000,-4,-4,-4,-4
165,50000,-4,-4,-4,-4
166,68000,-4,-4,-4,-4
167,-5,-5,-5,-5,-5
168,2160,-4,-4,-4,-4
169,0,-4,-4,-4,-4
170,-5,-5,-5,-5,-5
171,114000,-4,-4,-4,-4
172,0,-4,-4,-4,-4
173,-5,-5,-5,-5,-5
174,65000,-4,-4,-4,-4
175,10000,-4,-4,-4,-4
176,-5,-5,-5,-5,-5
177,-5,-5,-5,-5,-5
178,65000,-4,-4,-4,-4
179,40000,-4,-4,-4,-4
180,-5,-5,-5,-5,-5
181,85000,-4,-4,-4,-4
182,0,-4,-4,-4,-4
183,-5,-5,-5,-5,-5
184,41000,-4,-4,-4,-4
185,56000,-4,-4,-4,-4
186,110000,-4,-4,-4,-4
187,-5,-5,-5,-5,-5
188,12000,-4,-4,-4,-4
189,130000,-4,-4,-4,-4
190,142000,-4,-4,-4,-4
191,150000,-4,-4,-4,-4
192,35000,-4,-4,-4,-4
193,130000,-4,-4,-4,-4
194,-5,-5,-5,-5,-5
195,150000,-4,-4,-4,-4
196,-5,-5,-5,-5,-5
197,29379,-4,-4,-4,-4
198,343830,-4,-4,-4,-4
199,0,-4,-4,-4,-4
200,40000,-4,-4,-4,-4
201,10000,-4,-4,-4,-4
202,13000,-4,-4,-4,-4
203,-5,-5,-5,-5,-5
204,4400,-4,-4,-4,-4
205,-1,-4,-4,-1,-4
206,-5,-5,-5,-5,-5
207,-5,-5,-5,-5,-5
208,-5,-5,-5,-5,-5
209,-5,-5,-5,-5,-5
210,65000,-4,-4,-4,-4
211,5000,-4,-4,-4,-4
212,50000,-4,-4,-4,-4
213,-5,-5,-5,-5,-5
214,125000,-4,-4,-4,-4
215,-5,-5,-5,-5,-5
216,-5,-5,-5,-5,-5
217,-5,-5,-5,-5,-5
