"R0000100","R0006500","R0007900","T9900000"
4740,12,12,12
4741,-2,-2,9
4742,12,16,16
4743,12,17,12
4744,12,-4,12
4745,8,8,12
4746,9,8,12
4747,9,8,12
4748,10,7,12
4749,8,10,12
4750,8,8,12
4751,10,10,11
4752,11,8,12
4753,16,20,16
4754,16,20,18
4755,12,12,12
4756,13,14,18
4757,12,16,16
4758,12,12,18
4759,12,12,12
4760,14,15,17
4761,12,12,12
4762,13,12,12
4763,12,6,15
4764,12,12,12
4765,12,12,12
4766,11,16,14
4767,12,12,19
4768,12,12,13
4769,12,10,12
4770,12,10,12
4771,12,12,12
4772,12,12,12
4773,9,9,7
4774,12,12,12
4775,10,-4,12
4776,10,8,12
4777,12,8,12
4778,12,9,12
4779,6,4,12
4780,12,12,12
4781,12,7,9
4782,10,-3,10
4783,10,12,12
4784,10,12,12
4785,9,12,12
4786,9,12,12
4787,10,-2,11
4788,12,12,12
4789,12,12,12
4790,12,12,12
4791,12,12,12
4792,12,13,12
4793,12,12,16
4794,12,12,14
4795,12,12,16
4796,12,7,14
4797,12,14,16
4798,12,10,19
4799,12,8,19
4800,-2,8,14
4801,12,12,15
4802,12,13,16
4803,12,12,13
4804,12,12,12
4805,12,8,15
4806,12,8,12
4807,8,11,11
4808,8,11,12
4809,8,11,11
4810,12,12,13
4811,8,12,12
4812,12,16,16
4813,16,16,14
4814,12,12,12
4815,12,8,14
4816,8,8,18
4817,12,13,12
4818,12,12,12
4819,14,-2,12
4820,14,8,16
4821,14,-3,16
4822,8,10,12
4823,12,8,12
4824,12,8,16
4825,12,12,14
4826,12,12,18
4827,12,10,12
4828,13,17,16
4829,13,18,16
4830,13,16,16
4831,13,16,18
4832,9,12,14
4833,9,12,17
4834,12,12,16
4835,-4,12,13
4836,12,12,10
4837,11,-2,12
4838,11,8,9
4839,14,12,13
4840,12,10,15
4841,12,13,16
4842,12,13,19
4843,11,12,16
4844,12,12,14
4845,-2,7,12
4846,-3,6,12
4847,-2,6,12
4848,12,11,17
4849,12,10,12
4850,12,10,12
4851,11,8,13
4852,11,8,12
4853,9,9,16
4854,12,-4,14
4855,12,-4,13
4856,12,12,14
4857,12,13,19
4858,12,12,12
4859,12,12,14
4860,12,12,12
4861,12,-3,12
4862,12,12,13
4863,10,11,12
4864,9,9,12
4865,9,9,15
4866,12,13,15
4867,12,13,12
4868,12,11,17
4869,12,14,17
4870,12,12,20
4871,12,12,16
4872,12,13,17
4873,12,12,16
4874,12,12,18
4875,12,12,14
4876,12,12,12
4877,14,16,16
4878,16,16,18
4879,11,14,12
4880,12,9,14
4881,12,14,14
4882,12,12,12
4883,12,12,13
4884,12,11,12
4885,12,-2,12
4886,12,11,18
4887,13,13,12
4888,13,13,12
4889,12,16,14
4890,16,12,13
4891,9,8,12
4892,12,16,16
4893,14,-4,12
4894,12,12,16
4895,12,14,16
4896,12,14,16
4897,12,13,16
4898,12,13,18
4899,8,12,14
4900,12,7,12
4901,12,8,12
4902,8,12,12
4903,10,9,12
4904,10,9,12
4905,-2,-2,8
4906,7,3,12
4907,12,14,20
4908,12,14,16
4909,10,9,13
4910,12,12,16
4911,10,12,12
4912,12,12,13
4913,12,12,12
4914,10,12,12
4915,11,12,8
4916,-2,-2,11
4917,7,-2,12
4918,7,8,9
4919,9,9,18
4920,6,-2,14
4921,16,12,20
4922,12,14,13
4923,9,10,10
4924,14,12,13
4925,12,16,12
4926,12,12,12
4927,12,12,16
4928,12,16,16
4929,12,10,14
4930,10,14,13
4931,9,10,14
4932,12,12,12
4933,12,12,15
4934,6,8,12
4935,8,4,9
4936,-2,2,7
4937,9,3,8
4938,12,12,13
4939,12,10,16
4940,7,8,12
4941,-3,-3,7
4942,8,10,12
4943,8,10,14
4944,14,14,16
4945,13,13,12
4946,7,7,8
4947,0,0,8
4948,12,12,12
4949,5,5,8
4950,4,3,9
4951,12,12,12
4952,11,8,12
4953,12,12,13
4954,12,10,20
4955,12,12,12
4956,12,10,16
4957,12,-3,10
4958,12,-3,12
4959,12,12,14
4960,12,9,10
4961,12,-3,13
4962,11,12,13
4963,12,12,12
4964,-3,20,16
4965,-3,-4,15
4966,12,12,12
4967,12,12,13
4968,12,12,14
4969,8,11,12
4970,8,11,16
4971,8,11,14
4972,12,13,13
4973,12,13,15
4974,12,12,12
4975,8,12,18
4976,12,12,15
4977,12,6,8
4978,12,7,12
4979,12,12,12
4980,8,8,12
4981,7,7,14
4982,-3,8,10
4983,8,8,12
4984,12,11,12
4985,12,11,12
4986,12,9,12
4987,9,13,15
4988,16,16,16
4989,16,18,16
4990,16,16,20
4991,12,16,15
4992,12,12,12
4993,12,8,13
4994,8,8,18
4995,8,8,16
4996,13,14,16
4997,14,16,15
4998,16,20,20
4999,16,20,18
5000,16,20,20
5001,16,20,17
5002,16,20,16
5003,16,20,19
5004,19,20,16
5005,10,20,16
5006,16,16,19
5007,12,12,12
5008,16,20,13
5009,12,16,14
5010,12,16,18
5011,12,16,11
5012,16,19,20
5013,12,12,14
5014,12,11,10
5015,12,12,12
5016,-3,6,12
5017,16,17,14
5018,14,16,16
5019,14,16,16
5020,19,20,17
5021,19,20,17
5022,12,14,15
5023,16,16,19
5024,18,14,12
5025,18,14,13
5026,16,12,18
5027,13,12,14
5028,13,16,17
5029,14,16,16
5030,12,16,16
5031,12,16,14
5032,11,10,12
5033,12,12,12
5034,12,12,13
5035,13,12,15
5036,11,16,20
5037,14,16,14
5038,12,15,15
5039,12,14,18
5040,12,-3,20
5041,0,0,12
5042,14,9,13
5043,14,9,13
5044,12,12,20
5045,2,5,12
5046,4,6,12
5047,-3,-4,9
5048,11,11,14
5049,12,10,13
5050,12,10,12
5051,12,-2,12
5052,12,12,17
5053,12,9,13
5054,12,12,20
5055,12,13,14
5056,9,7,12
5057,9,-2,12
5058,7,10,12
5059,3,6,14
5060,2,10,12
5061,9,-2,12
5062,12,12,13
5063,12,12,12
5064,12,12,9
5065,12,14,17
5066,12,12,18
5067,12,14,16
5068,-2,-2,8
5069,8,-2,12
5070,10,11,12
5071,12,12,12
5072,7,3,12
5073,-2,-2,15
5074,-2,-2,15
5075,-3,-2,12
5076,12,11,13
5077,12,11,10
5078,12,12,11
5079,10,-2,12
5080,8,-2,12
5081,0,0,11
5082,10,8,12
5083,11,10,12
5084,11,10,12
5085,12,10,12
5086,11,-3,12
5087,11,-3,12
5088,11,7,12
5089,9,-2,12
5090,9,-2,12
5091,12,16,20
5092,12,12,16
5093,12,12,16
5094,12,12,13
5095,10,14,20
5096,10,15,18
5097,12,12,12
5098,12,12,14
5099,13,12,16
5100,16,-2,15
5101,12,13,15
5102,16,16,16
5103,12,12,12
5104,12,12,14
5105,12,12,12
5106,12,11,12
5107,16,16,19
5108,16,16,16
5109,12,12,12
5110,12,12,12
5111,12,12,12
5112,12,12,12
5113,12,12,12
5114,12,12,14
5115,6,7,12
5116,12,12,10
5117,-3,-2,10
5118,9,-2,16
5119,12,11,14
5120,12,12,16
5121,13,12,12
5122,6,-2,12
5123,9,-2,12
5124,12,12,16
5125,8,15,14
5126,16,16,12
5127,12,12,15
5128,11,10,11
5129,8,-2,16
5130,12,9,12
5131,12,11,13
5132,10,8,10
5133,10,8,12
5134,10,8,15
5135,9,8,14
5136,10,-2,13
5137,11,11,13
5138,12,11,12
5139,14,12,12
5140,14,12,16
5141,16,-2,12
5142,18,11,12
5143,16,10,17
5144,10,8,12
5145,12,10,12
5146,-2,10,12
5147,14,6,12
5148,12,9,12
5149,12,12,13
5150,12,12,13
5151,11,15,14
5152,10,12,12
5153,11,-3,18
5154,8,10,12
5155,8,10,12
5156,15,14,13
5157,10,-3,14
5158,12,12,12
5159,14,12,12
5160,15,8,12
5161,12,16,12
5162,14,12,12
5163,12,16,13
5164,12,14,12
5165,12,14,12
5166,16,16,16
5167,11,8,12
5168,13,12,18
5169,-3,12,20
5170,14,16,20
5171,10,-3,11
5172,13,6,14
5173,13,12,14
5174,13,12,13
5175,14,12,12
5176,7,8,12
5177,12,-2,14
5178,12,14,13
5179,12,12,12
5180,12,12,12
5181,10,-2,14
5182,11,12,10
5183,15,18,14
5184,12,12,12
5185,12,12,20
5186,12,12,12
5187,14,14,13
5188,14,16,16
5189,4,9,12
5190,12,10,12
5191,12,12,14
5192,12,12,12
5193,12,12,16
5194,12,12,12
5195,12,12,12
5196,12,12,14
5197,12,16,17
5198,14,12,12
5199,16,18,15
5200,6,-2,12
5201,16,16,12
5202,12,14,14
5203,12,12,13
5204,8,6,10
5205,14,16,12
5206,12,12,13
5207,9,12,14
5208,12,12,12
5209,12,12,12
5210,13,13,9
5211,12,7,12
5212,12,8,17
5213,13,18,15
5214,13,13,17
5215,12,9,12
5216,-3,-2,11
5217,11,6,10
5218,0,-2,12
5219,12,12,12
5220,12,13,15
5221,11,3,14
5222,11,3,17
5223,12,12,12
5224,12,12,12
5225,12,12,12
5226,12,12,16
5227,12,12,13
5228,12,12,17
5229,12,12,14
5230,14,12,12
5231,12,9,12
5232,-2,8,13
5233,12,16,12
5234,14,13,14
5235,10,12,14
5236,11,12,12
5237,14,14,12
5238,4,2,12
5239,8,9,12
5240,16,14,18
5241,16,14,16
5242,3,3,20
5243,-3,-3,14
5244,3,3,16
5245,5,5,20
5246,5,3,15
5247,13,12,12
5248,16,14,14
5249,16,14,13
5250,16,16,18
5251,18,20,12
5252,16,16,12
5253,-3,9,15
5254,12,16,13
5255,12,12,13
5256,11,12,13
5257,8,10,12
5258,8,8,12
5259,12,10,15
5260,12,12,12
5261,9,-2,12
5262,12,8,12
5263,12,11,14
5264,0,8,16
5265,0,8,12
5266,12,12,14
5267,12,13,13
5268,14,9,12
5269,10,8,11
5270,8,8,12
5271,8,8,12
5272,12,12,12
5273,10,9,13
5274,12,10,13
5275,10,12,14
5276,10,11,12
5277,11,7,13
5278,11,10,12
5279,-2,8,8
5280,7,8,12
5281,7,7,12
5282,13,13,13
5283,13,13,11
5284,13,13,12
5285,10,10,12
5286,10,10,12
5287,16,16,16
5288,12,13,12
5289,12,14,16
5290,12,14,12
5291,12,14,12
5292,12,12,13
5293,8,-2,15
5294,10,8,12
5295,-3,16,18
5296,12,12,12
5297,-2,-2,12
5298,11,10,14
5299,12,13,18
5300,10,14,15
5301,12,12,12
5302,12,12,12
5303,12,12,12
5304,12,-3,16
5305,12,9,12
5306,9,9,12
5307,10,6,12
5308,5,12,13
5309,11,8,12
5310,16,16,20
5311,12,12,12
5312,10,11,12
5313,12,10,12
5314,16,16,14
5315,16,12,17
5316,16,14,12
5317,16,12,12
5318,12,12,14
5319,16,14,16
5320,9,8,9
5321,12,11,12
5322,12,12,12
5323,12,9,10
5324,12,9,9
5325,12,10,20
5326,12,8,16
5327,12,9,12
5328,12,12,12
5329,12,12,13
5330,12,12,14
5331,12,12,12
5332,12,12,15
5333,11,8,16
5334,19,16,16
5335,12,12,12
5336,12,12,12
5337,12,14,12
5338,10,10,12
5339,12,13,14
5340,12,12,14
5341,12,12,16
5342,12,12,16
5343,13,16,19
5344,12,16,16
5345,12,15,15
5346,12,16,13
5347,13,12,14
5348,14,16,16
5349,12,12,13
5350,12,12,14
5351,12,12,18
5352,12,12,16
5353,9,14,12
5354,12,12,14
5355,12,12,16
5356,8,9,12
5357,7,7,12
5358,12,12,14
5359,12,12,12
5360,12,12,13
5361,11,5,15
5362,11,12,12
5363,11,12,12
5364,11,12,14
5365,11,12,15
5366,14,9,12
5367,-3,9,15
5368,10,12,16
5369,10,12,13
5370,10,12,12
5371,12,12,12
5372,16,16,16
5373,16,16,20
5374,15,16,16
5375,11,9,12
5376,12,8,12
5377,12,12,14
5378,12,12,13
5379,12,8,12
5380,12,8,12
5381,12,12,16
5382,9,9,12
5383,8,12,13
5384,8,12,11
5385,8,12,12
5386,14,12,16
5387,12,8,16
5388,12,8,16
5389,12,8,17
5390,12,8,14
5391,8,8,17
5392,12,13,14
5393,12,12,16
5394,12,12,18
5395,12,12,17
5396,12,12,12
5397,8,8,15
5398,8,8,16
5399,12,8,12
5400,12,16,10
5401,12,12,12
5402,12,18,12
5403,12,18,14
5404,12,18,13
5405,17,8,12
5406,13,12,16
5407,12,10,12
5408,12,12,14
5409,12,12,12
5410,16,8,16
5411,8,8,12
5412,12,9,14
5413,12,12,12
5414,12,12,13
5415,12,12,16
5416,15,14,16
5417,15,14,12
5418,15,14,16
5419,12,12,17
5420,12,12,16
5421,12,10,12
5422,12,7,12
5423,8,11,10
5424,8,12,12
5425,-3,8,12
5426,12,11,14
5427,12,8,13
5428,12,8,14
5429,12,8,12
5430,8,8,16
5431,8,8,13
5432,8,8,12
5433,12,12,16
5434,12,6,12
5435,12,12,12
5436,12,12,12
5437,14,16,16
5438,14,16,16
5439,14,16,16
5440,14,16,12
5441,13,14,14
5442,13,14,15
5443,6,12,12
5444,9,7,12
5445,12,11,14
5446,7,4,9
5447,7,4,8
5448,8,9,7
5449,8,9,7
5450,7,7,12
5451,7,7,12
5452,12,11,12
5453,12,10,13
5454,12,10,12
5455,7,0,8
5456,5,0,12
5457,10,9,12
5458,12,7,14
5459,12,7,14
5460,10,3,13
5461,7,4,8
5462,7,7,12
5463,7,7,12
5464,12,10,13
5465,9,12,12
5466,12,12,12
5467,11,14,13
5468,9,8,8
5469,9,8,12
5470,5,6,12
5471,5,6,12
5472,13,12,14
5473,11,9,12
5474,12,9,19
5475,10,7,12
5476,10,7,12
5477,-2,12,12
5478,9,10,12
5479,11,11,12
5480,11,11,12
5481,12,16,17
5482,12,12,12
5483,12,11,15
5484,12,11,12
5485,12,11,16
5486,13,12,12
5487,4,3,12
5488,6,13,11
5489,12,6,20
5490,12,12,12
5491,12,12,12
5492,12,2,12
5493,12,5,12
5494,12,6,12
5495,12,10,12
5496,8,-2,11
5497,-2,-2,12
5498,12,6,9
5499,12,12,12
5500,12,16,14
5501,10,11,13
5502,12,10,12
5503,12,16,12
5504,12,10,16
5505,3,7,12
5506,8,12,12
5507,11,11,11
5508,12,11,12
5509,7,-2,12
5510,7,10,12
5511,12,9,14
5512,12,9,17
5513,12,4,16
5514,11,8,12
5515,12,-2,15
5516,12,12,12
5517,12,-2,10
5518,12,12,14
5519,8,10,8
5520,8,8,9
5521,12,6,12
5522,12,6,12
5523,3,8,8
5524,7,7,12
5525,-2,-2,8
5526,8,7,8
5527,8,8,9
5528,12,10,12
5529,7,7,10
5530,8,-4,12
5531,8,8,12
5532,8,8,12
5533,8,8,12
5534,9,9,12
5535,8,9,9
5536,7,3,12
5537,7,4,12
5538,7,3,12
5539,7,3,12
5540,12,12,14
5541,14,19,15
5542,12,6,12
5543,12,8,17
5544,9,6,12
5545,9,6,12
5546,10,14,12
5547,8,8,12
5548,8,12,14
5549,12,14,12
5550,12,7,12
5551,12,7,12
5552,12,-4,9
5553,12,-4,12
5554,12,-4,9
5555,9,8,12
5556,6,11,9
5557,10,8,13
5558,6,3,12
5559,6,3,9
5560,7,-4,12
5561,7,7,12
5562,12,12,12
5563,9,12,12
5564,3,3,16
5565,12,6,16
5566,12,11,12
5567,12,12,17
5568,12,12,14
5569,13,-3,14
5570,12,12,12
5571,12,-3,13
5572,12,9,12
5573,11,8,12
5574,10,8,12
5575,10,8,12
5576,10,8,12
5577,8,9,12
5578,12,11,12
5579,10,12,12
5580,10,12,12
5581,10,12,14
5582,11,8,12
5583,10,8,13
5584,-2,-2,9
5585,12,6,12
5586,12,9,12
5587,12,12,12
5588,12,12,9
5589,-2,12,9
5590,12,16,16
5591,11,5,16
5592,14,10,19
5593,12,19,16
5594,12,18,20
5595,10,-3,14
5596,14,13,18
5597,16,20,20
5598,12,16,12
5599,14,14,16
5600,10,6,12
5601,8,5,12
5602,8,5,9
5603,7,6,9
5604,9,10,9
5605,9,12,10
5606,10,-3,14
5607,11,7,12
5608,9,8,12
5609,12,8,14
5610,12,10,18
5611,9,7,13
5612,12,12,13
5613,12,12,12
5614,12,12,12
5615,8,-2,14
5616,12,12,12
5617,12,12,12
5618,12,12,16
5619,12,12,13
5620,12,11,15
5621,12,11,17
5622,12,11,17
5623,17,18,20
5624,18,18,19
5625,11,12,12
5626,12,12,12
5627,12,12,14
5628,12,18,12
5629,7,-2,12
5630,11,-2,12
5631,12,11,13
5632,8,-2,16
5633,-3,-2,12
5634,12,-3,12
5635,-2,-2,12
5636,-3,12,12
5637,10,12,12
5638,9,12,12
5639,10,1,14
5640,12,12,12
5641,12,12,13
5642,12,-3,12
5643,-3,-2,12
5644,-2,-2,6
5645,16,12,14
5646,10,12,12
5647,10,12,13
5648,12,12,13
5649,12,12,14
5650,10,-3,12
5651,16,17,18
5652,10,11,14
5653,12,12,12
5654,9,11,12
5655,15,12,17
5656,16,10,14
5657,12,17,16
5658,14,-3,14
5659,12,12,12
5660,12,12,12
5661,15,14,15
5662,-2,-2,10
5663,-2,-2,10
5664,9,-4,12
5665,12,12,16
5666,12,14,16
5667,12,11,20
5668,15,18,12
5669,12,8,12
5670,17,10,20
5671,17,10,12
5672,12,12,12
5673,16,12,14
5674,12,12,13
5675,14,15,16
5676,16,20,17
5677,12,11,12
5678,14,16,13
5679,14,12,13
5680,12,12,14
5681,8,-4,12
5682,8,12,7
5683,9,-3,12
5684,8,10,12
5685,13,-4,12
5686,-3,-2,12
5687,8,8,12
5688,8,8,12
5689,-2,0,12
5690,14,15,19
5691,9,6,11
5692,12,7,12
5693,12,14,12
5694,8,11,12
5695,-2,8,19
5696,8,8,12
5697,-2,12,12
5698,10,8,13
5699,14,13,16
5700,12,6,12
5701,12,0,17
5702,12,11,13
5703,12,10,14
5704,12,10,12
5705,12,9,12
5706,12,12,14
5707,12,12,12
5708,15,12,15
5709,12,8,13
5710,12,12,18
5711,12,12,12
5712,12,11,12
5713,12,11,11
5714,12,12,12
5715,12,12,12
5716,13,13,12
5717,12,12,13
5718,12,10,12
5719,12,12,12
5720,9,8,13
5721,10,6,16
5722,18,18,18
5723,8,12,15
5724,3,3,11
5725,6,7,15
5726,6,7,13
5727,12,0,14
5728,6,6,16
5729,1,0,14
5730,1,0,14
5731,3,4,12
5732,7,14,12
5733,12,12,13
5734,5,8,16
5735,9,5,12
5736,0,0,16
5737,0,1,12
5738,11,7,8
5739,8,8,7
5740,6,7,12
5741,12,8,13
5742,12,12,10
5743,6,8,13
5744,6,8,14
5745,5,-2,12
5746,6,14,19
5747,0,-2,12
5748,2,0,14
5749,3,3,9
5750,5,0,12
5751,3,3,12
5752,4,-2,9
5753,4,0,12
5754,4,0,12
5755,4,0,12
5756,0,0,16
5757,0,-2,12
5758,12,17,15
5759,12,18,16
5760,12,20,16
5761,14,16,19
5762,13,12,15
5763,13,12,15
5764,13,12,16
5765,8,11,13
5766,12,16,14
5767,12,12,12
5768,12,12,16
5769,12,6,15
5770,12,6,14
5771,12,8,11
5772,6,6,9
5773,6,6,10
5774,6,6,12
5775,16,15,14
5776,12,12,14
5777,10,17,12
5778,6,12,13
5779,11,11,12
5780,8,8,9
5781,8,8,12
5782,8,5,12
5783,4,12,13
5784,15,4,16
5785,3,12,17
5786,8,13,13
5787,2,9,19
5788,6,0,12
5789,6,-2,13
5790,6,-3,12
5791,-4,-4,13
5792,-2,-3,12
5793,-3,-2,14
5794,12,10,13
5795,14,16,18
5796,9,-2,8
5797,9,-2,15
5798,5,8,12
5799,9,-3,12
5800,0,12,12
5801,4,12,12
5802,12,11,15
5803,5,6,12
5804,3,12,11
5805,8,-2,12
5806,6,12,9
5807,9,-2,12
5808,12,10,12
5809,7,7,15
5810,6,6,15
5811,6,2,14
5812,0,0,14
5813,5,-2,12
5814,4,6,5
5815,2,1,14
5816,6,12,13
5817,8,2,12
5818,3,-2,10
5819,0,-2,6
5820,7,12,15
5821,14,12,14
5822,9,11,12
5823,6,6,12
5824,12,10,12
5825,12,15,12
5826,10,12,14
5827,12,-4,14
5828,12,-2,14
5829,12,14,18
5830,11,12,12
5831,7,-3,12
5832,12,10,11
5833,12,12,12
5834,10,12,14
5835,8,11,12
5836,-2,12,12
5837,7,5,12
5838,8,3,10
5839,8,-3,12
5840,10,8,12
5841,3,-2,12
5842,6,12,12
5843,6,-2,13
5844,12,10,12
5845,3,-2,13
5846,12,12,13
5847,12,12,12
5848,-3,7,12
5849,11,-2,12
5850,13,13,16
5851,12,12,16
5852,12,-3,13
5853,11,12,16
5854,6,3,9
5855,0,3,9
5856,12,11,18
5857,12,12,12
5858,12,-4,13
5859,13,12,16
5860,3,12,12
5861,8,0,14
5862,9,-3,12
5863,8,11,16
5864,8,4,12
5865,4,4,12
5866,8,8,12
5867,9,8,15
5868,3,3,8
5869,4,4,12
5870,6,6,12
5871,5,-2,12
5872,10,12,12
5873,4,-2,13
5874,2,12,15
5875,2,-3,12
5876,2,0,13
5877,-2,0,12
5878,2,3,9
5879,14,6,12
5880,0,2,3
5881,0,4,12
5882,0,4,12
5883,3,-3,12
5884,-2,-2,12
5885,3,0,12
5886,9,12,12
5887,11,8,12
5888,-3,-3,12
5889,12,-2,14
5890,12,12,18
5891,14,9,10
5892,14,9,12
5893,12,10,14
5894,11,12,12
5895,11,12,14
5896,12,12,14
5897,12,11,12
5898,12,12,15
5899,12,12,13
5900,15,12,16
5901,-4,14,9
5902,-2,14,12
5903,0,3,12
5904,0,3,9
5905,2,2,4
5906,-3,11,17
5907,-2,11,14
5908,-2,11,10
5909,10,12,14
5910,8,9,12
5911,10,6,14
5912,12,12,12
5913,12,-2,12
5914,12,12,19
5915,12,12,12
5916,12,12,14
5917,12,12,12
5918,11,12,12
5919,11,6,13
5920,12,12,12
5921,10,10,14
5922,11,-2,12
5923,10,-2,12
5924,12,-4,12
5925,11,-2,13
5926,6,14,12
5927,12,-3,10
5928,15,12,13
5929,11,11,12
5930,11,11,11
5931,11,11,12
5932,12,-4,18
5933,14,12,12
5934,14,10,12
5935,12,12,12
5936,12,12,12
5937,12,-3,12
5938,12,15,12
5939,12,15,16
5940,6,4,12
5941,9,8,15
5942,10,-2,8
5943,-2,12,9
5944,7,9,11
5945,7,9,12
5946,-2,-2,12
5947,4,-2,6
5948,-3,0,12
5949,11,-4,12
5950,-2,-2,11
5951,-3,-3,12
5952,12,-2,11
5953,-2,-2,19
5954,11,12,14
5955,11,12,12
5956,12,-2,14
5957,4,4,12
5958,12,12,13
5959,12,12,12
5960,8,12,12
5961,8,12,12
5962,12,7,12
5963,12,9,12
5964,12,12,13
5965,10,12,12
5966,8,9,12
5967,10,4,15
5968,10,-2,12
5969,14,12,14
5970,14,12,0
5971,11,-2,20
5972,14,14,14
5973,12,-2,15
5974,12,-2,12
5975,12,-3,12
5976,12,16,16
5977,12,16,20
5978,12,12,13
5979,12,12,12
5980,-3,-3,14
5981,12,12,15
5982,12,13,18
5983,12,12,18
5984,10,-3,13
5985,10,9,16
5986,10,-3,12
5987,12,12,13
5988,10,-2,16
5989,13,-2,14
5990,10,14,7
5991,-2,-2,12
5992,8,8,12
5993,8,8,12
5994,8,9,12
5995,-2,-2,10
5996,-2,-2,9
5997,12,12,15
5998,12,-4,16
5999,-2,-2,11
6000,10,-4,11
6001,16,12,15
6002,-3,-3,12
6003,11,11,15
6004,12,-3,12
6005,4,-4,12
6006,-2,-2,12
6007,4,-4,11
6008,0,-2,16
6009,10,12,12
6010,-2,-3,13
6011,10,11,13
6012,12,12,13
6013,12,10,16
6014,12,10,12
6015,12,12,17
6016,12,12,12
6017,12,13,18
6018,15,20,20
6019,12,16,13
6020,15,-2,12
6021,12,-2,10
6022,12,9,12
6023,-3,-3,14
6024,-2,-2,10
6025,-3,6,11
6026,14,-3,13
6027,15,-3,13
6028,12,15,16
6029,12,12,12
6030,12,12,12
6031,11,6,18
6032,10,-2,16
6033,11,11,12
6034,11,11,10
6035,11,10,8
6036,9,10,16
6037,12,14,16
6038,12,12,16
6039,8,-2,13
6040,11,12,12
6041,11,12,14
6042,14,-3,20
6043,14,-3,19
6044,16,-3,12
6045,8,-2,9
6046,8,-3,8
6047,13,6,12
6048,10,11,18
6049,-2,-2,15
6050,11,11,12
6051,10,10,14
6052,10,12,12
6053,16,12,14
6054,16,12,17
6055,8,-2,13
6056,13,12,12
6057,14,12,13
6058,14,12,16
6059,-2,-2,12
6060,14,14,17
6061,12,15,12
6062,12,16,14
6063,11,16,13
6064,9,10,15
6065,14,13,12
6066,12,10,12
6067,12,-2,16
6068,14,19,18
6069,12,10,10
6070,12,-2,13
6071,16,15,17
6072,12,12,13
6073,9,12,10
6074,10,12,12
6075,-2,12,12
6076,16,12,15
6077,14,12,12
6078,16,12,13
6079,12,12,12
6080,10,12,12
6081,8,5,12
6082,12,12,16
6083,12,12,12
6084,11,9,12
6085,11,9,12
6086,8,11,12
6087,10,-3,12
6088,10,-2,12
6089,-2,-3,12
6090,5,5,10
6091,11,-4,14
6092,12,10,15
6093,12,9,15
6094,13,10,14
6095,11,7,12
6096,12,-2,12
6097,12,-2,11
6098,-2,-2,12
6099,12,-3,12
6100,10,-3,16
6101,-2,-3,12
6102,9,-3,12
6103,10,5,15
6104,10,5,12
6105,12,12,12
6106,10,11,16
6107,10,12,12
6108,12,12,14
6109,16,14,16
6110,10,12,16
6111,11,-2,12
6112,11,10,12
6113,12,12,12
6114,12,12,15
6115,14,12,16
6116,11,12,12
6117,-3,-2,12
6118,12,-3,12
6119,10,11,12
6120,10,10,12
6121,8,7,11
6122,13,12,16
6123,14,12,16
6124,13,12,12
6125,15,14,18
6126,5,9,14
6127,8,9,14
6128,12,-2,12
6129,12,10,12
6130,-3,14,14
6131,12,14,13
6132,12,13,15
6133,12,4,10
6134,12,4,12
6135,12,4,12
6136,12,4,12
6137,12,4,12
6138,12,4,8
6139,12,10,16
6140,12,12,12
6141,-2,-2,12
6142,8,8,12
6143,9,-2,9
6144,-2,-2,12
6145,9,8,8
6146,9,5,13
6147,11,12,16
6148,11,12,14
6149,9,13,12
6150,11,13,12
6151,-2,-2,12
6152,12,-3,14
6153,12,12,12
6154,8,7,10
6155,9,10,10
6156,9,-2,12
6157,11,4,14
6158,16,12,12
6159,16,12,15
6160,12,-3,12
6161,13,14,12
6162,16,12,13
6163,11,8,16
6164,11,8,12
6165,11,-4,16
6166,12,8,12
6167,12,12,12
6168,12,-2,12
6169,11,7,13
6170,12,10,12
6171,12,15,16
6172,12,15,19
6173,12,15,12
6174,8,-3,12
6175,8,7,12
6176,18,14,20
6177,11,8,13
6178,11,8,13
6179,8,8,12
6180,8,8,12
6181,8,8,12
6182,12,12,17
6183,12,13,14
6184,12,9,12
6185,12,6,15
6186,14,6,13
6187,14,-3,13
6188,14,6,11
6189,11,6,11
6190,11,6,10
6191,11,6,9
6192,11,6,9
6193,6,6,12
6194,8,6,16
6195,12,12,14
6196,12,13,19
6197,12,12,12
6198,12,-3,14
6199,12,11,12
6200,11,5,14
6201,12,6,14
6202,14,11,14
6203,12,12,12
6204,14,12,12
6205,14,12,13
6206,9,-2,15
6207,11,9,18
6208,6,6,17
6209,10,-2,13
6210,12,12,15
6211,12,8,16
6212,12,4,16
6213,12,4,13
6214,12,4,12
6215,11,2,14
6216,11,5,16
6217,11,5,12
6218,11,12,15
6219,-2,-2,18
6220,12,11,12
6221,12,9,12
6222,12,-2,12
6223,8,-2,12
6224,8,8,12
6225,8,8,12
6226,12,14,13
6227,12,12,16
6228,-2,14,12
6229,11,14,10
6230,-2,6,8
6231,9,-4,12
6232,11,12,12
6233,11,12,20
6234,12,6,12
6235,12,6,13
6236,12,-2,14
6237,-2,-2,16
6238,12,12,16
6239,10,6,12
6240,11,10,14
6241,-2,-2,16
6242,9,8,20
6243,12,12,13
6244,12,9,15
6245,10,11,14
6246,9,16,12
6247,12,10,16
6248,16,16,16
6249,11,12,12
6250,10,7,12
6251,12,12,12
6252,-2,-3,12
6253,11,12,16
6254,11,-2,12
6255,11,-3,20
6256,10,-2,12
